creator_metric_id,metric_date,creator_id,play_count,interaction_count,published_count,interaction_rate
CRM0000485,2026-08-28,C000485,18,1,7,0.0556
CRM0000486,2026-08-28,C000486,30,4,10,0.1333
CRM0000487,2026-08-28,C000487,55,10,14,0.1818
CRM0000488,2026-08-28,C000488,33,1,12,0.0303
CRM0000489,2026-08-28,C000489,42,9,14,0.2143
CRM0000490,2026-08-28,C000490,24,6,7,0.25
CRM0000491,2026-08-28,C000491,45,5,9,0.1111
CRM0000492,2026-08-28,C000492,46,5,12,0.1087
CRM0000493,2026-08-28,C000493,17,4,7,0.2353
CRM0000494,2026-08-28,C000494,16,2,6,0.125
CRM0000495,2026-08-28,C000495,14,2,7,0.1429
CRM0000496,2026-08-28,C000496,35,7,10,0.2
CRM0000497,2026-08-28,C000497,27,6,7,0.2222
CRM0000498,2026-08-28,C000498,21,1,7,0.0476
CRM0000499,2026-08-28,C000499,44,6,16,0.1364
CRM0000500,2026-08-28,C000500,24,2,7,0.0833
CRM0000501,2026-08-28,C000501,44,7,15,0.1591
CRM0000502,2026-08-28,C000502,15,2,6,0.1333
CRM0000503,2026-08-28,C000503,16,5,4,0.3125
CRM0000504,2026-08-28,C000504,30,4,9,0.1333
CRM0000505,2026-08-28,C000505,32,6,9,0.1875
CRM0000506,2026-08-28,C000506,27,5,12,0.1852
CRM0000507,2026-08-28,C000507,33,6,10,0.1818
CRM0000508,2026-08-28,C000508,13,1,5,0.0769
CRM0000509,2026-08-28,C000509,42,2,13,0.0476
CRM0000510,2026-08-28,C000510,26,4,7,0.1538
CRM0000511,2026-08-28,C000511,14,0,5,0.0
CRM0000512,2026-08-28,C000512,40,4,11,0.1
CRM0000513,2026-08-28,C000513,40,9,11,0.225
CRM0000514,2026-08-28,C000514,29,7,10,0.2414
CRM0000515,2026-08-28,C000515,29,4,9,0.1379
CRM0000516,2026-08-28,C000516,22,0,8,0.0
CRM0000517,2026-08-28,C000517,22,3,7,0.1364
CRM0000518,2026-08-28,C000518,20,2,7,0.1
CRM0000519,2026-08-28,C000519,21,5,6,0.2381
CRM0000520,2026-08-28,C000520,26,1,7,0.0385
CRM0000521,2026-08-28,C000521,20,4,9,0.2
CRM0000522,2026-08-28,C000522,32,3,12,0.0938
CRM0000523,2026-08-28,C000523,24,3,9,0.125
CRM0000524,2026-08-28,C000524,22,4,6,0.1818
CRM0000525,2026-08-28,C000525,18,1,4,0.0556
CRM0000526,2026-08-28,C000526,28,4,7,0.1429
CRM0000527,2026-08-28,C000527,38,4,10,0.1053
CRM0000528,2026-08-28,C000528,27,4,8,0.1481
CRM0000529,2026-08-28,C000529,36,1,11,0.0278
CRM0000530,2026-08-28,C000530,9,4,3,0.4444
CRM0000531,2026-08-28,C000531,16,1,6,0.0625
CRM0000532,2026-08-28,C000532,25,2,8,0.08
CRM0000533,2026-08-28,C000533,38,4,13,0.1053
CRM0000534,2026-08-28,C000534,30,5,9,0.1667
CRM0000535,2026-08-28,C000535,25,7,8,0.28
CRM0000536,2026-08-28,C000536,28,7,7,0.25
CRM0000537,2026-08-28,C000537,76,8,18,0.1053
CRM0000538,2026-08-28,C000538,26,1,10,0.0385
CRM0000539,2026-08-28,C000539,25,4,10,0.16
CRM0000540,2026-08-28,C000540,34,6,9,0.1765
CRM0000541,2026-08-28,C000541,11,0,4,0.0
CRM0000542,2026-08-28,C000542,20,3,7,0.15
CRM0000543,2026-08-28,C000543,24,5,9,0.2083
CRM0000544,2026-08-28,C000544,32,5,7,0.1562
CRM0000545,2026-08-28,C000545,22,2,5,0.0909
CRM0000546,2026-08-28,C000546,10,1,5,0.1
CRM0000547,2026-08-28,C000547,24,3,8,0.125
CRM0000548,2026-08-28,C000548,32,3,8,0.0938
CRM0000549,2026-08-28,C000549,11,1,5,0.0909
CRM0000550,2026-08-28,C000550,27,4,9,0.1481
CRM0000551,2026-08-28,C000551,32,7,8,0.2188
CRM0000552,2026-08-28,C000552,28,0,8,0.0
CRM0000553,2026-08-28,C000553,13,1,5,0.0769
CRM0000554,2026-08-28,C000554,33,3,8,0.0909
CRM0000555,2026-08-28,C000555,37,5,14,0.1351
CRM0000556,2026-08-28,C000556,36,6,10,0.1667
CRM0000557,2026-08-28,C000557,28,4,11,0.1429
CRM0000558,2026-08-28,C000558,37,4,11,0.1081
CRM0000559,2026-08-28,C000559,26,4,9,0.1538
CRM0000560,2026-08-28,C000560,39,6,10,0.1538
CRM0000561,2026-08-28,C000561,18,1,6,0.0556
CRM0000562,2026-08-28,C000562,39,4,13,0.1026
CRM0000563,2026-08-28,C000563,22,4,9,0.1818
CRM0000564,2026-08-28,C000564,16,0,4,0.0
CRM0000565,2026-08-28,C000565,29,4,11,0.1379
CRM0000566,2026-08-28,C000566,43,5,13,0.1163
CRM0000567,2026-08-28,C000567,47,6,10,0.1277
CRM0000568,2026-08-28,C000568,48,6,11,0.125
CRM0000569,2026-08-28,C000569,41,8,11,0.1951
CRM0000570,2026-08-28,C000570,38,9,10,0.2368
CRM0000571,2026-08-28,C000571,23,4,8,0.1739
CRM0000572,2026-08-28,C000572,26,4,8,0.1538
CRM0000573,2026-08-28,C000573,35,2,10,0.0571
CRM0000574,2026-08-28,C000574,39,4,9,0.1026
CRM0000575,2026-08-28,C000575,47,5,13,0.1064
CRM0000576,2026-08-28,C000576,19,4,7,0.2105
CRM0000577,2026-08-28,C000577,24,3,7,0.125
CRM0000578,2026-08-28,C000578,34,1,10,0.0294
CRM0000579,2026-08-28,C000579,18,4,7,0.2222
CRM0000580,2026-08-28,C000580,25,5,7,0.2
CRM0000581,2026-08-28,C000581,37,3,11,0.0811
CRM0000582,2026-08-28,C000582,25,3,8,0.12
CRM0000583,2026-08-28,C000583,13,1,4,0.0769
CRM0000584,2026-08-28,C000584,16,3,6,0.1875
CRM0000585,2026-08-28,C000585,32,9,9,0.2812
CRM0000586,2026-08-28,C000586,36,3,9,0.0833
CRM0000587,2026-08-28,C000587,29,4,11,0.1379
CRM0000588,2026-08-28,C000588,37,2,10,0.0541
CRM0000589,2026-08-28,C000589,45,8,10,0.1778
CRM0000590,2026-08-28,C000590,39,5,10,0.1282
CRM0000591,2026-08-28,C000591,36,7,10,0.1944
CRM0000592,2026-08-28,C000592,31,6,7,0.1935
CRM0000593,2026-08-28,C000593,42,7,10,0.1667
CRM0000594,2026-08-28,C000594,13,0,7,0.0
CRM0000595,2026-08-28,C000595,15,0,5,0.0
CRM0000596,2026-08-28,C000596,21,3,7,0.1429
CRM0000597,2026-08-28,C000597,27,2,9,0.0741
CRM0000598,2026-08-28,C000598,13,2,4,0.1538
CRM0000599,2026-08-28,C000599,20,3,7,0.15
CRM0000600,2026-08-28,C000600,27,5,11,0.1852
CRM0000601,2026-08-28,C000601,35,3,10,0.0857
CRM0000602,2026-08-28,C000602,34,8,10,0.2353
CRM0000603,2026-08-28,C000603,46,8,10,0.1739
CRM0000604,2026-08-28,C000604,28,3,12,0.1071
CRM0000605,2026-08-28,C000605,22,3,6,0.1364
CRM0000606,2026-08-28,C000606,23,4,6,0.1739
CRM0000607,2026-08-28,C000607,23,1,5,0.0435
CRM0000608,2026-08-28,C000608,28,4,8,0.1429
CRM0000609,2026-08-28,C000609,34,6,8,0.1765
CRM0000610,2026-08-28,C000610,21,0,7,0.0
CRM0000611,2026-08-28,C000611,42,5,13,0.119
CRM0000612,2026-08-28,C000612,43,7,11,0.1628
CRM0000613,2026-08-28,C000613,32,5,11,0.1562
CRM0000614,2026-08-28,C000614,56,5,14,0.0893
CRM0000615,2026-08-28,C000615,22,0,7,0.0
CRM0000616,2026-08-28,C000616,21,5,5,0.2381
CRM0000617,2026-08-28,C000617,21,4,7,0.1905
CRM0000618,2026-08-28,C000618,8,1,3,0.125
CRM0000619,2026-08-28,C000619,16,3,7,0.1875
CRM0000620,2026-08-28,C000620,33,5,8,0.1515
CRM0000621,2026-08-28,C000621,33,3,8,0.0909
CRM0000622,2026-08-28,C000622,35,3,10,0.0857
CRM0000623,2026-08-28,C000623,20,2,6,0.1
CRM0000624,2026-08-28,C000624,15,0,7,0.0
CRM0000625,2026-08-28,C000625,19,1,5,0.0526
CRM0000626,2026-08-28,C000626,12,0,5,0.0
CRM0000627,2026-08-28,C000627,22,3,5,0.1364
CRM0000628,2026-08-28,C000628,22,2,6,0.0909
CRM0000629,2026-08-28,C000629,24,4,8,0.1667
CRM0000630,2026-08-28,C000630,21,2,7,0.0952
CRM0000631,2026-08-28,C000631,16,2,7,0.125
CRM0000632,2026-08-28,C000632,24,4,9,0.1667
CRM0000633,2026-08-28,C000633,35,4,12,0.1143
CRM0000634,2026-08-28,C000634,30,5,11,0.1667
CRM0000635,2026-08-28,C000635,25,3,6,0.12
CRM0000636,2026-08-28,C000636,7,0,4,0.0
CRM0000637,2026-08-28,C000637,19,1,8,0.0526
CRM0000638,2026-08-28,C000638,19,1,5,0.0526
CRM0000639,2026-08-28,C000639,33,2,10,0.0606
CRM0000640,2026-08-28,C000640,22,6,8,0.2727
CRM0000641,2026-08-28,C000641,29,7,13,0.2414
CRM0000642,2026-08-28,C000642,38,5,13,0.1316
CRM0000643,2026-08-28,C000643,23,7,6,0.3043
CRM0000644,2026-08-28,C000644,28,0,9,0.0
CRM0000645,2026-08-28,C000645,13,2,6,0.1538
CRM0000646,2026-08-28,C000646,17,6,5,0.3529
CRM0000647,2026-08-28,C000647,19,6,10,0.3158
CRM0000648,2026-08-28,C000648,20,6,8,0.3
CRM0000649,2026-08-28,C000649,16,2,5,0.125
CRM0000650,2026-08-28,C000650,16,0,5,0.0
CRM0000651,2026-08-28,C000651,27,5,7,0.1852
CRM0000652,2026-08-28,C000652,18,2,7,0.1111
CRM0000653,2026-08-28,C000653,46,10,12,0.2174
CRM0000654,2026-08-28,C000654,35,5,12,0.1429
CRM0000655,2026-08-28,C000655,66,6,15,0.0909
CRM0000656,2026-08-28,C000656,21,2,10,0.0952
CRM0000657,2026-08-28,C000657,43,7,13,0.1628
CRM0000658,2026-08-28,C000658,26,2,10,0.0769
CRM0000659,2026-08-28,C000659,8,0,3,0.0
CRM0000660,2026-08-28,C000660,17,4,5,0.2353
CRM0000661,2026-08-28,C000661,29,5,8,0.1724
CRM0000662,2026-08-28,C000662,49,7,13,0.1429
CRM0000663,2026-08-28,C000663,31,2,9,0.0645
CRM0000664,2026-08-28,C000664,27,3,6,0.1111
CRM0000665,2026-08-28,C000665,26,2,10,0.0769
CRM0000666,2026-08-28,C000666,10,2,6,0.2
CRM0000667,2026-08-28,C000667,18,4,6,0.2222
CRM0000668,2026-08-28,C000668,28,2,9,0.0714
CRM0000669,2026-08-28,C000669,33,5,8,0.1515
CRM0000670,2026-08-28,C000670,17,2,5,0.1176
CRM0000671,2026-08-28,C000671,26,3,8,0.1154
CRM0000672,2026-08-28,C000672,23,3,6,0.1304
CRM0000673,2026-08-28,C000673,38,8,10,0.2105
CRM0000674,2026-08-28,C000674,27,5,8,0.1852
CRM0000675,2026-08-28,C000675,33,9,9,0.2727
CRM0000676,2026-08-28,C000676,33,5,8,0.1515
CRM0000677,2026-08-28,C000677,23,3,8,0.1304
CRM0000678,2026-08-28,C000678,17,3,9,0.1765
CRM0000679,2026-08-28,C000679,20,2,7,0.1
CRM0000680,2026-08-28,C000680,22,3,8,0.1364
CRM0000681,2026-08-28,C000681,23,3,7,0.1304
CRM0000682,2026-08-28,C000682,15,0,6,0.0
CRM0000683,2026-08-28,C000683,48,8,13,0.1667
CRM0000684,2026-08-28,C000684,29,2,9,0.069
CRM0000685,2026-08-28,C000685,37,4,9,0.1081
CRM0000686,2026-08-28,C000686,11,2,6,0.1818
CRM0000687,2026-08-28,C000687,25,6,10,0.24
CRM0000688,2026-08-28,C000688,25,2,8,0.08
CRM0000689,2026-08-28,C000689,29,1,11,0.0345
CRM0000690,2026-08-28,C000690,16,2,5,0.125
CRM0000691,2026-08-28,C000691,23,6,7,0.2609
CRM0000692,2026-08-28,C000692,33,6,7,0.1818
CRM0000693,2026-08-28,C000693,32,4,15,0.125
CRM0000694,2026-08-28,C000694,22,3,6,0.1364
CRM0000695,2026-08-28,C000695,35,1,12,0.0286
CRM0000696,2026-08-28,C000696,50,8,13,0.16
CRM0000697,2026-08-28,C000697,29,6,10,0.2069
CRM0000698,2026-08-28,C000698,33,2,7,0.0606
CRM0000699,2026-08-28,C000699,15,5,7,0.3333
CRM0000700,2026-08-28,C000700,19,2,8,0.1053
CRM0000701,2026-08-28,C000701,26,4,7,0.1538
CRM0000702,2026-08-28,C000702,50,6,11,0.12
CRM0000703,2026-08-28,C000703,26,7,7,0.2692
CRM0000704,2026-08-28,C000704,25,2,9,0.08
CRM0000705,2026-08-28,C000705,28,4,9,0.1429
CRM0000706,2026-08-28,C000706,29,5,7,0.1724
CRM0000707,2026-08-28,C000707,33,8,8,0.2424
CRM0000708,2026-08-28,C000708,32,6,7,0.1875
CRM0000709,2026-08-28,C000709,29,2,9,0.069
CRM0000710,2026-08-28,C000710,45,7,12,0.1556
CRM0000711,2026-08-28,C000711,50,6,13,0.12
CRM0000712,2026-08-28,C000712,22,1,6,0.0455
CRM0000713,2026-08-28,C000713,35,4,11,0.1143
CRM0000714,2026-08-28,C000714,28,3,8,0.1071
CRM0000715,2026-08-28,C000715,35,3,13,0.0857
CRM0000716,2026-08-28,C000716,19,0,8,0.0
CRM0000717,2026-08-28,C000717,36,4,9,0.1111
CRM0000718,2026-08-28,C000718,26,5,8,0.1923
CRM0000719,2026-08-28,C000719,31,3,9,0.0968
CRM0000720,2026-08-28,C000720,39,6,9,0.1538
CRM0000721,2026-08-28,C000721,40,7,9,0.175
CRM0000722,2026-08-28,C000722,31,2,11,0.0645
CRM0000723,2026-08-28,C000723,26,2,8,0.0769
CRM0000724,2026-08-28,C000724,42,7,12,0.1667
CRM0000725,2026-08-28,C000725,29,4,10,0.1379
CRM0000726,2026-08-28,C000726,28,1,8,0.0357
CRM0000727,2026-08-28,C000727,30,4,8,0.1333
CRM0000728,2026-08-28,C000728,33,5,8,0.1515
CRM0000729,2026-08-28,C000729,28,2,10,0.0714
CRM0000730,2026-08-28,C000730,25,3,10,0.12
CRM0000731,2026-08-28,C000731,39,7,10,0.1795
CRM0000732,2026-08-28,C000732,33,7,7,0.2121
CRM0000733,2026-08-28,C000733,15,2,4,0.1333
CRM0000734,2026-08-28,C000734,35,4,9,0.1143
CRM0000735,2026-08-28,C000735,7,1,5,0.1429
CRM0000736,2026-08-28,C000736,10,2,4,0.2
CRM0000737,2026-08-28,C000737,13,3,6,0.2308
CRM0000738,2026-08-28,C000738,51,14,14,0.2745
CRM0000739,2026-08-28,C000739,33,7,9,0.2121
CRM0000740,2026-08-28,C000740,41,5,12,0.122
CRM0000741,2026-08-28,C000741,20,1,7,0.05
CRM0000742,2026-08-28,C000742,26,3,11,0.1154
CRM0000743,2026-08-28,C000743,28,2,10,0.0714
CRM0000744,2026-08-28,C000744,33,5,9,0.1515
CRM0000745,2026-08-28,C000745,53,6,13,0.1132
CRM0000746,2026-08-28,C000746,34,7,8,0.2059
CRM0000747,2026-08-28,C000747,13,1,6,0.0769
CRM0000748,2026-08-28,C000748,32,2,10,0.0625
CRM0000749,2026-08-28,C000749,21,4,6,0.1905
CRM0000750,2026-08-28,C000750,25,2,11,0.08
CRM0000751,2026-08-28,C000751,23,3,8,0.1304
CRM0000752,2026-08-28,C000752,47,6,10,0.1277
CRM0000753,2026-08-28,C000753,46,7,12,0.1522
CRM0000754,2026-08-28,C000754,5,1,6,0.2
CRM0000755,2026-08-28,C000755,26,5,10,0.1923
CRM0000756,2026-08-28,C000756,8,0,3,0.0
CRM0000757,2026-08-28,C000757,24,2,6,0.0833
CRM0000758,2026-08-28,C000758,52,2,14,0.0385
CRM0000759,2026-08-28,C000759,24,4,7,0.1667
CRM0000760,2026-08-28,C000760,31,4,10,0.129
CRM0000761,2026-08-28,C000761,42,4,10,0.0952
CRM0000762,2026-08-28,C000762,30,1,8,0.0333
CRM0000763,2026-08-28,C000763,12,0,5,0.0
CRM0000764,2026-08-28,C000764,40,4,10,0.1
CRM0000765,2026-08-28,C000765,20,2,7,0.1
CRM0000766,2026-08-28,C000766,21,4,8,0.1905
CRM0000767,2026-08-28,C000767,34,2,9,0.0588
CRM0000768,2026-08-28,C000768,30,3,9,0.1
CRM0000769,2026-08-28,C000769,56,5,13,0.0893
CRM0000770,2026-08-28,C000770,34,6,13,0.1765
CRM0000771,2026-08-28,C000771,35,3,9,0.0857
CRM0000772,2026-08-28,C000772,31,6,12,0.1935
CRM0000773,2026-08-28,C000773,11,2,6,0.1818
CRM0000774,2026-08-28,C000774,7,2,3,0.2857
CRM0000775,2026-08-28,C000775,40,10,11,0.25
CRM0000776,2026-08-28,C000776,36,9,6,0.25
CRM0000777,2026-08-28,C000777,35,8,9,0.2286
CRM0000778,2026-08-28,C000778,40,8,9,0.2
CRM0000779,2026-08-28,C000779,10,1,3,0.1
CRM0000780,2026-08-28,C000780,28,5,7,0.1786
CRM0000781,2026-08-28,C000781,29,6,9,0.2069
CRM0000782,2026-08-28,C000782,23,6,10,0.2609
CRM0000783,2026-08-28,C000783,49,5,11,0.102
CRM0000784,2026-08-28,C000784,49,6,12,0.1224
CRM0000785,2026-08-28,C000785,39,3,13,0.0769
CRM0000786,2026-08-28,C000786,27,2,8,0.0741
CRM0000787,2026-08-28,C000787,33,5,11,0.1515
CRM0000788,2026-08-28,C000788,11,1,5,0.0909
CRM0000789,2026-08-28,C000789,43,6,12,0.1395
CRM0000790,2026-08-28,C000790,28,1,10,0.0357
CRM0000791,2026-08-28,C000791,25,1,8,0.04
CRM0000792,2026-08-28,C000792,43,3,12,0.0698
CRM0000793,2026-08-28,C000793,33,2,9,0.0606
CRM0000794,2026-08-28,C000794,18,2,4,0.1111
CRM0000795,2026-08-28,C000795,22,3,7,0.1364
CRM0000796,2026-08-28,C000796,33,3,12,0.0909
CRM0000797,2026-08-28,C000797,14,4,5,0.2857
CRM0000798,2026-08-28,C000798,14,3,4,0.2143
CRM0000799,2026-08-28,C000799,37,3,11,0.0811
CRM0000800,2026-08-28,C000800,43,6,8,0.1395
CRM0000801,2026-08-28,C000801,10,2,4,0.2
CRM0000802,2026-08-28,C000802,35,6,14,0.1714
CRM0000803,2026-08-28,C000803,38,3,12,0.0789
CRM0000804,2026-08-28,C000804,15,2,5,0.1333
CRM0000805,2026-08-28,C000805,35,6,12,0.1714
CRM0000806,2026-08-28,C000806,18,3,7,0.1667
CRM0000807,2026-08-28,C000807,28,3,12,0.1071
CRM0000808,2026-08-28,C000808,27,3,8,0.1111
CRM0000809,2026-08-28,C000809,50,13,12,0.26
CRM0000810,2026-08-28,C000810,6,0,5,0.0
CRM0000811,2026-08-28,C000811,28,2,10,0.0714
CRM0000812,2026-08-28,C000812,19,3,8,0.1579
CRM0000813,2026-08-28,C000813,25,2,9,0.08
CRM0000814,2026-08-28,C000814,22,1,6,0.0455
CRM0000815,2026-08-28,C000815,23,2,6,0.087
CRM0000816,2026-08-28,C000816,27,3,8,0.1111
CRM0000817,2026-08-28,C000817,16,2,6,0.125
CRM0000818,2026-08-28,C000818,13,2,7,0.1538
CRM0000819,2026-08-28,C000819,27,2,7,0.0741
CRM0000820,2026-08-28,C000820,12,0,4,0.0
CRM0000821,2026-08-28,C000821,23,4,7,0.1739
CRM0000822,2026-08-28,C000822,16,1,4,0.0625
CRM0000823,2026-08-28,C000823,31,7,9,0.2258
CRM0000824,2026-08-28,C000824,32,5,10,0.1562
CRM0000825,2026-08-28,C000825,15,2,7,0.1333
CRM0000826,2026-08-28,C000826,37,4,15,0.1081
CRM0000827,2026-08-28,C000827,25,0,9,0.0
CRM0000828,2026-08-28,C000828,15,3,5,0.2
CRM0000829,2026-08-28,C000829,27,6,10,0.2222
CRM0000830,2026-08-28,C000830,21,1,11,0.0476
CRM0000831,2026-08-28,C000831,31,3,8,0.0968
CRM0000832,2026-08-28,C000832,17,2,6,0.1176
CRM0000833,2026-08-28,C000833,8,1,3,0.125
CRM0000834,2026-08-28,C000834,19,1,5,0.0526
CRM0000835,2026-08-28,C000835,30,9,9,0.3
CRM0000836,2026-08-28,C000836,20,3,8,0.15
CRM0000837,2026-08-28,C000837,41,8,12,0.1951
CRM0000838,2026-08-28,C000838,12,2,5,0.1667
CRM0000839,2026-08-28,C000839,34,4,7,0.1176
CRM0000840,2026-08-28,C000840,16,2,6,0.125
CRM0000841,2026-08-28,C000841,25,5,8,0.2
CRM0000842,2026-08-28,C000842,31,5,11,0.1613
CRM0000843,2026-08-28,C000843,16,1,5,0.0625
CRM0000844,2026-08-28,C000844,29,1,11,0.0345
CRM0000845,2026-08-28,C000845,9,0,5,0.0
CRM0000846,2026-08-28,C000846,23,2,11,0.087
CRM0000847,2026-08-28,C000847,35,3,11,0.0857
CRM0000848,2026-08-28,C000848,43,6,12,0.1395
CRM0000849,2026-08-28,C000849,28,5,9,0.1786
CRM0000850,2026-08-28,C000850,31,5,8,0.1613
CRM0000851,2026-08-28,C000851,17,5,4,0.2941
CRM0000852,2026-08-28,C000852,21,2,6,0.0952
CRM0000853,2026-08-28,C000853,18,1,6,0.0556
CRM0000854,2026-08-28,C000854,12,2,4,0.1667
CRM0000855,2026-08-28,C000855,24,3,5,0.125
CRM0000856,2026-08-28,C000856,49,11,10,0.2245
CRM0000857,2026-08-28,C000857,48,4,11,0.0833
CRM0000858,2026-08-28,C000858,19,6,7,0.3158
CRM0000859,2026-08-28,C000859,28,3,8,0.1071
CRM0000860,2026-08-28,C000860,53,7,16,0.1321
CRM0000861,2026-08-28,C000861,25,2,9,0.08
CRM0000862,2026-08-28,C000862,36,4,9,0.1111
CRM0000863,2026-08-28,C000863,46,5,14,0.1087
CRM0000864,2026-08-28,C000864,46,8,12,0.1739
CRM0000865,2026-08-28,C000865,28,5,9,0.1786
CRM0000866,2026-08-28,C000866,31,7,7,0.2258
CRM0000867,2026-08-28,C000867,19,4,7,0.2105
CRM0000868,2026-08-28,C000868,49,4,14,0.0816
CRM0000869,2026-08-28,C000869,32,4,5,0.125
CRM0000870,2026-08-28,C000870,13,1,4,0.0769
CRM0000871,2026-08-28,C000871,29,3,8,0.1034
CRM0000872,2026-08-28,C000872,17,2,6,0.1176
CRM0000873,2026-08-28,C000873,28,3,11,0.1071
CRM0000874,2026-08-28,C000874,25,4,8,0.16
CRM0000875,2026-08-28,C000875,24,4,9,0.1667
CRM0000876,2026-08-28,C000876,31,2,10,0.0645
CRM0000877,2026-08-28,C000877,27,3,9,0.1111
CRM0000878,2026-08-28,C000878,18,2,7,0.1111
CRM0000879,2026-08-28,C000879,41,4,11,0.0976
CRM0000880,2026-08-28,C000880,10,4,4,0.4
CRM0000881,2026-08-28,C000881,38,3,13,0.0789
CRM0000882,2026-08-28,C000882,15,2,6,0.1333
CRM0000883,2026-08-28,C000883,17,1,5,0.0588
CRM0000884,2026-08-28,C000884,53,8,17,0.1509
CRM0000885,2026-08-28,C000885,46,10,11,0.2174
CRM0000886,2026-08-28,C000886,13,1,8,0.0769
CRM0000887,2026-08-28,C000887,31,2,8,0.0645
CRM0000888,2026-08-28,C000888,51,6,13,0.1176
CRM0000889,2026-08-28,C000889,40,4,15,0.1
CRM0000890,2026-08-28,C000890,19,2,7,0.1053
CRM0000891,2026-08-28,C000891,21,6,8,0.2857
CRM0000892,2026-08-28,C000892,39,1,16,0.0256
CRM0000893,2026-08-28,C000893,14,3,5,0.2143
CRM0000894,2026-08-28,C000894,15,3,6,0.2
CRM0000895,2026-08-28,C000895,15,2,6,0.1333
CRM0000896,2026-08-28,C000896,29,3,11,0.1034
CRM0000897,2026-08-28,C000897,44,5,16,0.1136
CRM0000898,2026-08-28,C000898,15,2,6,0.1333
CRM0000899,2026-08-28,C000899,51,7,14,0.1373
CRM0000900,2026-08-28,C000900,32,1,11,0.0312
CRM0000901,2026-08-28,C000901,30,4,12,0.1333
CRM0000902,2026-08-28,C000902,71,9,15,0.1268
CRM0000903,2026-08-28,C000903,41,9,8,0.2195
CRM0000904,2026-08-28,C000904,12,2,4,0.1667
CRM0000905,2026-08-28,C000905,51,6,17,0.1176
CRM0000906,2026-08-28,C000906,20,2,5,0.1
CRM0000907,2026-08-28,C000907,39,4,13,0.1026
CRM0000908,2026-08-28,C000908,19,1,4,0.0526
CRM0000909,2026-08-28,C000909,12,1,4,0.0833
CRM0000910,2026-08-28,C000910,33,7,10,0.2121
CRM0000911,2026-08-28,C000911,31,1,8,0.0323
CRM0000912,2026-08-28,C000912,26,3,7,0.1154
CRM0000913,2026-08-28,C000913,30,6,9,0.2
CRM0000914,2026-08-28,C000914,23,5,6,0.2174
CRM0000915,2026-08-28,C000915,15,0,3,0.0
CRM0000916,2026-08-28,C000916,53,9,14,0.1698
CRM0000917,2026-08-28,C000917,30,3,13,0.1
CRM0000918,2026-08-28,C000918,31,4,10,0.129
CRM0000919,2026-08-28,C000919,11,3,4,0.2727
CRM0000920,2026-08-28,C000920,19,1,7,0.0526
CRM0000921,2026-08-28,C000921,34,7,16,0.2059
CRM0000922,2026-08-28,C000922,27,3,7,0.1111
CRM0000923,2026-08-28,C000923,29,2,11,0.069
CRM0000924,2026-08-28,C000924,28,2,9,0.0714
CRM0000925,2026-08-28,C000925,8,1,3,0.125
CRM0000926,2026-08-28,C000926,30,3,8,0.1
CRM0000927,2026-08-28,C000927,22,3,9,0.1364
CRM0000928,2026-08-28,C000928,29,2,7,0.069
CRM0000929,2026-08-28,C000929,16,2,6,0.125
CRM0000930,2026-08-28,C000930,36,4,10,0.1111
CRM0000931,2026-08-28,C000931,16,1,5,0.0625
CRM0000932,2026-08-28,C000932,38,10,9,0.2632
CRM0000933,2026-08-28,C000933,20,1,6,0.05
CRM0000934,2026-08-28,C000934,25,6,10,0.24
CRM0000935,2026-08-28,C000935,30,3,11,0.1
CRM0000936,2026-08-28,C000936,25,5,6,0.2
CRM0000937,2026-08-28,C000937,22,1,8,0.0455
CRM0000938,2026-08-28,C000938,25,4,7,0.16
CRM0000939,2026-08-28,C000939,14,2,7,0.1429
CRM0000940,2026-08-28,C000940,26,3,7,0.1154
CRM0000941,2026-08-28,C000941,11,0,5,0.0
CRM0000942,2026-08-28,C000942,13,2,6,0.1538
CRM0000943,2026-08-28,C000943,21,2,5,0.0952
CRM0000944,2026-08-28,C000944,27,5,8,0.1852
CRM0000945,2026-08-28,C000945,37,8,9,0.2162
CRM0000946,2026-08-28,C000946,23,1,7,0.0435
CRM0000947,2026-08-28,C000947,10,1,5,0.1
CRM0000948,2026-08-28,C000948,39,6,10,0.1538
CRM0000949,2026-08-28,C000949,23,4,9,0.1739
CRM0000950,2026-08-28,C000950,13,0,5,0.0
CRM0000951,2026-08-28,C000951,15,1,8,0.0667
CRM0000952,2026-08-28,C000952,34,5,7,0.1471
CRM0000953,2026-08-28,C000953,40,6,14,0.15
CRM0000954,2026-08-28,C000954,13,3,3,0.2308
CRM0000955,2026-08-28,C000955,18,0,6,0.0
CRM0000956,2026-08-28,C000956,11,3,4,0.2727
CRM0000957,2026-08-28,C000957,52,4,12,0.0769
CRM0000958,2026-08-28,C000958,22,2,6,0.0909
CRM0000959,2026-08-28,C000959,24,6,10,0.25
CRM0000960,2026-08-28,C000960,28,2,9,0.0714
CRM0000961,2026-08-28,C000961,43,4,10,0.093
CRM0000962,2026-08-28,C000962,12,0,6,0.0
CRM0000963,2026-08-28,C000963,29,2,8,0.069
CRM0000964,2026-08-28,C000964,21,2,5,0.0952
CRM0000965,2026-08-28,C000965,31,3,10,0.0968
CRM0000966,2026-08-28,C000966,14,4,4,0.2857
CRM0000967,2026-08-28,C000967,20,2,8,0.1
CRM0000968,2026-08-28,C000968,13,3,6,0.2308
CRM0000969,2026-08-28,C000969,23,5,6,0.2174
