activation_id,registration_id,user_id,is_activated,activated_at,activation_seconds,activation_rule
ACT00001824,REG00001824,U0001824,1,2026-08-02 13:37:58,480,观看满5分钟
ACT00001825,REG00001825,U0001825,1,2026-04-22 23:59:38,24360,完成首次互动
ACT00001826,REG00001826,U0001826,1,2026-08-08 09:24:04,16380,观看3条视频
ACT00001827,REG00001827,U0001827,1,2026-02-17 19:21:22,37320,完成首次互动
ACT00001828,REG00001828,U0001828,1,2026-01-14 10:50:48,42600,观看满5分钟
ACT00001829,REG00001829,U0001829,1,2026-01-11 06:54:23,10500,完成首次互动
ACT00001830,REG00001830,U0001830,1,2026-08-04 07:02:21,37560,完成首次互动
ACT00001831,REG00001831,U0001831,1,2026-06-13 13:22:47,10980,完成首次互动
ACT00001832,REG00001832,U0001832,0,,,未达到激活条件
ACT00001833,REG00001833,U0001833,1,2026-05-01 23:58:15,30480,观看3条视频
ACT00001834,REG00001834,U0001834,1,2026-07-28 00:31:23,22080,观看满5分钟
ACT00001835,REG00001835,U0001835,0,,,未达到激活条件
ACT00001836,REG00001836,U0001836,1,2026-03-24 10:56:44,41400,观看满5分钟
ACT00001837,REG00001837,U0001837,1,2026-05-26 11:28:35,20340,观看3条视频
ACT00001838,REG00001838,U0001838,1,2026-02-04 08:27:28,9300,观看3条视频
ACT00001839,REG00001839,U0001839,1,2026-04-19 05:04:41,37140,完成首次互动
ACT00001840,REG00001840,U0001840,1,2026-04-02 12:32:18,14580,观看3条视频
ACT00001841,REG00001841,U0001841,1,2026-06-22 08:26:53,12300,观看满5分钟
ACT00001842,REG00001842,U0001842,1,2026-02-05 23:21:21,4980,观看3条视频
ACT00001843,REG00001843,U0001843,1,2026-08-04 05:30:26,36960,观看3条视频
ACT00001844,REG00001844,U0001844,1,2026-05-16 14:13:15,7380,观看3条视频
ACT00001845,REG00001845,U0001845,1,2026-05-10 22:11:31,32160,观看满5分钟
ACT00001846,REG00001846,U0001846,0,,,未达到激活条件
ACT00001847,REG00001847,U0001847,1,2026-08-27 09:56:14,21420,观看满5分钟
ACT00001848,REG00001848,U0001848,1,2026-04-21 07:16:26,29700,观看满5分钟
ACT00001849,REG00001849,U0001849,1,2026-06-08 04:30:46,9060,观看满5分钟
ACT00001850,REG00001850,U0001850,1,2026-04-03 17:28:19,15780,观看3条视频
ACT00001851,REG00001851,U0001851,0,,,未达到激活条件
ACT00001852,REG00001852,U0001852,1,2026-03-24 13:36:10,1740,观看3条视频
ACT00001853,REG00001853,U0001853,1,2026-07-22 03:26:28,20220,观看3条视频
ACT00001854,REG00001854,U0001854,0,,,未达到激活条件
ACT00001855,REG00001855,U0001855,1,2026-05-31 19:55:59,2340,观看满5分钟
ACT00001856,REG00001856,U0001856,0,,,未达到激活条件
ACT00001857,REG00001857,U0001857,1,2026-06-20 13:19:08,13620,观看3条视频
ACT00001858,REG00001858,U0001858,1,2026-07-16 02:18:55,36660,观看满5分钟
ACT00001859,REG00001859,U0001859,1,2026-01-07 14:05:22,2280,观看满5分钟
ACT00001860,REG00001860,U0001860,0,,,未达到激活条件
ACT00001861,REG00001861,U0001861,1,2026-03-29 19:51:07,26160,观看满5分钟
ACT00001862,REG00001862,U0001862,1,2026-05-11 07:05:43,15000,观看满5分钟
ACT00001863,REG00001863,U0001863,1,2026-03-15 11:58:50,13800,观看3条视频
ACT00001864,REG00001864,U0001864,1,2026-05-12 08:05:25,3360,观看满5分钟
ACT00001865,REG00001865,U0001865,1,2026-03-08 22:36:10,22860,观看3条视频
ACT00001866,REG00001866,U0001866,0,,,未达到激活条件
ACT00001867,REG00001867,U0001867,1,2026-05-26 19:44:24,9420,观看满5分钟
ACT00001868,REG00001868,U0001868,1,2026-01-26 10:35:09,42780,观看3条视频
ACT00001869,REG00001869,U0001869,1,2026-03-22 08:03:52,7920,完成首次互动
ACT00001870,REG00001870,U0001870,0,,,未达到激活条件
ACT00001871,REG00001871,U0001871,0,,,未达到激活条件
ACT00001872,REG00001872,U0001872,0,,,未达到激活条件
ACT00001873,REG00001873,U0001873,1,2026-04-19 06:42:43,34980,观看满5分钟
ACT00001874,REG00001874,U0001874,0,,,未达到激活条件
ACT00001875,REG00001875,U0001875,1,2026-08-26 01:27:12,36720,完成首次互动
ACT00001876,REG00001876,U0001876,1,2026-03-03 06:08:30,35520,观看3条视频
ACT00001877,REG00001877,U0001877,1,2026-02-26 21:30:46,26580,完成首次互动
ACT00001878,REG00001878,U0001878,1,2026-06-19 22:10:40,9120,观看3条视频
ACT00001879,REG00001879,U0001879,1,2026-07-27 02:12:32,37740,观看3条视频
ACT00001880,REG00001880,U0001880,1,2026-07-18 14:44:48,16080,观看3条视频
ACT00001881,REG00001881,U0001881,1,2026-03-16 03:01:50,7680,观看3条视频
ACT00001882,REG00001882,U0001882,0,,,未达到激活条件
ACT00001883,REG00001883,U0001883,1,2026-06-23 19:17:38,1020,观看满5分钟
ACT00001884,REG00001884,U0001884,1,2026-03-16 05:24:13,22440,观看满5分钟
ACT00001885,REG00001885,U0001885,0,,,未达到激活条件
ACT00001886,REG00001886,U0001886,0,,,未达到激活条件
ACT00001887,REG00001887,U0001887,1,2026-07-29 11:08:51,21960,观看满5分钟
ACT00001888,REG00001888,U0001888,0,,,未达到激活条件
ACT00001889,REG00001889,U0001889,1,2026-04-18 03:07:20,33900,观看3条视频
ACT00001890,REG00001890,U0001890,1,2026-07-11 03:09:47,10800,完成首次互动
ACT00001891,REG00001891,U0001891,1,2026-08-10 12:49:27,33840,观看满5分钟
ACT00001892,REG00001892,U0001892,1,2026-01-18 16:21:49,20400,观看满5分钟
ACT00001893,REG00001893,U0001893,1,2026-08-15 22:21:16,3120,观看满5分钟
ACT00001894,REG00001894,U0001894,1,2026-07-08 15:38:20,34920,完成首次互动
ACT00001895,REG00001895,U0001895,0,,,未达到激活条件
ACT00001896,REG00001896,U0001896,1,2026-08-05 11:26:12,3240,观看满5分钟
ACT00001897,REG00001897,U0001897,1,2026-05-09 07:25:47,35520,观看满5分钟
ACT00001898,REG00001898,U0001898,1,2026-07-05 12:06:47,4620,观看3条视频
ACT00001899,REG00001899,U0001899,1,2026-04-10 11:02:59,29580,观看3条视频
ACT00001900,REG00001900,U0001900,1,2026-04-28 04:34:56,32880,观看3条视频
ACT00001901,REG00001901,U0001901,1,2026-07-14 10:55:11,15660,观看3条视频
ACT00001902,REG00001902,U0001902,1,2026-08-16 14:30:09,31680,观看3条视频
ACT00001903,REG00001903,U0001903,0,,,未达到激活条件
ACT00001904,REG00001904,U0001904,1,2026-03-13 16:24:07,1500,观看3条视频
ACT00001905,REG00001905,U0001905,1,2026-05-03 05:36:24,20880,观看3条视频
ACT00001906,REG00001906,U0001906,1,2026-02-03 04:34:34,35880,观看3条视频
ACT00001907,REG00001907,U0001907,1,2026-06-21 02:17:15,12300,观看满5分钟
ACT00001908,REG00001908,U0001908,1,2026-04-05 20:44:19,28860,观看3条视频
ACT00001909,REG00001909,U0001909,0,,,未达到激活条件
ACT00001910,REG00001910,U0001910,1,2026-06-11 13:11:05,14040,完成首次互动
ACT00001911,REG00001911,U0001911,1,2026-06-06 18:14:11,24720,观看3条视频
ACT00001912,REG00001912,U0001912,1,2026-05-06 04:57:53,26400,观看满5分钟
ACT00001913,REG00001913,U0001913,1,2026-05-29 09:32:11,16560,观看满5分钟
ACT00001914,REG00001914,U0001914,1,2026-04-14 05:38:14,4860,完成首次互动
ACT00001915,REG00001915,U0001915,1,2026-07-30 04:46:42,36480,完成首次互动
ACT00001916,REG00001916,U0001916,1,2026-01-22 23:51:17,28260,观看3条视频
ACT00001917,REG00001917,U0001917,1,2026-02-09 02:18:10,34320,完成首次互动
ACT00001918,REG00001918,U0001918,1,2026-04-30 23:04:55,14400,观看满5分钟
ACT00001919,REG00001919,U0001919,0,,,未达到激活条件
ACT00001920,REG00001920,U0001920,1,2026-08-02 09:23:40,960,观看3条视频
ACT00001921,REG00001921,U0001921,1,2026-01-22 20:28:21,21240,完成首次互动
ACT00001922,REG00001922,U0001922,0,,,未达到激活条件
ACT00001923,REG00001923,U0001923,0,,,未达到激活条件
ACT00001924,REG00001924,U0001924,1,2026-08-08 01:53:04,3000,观看满5分钟
ACT00001925,REG00001925,U0001925,0,,,未达到激活条件
ACT00001926,REG00001926,U0001926,1,2026-01-18 17:11:53,35580,观看满5分钟
ACT00001927,REG00001927,U0001927,1,2026-07-03 02:30:50,34980,观看3条视频
ACT00001928,REG00001928,U0001928,1,2026-04-02 12:42:33,22200,观看满5分钟
ACT00001929,REG00001929,U0001929,1,2026-03-17 10:48:36,11340,完成首次互动
ACT00001930,REG00001930,U0001930,1,2026-05-20 03:34:58,28860,完成首次互动
ACT00001931,REG00001931,U0001931,1,2026-07-12 15:19:44,5340,观看满5分钟
ACT00001932,REG00001932,U0001932,1,2026-08-04 03:43:24,4440,观看满5分钟
ACT00001933,REG00001933,U0001933,1,2026-03-28 11:15:17,12060,观看3条视频
ACT00001934,REG00001934,U0001934,1,2026-08-02 00:19:39,38100,观看3条视频
ACT00001935,REG00001935,U0001935,0,,,未达到激活条件
ACT00001936,REG00001936,U0001936,1,2026-03-08 00:01:20,8220,观看满5分钟
ACT00001937,REG00001937,U0001937,0,,,未达到激活条件
ACT00001938,REG00001938,U0001938,1,2026-04-26 02:36:41,36540,完成首次互动
ACT00001939,REG00001939,U0001939,1,2026-08-04 07:00:10,22200,观看3条视频
ACT00001940,REG00001940,U0001940,0,,,未达到激活条件
ACT00001941,REG00001941,U0001941,1,2026-08-20 15:22:47,24420,观看满5分钟
ACT00001942,REG00001942,U0001942,0,,,未达到激活条件
ACT00001943,REG00001943,U0001943,1,2026-03-26 10:26:49,39660,观看满5分钟
ACT00001944,REG00001944,U0001944,1,2026-01-10 00:30:17,40920,完成首次互动
ACT00001945,REG00001945,U0001945,0,,,未达到激活条件
ACT00001946,REG00001946,U0001946,1,2026-04-13 05:39:55,38340,观看3条视频
ACT00001947,REG00001947,U0001947,1,2026-03-29 20:03:52,42720,观看3条视频
ACT00001948,REG00001948,U0001948,1,2026-03-30 14:10:24,7200,观看3条视频
ACT00001949,REG00001949,U0001949,1,2026-02-05 02:14:15,40320,完成首次互动
ACT00001950,REG00001950,U0001950,0,,,未达到激活条件
ACT00001951,REG00001951,U0001951,1,2026-07-30 01:54:20,39000,观看满5分钟
ACT00001952,REG00001952,U0001952,0,,,未达到激活条件
ACT00001953,REG00001953,U0001953,0,,,未达到激活条件
ACT00001954,REG00001954,U0001954,1,2026-02-23 01:19:51,39960,观看3条视频
ACT00001955,REG00001955,U0001955,1,2026-03-29 17:24:55,30540,观看3条视频
ACT00001956,REG00001956,U0001956,1,2026-07-30 07:30:15,15480,观看3条视频
ACT00001957,REG00001957,U0001957,1,2026-08-05 00:33:52,12600,观看3条视频
ACT00001958,REG00001958,U0001958,1,2026-08-20 17:14:10,40980,观看满5分钟
ACT00001959,REG00001959,U0001959,1,2026-08-26 01:04:46,10140,观看3条视频
ACT00001960,REG00001960,U0001960,0,,,未达到激活条件
ACT00001961,REG00001961,U0001961,0,,,未达到激活条件
ACT00001962,REG00001962,U0001962,1,2026-05-12 16:30:49,42360,观看满5分钟
ACT00001963,REG00001963,U0001963,1,2026-06-27 14:48:58,22020,观看3条视频
ACT00001964,REG00001964,U0001964,1,2026-06-03 13:34:29,3780,观看3条视频
ACT00001965,REG00001965,U0001965,1,2026-07-03 14:23:39,32700,观看满5分钟
ACT00001966,REG00001966,U0001966,1,2026-05-05 20:28:29,8400,观看3条视频
ACT00001967,REG00001967,U0001967,1,2026-06-02 05:39:00,10620,观看满5分钟
ACT00001968,REG00001968,U0001968,1,2026-04-12 02:17:43,10080,观看满5分钟
ACT00001969,REG00001969,U0001969,1,2026-05-11 08:04:06,23220,观看满5分钟
ACT00001970,REG00001970,U0001970,1,2026-04-05 12:24:28,42480,观看3条视频
ACT00001971,REG00001971,U0001971,0,,,未达到激活条件
ACT00001972,REG00001972,U0001972,1,2026-03-03 06:00:03,28500,观看满5分钟
ACT00001973,REG00001973,U0001973,1,2026-06-05 18:09:50,22200,观看3条视频
ACT00001974,REG00001974,U0001974,1,2026-07-29 21:33:30,30900,观看3条视频
ACT00001975,REG00001975,U0001975,1,2026-08-19 11:36:53,3780,观看满5分钟
ACT00001976,REG00001976,U0001976,1,2026-01-25 20:33:14,9480,观看3条视频
ACT00001977,REG00001977,U0001977,0,,,未达到激活条件
ACT00001978,REG00001978,U0001978,1,2026-07-05 19:15:20,34860,完成首次互动
ACT00001979,REG00001979,U0001979,1,2026-05-20 13:49:01,12240,观看满5分钟
ACT00001980,REG00001980,U0001980,0,,,未达到激活条件
ACT00001981,REG00001981,U0001981,1,2026-03-06 22:37:51,13440,观看3条视频
ACT00001982,REG00001982,U0001982,0,,,未达到激活条件
ACT00001983,REG00001983,U0001983,1,2026-03-04 02:30:45,37560,完成首次互动
ACT00001984,REG00001984,U0001984,1,2026-01-15 12:01:40,21000,观看满5分钟
ACT00001985,REG00001985,U0001985,1,2026-08-21 05:36:08,39540,观看满5分钟
ACT00001986,REG00001986,U0001986,1,2026-01-22 09:06:09,40620,观看3条视频
ACT00001987,REG00001987,U0001987,0,,,未达到激活条件
ACT00001988,REG00001988,U0001988,0,,,未达到激活条件
ACT00001989,REG00001989,U0001989,1,2026-08-11 05:13:03,30960,观看满5分钟
ACT00001990,REG00001990,U0001990,0,,,未达到激活条件
ACT00001991,REG00001991,U0001991,1,2026-04-18 11:27:42,38280,完成首次互动
ACT00001992,REG00001992,U0001992,1,2026-02-27 14:21:52,22140,观看3条视频
ACT00001993,REG00001993,U0001993,1,2026-01-28 09:38:32,27840,完成首次互动
ACT00001994,REG00001994,U0001994,1,2026-03-06 16:36:25,38280,观看满5分钟
ACT00001995,REG00001995,U0001995,1,2026-05-29 21:39:36,19740,观看3条视频
ACT00001996,REG00001996,U0001996,1,2026-05-17 16:17:33,14220,观看3条视频
ACT00001997,REG00001997,U0001997,1,2026-03-26 21:34:35,3300,观看满5分钟
ACT00001998,REG00001998,U0001998,0,,,未达到激活条件
ACT00001999,REG00001999,U0001999,1,2026-02-06 14:52:40,31800,观看3条视频
ACT00002000,REG00002000,U0002000,1,2026-01-14 18:33:18,16560,观看3条视频
ACT00002001,REG00002001,U0002001,1,2026-01-04 02:05:29,12360,观看满5分钟
ACT00002002,REG00002002,U0002002,1,2026-05-22 13:02:28,15180,完成首次互动
ACT00002003,REG00002003,U0002003,0,,,未达到激活条件
ACT00002004,REG00002004,U0002004,1,2026-06-30 06:52:22,17760,观看满5分钟
ACT00002005,REG00002005,U0002005,1,2026-08-20 10:28:59,15360,观看3条视频
ACT00002006,REG00002006,U0002006,1,2026-05-26 00:08:59,23220,观看满5分钟
ACT00002007,REG00002007,U0002007,1,2026-02-11 11:21:02,25680,观看满5分钟
ACT00002008,REG00002008,U0002008,1,2026-01-22 15:20:56,39120,观看满5分钟
ACT00002009,REG00002009,U0002009,1,2026-01-28 11:08:14,960,完成首次互动
ACT00002010,REG00002010,U0002010,1,2026-01-19 15:43:55,22020,观看3条视频
ACT00002011,REG00002011,U0002011,1,2026-04-24 12:28:44,11280,观看满5分钟
ACT00002012,REG00002012,U0002012,1,2026-03-20 00:57:37,25500,完成首次互动
ACT00002013,REG00002013,U0002013,0,,,未达到激活条件
ACT00002014,REG00002014,U0002014,0,,,未达到激活条件
ACT00002015,REG00002015,U0002015,1,2026-03-17 21:47:56,35160,观看3条视频
ACT00002016,REG00002016,U0002016,0,,,未达到激活条件
ACT00002017,REG00002017,U0002017,1,2026-04-23 16:41:45,20760,观看满5分钟
ACT00002018,REG00002018,U0002018,1,2026-07-26 22:29:00,6780,完成首次互动
ACT00002019,REG00002019,U0002019,1,2026-08-02 19:46:07,30960,观看3条视频
ACT00002020,REG00002020,U0002020,0,,,未达到激活条件
ACT00002021,REG00002021,U0002021,1,2026-08-15 11:06:24,13140,完成首次互动
ACT00002022,REG00002022,U0002022,1,2026-03-21 20:18:57,24660,观看满5分钟
ACT00002023,REG00002023,U0002023,1,2026-05-12 16:11:47,5640,观看满5分钟
ACT00002024,REG00002024,U0002024,1,2026-05-17 12:36:09,18060,完成首次互动
ACT00002025,REG00002025,U0002025,1,2026-08-16 05:43:04,21000,观看3条视频
ACT00002026,REG00002026,U0002026,1,2026-04-09 23:30:43,11220,观看满5分钟
ACT00002027,REG00002027,U0002027,0,,,未达到激活条件
ACT00002028,REG00002028,U0002028,1,2026-04-12 15:03:21,41460,完成首次互动
ACT00002029,REG00002029,U0002029,0,,,未达到激活条件
ACT00002030,REG00002030,U0002030,0,,,未达到激活条件
ACT00002031,REG00002031,U0002031,1,2026-01-22 01:04:39,36840,观看满5分钟
ACT00002032,REG00002032,U0002032,1,2026-06-28 14:59:53,19500,完成首次互动
ACT00002033,REG00002033,U0002033,1,2026-05-12 04:20:04,8700,完成首次互动
ACT00002034,REG00002034,U0002034,1,2026-01-25 01:41:13,24480,观看3条视频
ACT00002035,REG00002035,U0002035,1,2026-05-15 00:20:37,2580,观看3条视频
ACT00002036,REG00002036,U0002036,1,2026-04-12 16:45:10,26460,完成首次互动
ACT00002037,REG00002037,U0002037,0,,,未达到激活条件
ACT00002038,REG00002038,U0002038,1,2026-01-17 07:52:19,1140,观看3条视频
ACT00002039,REG00002039,U0002039,1,2026-03-28 01:59:54,11100,观看满5分钟
ACT00002040,REG00002040,U0002040,0,,,未达到激活条件
ACT00002041,REG00002041,U0002041,1,2026-07-21 12:19:42,42780,完成首次互动
ACT00002042,REG00002042,U0002042,0,,,未达到激活条件
ACT00002043,REG00002043,U0002043,0,,,未达到激活条件
ACT00002044,REG00002044,U0002044,1,2026-03-30 15:01:56,10860,观看满5分钟
ACT00002045,REG00002045,U0002045,1,2026-03-28 09:01:38,27480,观看满5分钟
ACT00002046,REG00002046,U0002046,1,2026-07-03 17:09:30,6060,完成首次互动
ACT00002047,REG00002047,U0002047,1,2026-02-14 20:26:30,8160,观看满5分钟
ACT00002048,REG00002048,U0002048,1,2026-03-23 20:30:00,38820,观看满5分钟
ACT00002049,REG00002049,U0002049,0,,,未达到激活条件
ACT00002050,REG00002050,U0002050,1,2026-06-27 10:12:26,26220,完成首次互动
ACT00002051,REG00002051,U0002051,1,2026-02-10 14:03:19,3840,观看3条视频
ACT00002052,REG00002052,U0002052,0,,,未达到激活条件
ACT00002053,REG00002053,U0002053,0,,,未达到激活条件
ACT00002054,REG00002054,U0002054,1,2026-06-26 04:50:36,7500,观看3条视频
ACT00002055,REG00002055,U0002055,0,,,未达到激活条件
ACT00002056,REG00002056,U0002056,1,2026-06-04 08:23:49,21960,观看满5分钟
ACT00002057,REG00002057,U0002057,1,2026-01-28 08:09:43,15660,观看3条视频
ACT00002058,REG00002058,U0002058,1,2026-08-28 17:20:05,19500,观看3条视频
ACT00002059,REG00002059,U0002059,1,2026-03-21 16:54:29,29520,观看满5分钟
ACT00002060,REG00002060,U0002060,1,2026-06-02 08:13:41,19500,完成首次互动
ACT00002061,REG00002061,U0002061,1,2026-02-03 10:53:32,5880,完成首次互动
ACT00002062,REG00002062,U0002062,1,2026-02-03 20:18:31,33120,观看3条视频
ACT00002063,REG00002063,U0002063,1,2026-06-11 02:45:23,14340,观看满5分钟
ACT00002064,REG00002064,U0002064,1,2026-08-03 06:04:49,13680,观看3条视频
ACT00002065,REG00002065,U0002065,1,2026-07-08 13:31:20,13380,观看满5分钟
ACT00002066,REG00002066,U0002066,0,,,未达到激活条件
ACT00002067,REG00002067,U0002067,0,,,未达到激活条件
ACT00002068,REG00002068,U0002068,0,,,未达到激活条件
ACT00002069,REG00002069,U0002069,0,,,未达到激活条件
ACT00002070,REG00002070,U0002070,1,2026-06-23 02:22:55,4560,观看满5分钟
ACT00002071,REG00002071,U0002071,0,,,未达到激活条件
ACT00002072,REG00002072,U0002072,0,,,未达到激活条件
ACT00002073,REG00002073,U0002073,1,2026-01-12 09:55:52,41640,观看3条视频
ACT00002074,REG00002074,U0002074,0,,,未达到激活条件
ACT00002075,REG00002075,U0002075,0,,,未达到激活条件
ACT00002076,REG00002076,U0002076,1,2026-06-23 03:12:46,13140,完成首次互动
ACT00002077,REG00002077,U0002077,1,2026-05-10 05:12:47,7800,观看3条视频
ACT00002078,REG00002078,U0002078,1,2026-06-22 08:37:57,19260,观看满5分钟
ACT00002079,REG00002079,U0002079,0,,,未达到激活条件
ACT00002080,REG00002080,U0002080,0,,,未达到激活条件
ACT00002081,REG00002081,U0002081,1,2026-03-16 14:05:09,19260,观看3条视频
ACT00002082,REG00002082,U0002082,1,2026-08-26 03:07:26,28260,观看满5分钟
ACT00002083,REG00002083,U0002083,1,2026-03-21 21:07:21,33540,观看满5分钟
ACT00002084,REG00002084,U0002084,0,,,未达到激活条件
ACT00002085,REG00002085,U0002085,1,2026-02-07 18:38:30,8880,观看3条视频
ACT00002086,REG00002086,U0002086,1,2026-07-05 19:12:34,29460,观看3条视频
ACT00002087,REG00002087,U0002087,1,2026-08-20 11:23:11,39780,观看3条视频
ACT00002088,REG00002088,U0002088,1,2026-08-03 12:38:00,5220,完成首次互动
ACT00002089,REG00002089,U0002089,0,,,未达到激活条件
ACT00002090,REG00002090,U0002090,1,2026-06-23 17:17:04,20940,完成首次互动
ACT00002091,REG00002091,U0002091,1,2026-06-28 07:26:51,33480,观看3条视频
ACT00002092,REG00002092,U0002092,0,,,未达到激活条件
ACT00002093,REG00002093,U0002093,0,,,未达到激活条件
ACT00002094,REG00002094,U0002094,0,,,未达到激活条件
ACT00002095,REG00002095,U0002095,1,2026-06-14 16:16:00,17880,观看满5分钟
ACT00002096,REG00002096,U0002096,0,,,未达到激活条件
ACT00002097,REG00002097,U0002097,1,2026-04-11 02:09:43,23100,完成首次互动
ACT00002098,REG00002098,U0002098,1,2026-02-27 10:21:23,3060,观看满5分钟
ACT00002099,REG00002099,U0002099,1,2026-05-05 18:31:25,9780,观看3条视频
ACT00002100,REG00002100,U0002100,0,,,未达到激活条件
ACT00002101,REG00002101,U0002101,1,2026-03-28 11:31:43,60,完成首次互动
ACT00002102,REG00002102,U0002102,1,2026-06-10 14:18:50,21120,观看满5分钟
ACT00002103,REG00002103,U0002103,1,2026-02-04 18:33:46,14340,完成首次互动
ACT00002104,REG00002104,U0002104,1,2026-02-15 19:47:20,18780,观看满5分钟
ACT00002105,REG00002105,U0002105,0,,,未达到激活条件
ACT00002106,REG00002106,U0002106,1,2026-03-06 00:39:59,36000,观看满5分钟
ACT00002107,REG00002107,U0002107,1,2026-05-17 11:28:49,41580,观看3条视频
ACT00002108,REG00002108,U0002108,0,,,未达到激活条件
ACT00002109,REG00002109,U0002109,1,2026-08-27 21:09:15,13080,观看满5分钟
ACT00002110,REG00002110,U0002110,1,2026-03-02 15:07:29,34800,观看3条视频
ACT00002111,REG00002111,U0002111,1,2026-05-31 06:36:54,8040,观看满5分钟
ACT00002112,REG00002112,U0002112,1,2026-04-29 19:17:49,24660,完成首次互动
ACT00002113,REG00002113,U0002113,0,,,未达到激活条件
ACT00002114,REG00002114,U0002114,1,2026-04-13 12:22:08,15960,观看3条视频
ACT00002115,REG00002115,U0002115,1,2026-08-25 14:22:17,11760,观看3条视频
ACT00002116,REG00002116,U0002116,0,,,未达到激活条件
ACT00002117,REG00002117,U0002117,0,,,未达到激活条件
ACT00002118,REG00002118,U0002118,1,2026-01-04 09:51:29,40260,观看3条视频
ACT00002119,REG00002119,U0002119,1,2026-04-04 19:07:04,24120,完成首次互动
ACT00002120,REG00002120,U0002120,1,2026-03-27 19:28:04,6540,观看3条视频
ACT00002121,REG00002121,U0002121,1,2026-05-20 06:05:01,12720,观看3条视频
ACT00002122,REG00002122,U0002122,1,2026-08-18 19:22:37,42240,完成首次互动
ACT00002123,REG00002123,U0002123,0,,,未达到激活条件
ACT00002124,REG00002124,U0002124,1,2026-01-24 23:53:31,14400,观看3条视频
ACT00002125,REG00002125,U0002125,1,2026-07-10 03:04:20,34380,观看满5分钟
ACT00002126,REG00002126,U0002126,1,2026-07-11 01:53:55,19740,观看3条视频
ACT00002127,REG00002127,U0002127,1,2026-01-22 17:46:19,29760,观看3条视频
ACT00002128,REG00002128,U0002128,0,,,未达到激活条件
ACT00002129,REG00002129,U0002129,0,,,未达到激活条件
ACT00002130,REG00002130,U0002130,1,2026-05-05 19:31:02,38160,观看满5分钟
ACT00002131,REG00002131,U0002131,1,2026-03-25 07:54:10,35100,观看满5分钟
ACT00002132,REG00002132,U0002132,1,2026-02-26 04:33:47,6660,观看3条视频
ACT00002133,REG00002133,U0002133,1,2026-05-08 20:53:13,6480,观看满5分钟
ACT00002134,REG00002134,U0002134,0,,,未达到激活条件
ACT00002135,REG00002135,U0002135,1,2026-04-26 21:59:02,180,完成首次互动
ACT00002136,REG00002136,U0002136,1,2026-04-20 16:29:07,26700,观看3条视频
ACT00002137,REG00002137,U0002137,1,2026-05-31 16:26:25,5520,观看满5分钟
ACT00002138,REG00002138,U0002138,1,2026-01-19 13:46:51,120,观看满5分钟
ACT00002139,REG00002139,U0002139,1,2026-02-07 12:33:58,24480,观看3条视频
ACT00002140,REG00002140,U0002140,1,2026-05-31 19:44:42,13560,观看3条视频
ACT00002141,REG00002141,U0002141,1,2026-06-21 13:17:10,42900,完成首次互动
ACT00002142,REG00002142,U0002142,1,2026-03-18 02:47:23,39120,观看满5分钟
ACT00002143,REG00002143,U0002143,1,2026-07-04 18:01:19,29580,观看3条视频
ACT00002144,REG00002144,U0002144,1,2026-07-17 19:24:14,28860,完成首次互动
ACT00002145,REG00002145,U0002145,1,2026-05-24 09:38:22,25620,观看3条视频
ACT00002146,REG00002146,U0002146,1,2026-01-06 13:39:31,7140,观看满5分钟
ACT00002147,REG00002147,U0002147,1,2026-01-27 18:29:57,7200,观看3条视频
ACT00002148,REG00002148,U0002148,1,2026-06-07 21:09:15,4140,观看3条视频
ACT00002149,REG00002149,U0002149,1,2026-05-19 09:18:59,27660,完成首次互动
ACT00002150,REG00002150,U0002150,1,2026-04-30 22:14:06,360,观看满5分钟
ACT00002151,REG00002151,U0002151,1,2026-03-28 23:20:35,19260,完成首次互动
ACT00002152,REG00002152,U0002152,1,2026-08-08 11:22:49,19200,观看满5分钟
ACT00002153,REG00002153,U0002153,0,,,未达到激活条件
ACT00002154,REG00002154,U0002154,0,,,未达到激活条件
ACT00002155,REG00002155,U0002155,0,,,未达到激活条件
ACT00002156,REG00002156,U0002156,1,2026-01-31 18:56:57,40020,观看3条视频
ACT00002157,REG00002157,U0002157,1,2026-08-13 15:26:31,35400,观看满5分钟
ACT00002158,REG00002158,U0002158,1,2026-04-12 16:43:52,31620,完成首次互动
ACT00002159,REG00002159,U0002159,0,,,未达到激活条件
ACT00002160,REG00002160,U0002160,1,2026-07-18 02:42:56,6780,观看满5分钟
ACT00002161,REG00002161,U0002161,0,,,未达到激活条件
ACT00002162,REG00002162,U0002162,1,2026-02-25 18:03:07,18540,观看3条视频
ACT00002163,REG00002163,U0002163,1,2026-05-15 08:35:05,23040,观看3条视频
ACT00002164,REG00002164,U0002164,1,2026-03-16 10:39:33,16800,观看3条视频
ACT00002165,REG00002165,U0002165,0,,,未达到激活条件
ACT00002166,REG00002166,U0002166,0,,,未达到激活条件
ACT00002167,REG00002167,U0002167,1,2026-08-05 14:20:24,20160,完成首次互动
ACT00002168,REG00002168,U0002168,0,,,未达到激活条件
ACT00002169,REG00002169,U0002169,1,2026-03-24 15:58:52,33240,完成首次互动
ACT00002170,REG00002170,U0002170,1,2026-08-07 17:52:53,13680,观看满5分钟
ACT00002171,REG00002171,U0002171,1,2026-02-27 16:12:31,37140,观看满5分钟
ACT00002172,REG00002172,U0002172,1,2026-06-08 08:37:24,22740,完成首次互动
ACT00002173,REG00002173,U0002173,0,,,未达到激活条件
