metric_id,metric_date,channel_id,new_users,activated_users,day1_retained_users,day7_retained_users,daily_active_users
GM00000516,2026-02-21,CH06,3,2,1,1,9
GM00000517,2026-02-21,CH07,2,1,2,0,13
GM00000518,2026-02-21,CH08,3,3,1,0,11
GM00000519,2026-02-21,CH09,3,3,3,1,4
GM00000520,2026-02-21,CH10,4,3,1,0,3
GM00000521,2026-02-22,CH01,6,5,3,3,23
GM00000522,2026-02-22,CH02,4,3,1,2,14
GM00000523,2026-02-22,CH03,9,5,2,4,26
GM00000524,2026-02-22,CH04,8,7,2,2,11
GM00000525,2026-02-22,CH05,6,5,2,1,27
GM00000526,2026-02-22,CH06,4,2,1,0,5
GM00000527,2026-02-22,CH07,9,7,3,5,12
GM00000528,2026-02-22,CH08,7,7,1,2,8
GM00000529,2026-02-22,CH09,1,0,1,0,8
GM00000530,2026-02-22,CH10,2,1,0,1,5
GM00000531,2026-02-23,CH01,4,2,2,1,34
GM00000532,2026-02-23,CH02,9,8,2,2,16
GM00000533,2026-02-23,CH03,11,6,4,2,10
GM00000534,2026-02-23,CH04,4,3,0,0,21
GM00000535,2026-02-23,CH05,6,5,2,3,17
GM00000536,2026-02-23,CH06,2,1,0,0,11
GM00000537,2026-02-23,CH07,12,8,6,6,21
GM00000538,2026-02-23,CH08,3,3,2,2,9
GM00000539,2026-02-23,CH09,3,0,0,0,5
GM00000540,2026-02-23,CH10,1,1,0,0,3
GM00000541,2026-02-24,CH01,8,7,5,3,36
GM00000542,2026-02-24,CH02,3,2,0,2,14
GM00000543,2026-02-24,CH03,7,7,1,2,28
GM00000544,2026-02-24,CH04,4,2,0,0,13
GM00000545,2026-02-24,CH05,5,4,1,1,26
GM00000546,2026-02-24,CH06,6,3,2,1,11
GM00000547,2026-02-24,CH07,7,7,1,4,30
GM00000548,2026-02-24,CH08,4,3,1,3,8
GM00000549,2026-02-24,CH09,4,3,1,0,7
GM00000550,2026-02-24,CH10,2,1,1,1,4
GM00000551,2026-02-25,CH01,10,10,3,5,29
GM00000552,2026-02-25,CH02,8,6,2,2,16
GM00000553,2026-02-25,CH03,15,10,2,4,29
GM00000554,2026-02-25,CH04,5,2,2,3,12
GM00000555,2026-02-25,CH05,5,4,1,2,15
GM00000556,2026-02-25,CH06,4,4,3,1,9
GM00000557,2026-02-25,CH07,4,4,1,2,25
GM00000558,2026-02-25,CH08,1,1,1,0,10
GM00000559,2026-02-25,CH09,3,1,2,1,6
GM00000560,2026-02-25,CH10,3,1,0,0,3
GM00000561,2026-02-26,CH01,7,4,4,2,23
GM00000562,2026-02-26,CH02,8,6,3,4,27
GM00000563,2026-02-26,CH03,14,11,2,2,23
GM00000564,2026-02-26,CH04,9,6,2,1,10
GM00000565,2026-02-26,CH05,7,4,2,3,16
GM00000566,2026-02-26,CH06,6,1,3,1,13
GM00000567,2026-02-26,CH07,2,2,2,0,22
GM00000568,2026-02-26,CH08,3,3,2,2,15
GM00000569,2026-02-26,CH09,2,0,0,0,8
GM00000570,2026-02-26,CH10,1,1,1,1,2
GM00000571,2026-02-27,CH01,15,12,8,5,26
GM00000572,2026-02-27,CH02,2,2,1,0,14
GM00000573,2026-02-27,CH03,12,7,3,3,24
GM00000574,2026-02-27,CH04,8,4,2,3,12
GM00000575,2026-02-27,CH05,6,5,0,4,21
GM00000576,2026-02-27,CH06,6,5,1,1,15
GM00000577,2026-02-27,CH07,9,7,3,3,27
GM00000578,2026-02-27,CH08,2,1,0,0,9
GM00000579,2026-02-27,CH09,2,1,0,0,2
GM00000580,2026-02-27,CH10,2,1,0,0,6
GM00000581,2026-02-28,CH01,8,7,4,1,25
GM00000582,2026-02-28,CH02,8,5,0,2,20
GM00000583,2026-02-28,CH03,9,5,1,2,22
GM00000584,2026-02-28,CH04,8,5,1,2,13
GM00000585,2026-02-28,CH05,2,2,0,0,21
GM00000586,2026-02-28,CH06,7,5,0,0,13
GM00000587,2026-02-28,CH07,5,5,2,2,19
GM00000588,2026-02-28,CH08,6,4,3,1,8
GM00000589,2026-02-28,CH09,2,2,1,1,4
GM00000590,2026-02-28,CH10,2,1,1,1,4
GM00000591,2026-03-01,CH01,4,2,1,1,31
GM00000592,2026-03-01,CH02,6,5,2,1,12
GM00000593,2026-03-01,CH03,10,5,3,2,31
GM00000594,2026-03-01,CH04,5,4,1,2,16
GM00000595,2026-03-01,CH05,8,5,4,5,18
GM00000596,2026-03-01,CH06,6,1,2,1,10
GM00000597,2026-03-01,CH07,3,3,2,2,21
GM00000598,2026-03-01,CH08,2,1,1,2,16
GM00000599,2026-03-01,CH09,2,2,2,0,5
GM00000600,2026-03-01,CH10,2,1,0,0,7
GM00000601,2026-03-02,CH01,6,5,2,2,30
GM00000602,2026-03-02,CH02,1,1,0,0,16
GM00000603,2026-03-02,CH03,12,5,4,2,24
GM00000604,2026-03-02,CH04,4,2,0,1,15
GM00000605,2026-03-02,CH05,4,3,1,1,27
GM00000606,2026-03-02,CH06,3,2,0,0,8
GM00000607,2026-03-02,CH07,11,11,6,2,24
GM00000608,2026-03-02,CH08,3,3,0,0,8
GM00000609,2026-03-02,CH09,2,1,1,0,8
GM00000610,2026-03-02,CH10,0,0,0,0,3
GM00000611,2026-03-03,CH01,5,4,3,1,24
GM00000612,2026-03-03,CH02,1,1,0,0,13
GM00000613,2026-03-03,CH03,9,7,1,1,30
GM00000614,2026-03-03,CH04,10,6,4,2,13
GM00000615,2026-03-03,CH05,10,8,2,4,12
GM00000616,2026-03-03,CH06,5,3,1,1,9
GM00000617,2026-03-03,CH07,4,4,2,4,41
GM00000618,2026-03-03,CH08,6,4,4,1,18
GM00000619,2026-03-03,CH09,4,2,1,0,7
GM00000620,2026-03-03,CH10,4,3,1,2,4
GM00000621,2026-03-04,CH01,5,5,2,3,23
GM00000622,2026-03-04,CH02,9,4,3,1,19
GM00000623,2026-03-04,CH03,8,7,1,4,23
GM00000624,2026-03-04,CH04,1,0,0,1,29
GM00000625,2026-03-04,CH05,3,1,1,1,17
GM00000626,2026-03-04,CH06,3,0,1,0,6
GM00000627,2026-03-04,CH07,7,7,3,2,21
GM00000628,2026-03-04,CH08,3,2,0,2,14
GM00000629,2026-03-04,CH09,1,0,0,0,7
GM00000630,2026-03-04,CH10,2,0,0,0,3
GM00000631,2026-03-05,CH01,7,6,4,1,32
GM00000632,2026-03-05,CH02,0,0,0,0,22
GM00000633,2026-03-05,CH03,10,7,2,2,19
GM00000634,2026-03-05,CH04,4,3,1,1,22
GM00000635,2026-03-05,CH05,7,6,1,1,16
GM00000636,2026-03-05,CH06,3,1,0,0,9
GM00000637,2026-03-05,CH07,5,4,2,0,20
GM00000638,2026-03-05,CH08,1,1,0,0,15
GM00000639,2026-03-05,CH09,1,1,0,0,6
GM00000640,2026-03-05,CH10,1,1,0,0,2
GM00000641,2026-03-06,CH01,12,10,7,5,27
GM00000642,2026-03-06,CH02,4,2,2,3,11
GM00000643,2026-03-06,CH03,9,6,2,2,19
GM00000644,2026-03-06,CH04,2,2,0,0,19
GM00000645,2026-03-06,CH05,10,7,5,4,27
GM00000646,2026-03-06,CH06,8,6,2,2,7
GM00000647,2026-03-06,CH07,7,6,2,2,21
GM00000648,2026-03-06,CH08,5,4,3,0,12
GM00000649,2026-03-06,CH09,1,1,1,0,6
GM00000650,2026-03-06,CH10,0,0,0,0,3
GM00000651,2026-03-07,CH01,7,7,3,1,38
GM00000652,2026-03-07,CH02,1,1,0,0,22
GM00000653,2026-03-07,CH03,13,10,2,4,28
GM00000654,2026-03-07,CH04,9,6,3,3,16
GM00000655,2026-03-07,CH05,10,8,4,3,24
GM00000656,2026-03-07,CH06,2,2,0,0,11
GM00000657,2026-03-07,CH07,8,5,3,4,29
GM00000658,2026-03-07,CH08,2,1,0,2,16
GM00000659,2026-03-07,CH09,5,3,3,2,4
GM00000660,2026-03-07,CH10,1,1,0,0,1
GM00000661,2026-03-08,CH01,6,5,1,3,27
GM00000662,2026-03-08,CH02,8,6,5,2,13
GM00000663,2026-03-08,CH03,5,4,3,1,25
GM00000664,2026-03-08,CH04,3,2,2,1,24
GM00000665,2026-03-08,CH05,10,7,5,4,34
GM00000666,2026-03-08,CH06,2,1,1,0,14
GM00000667,2026-03-08,CH07,4,2,3,1,21
GM00000668,2026-03-08,CH08,3,3,1,1,12
GM00000669,2026-03-08,CH09,1,1,0,0,7
GM00000670,2026-03-08,CH10,2,1,0,0,5
GM00000671,2026-03-09,CH01,10,9,3,4,28
GM00000672,2026-03-09,CH02,6,3,2,0,11
GM00000673,2026-03-09,CH03,8,3,1,2,31
GM00000674,2026-03-09,CH04,7,6,2,1,14
GM00000675,2026-03-09,CH05,5,5,2,1,20
GM00000676,2026-03-09,CH06,5,1,1,2,8
GM00000677,2026-03-09,CH07,10,7,5,4,21
GM00000678,2026-03-09,CH08,0,0,0,0,7
GM00000679,2026-03-09,CH09,0,0,0,0,4
GM00000680,2026-03-09,CH10,0,0,0,0,3
GM00000681,2026-03-10,CH01,7,6,1,3,38
GM00000682,2026-03-10,CH02,5,5,1,0,20
GM00000683,2026-03-10,CH03,12,7,3,3,26
GM00000684,2026-03-10,CH04,6,5,2,1,14
GM00000685,2026-03-10,CH05,6,5,1,2,28
GM00000686,2026-03-10,CH06,8,5,1,2,9
GM00000687,2026-03-10,CH07,8,7,4,4,32
GM00000688,2026-03-10,CH08,2,1,1,0,7
GM00000689,2026-03-10,CH09,0,0,0,0,6
GM00000690,2026-03-10,CH10,1,0,0,0,8
GM00000691,2026-03-11,CH01,4,3,0,1,29
GM00000692,2026-03-11,CH02,8,8,1,4,26
GM00000693,2026-03-11,CH03,9,6,3,2,36
GM00000694,2026-03-11,CH04,5,5,3,1,14
GM00000695,2026-03-11,CH05,5,2,1,1,23
GM00000696,2026-03-11,CH06,4,1,1,0,10
GM00000697,2026-03-11,CH07,4,4,4,2,24
GM00000698,2026-03-11,CH08,2,2,1,2,12
GM00000699,2026-03-11,CH09,0,0,0,0,6
GM00000700,2026-03-11,CH10,2,2,0,0,3
GM00000701,2026-03-12,CH01,4,4,2,1,30
GM00000702,2026-03-12,CH02,3,3,1,2,20
GM00000703,2026-03-12,CH03,11,9,1,2,33
GM00000704,2026-03-12,CH04,5,4,1,0,18
GM00000705,2026-03-12,CH05,8,6,3,3,22
GM00000706,2026-03-12,CH06,4,2,0,2,12
GM00000707,2026-03-12,CH07,4,4,2,3,25
GM00000708,2026-03-12,CH08,2,2,0,1,7
GM00000709,2026-03-12,CH09,4,3,1,0,4
GM00000710,2026-03-12,CH10,0,0,0,0,2
GM00000711,2026-03-13,CH01,7,5,2,2,40
GM00000712,2026-03-13,CH02,2,1,0,0,26
GM00000713,2026-03-13,CH03,5,3,2,1,32
GM00000714,2026-03-13,CH04,8,7,1,2,21
GM00000715,2026-03-13,CH05,11,9,1,3,31
GM00000716,2026-03-13,CH06,5,5,3,2,15
GM00000717,2026-03-13,CH07,2,2,0,2,33
GM00000718,2026-03-13,CH08,3,3,2,0,8
GM00000719,2026-03-13,CH09,1,1,0,0,5
GM00000720,2026-03-13,CH10,1,1,0,0,1
GM00000721,2026-03-14,CH01,6,4,3,1,28
GM00000722,2026-03-14,CH02,3,3,1,1,16
GM00000723,2026-03-14,CH03,13,9,6,5,34
GM00000724,2026-03-14,CH04,8,6,4,3,14
GM00000725,2026-03-14,CH05,4,4,2,1,21
GM00000726,2026-03-14,CH06,5,3,0,0,12
GM00000727,2026-03-14,CH07,2,2,2,2,26
GM00000728,2026-03-14,CH08,3,3,3,1,17
GM00000729,2026-03-14,CH09,2,0,1,0,7
GM00000730,2026-03-14,CH10,1,0,1,0,3
GM00000731,2026-03-15,CH01,6,6,3,3,30
GM00000732,2026-03-15,CH02,7,6,2,3,23
GM00000733,2026-03-15,CH03,11,8,4,1,36
GM00000734,2026-03-15,CH04,8,5,2,1,14
GM00000735,2026-03-15,CH05,5,4,1,2,29
GM00000736,2026-03-15,CH06,5,3,1,3,9
GM00000737,2026-03-15,CH07,7,6,4,4,31
GM00000738,2026-03-15,CH08,3,3,0,0,14
GM00000739,2026-03-15,CH09,0,0,0,0,5
GM00000740,2026-03-15,CH10,3,1,1,1,3
GM00000741,2026-03-16,CH01,9,7,5,3,32
GM00000742,2026-03-16,CH02,4,4,2,1,17
GM00000743,2026-03-16,CH03,8,5,1,1,20
GM00000744,2026-03-16,CH04,6,3,2,3,17
GM00000745,2026-03-16,CH05,6,5,3,1,18
GM00000746,2026-03-16,CH06,5,4,0,0,13
GM00000747,2026-03-16,CH07,5,5,3,0,34
GM00000748,2026-03-16,CH08,5,5,1,0,9
GM00000749,2026-03-16,CH09,0,0,0,0,2
GM00000750,2026-03-16,CH10,1,1,1,0,1
GM00000751,2026-03-17,CH01,14,12,10,4,22
GM00000752,2026-03-17,CH02,2,2,1,1,16
GM00000753,2026-03-17,CH03,8,8,2,1,38
GM00000754,2026-03-17,CH04,7,4,3,1,18
GM00000755,2026-03-17,CH05,7,6,2,3,31
GM00000756,2026-03-17,CH06,5,3,1,1,11
GM00000757,2026-03-17,CH07,3,3,1,3,28
GM00000758,2026-03-17,CH08,3,2,1,1,11
GM00000759,2026-03-17,CH09,6,3,2,1,5
GM00000760,2026-03-17,CH10,1,1,0,1,3
GM00000761,2026-03-18,CH01,10,10,1,2,40
GM00000762,2026-03-18,CH02,3,3,2,1,25
GM00000763,2026-03-18,CH03,9,7,2,0,30
GM00000764,2026-03-18,CH04,5,3,2,2,13
GM00000765,2026-03-18,CH05,4,2,1,1,26
GM00000766,2026-03-18,CH06,3,3,1,0,15
GM00000767,2026-03-18,CH07,9,6,5,6,29
GM00000768,2026-03-18,CH08,3,3,0,1,12
GM00000769,2026-03-18,CH09,2,1,1,0,4
GM00000770,2026-03-18,CH10,2,1,0,0,1
GM00000771,2026-03-19,CH01,7,6,3,2,28
GM00000772,2026-03-19,CH02,10,7,2,3,20
GM00000773,2026-03-19,CH03,11,5,1,0,38
GM00000774,2026-03-19,CH04,5,3,3,1,20
GM00000775,2026-03-19,CH05,6,5,3,4,26
GM00000776,2026-03-19,CH06,2,2,0,0,9
GM00000777,2026-03-19,CH07,6,4,2,1,31
GM00000778,2026-03-19,CH08,4,2,1,2,8
GM00000779,2026-03-19,CH09,1,1,1,0,3
GM00000780,2026-03-19,CH10,0,0,0,0,4
GM00000781,2026-03-20,CH01,7,6,1,2,38
GM00000782,2026-03-20,CH02,4,3,2,1,23
GM00000783,2026-03-20,CH03,9,8,2,2,30
GM00000784,2026-03-20,CH04,1,0,0,0,19
GM00000785,2026-03-20,CH05,9,7,4,4,30
GM00000786,2026-03-20,CH06,4,4,1,1,14
GM00000787,2026-03-20,CH07,3,3,1,0,23
GM00000788,2026-03-20,CH08,3,3,1,2,12
GM00000789,2026-03-20,CH09,1,0,0,0,12
GM00000790,2026-03-20,CH10,2,2,0,0,3
GM00000791,2026-03-21,CH01,8,6,2,4,34
GM00000792,2026-03-21,CH02,10,7,4,4,28
GM00000793,2026-03-21,CH03,11,8,3,1,37
GM00000794,2026-03-21,CH04,5,3,1,1,25
GM00000795,2026-03-21,CH05,6,4,2,0,25
GM00000796,2026-03-21,CH06,4,4,1,0,10
GM00000797,2026-03-21,CH07,6,6,1,0,31
GM00000798,2026-03-21,CH08,7,7,4,4,13
GM00000799,2026-03-21,CH09,1,1,0,0,5
GM00000800,2026-03-21,CH10,4,3,0,1,7
GM00000801,2026-03-22,CH01,3,2,2,1,32
GM00000802,2026-03-22,CH02,9,8,3,1,32
GM00000803,2026-03-22,CH03,9,8,2,2,31
GM00000804,2026-03-22,CH04,11,9,1,0,26
GM00000805,2026-03-22,CH05,5,5,3,3,35
GM00000806,2026-03-22,CH06,4,3,3,0,18
GM00000807,2026-03-22,CH07,5,4,2,2,27
GM00000808,2026-03-22,CH08,4,3,2,2,13
GM00000809,2026-03-22,CH09,2,0,0,1,8
GM00000810,2026-03-22,CH10,4,1,1,1,8
GM00000811,2026-03-23,CH01,7,6,1,3,25
GM00000812,2026-03-23,CH02,7,7,3,1,30
GM00000813,2026-03-23,CH03,5,4,1,4,26
GM00000814,2026-03-23,CH04,4,2,2,1,12
GM00000815,2026-03-23,CH05,2,2,0,0,23
GM00000816,2026-03-23,CH06,3,1,1,0,14
GM00000817,2026-03-23,CH07,5,4,3,2,21
GM00000818,2026-03-23,CH08,5,4,3,2,10
GM00000819,2026-03-23,CH09,2,0,1,0,6
GM00000820,2026-03-23,CH10,1,0,1,1,7
GM00000821,2026-03-24,CH01,9,9,4,5,31
GM00000822,2026-03-24,CH02,4,1,2,1,26
GM00000823,2026-03-24,CH03,12,5,2,0,43
GM00000824,2026-03-24,CH04,10,7,2,2,25
GM00000825,2026-03-24,CH05,4,4,1,2,30
GM00000826,2026-03-24,CH06,1,1,1,0,8
GM00000827,2026-03-24,CH07,6,5,1,1,24
GM00000828,2026-03-24,CH08,6,5,0,1,18
GM00000829,2026-03-24,CH09,3,2,0,0,6
GM00000830,2026-03-24,CH10,3,2,0,0,5
GM00000831,2026-03-25,CH01,9,7,3,2,34
GM00000832,2026-03-25,CH02,3,1,0,1,21
GM00000833,2026-03-25,CH03,10,5,1,0,28
GM00000834,2026-03-25,CH04,3,1,1,1,20
GM00000835,2026-03-25,CH05,4,4,3,1,32
GM00000836,2026-03-25,CH06,2,1,0,0,15
GM00000837,2026-03-25,CH07,4,3,1,2,34
GM00000838,2026-03-25,CH08,5,4,3,1,13
GM00000839,2026-03-25,CH09,3,1,2,1,5
GM00000840,2026-03-25,CH10,2,2,1,0,5
GM00000841,2026-03-26,CH01,6,3,2,1,45
GM00000842,2026-03-26,CH02,3,3,2,2,22
GM00000843,2026-03-26,CH03,5,5,1,1,24
GM00000844,2026-03-26,CH04,3,1,0,2,28
GM00000845,2026-03-26,CH05,6,5,2,1,22
GM00000846,2026-03-26,CH06,3,1,1,1,9
GM00000847,2026-03-26,CH07,3,2,2,2,25
GM00000848,2026-03-26,CH08,3,2,1,3,24
GM00000849,2026-03-26,CH09,1,1,0,0,8
GM00000850,2026-03-26,CH10,2,1,0,0,6
GM00000851,2026-03-27,CH01,6,4,1,2,24
GM00000852,2026-03-27,CH02,5,4,0,3,17
GM00000853,2026-03-27,CH03,6,5,1,4,35
GM00000854,2026-03-27,CH04,5,4,3,3,18
GM00000855,2026-03-27,CH05,5,5,3,0,30
GM00000856,2026-03-27,CH06,3,2,1,1,13
GM00000857,2026-03-27,CH07,4,4,3,1,16
GM00000858,2026-03-27,CH08,1,1,0,0,12
GM00000859,2026-03-27,CH09,1,1,0,0,7
GM00000860,2026-03-27,CH10,2,0,0,1,4
GM00000861,2026-03-28,CH01,8,5,2,1,31
GM00000862,2026-03-28,CH02,8,6,5,4,22
GM00000863,2026-03-28,CH03,10,9,3,1,28
GM00000864,2026-03-28,CH04,7,3,3,2,20
GM00000865,2026-03-28,CH05,4,3,1,2,29
GM00000866,2026-03-28,CH06,3,0,0,0,13
GM00000867,2026-03-28,CH07,5,4,3,1,25
GM00000868,2026-03-28,CH08,6,5,1,2,20
GM00000869,2026-03-28,CH09,0,0,0,0,12
GM00000870,2026-03-28,CH10,0,0,0,0,6
GM00000871,2026-03-29,CH01,6,6,4,3,34
GM00000872,2026-03-29,CH02,4,4,3,0,28
GM00000873,2026-03-29,CH03,9,7,4,1,30
GM00000874,2026-03-29,CH04,7,3,2,1,30
GM00000875,2026-03-29,CH05,7,6,2,2,32
GM00000876,2026-03-29,CH06,8,5,2,1,8
GM00000877,2026-03-29,CH07,5,5,4,0,26
GM00000878,2026-03-29,CH08,7,7,2,3,13
GM00000879,2026-03-29,CH09,2,2,0,1,6
GM00000880,2026-03-29,CH10,3,2,0,1,5
GM00000881,2026-03-30,CH01,6,6,1,3,38
GM00000882,2026-03-30,CH02,4,3,3,1,25
GM00000883,2026-03-30,CH03,14,12,4,3,37
GM00000884,2026-03-30,CH04,5,2,0,1,22
GM00000885,2026-03-30,CH05,7,5,1,2,25
GM00000886,2026-03-30,CH06,2,1,0,2,15
GM00000887,2026-03-30,CH07,6,4,1,2,32
GM00000888,2026-03-30,CH08,2,1,2,0,16
GM00000889,2026-03-30,CH09,1,1,0,0,8
GM00000890,2026-03-30,CH10,1,1,1,1,4
GM00000891,2026-03-31,CH01,8,6,0,2,30
GM00000892,2026-03-31,CH02,9,4,4,5,35
GM00000893,2026-03-31,CH03,8,4,1,2,32
GM00000894,2026-03-31,CH04,4,4,2,1,27
GM00000895,2026-03-31,CH05,6,5,3,1,26
GM00000896,2026-03-31,CH06,7,3,1,1,7
GM00000897,2026-03-31,CH07,11,8,3,3,23
GM00000898,2026-03-31,CH08,4,2,1,1,18
GM00000899,2026-03-31,CH09,2,0,0,0,10
GM00000900,2026-03-31,CH10,3,1,0,0,7
GM00000901,2026-04-01,CH01,8,5,3,3,32
GM00000902,2026-04-01,CH02,7,7,3,3,22
GM00000903,2026-04-01,CH03,8,5,3,4,31
GM00000904,2026-04-01,CH04,5,2,1,0,26
GM00000905,2026-04-01,CH05,3,2,1,0,22
GM00000906,2026-04-01,CH06,1,1,0,0,11
GM00000907,2026-04-01,CH07,4,3,2,2,30
GM00000908,2026-04-01,CH08,7,4,1,2,15
GM00000909,2026-04-01,CH09,1,0,0,1,7
GM00000910,2026-04-01,CH10,2,1,0,0,6
GM00000911,2026-04-02,CH01,13,9,10,4,37
GM00000912,2026-04-02,CH02,3,2,1,0,28
GM00000913,2026-04-02,CH03,8,6,0,3,42
GM00000914,2026-04-02,CH04,8,5,2,0,25
GM00000915,2026-04-02,CH05,9,7,3,5,37
GM00000916,2026-04-02,CH06,4,3,0,1,11
GM00000917,2026-04-02,CH07,7,5,3,1,34
GM00000918,2026-04-02,CH08,0,0,0,0,15
GM00000919,2026-04-02,CH09,2,2,0,1,4
GM00000920,2026-04-02,CH10,3,2,1,0,8
GM00000921,2026-04-03,CH01,6,6,4,0,43
GM00000922,2026-04-03,CH02,5,4,1,2,20
GM00000923,2026-04-03,CH03,17,13,1,3,30
GM00000924,2026-04-03,CH04,9,6,1,1,19
GM00000925,2026-04-03,CH05,4,2,2,0,24
GM00000926,2026-04-03,CH06,4,4,1,2,11
GM00000927,2026-04-03,CH07,3,2,1,2,32
GM00000928,2026-04-03,CH08,2,2,0,1,15
GM00000929,2026-04-03,CH09,3,2,1,3,6
GM00000930,2026-04-03,CH10,2,2,0,0,5
GM00000931,2026-04-04,CH01,10,10,4,3,34
GM00000932,2026-04-04,CH02,4,4,0,0,27
GM00000933,2026-04-04,CH03,11,6,2,2,32
GM00000934,2026-04-04,CH04,4,3,2,0,26
GM00000935,2026-04-04,CH05,5,3,0,1,28
GM00000936,2026-04-04,CH06,3,1,0,1,10
GM00000937,2026-04-04,CH07,6,5,3,2,28
GM00000938,2026-04-04,CH08,5,3,0,1,16
GM00000939,2026-04-04,CH09,2,2,1,1,7
GM00000940,2026-04-04,CH10,2,1,0,0,8
GM00000941,2026-04-05,CH01,11,8,6,4,46
GM00000942,2026-04-05,CH02,9,7,4,4,20
GM00000943,2026-04-05,CH03,13,9,4,2,31
GM00000944,2026-04-05,CH04,9,8,0,3,24
GM00000945,2026-04-05,CH05,7,4,3,0,22
GM00000946,2026-04-05,CH06,5,2,0,0,13
GM00000947,2026-04-05,CH07,6,6,2,1,24
GM00000948,2026-04-05,CH08,4,3,2,2,19
GM00000949,2026-04-05,CH09,3,2,1,1,9
GM00000950,2026-04-05,CH10,2,1,0,0,6
GM00000951,2026-04-06,CH01,7,7,4,3,43
GM00000952,2026-04-06,CH02,2,1,0,1,21
GM00000953,2026-04-06,CH03,10,5,0,1,50
GM00000954,2026-04-06,CH04,4,3,0,0,24
GM00000955,2026-04-06,CH05,7,4,0,4,28
GM00000956,2026-04-06,CH06,2,2,1,1,13
GM00000957,2026-04-06,CH07,4,3,2,2,33
GM00000958,2026-04-06,CH08,1,1,0,0,16
GM00000959,2026-04-06,CH09,0,0,0,0,8
GM00000960,2026-04-06,CH10,3,2,0,0,5
GM00000961,2026-04-07,CH01,11,10,5,2,45
GM00000962,2026-04-07,CH02,1,1,0,0,26
GM00000963,2026-04-07,CH03,5,4,2,2,38
GM00000964,2026-04-07,CH04,6,5,1,2,17
GM00000965,2026-04-07,CH05,4,1,3,1,26
GM00000966,2026-04-07,CH06,4,4,0,0,16
GM00000967,2026-04-07,CH07,4,3,1,1,29
GM00000968,2026-04-07,CH08,2,1,1,1,11
GM00000969,2026-04-07,CH09,6,3,3,2,5
GM00000970,2026-04-07,CH10,3,1,0,0,3
GM00000971,2026-04-08,CH01,6,6,3,2,40
GM00000972,2026-04-08,CH02,8,7,2,2,22
GM00000973,2026-04-08,CH03,11,8,2,2,39
GM00000974,2026-04-08,CH04,5,5,3,3,27
GM00000975,2026-04-08,CH05,4,2,1,3,33
GM00000976,2026-04-08,CH06,8,2,0,0,16
GM00000977,2026-04-08,CH07,6,3,4,4,28
GM00000978,2026-04-08,CH08,2,2,0,1,19
GM00000979,2026-04-08,CH09,1,1,1,0,14
GM00000980,2026-04-08,CH10,3,2,0,0,4
GM00000981,2026-04-09,CH01,2,2,1,0,35
GM00000982,2026-04-09,CH02,4,3,4,2,21
GM00000983,2026-04-09,CH03,8,4,1,1,39
GM00000984,2026-04-09,CH04,5,4,1,1,23
GM00000985,2026-04-09,CH05,4,4,1,2,31
GM00000986,2026-04-09,CH06,6,5,3,1,11
GM00000987,2026-04-09,CH07,5,4,1,2,29
GM00000988,2026-04-09,CH08,6,4,4,3,12
GM00000989,2026-04-09,CH09,3,1,0,0,10
GM00000990,2026-04-09,CH10,1,1,0,0,3
GM00000991,2026-04-10,CH01,6,5,2,4,30
GM00000992,2026-04-10,CH02,5,4,2,3,27
GM00000993,2026-04-10,CH03,11,8,5,1,29
GM00000994,2026-04-10,CH04,4,2,3,1,23
GM00000995,2026-04-10,CH05,4,4,1,1,27
GM00000996,2026-04-10,CH06,2,1,1,1,15
GM00000997,2026-04-10,CH07,2,2,1,1,32
GM00000998,2026-04-10,CH08,3,2,0,0,18
GM00000999,2026-04-10,CH09,2,0,1,1,8
GM00001000,2026-04-10,CH10,1,0,0,1,8
GM00001001,2026-04-11,CH01,7,7,5,2,42
GM00001002,2026-04-11,CH02,7,6,5,2,25
GM00001003,2026-04-11,CH03,10,10,7,2,51
GM00001004,2026-04-11,CH04,9,6,1,3,25
GM00001005,2026-04-11,CH05,9,7,3,1,28
GM00001006,2026-04-11,CH06,2,2,0,0,17
GM00001007,2026-04-11,CH07,10,10,5,3,38
GM00001008,2026-04-11,CH08,4,4,1,2,14
GM00001009,2026-04-11,CH09,1,0,1,0,9
GM00001010,2026-04-11,CH10,1,1,0,0,8
GM00001011,2026-04-12,CH01,10,6,2,1,39
GM00001012,2026-04-12,CH02,4,3,2,0,26
GM00001013,2026-04-12,CH03,8,5,2,1,35
GM00001014,2026-04-12,CH04,9,7,2,2,25
GM00001015,2026-04-12,CH05,5,5,0,3,32
GM00001016,2026-04-12,CH06,4,4,2,3,15
GM00001017,2026-04-12,CH07,7,4,2,5,29
GM00001018,2026-04-12,CH08,3,3,2,1,24
GM00001019,2026-04-12,CH09,0,0,0,0,12
GM00001020,2026-04-12,CH10,3,1,1,2,7
GM00001021,2026-04-13,CH01,13,12,5,6,38
GM00001022,2026-04-13,CH02,8,8,3,1,29
GM00001023,2026-04-13,CH03,4,2,2,3,36
GM00001024,2026-04-13,CH04,7,5,3,5,20
GM00001025,2026-04-13,CH05,4,4,1,1,31
GM00001026,2026-04-13,CH06,2,1,0,1,16
GM00001027,2026-04-13,CH07,3,2,2,2,29
GM00001028,2026-04-13,CH08,4,4,3,2,17
GM00001029,2026-04-13,CH09,0,0,0,0,4
GM00001030,2026-04-13,CH10,3,2,1,2,5
GM00001031,2026-04-14,CH01,10,7,4,5,49
