content_id,creator_id,category_id,content_title,duration_seconds,published_at,content_status,visibility,quality_score
V00002211,C000727,CAT10,亲子内容002211,104,2026-06-27 21:23:59,published,public,0.7308
V00002212,C000255,CAT04,知识内容002212,157,2026-07-14 03:12:10,published,public,0.5862
V00002213,C000407,CAT10,亲子内容002213,114,2026-02-28 08:45:37,published,public,0.5559
V00002214,C000150,CAT06,游戏内容002214,42,2026-08-01 21:09:13,published,public,0.3857
V00002215,C001316,CAT12,影视内容002215,172,2026-07-22 01:28:38,published,public,0.5693
V00002216,C001608,CAT11,科技内容002216,31,2026-04-07 05:24:23,published,public,0.6626
V00002217,C000678,CAT01,搞笑内容002217,21,2026-01-18 05:47:00,published,public,0.4138
V00002218,C000122,CAT03,美食内容002218,64,2026-03-08 15:27:37,published,public,0.8597
V00002219,C001183,CAT04,知识内容002219,123,2026-07-19 20:13:07,published,public,0.4084
V00002220,C000709,CAT10,亲子内容002220,117,2026-03-28 14:03:55,published,public,0.3027
V00002221,C000623,CAT01,搞笑内容002221,84,2026-04-23 04:30:34,published,public,0.6854
V00002222,C001642,CAT10,亲子内容002222,156,2026-05-11 09:20:04,published,public,0.4625
V00002223,C001485,CAT08,旅行内容002223,98,2026-07-24 16:04:02,published,public,0.3997
V00002224,C000194,CAT06,游戏内容002224,49,2026-02-01 15:15:27,published,public,0.99
V00002225,C001324,CAT07,音乐内容002225,50,2026-04-21 11:07:44,published,public,0.7862
V00002226,C000605,CAT01,搞笑内容002226,53,2026-02-12 14:08:05,published,public,0.6832
V00002227,C001124,CAT09,时尚内容002227,39,2026-01-12 23:41:11,published,public,0.7375
V00002228,C001140,CAT12,影视内容002228,169,2026-07-25 20:32:28,published,public,0.7962
V00002229,C000327,CAT09,时尚内容002229,135,2026-07-26 06:17:03,published,public,0.6048
V00002230,C001333,CAT09,时尚内容002230,49,2026-08-02 23:13:24,published,public,0.4794
V00002231,C000325,CAT09,时尚内容002231,163,2026-05-29 00:44:58,published,public,0.5032
V00002232,C001595,CAT06,游戏内容002232,115,2026-06-04 05:31:52,published,public,0.5566
V00002233,C001249,CAT09,时尚内容002233,125,2026-06-03 19:15:05,published,public,0.6903
V00002234,C000914,CAT11,科技内容002234,119,2026-05-06 02:45:56,published,public,0.9531
V00002235,C001548,CAT06,游戏内容002235,11,2026-04-01 11:57:35,published,public,0.3525
V00002236,C001354,CAT12,影视内容002236,77,2026-06-01 12:30:48,published,public,0.4113
V00002237,C001473,CAT03,美食内容002237,140,2026-05-28 14:16:59,published,public,0.4431
V00002238,C001005,CAT08,旅行内容002238,156,2026-03-28 22:01:03,published,public,0.4662
V00002239,C000192,CAT01,搞笑内容002239,121,2026-03-01 01:18:09,published,public,0.3661
V00002240,C000513,CAT07,音乐内容002240,119,2026-05-22 17:27:44,published,public,0.5636
V00002241,C000134,CAT11,科技内容002241,157,2026-04-29 22:58:31,published,public,0.63
V00002242,C000987,CAT05,体育内容002242,52,2026-02-22 20:35:55,removed,public,0.5482
V00002243,C000808,CAT05,体育内容002243,20,2026-08-07 21:34:13,published,public,0.6718
V00002244,C001589,CAT05,体育内容002244,108,2026-07-19 18:15:39,published,public,0.1272
V00002245,C000753,CAT04,知识内容002245,107,2026-07-07 18:20:40,published,public,0.8422
V00002246,C000269,CAT05,体育内容002246,75,2026-08-15 13:00:49,published,public,0.5553
V00002247,C000940,CAT01,搞笑内容002247,73,2026-08-17 11:27:15,published,public,0.5151
V00002248,C000791,CAT05,体育内容002248,69,2026-02-18 03:47:37,published,public,0.3988
V00002249,C001199,CAT11,科技内容002249,166,2026-07-31 09:25:26,published,public,0.539
V00002250,C000236,CAT08,旅行内容002250,57,2026-07-04 15:08:11,published,public,0.5423
V00002251,C001717,CAT04,知识内容002251,180,2026-07-28 20:30:06,published,public,0.4062
V00002252,C001733,CAT06,游戏内容002252,118,2026-05-10 06:33:55,published,public,0.6679
V00002253,C001133,CAT09,时尚内容002253,166,2026-05-05 10:11:20,published,public,0.6872
V00002254,C001780,CAT03,美食内容002254,83,2026-06-21 22:00:41,published,public,0.5711
V00002255,C000302,CAT04,知识内容002255,58,2026-02-28 14:32:57,published,public,0.4053
V00002256,C001767,CAT08,旅行内容002256,71,2026-08-10 05:43:12,published,public,0.4599
V00002257,C001189,CAT08,旅行内容002257,87,2026-06-24 08:29:03,published,public,0.3308
V00002258,C001030,CAT09,时尚内容002258,53,2026-02-05 18:25:37,published,public,0.6727
V00002259,C000390,CAT06,游戏内容002259,30,2026-04-19 07:21:33,published,public,0.2948
V00002260,C001165,CAT01,搞笑内容002260,152,2026-03-30 11:15:42,published,public,0.5757
V00002261,C001139,CAT10,亲子内容002261,42,2026-02-04 06:40:20,published,public,0.7954
V00002262,C001410,CAT09,时尚内容002262,80,2026-05-13 17:22:37,published,public,0.6081
V00002263,C000684,CAT06,游戏内容002263,120,2026-04-07 20:59:17,published,public,0.5312
V00002264,C000389,CAT05,体育内容002264,59,2026-03-30 01:54:04,published,public,0.5893
V00002265,C001631,CAT02,生活内容002265,151,2026-02-13 11:13:21,published,public,0.5343
V00002266,C001190,CAT05,体育内容002266,16,2026-07-03 22:48:47,published,public,0.5886
V00002267,C001222,CAT04,知识内容002267,103,2026-02-12 05:07:37,published,public,0.6389
V00002268,C001417,CAT07,音乐内容002268,159,2026-07-11 06:46:30,published,public,0.6816
V00002269,C001515,CAT12,影视内容002269,46,2026-02-23 04:33:13,published,public,0.6153
V00002270,C000398,CAT04,知识内容002270,125,2026-07-29 02:01:06,published,public,0.6027
V00002271,C000589,CAT07,音乐内容002271,33,2026-06-11 21:17:17,published,public,0.6028
V00002272,C001695,CAT04,知识内容002272,149,2026-06-27 22:58:45,published,public,0.8485
V00002273,C000044,CAT01,搞笑内容002273,165,2026-07-13 10:27:03,published,public,0.7165
V00002274,C000118,CAT10,亲子内容002274,157,2026-02-07 16:24:02,published,public,0.6321
V00002275,C000826,CAT11,科技内容002275,100,2026-02-15 14:44:20,published,public,0.4481
V00002276,C001158,CAT10,亲子内容002276,159,2026-03-22 23:30:00,published,public,0.5563
V00002277,C001212,CAT06,游戏内容002277,40,2026-07-28 10:29:04,published,public,0.5249
V00002278,C000087,CAT09,时尚内容002278,147,2026-07-11 13:59:57,published,public,0.4773
V00002279,C001080,CAT02,生活内容002279,90,2026-07-14 13:30:10,published,public,0.5753
V00002280,C000815,CAT11,科技内容002280,81,2026-05-09 17:52:20,published,public,0.5594
V00002281,C000446,CAT08,旅行内容002281,75,2026-08-17 03:01:08,published,public,0.3205
V00002282,C000313,CAT09,时尚内容002282,145,2026-03-19 06:12:18,published,public,0.4985
V00002283,C001214,CAT10,亲子内容002283,23,2026-08-27 12:06:29,published,public,0.7705
V00002284,C000105,CAT08,旅行内容002284,117,2026-02-26 15:23:49,published,public,0.9545
V00002285,C001076,CAT04,知识内容002285,170,2026-03-01 13:43:08,published,public,0.3921
V00002286,C000452,CAT11,科技内容002286,86,2026-05-05 21:25:45,published,public,0.6374
V00002287,C001337,CAT09,时尚内容002287,41,2026-05-13 05:24:19,published,public,0.7255
V00002288,C000260,CAT08,旅行内容002288,176,2026-03-12 06:35:22,published,public,0.5379
V00002289,C000723,CAT08,旅行内容002289,80,2026-04-16 09:02:42,published,public,0.6779
V00002290,C000031,CAT12,影视内容002290,50,2026-05-17 01:35:46,published,public,0.5517
V00002291,C000807,CAT05,体育内容002291,123,2026-02-08 05:38:42,published,public,0.3428
V00002292,C001616,CAT02,生活内容002292,8,2026-08-17 14:40:09,published,public,0.246
V00002293,C000630,CAT04,知识内容002293,10,2026-08-06 04:04:35,published,public,0.7238
V00002294,C000456,CAT01,搞笑内容002294,124,2026-08-17 07:38:07,published,public,0.6446
V00002295,C000529,CAT04,知识内容002295,45,2026-03-03 15:04:29,published,public,0.5319
V00002296,C000504,CAT12,影视内容002296,18,2026-08-09 12:57:44,published,public,0.7792
V00002297,C001373,CAT07,音乐内容002297,173,2026-05-22 04:15:48,published,public,0.7676
V00002298,C000365,CAT11,科技内容002298,65,2026-02-23 16:27:19,published,public,0.6463
V00002299,C001565,CAT01,搞笑内容002299,162,2026-06-17 07:33:38,published,public,0.495
V00002300,C001319,CAT12,影视内容002300,87,2026-04-05 08:51:32,published,public,0.5455
V00002301,C001723,CAT11,科技内容002301,97,2026-06-09 21:54:15,published,public,0.99
V00002302,C001521,CAT02,生活内容002302,138,2026-04-10 22:23:54,published,public,0.5008
V00002303,C001173,CAT03,美食内容002303,79,2026-04-14 16:57:16,published,public,0.4005
V00002304,C000911,CAT05,体育内容002304,58,2026-07-18 00:03:45,published,public,0.35
V00002305,C000537,CAT08,旅行内容002305,98,2026-06-27 04:09:22,removed,public,0.7061
V00002306,C001226,CAT03,美食内容002306,159,2026-04-18 14:36:56,published,public,0.5831
V00002307,C000137,CAT04,知识内容002307,114,2026-04-02 16:20:43,published,public,0.5244
V00002308,C000282,CAT11,科技内容002308,152,2026-01-16 17:06:56,published,public,0.6056
V00002309,C001295,CAT03,美食内容002309,133,2026-03-02 09:04:27,published,public,0.537
V00002310,C001328,CAT09,时尚内容002310,78,2026-06-24 07:56:50,published,public,0.6186
V00002311,C000992,CAT04,知识内容002311,117,2026-03-10 06:55:51,published,public,0.5126
V00002312,C000082,CAT05,体育内容002312,152,2026-05-09 09:24:09,published,public,0.4683
V00002313,C000778,CAT10,亲子内容002313,42,2026-01-29 04:50:39,published,public,0.7083
V00002314,C001007,CAT02,生活内容002314,169,2026-05-14 04:54:59,published,public,0.6656
V00002315,C000769,CAT11,科技内容002315,125,2026-08-16 04:21:12,published,public,0.7234
V00002316,C001586,CAT09,时尚内容002316,166,2026-05-18 20:37:00,published,public,0.6309
V00002317,C001463,CAT02,生活内容002317,122,2026-07-02 02:42:32,published,public,0.4007
V00002318,C000132,CAT05,体育内容002318,92,2026-07-03 12:05:56,published,public,0.6761
V00002319,C001711,CAT04,知识内容002319,20,2026-07-31 01:24:23,published,public,0.5516
V00002320,C000145,CAT04,知识内容002320,84,2026-06-28 19:11:11,published,public,0.8534
V00002321,C000863,CAT09,时尚内容002321,42,2026-07-07 12:26:13,published,public,0.7694
V00002322,C000544,CAT10,亲子内容002322,104,2026-04-15 14:22:28,published,public,0.7401
V00002323,C000612,CAT03,美食内容002323,100,2026-03-08 05:46:05,published,public,0.5836
V00002324,C001163,CAT03,美食内容002324,39,2026-02-28 08:43:15,published,public,0.5706
V00002325,C000445,CAT04,知识内容002325,113,2026-08-10 14:53:05,published,public,0.5786
V00002326,C000514,CAT04,知识内容002326,35,2026-02-13 17:52:03,published,public,0.3755
V00002327,C000656,CAT12,影视内容002327,62,2026-05-08 05:16:20,published,public,0.4417
V00002328,C000501,CAT12,影视内容002328,116,2026-03-24 16:18:02,published,public,0.3183
V00002329,C001626,CAT07,音乐内容002329,68,2026-08-10 16:44:50,published,public,0.59
V00002330,C000865,CAT05,体育内容002330,161,2026-04-25 18:36:32,published,public,0.6502
V00002331,C000597,CAT10,亲子内容002331,105,2026-06-30 01:23:49,published,public,0.4344
V00002332,C001251,CAT08,旅行内容002332,158,2026-01-27 22:54:34,published,public,0.3267
V00002333,C001070,CAT12,影视内容002333,27,2026-08-25 09:55:27,published,public,0.5203
V00002334,C001549,CAT01,搞笑内容002334,147,2026-05-15 05:42:01,published,public,0.3921
V00002335,C001206,CAT08,旅行内容002335,132,2026-01-01 07:16:19,published,public,0.7117
V00002336,C001052,CAT06,游戏内容002336,90,2026-07-23 01:36:21,published,public,0.847
V00002337,C001574,CAT08,旅行内容002337,123,2026-08-17 06:12:11,published,public,0.7494
V00002338,C001708,CAT05,体育内容002338,65,2026-05-25 02:08:54,published,public,0.3664
V00002339,C001334,CAT10,亲子内容002339,177,2026-02-06 15:16:37,published,public,0.8594
V00002340,C000153,CAT08,旅行内容002340,125,2026-05-24 23:21:18,published,public,0.8037
V00002341,C001122,CAT05,体育内容002341,18,2026-01-15 22:41:58,published,public,0.4097
V00002342,C001624,CAT03,美食内容002342,102,2026-08-21 16:38:14,published,public,0.3423
V00002343,C000944,CAT10,亲子内容002343,67,2026-03-15 04:47:17,published,public,0.9568
V00002344,C001238,CAT04,知识内容002344,80,2026-08-23 02:06:40,published,public,0.5642
V00002345,C000212,CAT05,体育内容002345,138,2026-04-01 23:43:23,published,public,0.2815
V00002346,C001432,CAT12,影视内容002346,179,2026-06-15 13:02:48,published,public,0.598
V00002347,C001009,CAT07,音乐内容002347,50,2026-05-27 02:41:17,published,public,0.6361
V00002348,C001522,CAT06,游戏内容002348,149,2026-01-02 21:04:26,published,public,0.9013
V00002349,C001009,CAT07,音乐内容002349,120,2026-04-11 04:04:08,published,public,0.6313
V00002350,C001677,CAT05,体育内容002350,20,2026-04-30 02:46:30,published,public,0.7319
V00002351,C000760,CAT09,时尚内容002351,18,2026-03-09 00:02:07,published,public,0.7321
V00002352,C000342,CAT02,生活内容002352,72,2026-05-15 17:47:51,published,public,0.7695
V00002353,C000167,CAT07,音乐内容002353,59,2026-07-14 19:18:59,published,public,0.6909
V00002354,C001670,CAT05,体育内容002354,109,2026-01-26 20:48:41,published,public,0.7875
V00002355,C000952,CAT06,游戏内容002355,98,2026-03-02 18:24:19,published,public,0.6446
V00002356,C000277,CAT11,科技内容002356,35,2026-07-03 13:56:47,published,public,0.8416
V00002357,C000318,CAT10,亲子内容002357,52,2026-08-13 19:16:49,published,public,0.6711
V00002358,C001444,CAT02,生活内容002358,115,2026-02-04 14:50:01,published,public,0.4509
V00002359,C000022,CAT04,知识内容002359,161,2026-07-26 08:48:21,published,public,0.778
V00002360,C000351,CAT10,亲子内容002360,54,2026-02-04 14:57:21,published,public,0.5717
V00002361,C001602,CAT08,旅行内容002361,88,2026-03-04 07:27:51,published,public,0.4559
V00002362,C000902,CAT08,旅行内容002362,111,2026-08-11 16:45:21,published,public,0.7084
V00002363,C001628,CAT04,知识内容002363,176,2026-02-07 09:11:22,published,public,0.544
V00002364,C000074,CAT06,游戏内容002364,78,2026-05-27 07:36:05,published,public,0.5238
V00002365,C000647,CAT10,亲子内容002365,22,2026-07-29 04:05:12,published,public,0.2261
V00002366,C000887,CAT08,旅行内容002366,62,2026-05-03 04:07:52,published,public,0.4024
V00002367,C000271,CAT08,旅行内容002367,39,2026-05-04 07:59:38,published,public,0.3881
V00002368,C000115,CAT06,游戏内容002368,49,2026-08-14 07:19:46,published,public,0.6797
V00002369,C000829,CAT10,亲子内容002369,120,2026-04-23 17:14:11,published,public,0.8231
V00002370,C000995,CAT06,游戏内容002370,81,2026-07-15 13:09:08,published,public,0.4017
V00002371,C001480,CAT04,知识内容002371,36,2026-06-26 15:27:58,published,public,0.7005
V00002372,C001628,CAT04,知识内容002372,126,2026-01-24 06:00:42,published,public,0.5265
V00002373,C001413,CAT09,时尚内容002373,60,2026-06-27 17:33:51,published,public,0.2653
V00002374,C001592,CAT07,音乐内容002374,143,2026-08-05 07:29:44,published,public,0.4414
V00002375,C001364,CAT02,生活内容002375,172,2026-07-29 12:01:07,published,public,0.6829
V00002376,C001680,CAT01,搞笑内容002376,158,2026-01-04 02:15:15,published,public,0.7593
V00002377,C001308,CAT12,影视内容002377,176,2026-01-11 15:03:20,published,public,0.6125
V00002378,C000141,CAT04,知识内容002378,24,2026-01-21 15:49:04,published,public,0.203
V00002379,C000837,CAT11,科技内容002379,51,2026-02-10 00:14:40,published,public,0.7397
V00002380,C000334,CAT03,美食内容002380,126,2026-06-17 02:23:49,published,public,0.8593
V00002381,C000011,CAT10,亲子内容002381,177,2026-04-25 17:35:31,published,public,0.3345
V00002382,C000913,CAT04,知识内容002382,108,2026-06-16 22:02:03,published,public,0.5532
V00002383,C000468,CAT02,生活内容002383,46,2026-06-14 09:15:31,published,public,0.6966
V00002384,C000943,CAT07,音乐内容002384,25,2026-06-27 10:14:41,published,public,0.5208
V00002385,C001421,CAT01,搞笑内容002385,8,2026-03-10 21:03:58,published,public,0.5998
V00002386,C001299,CAT05,体育内容002386,66,2026-08-11 00:58:02,published,public,0.349
V00002387,C000836,CAT07,音乐内容002387,23,2026-01-26 09:28:26,published,public,0.557
V00002388,C001072,CAT08,旅行内容002388,163,2026-07-22 17:02:15,published,public,0.7243
V00002389,C000161,CAT07,音乐内容002389,38,2026-07-27 08:34:42,published,public,0.6103
V00002390,C001265,CAT10,亲子内容002390,52,2026-05-19 14:13:55,published,public,0.9605
V00002391,C001701,CAT09,时尚内容002391,9,2026-01-03 07:22:15,published,public,0.7441
V00002392,C001363,CAT03,美食内容002392,112,2026-04-04 23:37:50,published,public,0.4161
V00002393,C000563,CAT01,搞笑内容002393,12,2026-08-11 07:14:45,published,public,0.523
V00002394,C000761,CAT05,体育内容002394,134,2026-03-23 05:24:08,published,public,0.7573
V00002395,C000584,CAT02,生活内容002395,79,2026-08-04 21:28:34,published,public,0.7921
V00002396,C001655,CAT05,体育内容002396,89,2026-07-24 11:11:36,published,public,0.8024
V00002397,C000662,CAT04,知识内容002397,129,2026-03-14 21:54:45,published,public,0.7736
V00002398,C001727,CAT08,旅行内容002398,82,2026-07-31 06:39:16,published,public,0.76
V00002399,C000318,CAT10,亲子内容002399,20,2026-03-29 05:11:24,published,public,0.6307
V00002400,C001550,CAT04,知识内容002400,156,2026-03-06 15:24:19,published,public,0.6359
V00002401,C000428,CAT12,影视内容002401,167,2026-06-01 06:39:48,published,public,0.5726
V00002402,C001723,CAT11,科技内容002402,177,2026-02-15 17:34:32,published,public,0.6398
V00002403,C000665,CAT07,音乐内容002403,47,2026-08-18 07:01:20,published,public,0.5538
V00002404,C001453,CAT12,影视内容002404,57,2026-03-23 17:58:53,published,public,0.7257
V00002405,C001707,CAT02,生活内容002405,100,2026-06-10 20:17:50,published,public,0.4208
V00002406,C000746,CAT08,旅行内容002406,48,2026-05-08 06:54:48,published,public,0.7477
V00002407,C001481,CAT09,时尚内容002407,20,2026-07-16 07:22:51,published,public,0.3783
V00002408,C000770,CAT01,搞笑内容002408,115,2026-07-08 08:01:20,published,public,0.5154
V00002409,C001729,CAT05,体育内容002409,11,2026-06-29 00:11:54,published,public,0.4815
V00002410,C000503,CAT09,时尚内容002410,51,2026-02-25 03:15:15,published,public,0.5238
V00002411,C001416,CAT02,生活内容002411,66,2026-07-28 12:34:49,published,public,0.6632
V00002412,C001425,CAT09,时尚内容002412,15,2026-02-25 04:42:01,published,public,0.802
V00002413,C001664,CAT01,搞笑内容002413,147,2026-08-14 23:17:02,published,public,0.8068
V00002414,C001432,CAT12,影视内容002414,175,2026-02-13 22:31:21,published,public,0.4323
V00002415,C000896,CAT12,影视内容002415,137,2026-04-16 21:49:46,published,public,0.6133
V00002416,C001423,CAT03,美食内容002416,77,2026-07-31 18:23:46,published,public,0.7206
V00002417,C000431,CAT07,音乐内容002417,30,2026-01-04 12:33:34,published,public,0.6352
V00002418,C000769,CAT11,科技内容002418,36,2026-08-24 21:42:09,published,public,0.5467
V00002419,C001576,CAT03,美食内容002419,67,2026-06-10 13:02:41,published,public,0.4937
V00002420,C001010,CAT07,音乐内容002420,9,2026-05-26 11:42:58,published,public,0.6475
V00002421,C001495,CAT04,知识内容002421,145,2026-02-15 13:24:23,published,public,0.623
V00002422,C000510,CAT06,游戏内容002422,62,2026-08-18 20:30:48,published,public,0.522
V00002423,C000767,CAT11,科技内容002423,56,2026-04-29 07:51:07,published,public,0.7831
V00002424,C000665,CAT07,音乐内容002424,10,2026-04-25 21:35:57,published,public,0.7409
V00002425,C000545,CAT08,旅行内容002425,163,2026-05-18 13:36:18,published,public,0.4537
V00002426,C001498,CAT02,生活内容002426,117,2026-07-05 19:11:34,published,public,0.815
V00002427,C001721,CAT09,时尚内容002427,137,2026-01-14 23:11:39,published,public,0.5964
V00002428,C001495,CAT04,知识内容002428,76,2026-07-14 13:18:04,published,public,0.9008
V00002429,C001491,CAT03,美食内容002429,36,2026-06-04 05:06:21,published,public,0.4329
V00002430,C001671,CAT11,科技内容002430,81,2026-06-20 08:04:31,published,public,0.5978
V00002431,C001232,CAT10,亲子内容002431,147,2026-08-21 00:39:58,published,public,0.5682
V00002432,C000847,CAT12,影视内容002432,105,2026-06-16 00:40:30,published,public,0.4689
V00002433,C000059,CAT07,音乐内容002433,161,2026-01-09 05:40:19,published,public,0.5417
V00002434,C001344,CAT11,科技内容002434,176,2026-08-15 22:39:21,published,public,0.4773
V00002435,C000405,CAT11,科技内容002435,11,2026-06-08 02:18:54,published,public,0.3746
V00002436,C001532,CAT10,亲子内容002436,122,2026-08-09 18:27:48,published,public,0.707
V00002437,C001012,CAT10,亲子内容002437,58,2026-06-22 05:31:41,published,public,0.494
V00002438,C000103,CAT09,时尚内容002438,39,2026-06-01 07:47:31,published,public,0.5684
V00002439,C000377,CAT01,搞笑内容002439,45,2026-01-31 16:50:51,removed,public,0.9436
V00002440,C001667,CAT03,美食内容002440,72,2026-06-16 12:44:25,published,public,0.6193
V00002441,C000942,CAT12,影视内容002441,162,2026-02-09 05:20:12,published,public,0.7819
V00002442,C000103,CAT09,时尚内容002442,47,2026-04-02 20:07:39,published,public,0.7067
V00002443,C000571,CAT09,时尚内容002443,57,2026-08-17 16:24:22,published,public,0.2165
V00002444,C000672,CAT04,知识内容002444,128,2026-06-24 12:46:25,published,public,0.3934
V00002445,C001712,CAT07,音乐内容002445,154,2026-06-21 07:30:35,published,public,0.4218
V00002446,C000764,CAT09,时尚内容002446,90,2026-02-20 09:42:23,published,public,0.6336
V00002447,C001720,CAT01,搞笑内容002447,14,2026-03-15 18:45:32,published,public,0.665
V00002448,C001601,CAT09,时尚内容002448,27,2026-07-06 17:38:50,published,public,0.4824
V00002449,C000107,CAT11,科技内容002449,135,2026-07-03 23:39:20,published,public,0.3105
V00002450,C000364,CAT05,体育内容002450,157,2026-02-21 19:44:40,published,public,0.5403
V00002451,C000680,CAT09,时尚内容002451,127,2026-08-14 15:32:27,published,public,0.4316
V00002452,C000930,CAT01,搞笑内容002452,143,2026-07-26 01:50:10,published,public,0.6945
V00002453,C000302,CAT04,知识内容002453,59,2026-04-23 16:03:56,published,public,0.8792
V00002454,C000019,CAT12,影视内容002454,11,2026-08-04 10:31:18,published,public,0.609
V00002455,C000077,CAT12,影视内容002455,140,2026-05-30 14:20:01,published,public,0.5175
V00002456,C000345,CAT02,生活内容002456,81,2026-08-05 14:31:27,published,public,0.8249
V00002457,C000702,CAT07,音乐内容002457,32,2026-06-30 03:09:06,published,public,0.6075
V00002458,C000270,CAT02,生活内容002458,175,2026-01-13 21:04:55,published,public,0.1156
V00002459,C000593,CAT04,知识内容002459,123,2026-04-21 05:58:16,published,public,0.7956
V00002460,C000555,CAT11,科技内容002460,156,2026-07-09 13:21:40,published,public,0.511
V00002461,C000729,CAT10,亲子内容002461,27,2026-03-20 03:14:55,published,public,0.8533
V00002462,C000184,CAT05,体育内容002462,43,2026-02-23 07:33:59,published,public,0.619
V00002463,C001394,CAT05,体育内容002463,129,2026-08-11 11:43:28,published,public,0.6768
V00002464,C001725,CAT05,体育内容002464,174,2026-05-12 11:39:14,published,public,0.695
V00002465,C001614,CAT11,科技内容002465,109,2026-01-28 11:51:08,published,public,0.6066
V00002466,C001012,CAT10,亲子内容002466,179,2026-06-13 19:52:56,published,public,0.6684
V00002467,C001029,CAT03,美食内容002467,67,2026-08-20 21:08:53,published,public,0.4671
V00002468,C000129,CAT03,美食内容002468,24,2026-01-26 17:21:24,published,public,0.7399
V00002469,C001055,CAT02,生活内容002469,76,2026-08-15 03:30:45,published,public,0.4293
V00002470,C000755,CAT03,美食内容002470,131,2026-07-23 06:37:51,published,public,0.8105
V00002471,C001563,CAT06,游戏内容002471,97,2026-06-07 14:09:15,published,public,0.6791
V00002472,C001063,CAT10,亲子内容002472,45,2026-02-14 10:17:20,published,public,0.474
V00002473,C000888,CAT07,音乐内容002473,143,2026-04-03 13:42:01,published,public,0.6334
V00002474,C000161,CAT07,音乐内容002474,160,2026-06-04 19:01:19,published,public,0.7849
V00002475,C000884,CAT04,知识内容002475,173,2026-01-09 11:32:07,published,public,0.6883
V00002476,C001041,CAT01,搞笑内容002476,71,2026-01-10 18:04:03,published,public,0.5249
V00002477,C000465,CAT11,科技内容002477,34,2026-05-03 15:56:02,published,public,0.3719
V00002478,C001632,CAT03,美食内容002478,102,2026-08-13 17:35:57,published,public,0.8372
V00002479,C000823,CAT11,科技内容002479,81,2026-07-02 14:53:09,published,public,0.5124
V00002480,C000054,CAT03,美食内容002480,61,2026-05-13 22:13:29,published,public,0.5586
V00002481,C001553,CAT02,生活内容002481,76,2026-07-08 18:44:29,published,public,0.6777
V00002482,C000614,CAT08,旅行内容002482,138,2026-03-22 17:41:03,published,public,0.7042
V00002483,C001517,CAT10,亲子内容002483,123,2026-07-26 16:05:51,published,public,0.8519
V00002484,C001492,CAT04,知识内容002484,80,2026-03-14 03:20:18,published,public,0.7043
V00002485,C000866,CAT07,音乐内容002485,100,2026-08-06 17:50:52,published,public,0.5979
V00002486,C001306,CAT12,影视内容002486,111,2026-08-16 12:18:37,published,public,0.5297
V00002487,C000565,CAT09,时尚内容002487,142,2026-01-18 15:35:11,published,public,0.6675
V00002488,C001374,CAT08,旅行内容002488,85,2026-08-26 11:18:25,published,public,0.5432
V00002489,C001386,CAT05,体育内容002489,51,2026-08-28 15:44:58,published,public,0.5763
V00002490,C000627,CAT06,游戏内容002490,12,2026-06-08 08:01:54,published,public,0.3338
V00002491,C001208,CAT09,时尚内容002491,84,2026-06-26 23:31:41,published,public,0.6793
V00002492,C000538,CAT03,美食内容002492,138,2026-07-05 06:21:24,published,public,0.642
V00002493,C000725,CAT09,时尚内容002493,92,2026-05-16 23:45:18,published,public,0.6901
V00002494,C000297,CAT06,游戏内容002494,15,2026-08-05 21:47:31,published,public,0.6567
V00002495,C000620,CAT02,生活内容002495,149,2026-04-16 19:13:53,published,public,0.9415
V00002496,C001575,CAT02,生活内容002496,105,2026-08-21 05:10:42,published,public,0.5547
V00002497,C001500,CAT04,知识内容002497,99,2026-08-21 22:05:14,published,public,0.3116
V00002498,C000444,CAT01,搞笑内容002498,29,2026-07-27 09:00:17,published,public,0.4137
V00002499,C001715,CAT03,美食内容002499,87,2026-07-24 17:47:39,published,public,0.512
V00002500,C001648,CAT01,搞笑内容002500,88,2026-02-15 19:16:44,published,public,0.603
V00002501,C000829,CAT10,亲子内容002501,94,2026-04-02 13:06:22,published,public,0.6489
V00002502,C000592,CAT05,体育内容002502,79,2026-02-27 20:13:10,published,public,0.6829
V00002503,C000354,CAT08,旅行内容002503,34,2026-08-21 16:58:59,published,public,0.7649
V00002504,C001517,CAT10,亲子内容002504,133,2026-01-14 20:26:25,published,public,0.5674
V00002505,C001200,CAT01,搞笑内容002505,25,2026-05-11 04:47:58,published,public,0.6487
V00002506,C000792,CAT02,生活内容002506,26,2026-05-19 03:27:46,removed,public,0.3837
V00002507,C000729,CAT10,亲子内容002507,137,2026-02-23 19:29:03,published,public,0.775
V00002508,C001291,CAT10,亲子内容002508,40,2026-02-21 18:27:14,published,public,0.7187
V00002509,C000661,CAT08,旅行内容002509,56,2026-08-19 19:17:43,published,public,0.6314
V00002510,C001403,CAT08,旅行内容002510,130,2026-08-25 11:55:35,published,public,0.7716
V00002511,C000105,CAT08,旅行内容002511,90,2026-06-13 09:14:34,published,public,0.83
V00002512,C000896,CAT12,影视内容002512,139,2026-08-09 15:09:07,published,public,0.4644
V00002513,C000752,CAT04,知识内容002513,119,2026-05-18 06:15:41,published,public,0.2958
V00002514,C000419,CAT11,科技内容002514,52,2026-06-12 20:41:01,published,public,0.8558
V00002515,C000658,CAT08,旅行内容002515,76,2026-03-13 15:49:50,published,public,0.5797
V00002516,C000068,CAT12,影视内容002516,107,2026-06-02 19:06:56,published,public,0.2175
V00002517,C000619,CAT05,体育内容002517,111,2026-03-30 09:02:45,published,public,0.5735
