recall_result_id,touch_id,user_id,recalled,returned_at,active_days_after_recall
RCR000001588,RCT000001588,U0000998,0,,0
RCR000001589,RCT000001589,U0004866,0,,0
RCR000001590,RCT000001590,U0005571,0,,0
RCR000001591,RCT000001591,U0011637,0,,0
RCR000001592,RCT000001592,U0007132,0,,0
RCR000001593,RCT000001593,U0000851,0,,0
RCR000001594,RCT000001594,U0004505,0,,0
RCR000001595,RCT000001595,U0005167,0,,0
RCR000001596,RCT000001596,U0006251,0,,0
RCR000001597,RCT000001597,U0010788,0,,0
RCR000001598,RCT000001598,U0001261,0,,0
RCR000001599,RCT000001599,U0006645,0,,0
RCR000001600,RCT000001600,U0011206,1,2026-07-28 19:00:00,1
RCR000001601,RCT000001601,U0004392,0,,0
RCR000001602,RCT000001602,U0006028,1,2026-02-12 12:00:00,7
RCR000001603,RCT000001603,U0001368,0,,0
RCR000001604,RCT000001604,U0002903,0,,0
RCR000001605,RCT000001605,U0003561,0,,0
RCR000001606,RCT000001606,U0002579,0,,0
RCR000001607,RCT000001607,U0001760,0,,0
RCR000001608,RCT000001608,U0005526,0,,0
RCR000001609,RCT000001609,U0008248,1,2026-06-24 13:00:00,6
RCR000001610,RCT000001610,U0005753,0,,0
RCR000001611,RCT000001611,U0008450,0,,0
RCR000001612,RCT000001612,U0003843,0,,0
RCR000001613,RCT000001613,U0008294,0,,0
RCR000001614,RCT000001614,U0010878,0,,0
RCR000001615,RCT000001615,U0004820,0,,0
RCR000001616,RCT000001616,U0011167,1,2026-02-18 07:00:00,7
RCR000001617,RCT000001617,U0000567,1,2026-06-22 17:00:00,6
RCR000001618,RCT000001618,U0004639,0,,0
RCR000001619,RCT000001619,U0003455,1,2026-02-19 20:00:00,2
RCR000001620,RCT000001620,U0007375,0,,0
RCR000001621,RCT000001621,U0002274,0,,0
RCR000001622,RCT000001622,U0011091,0,,0
RCR000001623,RCT000001623,U0003269,0,,0
RCR000001624,RCT000001624,U0008308,0,,0
RCR000001625,RCT000001625,U0009017,0,,0
RCR000001626,RCT000001626,U0000341,1,2026-02-21 09:00:00,5
RCR000001627,RCT000001627,U0007132,1,2026-06-12 05:00:00,2
RCR000001628,RCT000001628,U0001517,0,,0
RCR000001629,RCT000001629,U0011055,0,,0
RCR000001630,RCT000001630,U0010917,0,,0
RCR000001631,RCT000001631,U0001937,0,,0
RCR000001632,RCT000001632,U0006512,0,,0
RCR000001633,RCT000001633,U0002683,0,,0
RCR000001634,RCT000001634,U0003063,0,,0
RCR000001635,RCT000001635,U0010018,0,,0
RCR000001636,RCT000001636,U0000167,0,,0
RCR000001637,RCT000001637,U0008643,0,,0
RCR000001638,RCT000001638,U0003256,0,,0
RCR000001639,RCT000001639,U0011943,0,,0
RCR000001640,RCT000001640,U0005364,0,,0
RCR000001641,RCT000001641,U0010012,0,,0
RCR000001642,RCT000001642,U0004654,0,,0
RCR000001643,RCT000001643,U0006319,0,,0
RCR000001644,RCT000001644,U0010336,0,,0
RCR000001645,RCT000001645,U0004125,0,,0
RCR000001646,RCT000001646,U0000555,0,,0
RCR000001647,RCT000001647,U0007290,0,,0
RCR000001648,RCT000001648,U0009963,0,,0
RCR000001649,RCT000001649,U0011801,0,,0
RCR000001650,RCT000001650,U0006560,0,,0
RCR000001651,RCT000001651,U0008634,0,,0
RCR000001652,RCT000001652,U0002212,0,,0
RCR000001653,RCT000001653,U0008338,0,,0
RCR000001654,RCT000001654,U0004112,0,,0
RCR000001655,RCT000001655,U0005419,0,,0
RCR000001656,RCT000001656,U0007760,1,2026-03-27 20:00:00,3
RCR000001657,RCT000001657,U0001680,0,,0
RCR000001658,RCT000001658,U0006934,0,,0
RCR000001659,RCT000001659,U0008853,0,,0
RCR000001660,RCT000001660,U0010383,0,,0
RCR000001661,RCT000001661,U0007647,0,,0
RCR000001662,RCT000001662,U0001520,0,,0
RCR000001663,RCT000001663,U0011844,0,,0
RCR000001664,RCT000001664,U0001152,0,,0
RCR000001665,RCT000001665,U0005199,1,2026-08-03 13:00:00,1
RCR000001666,RCT000001666,U0010265,0,,0
RCR000001667,RCT000001667,U0005845,0,,0
RCR000001668,RCT000001668,U0000244,0,,0
RCR000001669,RCT000001669,U0003415,0,,0
RCR000001670,RCT000001670,U0010874,0,,0
RCR000001671,RCT000001671,U0002398,0,,0
RCR000001672,RCT000001672,U0009090,1,2026-02-13 18:00:00,2
RCR000001673,RCT000001673,U0005307,0,,0
RCR000001674,RCT000001674,U0000434,0,,0
RCR000001675,RCT000001675,U0008813,0,,0
RCR000001676,RCT000001676,U0001012,0,,0
RCR000001677,RCT000001677,U0000787,0,,0
RCR000001678,RCT000001678,U0007196,0,,0
RCR000001679,RCT000001679,U0009502,0,,0
RCR000001680,RCT000001680,U0001106,0,,0
RCR000001681,RCT000001681,U0008518,0,,0
RCR000001682,RCT000001682,U0011726,0,,0
RCR000001683,RCT000001683,U0000778,0,,0
RCR000001684,RCT000001684,U0002791,0,,0
RCR000001685,RCT000001685,U0002535,0,,0
RCR000001686,RCT000001686,U0003100,0,,0
RCR000001687,RCT000001687,U0009401,0,,0
RCR000001688,RCT000001688,U0001731,0,,0
RCR000001689,RCT000001689,U0011731,0,,0
RCR000001690,RCT000001690,U0004196,0,,0
RCR000001691,RCT000001691,U0006299,0,,0
RCR000001692,RCT000001692,U0010777,0,,0
RCR000001693,RCT000001693,U0007701,0,,0
RCR000001694,RCT000001694,U0007609,0,,0
RCR000001695,RCT000001695,U0002525,0,,0
RCR000001696,RCT000001696,U0006460,0,,0
RCR000001697,RCT000001697,U0001901,0,,0
RCR000001698,RCT000001698,U0003866,0,,0
RCR000001699,RCT000001699,U0001361,0,,0
RCR000001700,RCT000001700,U0005332,0,,0
RCR000001701,RCT000001701,U0008954,1,2026-05-30 13:00:00,6
RCR000001702,RCT000001702,U0002369,0,,0
RCR000001703,RCT000001703,U0004918,0,,0
RCR000001704,RCT000001704,U0006779,0,,0
RCR000001705,RCT000001705,U0010086,0,,0
RCR000001706,RCT000001706,U0007400,0,,0
RCR000001707,RCT000001707,U0005273,0,,0
RCR000001708,RCT000001708,U0005981,0,,0
RCR000001709,RCT000001709,U0005044,0,,0
RCR000001710,RCT000001710,U0009237,0,,0
RCR000001711,RCT000001711,U0002578,0,,0
RCR000001712,RCT000001712,U0000238,0,,0
RCR000001713,RCT000001713,U0000298,0,,0
RCR000001714,RCT000001714,U0000274,0,,0
RCR000001715,RCT000001715,U0007492,0,,0
RCR000001716,RCT000001716,U0009341,0,,0
RCR000001717,RCT000001717,U0004005,0,,0
RCR000001718,RCT000001718,U0008416,0,,0
RCR000001719,RCT000001719,U0006845,0,,0
RCR000001720,RCT000001720,U0005069,0,,0
RCR000001721,RCT000001721,U0005595,0,,0
RCR000001722,RCT000001722,U0004905,1,2026-02-10 12:00:00,3
RCR000001723,RCT000001723,U0008369,0,,0
RCR000001724,RCT000001724,U0007508,0,,0
RCR000001725,RCT000001725,U0011406,0,,0
RCR000001726,RCT000001726,U0008771,0,,0
RCR000001727,RCT000001727,U0004035,1,2026-06-29 00:00:00,3
RCR000001728,RCT000001728,U0007647,0,,0
RCR000001729,RCT000001729,U0010594,0,,0
RCR000001730,RCT000001730,U0011496,0,,0
RCR000001731,RCT000001731,U0003748,0,,0
RCR000001732,RCT000001732,U0008561,0,,0
RCR000001733,RCT000001733,U0011460,0,,0
RCR000001734,RCT000001734,U0010289,0,,0
RCR000001735,RCT000001735,U0003581,0,,0
RCR000001736,RCT000001736,U0005609,0,,0
RCR000001737,RCT000001737,U0000842,0,,0
RCR000001738,RCT000001738,U0000398,0,,0
RCR000001739,RCT000001739,U0009646,0,,0
RCR000001740,RCT000001740,U0005455,0,,0
RCR000001741,RCT000001741,U0006151,0,,0
RCR000001742,RCT000001742,U0001290,1,2026-07-29 07:00:00,5
RCR000001743,RCT000001743,U0002998,0,,0
RCR000001744,RCT000001744,U0002081,0,,0
RCR000001745,RCT000001745,U0002537,0,,0
RCR000001746,RCT000001746,U0006354,0,,0
RCR000001747,RCT000001747,U0009170,1,2026-03-15 10:00:00,4
RCR000001748,RCT000001748,U0008292,1,2026-08-04 16:00:00,3
RCR000001749,RCT000001749,U0006897,0,,0
RCR000001750,RCT000001750,U0002008,0,,0
RCR000001751,RCT000001751,U0000678,0,,0
RCR000001752,RCT000001752,U0008567,0,,0
RCR000001753,RCT000001753,U0008989,0,,0
RCR000001754,RCT000001754,U0008830,1,2026-02-15 21:00:00,6
RCR000001755,RCT000001755,U0008149,0,,0
RCR000001756,RCT000001756,U0000628,0,,0
RCR000001757,RCT000001757,U0000158,0,,0
RCR000001758,RCT000001758,U0007406,0,,0
RCR000001759,RCT000001759,U0005731,0,,0
RCR000001760,RCT000001760,U0005775,0,,0
RCR000001761,RCT000001761,U0011303,0,,0
RCR000001762,RCT000001762,U0005346,0,,0
RCR000001763,RCT000001763,U0008440,0,,0
RCR000001764,RCT000001764,U0009259,0,,0
RCR000001765,RCT000001765,U0007734,0,,0
RCR000001766,RCT000001766,U0006387,0,,0
RCR000001767,RCT000001767,U0007662,0,,0
RCR000001768,RCT000001768,U0002607,0,,0
RCR000001769,RCT000001769,U0003159,0,,0
RCR000001770,RCT000001770,U0008571,0,,0
RCR000001771,RCT000001771,U0004861,0,,0
RCR000001772,RCT000001772,U0007460,0,,0
RCR000001773,RCT000001773,U0009785,0,,0
RCR000001774,RCT000001774,U0011146,0,,0
RCR000001775,RCT000001775,U0002248,0,,0
RCR000001776,RCT000001776,U0007920,0,,0
RCR000001777,RCT000001777,U0004770,0,,0
RCR000001778,RCT000001778,U0006149,0,,0
RCR000001779,RCT000001779,U0003534,0,,0
RCR000001780,RCT000001780,U0003417,0,,0
RCR000001781,RCT000001781,U0007388,0,,0
RCR000001782,RCT000001782,U0011146,0,,0
RCR000001783,RCT000001783,U0011767,0,,0
RCR000001784,RCT000001784,U0000701,0,,0
RCR000001785,RCT000001785,U0004795,0,,0
RCR000001786,RCT000001786,U0004620,0,,0
RCR000001787,RCT000001787,U0006079,0,,0
RCR000001788,RCT000001788,U0008267,0,,0
RCR000001789,RCT000001789,U0008409,0,,0
RCR000001790,RCT000001790,U0000237,0,,0
RCR000001791,RCT000001791,U0006295,0,,0
RCR000001792,RCT000001792,U0003387,0,,0
RCR000001793,RCT000001793,U0005223,0,,0
RCR000001794,RCT000001794,U0004076,0,,0
RCR000001795,RCT000001795,U0011634,0,,0
RCR000001796,RCT000001796,U0011325,0,,0
RCR000001797,RCT000001797,U0001706,0,,0
RCR000001798,RCT000001798,U0006460,0,,0
RCR000001799,RCT000001799,U0001866,1,2026-07-27 22:00:00,1
RCR000001800,RCT000001800,U0004649,0,,0
RCR000001801,RCT000001801,U0004519,0,,0
RCR000001802,RCT000001802,U0000613,0,,0
RCR000001803,RCT000001803,U0005202,1,2026-02-13 03:00:00,7
RCR000001804,RCT000001804,U0009687,0,,0
RCR000001805,RCT000001805,U0003017,0,,0
RCR000001806,RCT000001806,U0010149,0,,0
RCR000001807,RCT000001807,U0005238,0,,0
RCR000001808,RCT000001808,U0000735,0,,0
RCR000001809,RCT000001809,U0007210,0,,0
RCR000001810,RCT000001810,U0000941,0,,0
RCR000001811,RCT000001811,U0006555,0,,0
RCR000001812,RCT000001812,U0009692,1,2026-03-16 07:00:00,4
RCR000001813,RCT000001813,U0007231,0,,0
RCR000001814,RCT000001814,U0011520,1,2026-04-25 23:00:00,3
RCR000001815,RCT000001815,U0003593,0,,0
RCR000001816,RCT000001816,U0010019,0,,0
RCR000001817,RCT000001817,U0011303,0,,0
RCR000001818,RCT000001818,U0003961,0,,0
RCR000001819,RCT000001819,U0006069,1,2026-05-31 00:00:00,3
RCR000001820,RCT000001820,U0001121,0,,0
RCR000001821,RCT000001821,U0009684,0,,0
RCR000001822,RCT000001822,U0001720,0,,0
RCR000001823,RCT000001823,U0002708,0,,0
RCR000001824,RCT000001824,U0005755,0,,0
RCR000001825,RCT000001825,U0006814,0,,0
RCR000001826,RCT000001826,U0004026,0,,0
RCR000001827,RCT000001827,U0003122,0,,0
RCR000001828,RCT000001828,U0005419,0,,0
RCR000001829,RCT000001829,U0004357,1,2026-05-29 13:00:00,5
RCR000001830,RCT000001830,U0000820,0,,0
RCR000001831,RCT000001831,U0005327,0,,0
RCR000001832,RCT000001832,U0008162,0,,0
RCR000001833,RCT000001833,U0004542,0,,0
RCR000001834,RCT000001834,U0006975,0,,0
RCR000001835,RCT000001835,U0010813,0,,0
RCR000001836,RCT000001836,U0007415,0,,0
RCR000001837,RCT000001837,U0010807,0,,0
RCR000001838,RCT000001838,U0009133,0,,0
RCR000001839,RCT000001839,U0010322,0,,0
RCR000001840,RCT000001840,U0008605,0,,0
RCR000001841,RCT000001841,U0000726,0,,0
RCR000001842,RCT000001842,U0000575,0,,0
RCR000001843,RCT000001843,U0007910,0,,0
RCR000001844,RCT000001844,U0002554,0,,0
RCR000001845,RCT000001845,U0001007,0,,0
RCR000001846,RCT000001846,U0010368,0,,0
RCR000001847,RCT000001847,U0009963,0,,0
RCR000001848,RCT000001848,U0006732,0,,0
RCR000001849,RCT000001849,U0008222,0,,0
RCR000001850,RCT000001850,U0001671,0,,0
RCR000001851,RCT000001851,U0000629,0,,0
RCR000001852,RCT000001852,U0009027,0,,0
RCR000001853,RCT000001853,U0009438,0,,0
RCR000001854,RCT000001854,U0009452,0,,0
RCR000001855,RCT000001855,U0003007,0,,0
RCR000001856,RCT000001856,U0007332,0,,0
RCR000001857,RCT000001857,U0004849,0,,0
RCR000001858,RCT000001858,U0000007,0,,0
RCR000001859,RCT000001859,U0002318,0,,0
RCR000001860,RCT000001860,U0009754,1,2026-08-05 06:00:00,5
RCR000001861,RCT000001861,U0010032,0,,0
RCR000001862,RCT000001862,U0007905,0,,0
RCR000001863,RCT000001863,U0007856,0,,0
RCR000001864,RCT000001864,U0009486,0,,0
RCR000001865,RCT000001865,U0011414,0,,0
RCR000001866,RCT000001866,U0007450,0,,0
RCR000001867,RCT000001867,U0006432,0,,0
RCR000001868,RCT000001868,U0010105,0,,0
RCR000001869,RCT000001869,U0006271,0,,0
RCR000001870,RCT000001870,U0011307,0,,0
RCR000001871,RCT000001871,U0006656,0,,0
RCR000001872,RCT000001872,U0006694,0,,0
RCR000001873,RCT000001873,U0006381,0,,0
RCR000001874,RCT000001874,U0002929,0,,0
RCR000001875,RCT000001875,U0004871,0,,0
RCR000001876,RCT000001876,U0002613,0,,0
RCR000001877,RCT000001877,U0010051,0,,0
RCR000001878,RCT000001878,U0006299,0,,0
RCR000001879,RCT000001879,U0003796,0,,0
RCR000001880,RCT000001880,U0000703,0,,0
RCR000001881,RCT000001881,U0008631,0,,0
RCR000001882,RCT000001882,U0010412,0,,0
RCR000001883,RCT000001883,U0010509,1,2026-07-12 18:00:00,4
RCR000001884,RCT000001884,U0006655,0,,0
RCR000001885,RCT000001885,U0010649,0,,0
RCR000001886,RCT000001886,U0007696,0,,0
RCR000001887,RCT000001887,U0011558,0,,0
RCR000001888,RCT000001888,U0009588,0,,0
RCR000001889,RCT000001889,U0006480,0,,0
RCR000001890,RCT000001890,U0005637,0,,0
RCR000001891,RCT000001891,U0000935,0,,0
RCR000001892,RCT000001892,U0006013,0,,0
RCR000001893,RCT000001893,U0007435,0,,0
RCR000001894,RCT000001894,U0002467,0,,0
RCR000001895,RCT000001895,U0006993,0,,0
RCR000001896,RCT000001896,U0007179,0,,0
RCR000001897,RCT000001897,U0010351,0,,0
RCR000001898,RCT000001898,U0008998,0,,0
RCR000001899,RCT000001899,U0007487,0,,0
RCR000001900,RCT000001900,U0003994,0,,0
RCR000001901,RCT000001901,U0008710,0,,0
RCR000001902,RCT000001902,U0011153,0,,0
RCR000001903,RCT000001903,U0011726,0,,0
RCR000001904,RCT000001904,U0005035,0,,0
RCR000001905,RCT000001905,U0002632,0,,0
RCR000001906,RCT000001906,U0005693,0,,0
RCR000001907,RCT000001907,U0008445,0,,0
RCR000001908,RCT000001908,U0002466,0,,0
RCR000001909,RCT000001909,U0003246,0,,0
RCR000001910,RCT000001910,U0002193,0,,0
RCR000001911,RCT000001911,U0000124,0,,0
RCR000001912,RCT000001912,U0001527,0,,0
RCR000001913,RCT000001913,U0006621,0,,0
RCR000001914,RCT000001914,U0011639,0,,0
RCR000001915,RCT000001915,U0010293,0,,0
RCR000001916,RCT000001916,U0003557,0,,0
RCR000001917,RCT000001917,U0007560,0,,0
RCR000001918,RCT000001918,U0011371,0,,0
RCR000001919,RCT000001919,U0002548,0,,0
RCR000001920,RCT000001920,U0010408,0,,0
RCR000001921,RCT000001921,U0008362,0,,0
RCR000001922,RCT000001922,U0010947,0,,0
RCR000001923,RCT000001923,U0003392,0,,0
RCR000001924,RCT000001924,U0005248,0,,0
RCR000001925,RCT000001925,U0009307,0,,0
RCR000001926,RCT000001926,U0003364,0,,0
RCR000001927,RCT000001927,U0000089,0,,0
RCR000001928,RCT000001928,U0004256,0,,0
RCR000001929,RCT000001929,U0007242,0,,0
RCR000001930,RCT000001930,U0004146,0,,0
RCR000001931,RCT000001931,U0011396,0,,0
RCR000001932,RCT000001932,U0008532,0,,0
RCR000001933,RCT000001933,U0007047,0,,0
RCR000001934,RCT000001934,U0001345,1,2026-04-20 09:00:00,4
RCR000001935,RCT000001935,U0000632,0,,0
RCR000001936,RCT000001936,U0002764,0,,0
RCR000001937,RCT000001937,U0009490,0,,0
RCR000001938,RCT000001938,U0010262,0,,0
RCR000001939,RCT000001939,U0011106,0,,0
RCR000001940,RCT000001940,U0008208,0,,0
RCR000001941,RCT000001941,U0009273,0,,0
RCR000001942,RCT000001942,U0006357,0,,0
RCR000001943,RCT000001943,U0009019,1,2026-04-29 16:00:00,4
RCR000001944,RCT000001944,U0005616,0,,0
RCR000001945,RCT000001945,U0004047,0,,0
RCR000001946,RCT000001946,U0007534,0,,0
RCR000001947,RCT000001947,U0006317,0,,0
RCR000001948,RCT000001948,U0001852,0,,0
RCR000001949,RCT000001949,U0006510,0,,0
RCR000001950,RCT000001950,U0009763,1,2026-06-24 12:00:00,7
RCR000001951,RCT000001951,U0000661,0,,0
RCR000001952,RCT000001952,U0006641,0,,0
RCR000001953,RCT000001953,U0000963,0,,0
RCR000001954,RCT000001954,U0009655,0,,0
RCR000001955,RCT000001955,U0003065,0,,0
RCR000001956,RCT000001956,U0000696,0,,0
RCR000001957,RCT000001957,U0007375,0,,0
RCR000001958,RCT000001958,U0005985,0,,0
RCR000001959,RCT000001959,U0006466,0,,0
RCR000001960,RCT000001960,U0008548,0,,0
RCR000001961,RCT000001961,U0002847,0,,0
RCR000001962,RCT000001962,U0007077,0,,0
RCR000001963,RCT000001963,U0011771,0,,0
RCR000001964,RCT000001964,U0000751,0,,0
RCR000001965,RCT000001965,U0009051,0,,0
RCR000001966,RCT000001966,U0005942,0,,0
RCR000001967,RCT000001967,U0008493,0,,0
RCR000001968,RCT000001968,U0000354,0,,0
RCR000001969,RCT000001969,U0007996,0,,0
RCR000001970,RCT000001970,U0011271,0,,0
RCR000001971,RCT000001971,U0005853,1,2026-06-22 23:00:00,1
RCR000001972,RCT000001972,U0007155,0,,0
RCR000001973,RCT000001973,U0011219,0,,0
RCR000001974,RCT000001974,U0010794,0,,0
RCR000001975,RCT000001975,U0006858,0,,0
RCR000001976,RCT000001976,U0008560,0,,0
RCR000001977,RCT000001977,U0003998,0,,0
RCR000001978,RCT000001978,U0007253,0,,0
RCR000001979,RCT000001979,U0003732,0,,0
RCR000001980,RCT000001980,U0003090,0,,0
RCR000001981,RCT000001981,U0001267,0,,0
RCR000001982,RCT000001982,U0005676,0,,0
RCR000001983,RCT000001983,U0008457,0,,0
RCR000001984,RCT000001984,U0006090,0,,0
RCR000001985,RCT000001985,U0001588,1,2026-03-01 20:00:00,6
RCR000001986,RCT000001986,U0000669,0,,0
RCR000001987,RCT000001987,U0003770,0,,0
RCR000001988,RCT000001988,U0000820,1,2026-02-19 03:00:00,6
RCR000001989,RCT000001989,U0010771,0,,0
RCR000001990,RCT000001990,U0007510,0,,0
RCR000001991,RCT000001991,U0002860,0,,0
RCR000001992,RCT000001992,U0003313,0,,0
RCR000001993,RCT000001993,U0008566,0,,0
RCR000001994,RCT000001994,U0004335,0,,0
RCR000001995,RCT000001995,U0001290,0,,0
RCR000001996,RCT000001996,U0000896,1,2026-07-12 12:00:00,3
RCR000001997,RCT000001997,U0010486,0,,0
RCR000001998,RCT000001998,U0008816,0,,0
RCR000001999,RCT000001999,U0000928,0,,0
RCR000002000,RCT000002000,U0007488,0,,0
RCR000002001,RCT000002001,U0007975,0,,0
RCR000002002,RCT000002002,U0008949,0,,0
RCR000002003,RCT000002003,U0007283,0,,0
RCR000002004,RCT000002004,U0001894,0,,0
RCR000002005,RCT000002005,U0006767,0,,0
RCR000002006,RCT000002006,U0006006,0,,0
RCR000002007,RCT000002007,U0004731,0,,0
RCR000002008,RCT000002008,U0000018,0,,0
RCR000002009,RCT000002009,U0009240,0,,0
RCR000002010,RCT000002010,U0002155,1,2026-07-18 03:00:00,2
RCR000002011,RCT000002011,U0007059,0,,0
RCR000002012,RCT000002012,U0003470,0,,0
RCR000002013,RCT000002013,U0007376,0,,0
RCR000002014,RCT000002014,U0009282,0,,0
RCR000002015,RCT000002015,U0006507,0,,0
RCR000002016,RCT000002016,U0008290,0,,0
RCR000002017,RCT000002017,U0000486,0,,0
RCR000002018,RCT000002018,U0001000,1,2026-02-21 10:00:00,6
RCR000002019,RCT000002019,U0007275,0,,0
RCR000002020,RCT000002020,U0003770,0,,0
RCR000002021,RCT000002021,U0008125,0,,0
RCR000002022,RCT000002022,U0009132,0,,0
RCR000002023,RCT000002023,U0010303,0,,0
RCR000002024,RCT000002024,U0007623,0,,0
RCR000002025,RCT000002025,U0009132,0,,0
RCR000002026,RCT000002026,U0004503,0,,0
RCR000002027,RCT000002027,U0003975,1,2026-08-02 08:00:00,4
RCR000002028,RCT000002028,U0003241,0,,0
RCR000002029,RCT000002029,U0004542,0,,0
RCR000002030,RCT000002030,U0001061,0,,0
RCR000002031,RCT000002031,U0008661,0,,0
RCR000002032,RCT000002032,U0009652,0,,0
RCR000002033,RCT000002033,U0003077,0,,0
RCR000002034,RCT000002034,U0008236,0,,0
RCR000002035,RCT000002035,U0002041,1,2026-07-31 18:00:00,3
RCR000002036,RCT000002036,U0001895,0,,0
RCR000002037,RCT000002037,U0010474,0,,0
RCR000002038,RCT000002038,U0003423,0,,0
RCR000002039,RCT000002039,U0001940,0,,0
RCR000002040,RCT000002040,U0007112,1,2026-03-05 14:00:00,4
RCR000002041,RCT000002041,U0002012,0,,0
RCR000002042,RCT000002042,U0005001,0,,0
RCR000002043,RCT000002043,U0007420,0,,0
RCR000002044,RCT000002044,U0008927,0,,0
RCR000002045,RCT000002045,U0000506,0,,0
RCR000002046,RCT000002046,U0008533,0,,0
RCR000002047,RCT000002047,U0009609,0,,0
RCR000002048,RCT000002048,U0003314,0,,0
RCR000002049,RCT000002049,U0009907,0,,0
RCR000002050,RCT000002050,U0009392,1,2026-06-30 15:00:00,3
RCR000002051,RCT000002051,U0006339,0,,0
RCR000002052,RCT000002052,U0004938,1,2026-08-01 02:00:00,6
RCR000002053,RCT000002053,U0006808,0,,0
RCR000002054,RCT000002054,U0006512,0,,0
RCR000002055,RCT000002055,U0006673,0,,0
RCR000002056,RCT000002056,U0003485,0,,0
RCR000002057,RCT000002057,U0003519,1,2026-07-14 06:00:00,4
RCR000002058,RCT000002058,U0010456,0,,0
RCR000002059,RCT000002059,U0002614,0,,0
RCR000002060,RCT000002060,U0007043,0,,0
RCR000002061,RCT000002061,U0009351,0,,0
RCR000002062,RCT000002062,U0001386,0,,0
RCR000002063,RCT000002063,U0005155,1,2026-07-30 23:00:00,1
RCR000002064,RCT000002064,U0002351,0,,0
RCR000002065,RCT000002065,U0007574,0,,0
RCR000002066,RCT000002066,U0002423,0,,0
RCR000002067,RCT000002067,U0010191,0,,0
RCR000002068,RCT000002068,U0003330,0,,0
RCR000002069,RCT000002069,U0004357,0,,0
RCR000002070,RCT000002070,U0009332,0,,0
RCR000002071,RCT000002071,U0007709,0,,0
RCR000002072,RCT000002072,U0003419,1,2026-05-27 07:00:00,3
RCR000002073,RCT000002073,U0005938,0,,0
RCR000002074,RCT000002074,U0005497,0,,0
RCR000002075,RCT000002075,U0000337,0,,0
RCR000002076,RCT000002076,U0010874,1,2026-05-08 23:00:00,7
RCR000002077,RCT000002077,U0009479,0,,0
RCR000002078,RCT000002078,U0004520,0,,0
RCR000002079,RCT000002079,U0005923,0,,0
RCR000002080,RCT000002080,U0007253,0,,0
RCR000002081,RCT000002081,U0010741,0,,0
RCR000002082,RCT000002082,U0001998,0,,0
RCR000002083,RCT000002083,U0003661,0,,0
RCR000002084,RCT000002084,U0007000,0,,0
RCR000002085,RCT000002085,U0000189,0,,0
RCR000002086,RCT000002086,U0002076,0,,0
RCR000002087,RCT000002087,U0000545,0,,0
RCR000002088,RCT000002088,U0002066,0,,0
RCR000002089,RCT000002089,U0010047,0,,0
RCR000002090,RCT000002090,U0006492,0,,0
RCR000002091,RCT000002091,U0010422,0,,0
RCR000002092,RCT000002092,U0004119,0,,0
RCR000002093,RCT000002093,U0009701,0,,0
RCR000002094,RCT000002094,U0002097,0,,0
RCR000002095,RCT000002095,U0004779,0,,0
RCR000002096,RCT000002096,U0006310,0,,0
RCR000002097,RCT000002097,U0001248,0,,0
RCR000002098,RCT000002098,U0009735,0,,0
RCR000002099,RCT000002099,U0009020,0,,0
RCR000002100,RCT000002100,U0000138,0,,0
RCR000002101,RCT000002101,U0004590,0,,0
RCR000002102,RCT000002102,U0002022,0,,0
RCR000002103,RCT000002103,U0004927,0,,0
RCR000002104,RCT000002104,U0007522,0,,0
RCR000002105,RCT000002105,U0001140,0,,0
RCR000002106,RCT000002106,U0010346,0,,0
RCR000002107,RCT000002107,U0002398,0,,0
RCR000002108,RCT000002108,U0010527,0,,0
RCR000002109,RCT000002109,U0003537,0,,0
RCR000002110,RCT000002110,U0010262,1,2026-08-04 18:00:00,1
RCR000002111,RCT000002111,U0008010,0,,0
RCR000002112,RCT000002112,U0003311,0,,0
RCR000002113,RCT000002113,U0002341,0,,0
RCR000002114,RCT000002114,U0008290,0,,0
RCR000002115,RCT000002115,U0006037,0,,0
RCR000002116,RCT000002116,U0010336,0,,0
RCR000002117,RCT000002117,U0003388,0,,0
RCR000002118,RCT000002118,U0011293,0,,0
RCR000002119,RCT000002119,U0009685,0,,0
RCR000002120,RCT000002120,U0009023,0,,0
RCR000002121,RCT000002121,U0010187,0,,0
RCR000002122,RCT000002122,U0002291,0,,0
RCR000002123,RCT000002123,U0008927,0,,0
RCR000002124,RCT000002124,U0000655,0,,0
RCR000002125,RCT000002125,U0008402,0,,0
RCR000002126,RCT000002126,U0002564,0,,0
RCR000002127,RCT000002127,U0007486,0,,0
RCR000002128,RCT000002128,U0002073,1,2026-07-30 07:00:00,3
RCR000002129,RCT000002129,U0001419,0,,0
RCR000002130,RCT000002130,U0008639,0,,0
RCR000002131,RCT000002131,U0008666,0,,0
RCR000002132,RCT000002132,U0007891,0,,0
RCR000002133,RCT000002133,U0010041,0,,0
RCR000002134,RCT000002134,U0008863,0,,0
RCR000002135,RCT000002135,U0003433,0,,0
RCR000002136,RCT000002136,U0009634,0,,0
RCR000002137,RCT000002137,U0006670,1,2026-02-11 12:00:00,1
RCR000002138,RCT000002138,U0006918,0,,0
RCR000002139,RCT000002139,U0005835,0,,0
RCR000002140,RCT000002140,U0011862,0,,0
RCR000002141,RCT000002141,U0006657,0,,0
RCR000002142,RCT000002142,U0009928,0,,0
RCR000002143,RCT000002143,U0011997,0,,0
RCR000002144,RCT000002144,U0009755,0,,0
