snapshot_id,user_id,snapshot_date,lifecycle_stage,active_days,days_since_last_active,engagement_score
LCS00000887,U0000887,2026-08-28,流失用户,3,48,0.2973
LCS00000888,U0000888,2026-08-28,沉默用户,6,24,0.5394
LCS00000889,U0000889,2026-08-28,流失用户,4,52,0.3428
LCS00000890,U0000890,2026-08-28,活跃用户,16,4,0.6286
LCS00000891,U0000891,2026-08-28,沉默用户,15,13,0.2863
LCS00000892,U0000892,2026-08-28,流失用户,3,47,0.2875
LCS00000893,U0000893,2026-08-28,沉默用户,14,16,0.2021
LCS00000894,U0000894,2026-08-28,活跃用户,4,4,0.3862
LCS00000895,U0000895,2026-08-28,沉默用户,15,24,0.3361
LCS00000896,U0000896,2026-08-28,沉默用户,13,11,0.4279
LCS00000897,U0000897,2026-08-28,流失用户,2,75,0.4336
LCS00000898,U0000898,2026-08-28,活跃用户,14,5,0.5549
LCS00000899,U0000899,2026-08-28,流失用户,4,31,0.378
LCS00000900,U0000900,2026-08-28,活跃用户,7,1,0.281
LCS00000901,U0000901,2026-08-28,活跃用户,5,2,0.1916
LCS00000902,U0000902,2026-08-28,流失用户,2,44,0.1597
LCS00000903,U0000903,2026-08-28,新用户,0,0,0.05
LCS00000904,U0000904,2026-08-28,沉默用户,13,21,0.2791
LCS00000905,U0000905,2026-08-28,新用户,1,0,0.4445
LCS00000906,U0000906,2026-08-28,活跃用户,10,0,0.312
LCS00000907,U0000907,2026-08-28,沉默用户,11,16,0.2488
LCS00000908,U0000908,2026-08-28,流失用户,9,33,0.1744
LCS00000909,U0000909,2026-08-28,活跃用户,14,1,0.3582
LCS00000910,U0000910,2026-08-28,流失用户,1,86,0.273
LCS00000911,U0000911,2026-08-28,活跃用户,12,6,0.3245
LCS00000912,U0000912,2026-08-28,活跃用户,15,7,0.0531
LCS00000913,U0000913,2026-08-28,沉默用户,3,27,0.1048
LCS00000914,U0000914,2026-08-28,沉默用户,12,12,0.2877
LCS00000915,U0000915,2026-08-28,沉默用户,13,11,0.4111
LCS00000916,U0000916,2026-08-28,沉默用户,5,28,0.3595
LCS00000917,U0000917,2026-08-28,流失用户,7,44,0.3924
LCS00000918,U0000918,2026-08-28,流失用户,2,198,0.2208
LCS00000919,U0000919,2026-08-28,活跃用户,6,5,0.2664
LCS00000920,U0000920,2026-08-28,沉默用户,4,17,0.332
LCS00000921,U0000921,2026-08-28,流失用户,5,78,0.3486
LCS00000922,U0000922,2026-08-28,活跃用户,13,1,0.3087
LCS00000923,U0000923,2026-08-28,沉默用户,12,8,0.2131
LCS00000924,U0000924,2026-08-28,沉默用户,11,11,0.5309
LCS00000925,U0000925,2026-08-28,流失用户,3,173,0.4426
LCS00000926,U0000926,2026-08-28,沉默用户,12,11,0.416
LCS00000927,U0000927,2026-08-28,沉默用户,9,18,0.2114
LCS00000928,U0000928,2026-08-28,沉默用户,5,14,0.3073
LCS00000929,U0000929,2026-08-28,沉默用户,7,29,0.0795
LCS00000930,U0000930,2026-08-28,活跃用户,7,0,0.4481
LCS00000931,U0000931,2026-08-28,活跃用户,14,3,0.2525
LCS00000932,U0000932,2026-08-28,流失用户,4,129,0.4884
LCS00000933,U0000933,2026-08-28,沉默用户,4,16,0.0925
LCS00000934,U0000934,2026-08-28,新用户,3,0,0.5464
LCS00000935,U0000935,2026-08-28,沉默用户,11,13,0.4516
LCS00000936,U0000936,2026-08-28,流失用户,2,202,0.4309
LCS00000937,U0000937,2026-08-28,活跃用户,14,1,0.5403
LCS00000938,U0000938,2026-08-28,活跃用户,3,6,0.5422
LCS00000939,U0000939,2026-08-28,流失用户,3,80,0.5228
LCS00000940,U0000940,2026-08-28,活跃用户,13,0,0.221
LCS00000941,U0000941,2026-08-28,流失用户,4,44,0.3708
LCS00000942,U0000942,2026-08-28,流失用户,2,89,0.1712
LCS00000943,U0000943,2026-08-28,流失用户,2,199,0.3217
LCS00000944,U0000944,2026-08-28,活跃用户,13,4,0.3406
LCS00000945,U0000945,2026-08-28,活跃用户,8,2,0.05
LCS00000946,U0000946,2026-08-28,沉默用户,6,19,0.2974
LCS00000947,U0000947,2026-08-28,沉默用户,8,24,0.4172
LCS00000948,U0000948,2026-08-28,沉默用户,17,10,0.4466
LCS00000949,U0000949,2026-08-28,沉默用户,6,24,0.4191
LCS00000950,U0000950,2026-08-28,沉默用户,12,11,0.3743
LCS00000951,U0000951,2026-08-28,流失用户,3,47,0.1458
LCS00000952,U0000952,2026-08-28,活跃用户,17,5,0.5734
LCS00000953,U0000953,2026-08-28,活跃用户,5,1,0.2575
LCS00000954,U0000954,2026-08-28,沉默用户,5,16,0.482
LCS00000955,U0000955,2026-08-28,活跃用户,4,4,0.1383
LCS00000956,U0000956,2026-08-28,流失用户,5,32,0.542
LCS00000957,U0000957,2026-08-28,沉默用户,7,8,0.2598
LCS00000958,U0000958,2026-08-28,流失用户,1,103,0.3296
LCS00000959,U0000959,2026-08-28,活跃用户,15,4,0.3386
LCS00000960,U0000960,2026-08-28,沉默用户,4,9,0.3399
LCS00000961,U0000961,2026-08-28,活跃用户,15,4,0.2148
LCS00000962,U0000962,2026-08-28,沉默用户,1,8,0.19
LCS00000963,U0000963,2026-08-28,流失用户,1,103,0.1943
LCS00000964,U0000964,2026-08-28,活跃用户,8,2,0.3042
LCS00000965,U0000965,2026-08-28,沉默用户,2,12,0.2819
LCS00000966,U0000966,2026-08-28,流失用户,3,187,0.4051
LCS00000967,U0000967,2026-08-28,沉默用户,7,20,0.3109
LCS00000968,U0000968,2026-08-28,活跃用户,7,2,0.1821
LCS00000969,U0000969,2026-08-28,沉默用户,10,11,0.4175
LCS00000970,U0000970,2026-08-28,活跃用户,10,0,0.3632
LCS00000971,U0000971,2026-08-28,沉默用户,4,12,0.4614
LCS00000972,U0000972,2026-08-28,沉默用户,6,8,0.3786
LCS00000973,U0000973,2026-08-28,流失用户,2,74,0.4337
LCS00000974,U0000974,2026-08-28,沉默用户,5,24,0.4196
LCS00000975,U0000975,2026-08-28,活跃用户,5,3,0.1537
LCS00000976,U0000976,2026-08-28,沉默用户,4,12,0.1175
LCS00000977,U0000977,2026-08-28,沉默用户,4,18,0.0639
LCS00000978,U0000978,2026-08-28,新用户,2,0,0.1381
LCS00000979,U0000979,2026-08-28,活跃用户,13,4,0.5193
LCS00000980,U0000980,2026-08-28,沉默用户,14,8,0.1903
LCS00000981,U0000981,2026-08-28,沉默用户,3,22,0.1413
LCS00000982,U0000982,2026-08-28,活跃用户,6,5,0.2141
LCS00000983,U0000983,2026-08-28,活跃用户,12,4,0.1687
LCS00000984,U0000984,2026-08-28,活跃用户,12,5,0.2924
LCS00000985,U0000985,2026-08-28,活跃用户,15,0,0.4208
LCS00000986,U0000986,2026-08-28,活跃用户,12,2,0.1869
LCS00000987,U0000987,2026-08-28,沉默用户,11,28,0.2926
LCS00000988,U0000988,2026-08-28,流失用户,2,96,0.3963
LCS00000989,U0000989,2026-08-28,活跃用户,7,7,0.3582
LCS00000990,U0000990,2026-08-28,活跃用户,4,2,0.1996
LCS00000991,U0000991,2026-08-28,沉默用户,11,12,0.4592
LCS00000992,U0000992,2026-08-28,活跃用户,9,6,0.3084
LCS00000993,U0000993,2026-08-28,沉默用户,12,17,0.445
LCS00000994,U0000994,2026-08-28,沉默用户,3,13,0.4524
LCS00000995,U0000995,2026-08-28,沉默用户,8,10,0.4063
LCS00000996,U0000996,2026-08-28,沉默用户,7,11,0.071
LCS00000997,U0000997,2026-08-28,流失用户,4,36,0.3785
LCS00000998,U0000998,2026-08-28,流失用户,5,37,0.1663
LCS00000999,U0000999,2026-08-28,新用户,6,0,0.2933
LCS00001000,U0001000,2026-08-28,沉默用户,4,13,0.4954
LCS00001001,U0001001,2026-08-28,流失用户,1,143,0.5384
LCS00001002,U0001002,2026-08-28,活跃用户,14,3,0.2363
LCS00001003,U0001003,2026-08-28,活跃用户,15,0,0.6455
LCS00001004,U0001004,2026-08-28,沉默用户,10,11,0.05
LCS00001005,U0001005,2026-08-28,流失用户,12,32,0.3436
LCS00001006,U0001006,2026-08-28,流失用户,2,141,0.3882
LCS00001007,U0001007,2026-08-28,流失用户,5,38,0.5325
LCS00001008,U0001008,2026-08-28,活跃用户,2,3,0.3339
LCS00001009,U0001009,2026-08-28,流失用户,5,123,0.4139
LCS00001010,U0001010,2026-08-28,沉默用户,11,16,0.3264
LCS00001011,U0001011,2026-08-28,活跃用户,13,0,0.4222
LCS00001012,U0001012,2026-08-28,流失用户,3,62,0.1401
LCS00001013,U0001013,2026-08-28,新用户,3,0,0.4528
LCS00001014,U0001014,2026-08-28,活跃用户,15,1,0.3666
LCS00001015,U0001015,2026-08-28,流失用户,3,56,0.2813
LCS00001016,U0001016,2026-08-28,沉默用户,13,8,0.2771
LCS00001017,U0001017,2026-08-28,活跃用户,4,0,0.2963
LCS00001018,U0001018,2026-08-28,活跃用户,10,6,0.5047
LCS00001019,U0001019,2026-08-28,活跃用户,10,2,0.2617
LCS00001020,U0001020,2026-08-28,沉默用户,9,11,0.309
LCS00001021,U0001021,2026-08-28,活跃用户,6,6,0.2095
LCS00001022,U0001022,2026-08-28,活跃用户,15,7,0.384
LCS00001023,U0001023,2026-08-28,流失用户,3,114,0.1865
LCS00001024,U0001024,2026-08-28,活跃用户,3,6,0.3869
LCS00001025,U0001025,2026-08-28,流失用户,7,35,0.1544
LCS00001026,U0001026,2026-08-28,活跃用户,10,2,0.3774
LCS00001027,U0001027,2026-08-28,流失用户,2,84,0.1789
LCS00001028,U0001028,2026-08-28,沉默用户,5,18,0.2496
LCS00001029,U0001029,2026-08-28,流失用户,1,110,0.05
LCS00001030,U0001030,2026-08-28,活跃用户,12,0,0.1673
LCS00001031,U0001031,2026-08-28,沉默用户,2,9,0.4178
LCS00001032,U0001032,2026-08-28,新用户,1,0,0.3109
LCS00001033,U0001033,2026-08-28,活跃用户,10,6,0.3967
LCS00001034,U0001034,2026-08-28,活跃用户,12,2,0.4161
LCS00001035,U0001035,2026-08-28,沉默用户,7,23,0.5647
LCS00001036,U0001036,2026-08-28,活跃用户,2,2,0.4052
LCS00001037,U0001037,2026-08-28,活跃用户,6,2,0.1673
LCS00001038,U0001038,2026-08-28,沉默用户,2,26,0.3615
LCS00001039,U0001039,2026-08-28,沉默用户,8,23,0.2774
LCS00001040,U0001040,2026-08-28,活跃用户,6,4,0.3083
LCS00001041,U0001041,2026-08-28,活跃用户,2,6,0.3764
LCS00001042,U0001042,2026-08-28,活跃用户,1,4,0.149
LCS00001043,U0001043,2026-08-28,流失用户,0,71,0.106
LCS00001044,U0001044,2026-08-28,沉默用户,8,19,0.0915
LCS00001045,U0001045,2026-08-28,流失用户,3,107,0.1605
LCS00001046,U0001046,2026-08-28,活跃用户,8,0,0.2552
LCS00001047,U0001047,2026-08-28,沉默用户,3,8,0.3138
LCS00001048,U0001048,2026-08-28,流失用户,5,44,0.1919
LCS00001049,U0001049,2026-08-28,活跃用户,6,7,0.05
LCS00001050,U0001050,2026-08-28,沉默用户,5,12,0.2436
LCS00001051,U0001051,2026-08-28,活跃用户,9,2,0.0757
LCS00001052,U0001052,2026-08-28,流失用户,7,37,0.2452
LCS00001053,U0001053,2026-08-28,活跃用户,18,7,0.3375
LCS00001054,U0001054,2026-08-28,流失用户,2,180,0.3383
LCS00001055,U0001055,2026-08-28,沉默用户,6,9,0.4298
LCS00001056,U0001056,2026-08-28,沉默用户,7,13,0.6905
LCS00001057,U0001057,2026-08-28,沉默用户,10,19,0.2835
LCS00001058,U0001058,2026-08-28,活跃用户,12,0,0.121
LCS00001059,U0001059,2026-08-28,活跃用户,5,1,0.2251
LCS00001060,U0001060,2026-08-28,流失用户,9,48,0.2314
LCS00001061,U0001061,2026-08-28,沉默用户,1,22,0.1423
LCS00001062,U0001062,2026-08-28,活跃用户,10,4,0.1155
LCS00001063,U0001063,2026-08-28,流失用户,2,81,0.1957
LCS00001064,U0001064,2026-08-28,沉默用户,11,9,0.3208
LCS00001065,U0001065,2026-08-28,活跃用户,8,5,0.1129
LCS00001066,U0001066,2026-08-28,流失用户,1,217,0.351
LCS00001067,U0001067,2026-08-28,活跃用户,16,3,0.3077
LCS00001068,U0001068,2026-08-28,沉默用户,11,8,0.3131
LCS00001069,U0001069,2026-08-28,沉默用户,10,28,0.3268
LCS00001070,U0001070,2026-08-28,沉默用户,5,21,0.3136
LCS00001071,U0001071,2026-08-28,流失用户,5,32,0.2573
LCS00001072,U0001072,2026-08-28,活跃用户,1,5,0.0985
LCS00001073,U0001073,2026-08-28,活跃用户,8,2,0.2879
LCS00001074,U0001074,2026-08-28,沉默用户,5,14,0.3319
LCS00001075,U0001075,2026-08-28,流失用户,0,201,0.1844
LCS00001076,U0001076,2026-08-28,流失用户,5,88,0.2319
LCS00001077,U0001077,2026-08-28,活跃用户,1,5,0.1863
LCS00001078,U0001078,2026-08-28,流失用户,2,93,0.3498
LCS00001079,U0001079,2026-08-28,沉默用户,8,8,0.3591
LCS00001080,U0001080,2026-08-28,活跃用户,14,4,0.361
LCS00001081,U0001081,2026-08-28,流失用户,3,61,0.06
LCS00001082,U0001082,2026-08-28,活跃用户,9,2,0.2173
LCS00001083,U0001083,2026-08-28,沉默用户,7,11,0.4287
LCS00001084,U0001084,2026-08-28,流失用户,4,116,0.3455
LCS00001085,U0001085,2026-08-28,流失用户,10,63,0.287
LCS00001086,U0001086,2026-08-28,沉默用户,12,9,0.2276
LCS00001087,U0001087,2026-08-28,活跃用户,6,0,0.3691
LCS00001088,U0001088,2026-08-28,流失用户,3,48,0.3552
LCS00001089,U0001089,2026-08-28,流失用户,0,127,0.1497
LCS00001090,U0001090,2026-08-28,活跃用户,13,5,0.4859
LCS00001091,U0001091,2026-08-28,流失用户,3,60,0.4098
LCS00001092,U0001092,2026-08-28,活跃用户,9,0,0.3507
LCS00001093,U0001093,2026-08-28,活跃用户,16,2,0.3495
LCS00001094,U0001094,2026-08-28,活跃用户,15,4,0.4519
LCS00001095,U0001095,2026-08-28,活跃用户,11,5,0.0675
LCS00001096,U0001096,2026-08-28,流失用户,5,41,0.4612
LCS00001097,U0001097,2026-08-28,沉默用户,9,11,0.2583
LCS00001098,U0001098,2026-08-28,流失用户,0,78,0.5314
LCS00001099,U0001099,2026-08-28,流失用户,3,73,0.0618
LCS00001100,U0001100,2026-08-28,沉默用户,13,11,0.2371
LCS00001101,U0001101,2026-08-28,流失用户,8,68,0.1873
LCS00001102,U0001102,2026-08-28,流失用户,14,52,0.2327
LCS00001103,U0001103,2026-08-28,活跃用户,14,2,0.4146
LCS00001104,U0001104,2026-08-28,流失用户,6,36,0.4897
LCS00001105,U0001105,2026-08-28,沉默用户,11,17,0.4314
LCS00001106,U0001106,2026-08-28,流失用户,1,55,0.2731
LCS00001107,U0001107,2026-08-28,流失用户,2,90,0.2671
LCS00001108,U0001108,2026-08-28,流失用户,1,49,0.2387
LCS00001109,U0001109,2026-08-28,活跃用户,6,6,0.4364
LCS00001110,U0001110,2026-08-28,流失用户,2,112,0.2824
LCS00001111,U0001111,2026-08-28,活跃用户,13,4,0.2311
LCS00001112,U0001112,2026-08-28,沉默用户,3,8,0.1051
LCS00001113,U0001113,2026-08-28,活跃用户,10,5,0.1782
LCS00001114,U0001114,2026-08-28,流失用户,9,72,0.3335
LCS00001115,U0001115,2026-08-28,活跃用户,6,4,0.2737
LCS00001116,U0001116,2026-08-28,活跃用户,14,3,0.3881
LCS00001117,U0001117,2026-08-28,活跃用户,10,1,0.4048
LCS00001118,U0001118,2026-08-28,活跃用户,12,3,0.4534
LCS00001119,U0001119,2026-08-28,流失用户,8,36,0.1425
LCS00001120,U0001120,2026-08-28,活跃用户,2,3,0.2003
LCS00001121,U0001121,2026-08-28,流失用户,4,65,0.1871
LCS00001122,U0001122,2026-08-28,流失用户,1,54,0.3958
LCS00001123,U0001123,2026-08-28,沉默用户,1,23,0.2012
LCS00001124,U0001124,2026-08-28,流失用户,3,53,0.2688
LCS00001125,U0001125,2026-08-28,沉默用户,12,11,0.266
LCS00001126,U0001126,2026-08-28,活跃用户,11,2,0.3296
LCS00001127,U0001127,2026-08-28,沉默用户,2,8,0.3495
LCS00001128,U0001128,2026-08-28,活跃用户,12,1,0.2208
LCS00001129,U0001129,2026-08-28,沉默用户,11,12,0.05
LCS00001130,U0001130,2026-08-28,流失用户,5,62,0.1563
LCS00001131,U0001131,2026-08-28,活跃用户,9,1,0.3651
LCS00001132,U0001132,2026-08-28,活跃用户,6,2,0.2981
LCS00001133,U0001133,2026-08-28,新用户,2,0,0.2208
LCS00001134,U0001134,2026-08-28,活跃用户,12,0,0.1813
LCS00001135,U0001135,2026-08-28,沉默用户,10,14,0.2419
LCS00001136,U0001136,2026-08-28,活跃用户,8,3,0.333
LCS00001137,U0001137,2026-08-28,沉默用户,2,14,0.3237
LCS00001138,U0001138,2026-08-28,沉默用户,5,10,0.3866
LCS00001139,U0001139,2026-08-28,沉默用户,2,27,0.1658
LCS00001140,U0001140,2026-08-28,沉默用户,12,14,0.4698
LCS00001141,U0001141,2026-08-28,沉默用户,10,14,0.3807
LCS00001142,U0001142,2026-08-28,沉默用户,8,15,0.2113
LCS00001143,U0001143,2026-08-28,活跃用户,13,2,0.4427
LCS00001144,U0001144,2026-08-28,新用户,0,0,0.2763
LCS00001145,U0001145,2026-08-28,活跃用户,6,2,0.05
LCS00001146,U0001146,2026-08-28,活跃用户,17,0,0.4618
LCS00001147,U0001147,2026-08-28,流失用户,7,56,0.4427
LCS00001148,U0001148,2026-08-28,沉默用户,15,8,0.3424
LCS00001149,U0001149,2026-08-28,流失用户,3,98,0.1007
LCS00001150,U0001150,2026-08-28,流失用户,8,44,0.2303
LCS00001151,U0001151,2026-08-28,沉默用户,11,8,0.4526
LCS00001152,U0001152,2026-08-28,流失用户,5,44,0.2552
LCS00001153,U0001153,2026-08-28,活跃用户,6,7,0.0852
LCS00001154,U0001154,2026-08-28,活跃用户,5,0,0.05
LCS00001155,U0001155,2026-08-28,流失用户,3,37,0.3178
LCS00001156,U0001156,2026-08-28,活跃用户,14,6,0.3177
LCS00001157,U0001157,2026-08-28,活跃用户,18,6,0.3407
LCS00001158,U0001158,2026-08-28,活跃用户,2,1,0.2749
LCS00001159,U0001159,2026-08-28,活跃用户,6,1,0.5328
LCS00001160,U0001160,2026-08-28,流失用户,3,185,0.1869
LCS00001161,U0001161,2026-08-28,活跃用户,13,3,0.2186
LCS00001162,U0001162,2026-08-28,沉默用户,2,8,0.1691
LCS00001163,U0001163,2026-08-28,沉默用户,13,18,0.3027
LCS00001164,U0001164,2026-08-28,活跃用户,5,6,0.1658
LCS00001165,U0001165,2026-08-28,流失用户,3,79,0.3254
LCS00001166,U0001166,2026-08-28,活跃用户,14,1,0.2312
LCS00001167,U0001167,2026-08-28,沉默用户,13,16,0.2031
LCS00001168,U0001168,2026-08-28,活跃用户,3,1,0.223
LCS00001169,U0001169,2026-08-28,流失用户,8,37,0.3468
LCS00001170,U0001170,2026-08-28,活跃用户,11,5,0.3599
LCS00001171,U0001171,2026-08-28,沉默用户,7,12,0.3673
LCS00001172,U0001172,2026-08-28,流失用户,0,121,0.1149
LCS00001173,U0001173,2026-08-28,活跃用户,14,5,0.0726
LCS00001174,U0001174,2026-08-28,活跃用户,14,5,0.4238
LCS00001175,U0001175,2026-08-28,沉默用户,14,27,0.2756
LCS00001176,U0001176,2026-08-28,沉默用户,4,17,0.2341
LCS00001177,U0001177,2026-08-28,流失用户,3,44,0.1651
LCS00001178,U0001178,2026-08-28,活跃用户,6,4,0.2989
LCS00001179,U0001179,2026-08-28,活跃用户,3,3,0.05
LCS00001180,U0001180,2026-08-28,沉默用户,11,11,0.4069
LCS00001181,U0001181,2026-08-28,沉默用户,4,8,0.2551
LCS00001182,U0001182,2026-08-28,活跃用户,4,2,0.3321
LCS00001183,U0001183,2026-08-28,活跃用户,5,2,0.4635
LCS00001184,U0001184,2026-08-28,活跃用户,12,5,0.1714
LCS00001185,U0001185,2026-08-28,流失用户,4,38,0.2044
LCS00001186,U0001186,2026-08-28,流失用户,1,52,0.2544
LCS00001187,U0001187,2026-08-28,流失用户,0,171,0.2383
LCS00001188,U0001188,2026-08-28,流失用户,1,182,0.3488
LCS00001189,U0001189,2026-08-28,沉默用户,7,10,0.1986
LCS00001190,U0001190,2026-08-28,沉默用户,2,21,0.05
LCS00001191,U0001191,2026-08-28,沉默用户,5,23,0.3791
LCS00001192,U0001192,2026-08-28,流失用户,2,60,0.4073
LCS00001193,U0001193,2026-08-28,活跃用户,4,1,0.4794
LCS00001194,U0001194,2026-08-28,流失用户,4,64,0.3797
LCS00001195,U0001195,2026-08-28,流失用户,2,110,0.4106
LCS00001196,U0001196,2026-08-28,沉默用户,3,22,0.4641
LCS00001197,U0001197,2026-08-28,活跃用户,5,1,0.1376
LCS00001198,U0001198,2026-08-28,沉默用户,14,9,0.4256
LCS00001199,U0001199,2026-08-28,流失用户,3,42,0.142
LCS00001200,U0001200,2026-08-28,活跃用户,2,7,0.1371
LCS00001201,U0001201,2026-08-28,新用户,3,0,0.3343
LCS00001202,U0001202,2026-08-28,流失用户,14,31,0.4258
LCS00001203,U0001203,2026-08-28,活跃用户,16,7,0.5152
LCS00001204,U0001204,2026-08-28,沉默用户,4,30,0.1921
LCS00001205,U0001205,2026-08-28,流失用户,13,31,0.4133
LCS00001206,U0001206,2026-08-28,流失用户,2,142,0.4396
LCS00001207,U0001207,2026-08-28,新用户,2,2,0.2675
LCS00001208,U0001208,2026-08-28,流失用户,3,35,0.1539
LCS00001209,U0001209,2026-08-28,新用户,2,0,0.4068
LCS00001210,U0001210,2026-08-28,流失用户,0,108,0.05
LCS00001211,U0001211,2026-08-28,沉默用户,6,13,0.495
LCS00001212,U0001212,2026-08-28,活跃用户,12,7,0.2447
LCS00001213,U0001213,2026-08-28,流失用户,8,42,0.3783
LCS00001214,U0001214,2026-08-28,活跃用户,10,1,0.3599
LCS00001215,U0001215,2026-08-28,活跃用户,9,7,0.4504
LCS00001216,U0001216,2026-08-28,沉默用户,11,16,0.2775
LCS00001217,U0001217,2026-08-28,活跃用户,5,3,0.1531
LCS00001218,U0001218,2026-08-28,流失用户,5,46,0.418
LCS00001219,U0001219,2026-08-28,活跃用户,15,5,0.4391
LCS00001220,U0001220,2026-08-28,活跃用户,14,3,0.3119
LCS00001221,U0001221,2026-08-28,流失用户,12,42,0.3154
LCS00001222,U0001222,2026-08-28,活跃用户,11,1,0.1983
LCS00001223,U0001223,2026-08-28,沉默用户,14,10,0.417
LCS00001224,U0001224,2026-08-28,沉默用户,6,11,0.1989
LCS00001225,U0001225,2026-08-28,沉默用户,5,11,0.2994
LCS00001226,U0001226,2026-08-28,沉默用户,4,16,0.2151
LCS00001227,U0001227,2026-08-28,流失用户,2,67,0.2265
LCS00001228,U0001228,2026-08-28,活跃用户,11,1,0.3237
LCS00001229,U0001229,2026-08-28,流失用户,9,31,0.2954
LCS00001230,U0001230,2026-08-28,沉默用户,5,15,0.4688
LCS00001231,U0001231,2026-08-28,沉默用户,12,8,0.4482
LCS00001232,U0001232,2026-08-28,沉默用户,7,16,0.2612
LCS00001233,U0001233,2026-08-28,沉默用户,14,17,0.3962
LCS00001234,U0001234,2026-08-28,活跃用户,7,5,0.3218
LCS00001235,U0001235,2026-08-28,流失用户,4,53,0.2944
LCS00001236,U0001236,2026-08-28,流失用户,2,39,0.3857
LCS00001237,U0001237,2026-08-28,沉默用户,6,17,0.4649
LCS00001238,U0001238,2026-08-28,流失用户,6,111,0.3148
LCS00001239,U0001239,2026-08-28,活跃用户,3,6,0.1564
LCS00001240,U0001240,2026-08-28,活跃用户,16,1,0.5812
LCS00001241,U0001241,2026-08-28,活跃用户,12,2,0.338
LCS00001242,U0001242,2026-08-28,活跃用户,14,0,0.1524
LCS00001243,U0001243,2026-08-28,沉默用户,10,11,0.426
LCS00001244,U0001244,2026-08-28,沉默用户,4,19,0.3185
LCS00001245,U0001245,2026-08-28,活跃用户,8,2,0.3671
LCS00001246,U0001246,2026-08-28,沉默用户,15,12,0.424
LCS00001247,U0001247,2026-08-28,活跃用户,10,2,0.3053
LCS00001248,U0001248,2026-08-28,沉默用户,16,11,0.1662
LCS00001249,U0001249,2026-08-28,活跃用户,17,2,0.494
LCS00001250,U0001250,2026-08-28,活跃用户,7,6,0.5402
LCS00001251,U0001251,2026-08-28,活跃用户,1,1,0.3343
LCS00001252,U0001252,2026-08-28,活跃用户,14,0,0.2327
LCS00001253,U0001253,2026-08-28,沉默用户,1,15,0.05
LCS00001254,U0001254,2026-08-28,沉默用户,13,8,0.4217
LCS00001255,U0001255,2026-08-28,沉默用户,4,24,0.3448
LCS00001256,U0001256,2026-08-28,沉默用户,2,9,0.3983
LCS00001257,U0001257,2026-08-28,流失用户,3,35,0.1869
LCS00001258,U0001258,2026-08-28,流失用户,7,105,0.3433
LCS00001259,U0001259,2026-08-28,活跃用户,11,3,0.3729
LCS00001260,U0001260,2026-08-28,活跃用户,12,3,0.2114
LCS00001261,U0001261,2026-08-28,流失用户,7,50,0.2949
LCS00001262,U0001262,2026-08-28,流失用户,4,64,0.0641
LCS00001263,U0001263,2026-08-28,活跃用户,4,0,0.4292
LCS00001264,U0001264,2026-08-28,流失用户,4,108,0.2061
LCS00001265,U0001265,2026-08-28,新用户,3,0,0.3287
LCS00001266,U0001266,2026-08-28,沉默用户,4,26,0.4297
LCS00001267,U0001267,2026-08-28,流失用户,7,52,0.0958
LCS00001268,U0001268,2026-08-28,沉默用户,2,11,0.1382
LCS00001269,U0001269,2026-08-28,活跃用户,2,7,0.326
LCS00001270,U0001270,2026-08-28,流失用户,7,75,0.5689
LCS00001271,U0001271,2026-08-28,活跃用户,7,0,0.3118
LCS00001272,U0001272,2026-08-28,活跃用户,5,0,0.3875
LCS00001273,U0001273,2026-08-28,沉默用户,15,15,0.3828
LCS00001274,U0001274,2026-08-28,沉默用户,12,22,0.408
LCS00001275,U0001275,2026-08-28,流失用户,2,233,0.2337
LCS00001276,U0001276,2026-08-28,活跃用户,13,0,0.2071
LCS00001277,U0001277,2026-08-28,活跃用户,9,0,0.5085
LCS00001278,U0001278,2026-08-28,沉默用户,14,8,0.2659
LCS00001279,U0001279,2026-08-28,沉默用户,4,8,0.1238
LCS00001280,U0001280,2026-08-28,活跃用户,12,3,0.5455
LCS00001281,U0001281,2026-08-28,活跃用户,15,5,0.3451
LCS00001282,U0001282,2026-08-28,活跃用户,9,2,0.4233
LCS00001283,U0001283,2026-08-28,流失用户,2,95,0.1545
LCS00001284,U0001284,2026-08-28,流失用户,1,154,0.1243
LCS00001285,U0001285,2026-08-28,流失用户,5,66,0.3874
LCS00001286,U0001286,2026-08-28,沉默用户,7,9,0.1794
LCS00001287,U0001287,2026-08-28,活跃用户,9,1,0.2265
LCS00001288,U0001288,2026-08-28,活跃用户,3,5,0.2447
LCS00001289,U0001289,2026-08-28,活跃用户,10,0,0.299
LCS00001290,U0001290,2026-08-28,流失用户,1,61,0.2883
LCS00001291,U0001291,2026-08-28,沉默用户,2,27,0.3285
LCS00001292,U0001292,2026-08-28,流失用户,8,60,0.2853
LCS00001293,U0001293,2026-08-28,流失用户,3,116,0.4862
LCS00001294,U0001294,2026-08-28,沉默用户,11,8,0.3348
LCS00001295,U0001295,2026-08-28,沉默用户,8,24,0.35
LCS00001296,U0001296,2026-08-28,流失用户,3,67,0.0627
LCS00001297,U0001297,2026-08-28,活跃用户,2,4,0.2875
LCS00001298,U0001298,2026-08-28,活跃用户,10,5,0.353
LCS00001299,U0001299,2026-08-28,活跃用户,13,4,0.2811
LCS00001300,U0001300,2026-08-28,活跃用户,7,4,0.1631
LCS00001301,U0001301,2026-08-28,活跃用户,5,0,0.4008
LCS00001302,U0001302,2026-08-28,活跃用户,13,1,0.2357
