content_tag_relation_id,content_id,content_tag_id,confidence_score,source
CTR000010262,V00004078,CTAG004,0.7843,model
CTR000010263,V00004079,CTAG003,0.9272,model
CTR000010264,V00004079,CTAG007,0.6746,model
CTR000010265,V00004080,CTAG005,0.7945,model
CTR000010266,V00004080,CTAG002,0.6687,model
CTR000010267,V00004081,CTAG018,0.9087,model
CTR000010268,V00004081,CTAG008,0.9604,model
CTR000010269,V00004081,CTAG003,0.777,model
CTR000010270,V00004081,CTAG014,0.6856,model
CTR000010271,V00004082,CTAG009,0.979,model
CTR000010272,V00004082,CTAG006,0.9563,model
CTR000010273,V00004082,CTAG014,0.8484,model
CTR000010274,V00004083,CTAG018,0.6784,model
CTR000010275,V00004084,CTAG012,0.966,model
CTR000010276,V00004084,CTAG007,0.8346,model
CTR000010277,V00004085,CTAG009,0.7675,model
CTR000010278,V00004085,CTAG004,0.8211,model
CTR000010279,V00004085,CTAG011,0.6203,model
CTR000010280,V00004085,CTAG017,0.7213,model
CTR000010281,V00004086,CTAG017,0.7074,model
CTR000010282,V00004086,CTAG009,0.7344,model
CTR000010283,V00004087,CTAG003,0.6954,model
CTR000010284,V00004087,CTAG017,0.6891,model
CTR000010285,V00004087,CTAG012,0.6098,model
CTR000010286,V00004087,CTAG008,0.6174,model
CTR000010287,V00004088,CTAG013,0.8512,model
CTR000010288,V00004089,CTAG012,0.7456,model
CTR000010289,V00004089,CTAG017,0.8543,model
CTR000010290,V00004089,CTAG018,0.7503,model
CTR000010291,V00004089,CTAG010,0.875,model
CTR000010292,V00004090,CTAG011,0.7627,model
CTR000010293,V00004091,CTAG011,0.8302,model
CTR000010294,V00004091,CTAG017,0.8364,model
CTR000010295,V00004091,CTAG009,0.9804,model
CTR000010296,V00004092,CTAG015,0.7756,model
CTR000010297,V00004093,CTAG009,0.7225,model
CTR000010298,V00004093,CTAG002,0.7137,model
CTR000010299,V00004094,CTAG011,0.9319,model
CTR000010300,V00004094,CTAG007,0.9046,model
CTR000010301,V00004095,CTAG012,0.8996,model
CTR000010302,V00004095,CTAG014,0.99,model
CTR000010303,V00004095,CTAG008,0.8773,model
CTR000010304,V00004096,CTAG012,0.6238,model
CTR000010305,V00004097,CTAG012,0.6563,model
CTR000010306,V00004097,CTAG017,0.6193,model
CTR000010307,V00004097,CTAG016,0.9468,model
CTR000010308,V00004098,CTAG009,0.7397,model
CTR000010309,V00004098,CTAG002,0.8444,model
CTR000010310,V00004099,CTAG017,0.6466,model
CTR000010311,V00004100,CTAG007,0.8385,model
CTR000010312,V00004100,CTAG005,0.7224,model
CTR000010313,V00004101,CTAG013,0.7994,model
CTR000010314,V00004101,CTAG001,0.6563,model
CTR000010315,V00004102,CTAG017,0.8918,model
CTR000010316,V00004102,CTAG007,0.9664,model
CTR000010317,V00004102,CTAG005,0.6107,model
CTR000010318,V00004102,CTAG003,0.6976,model
CTR000010319,V00004103,CTAG016,0.7934,model
CTR000010320,V00004103,CTAG011,0.9376,model
CTR000010321,V00004104,CTAG008,0.9142,model
CTR000010322,V00004104,CTAG016,0.6186,model
CTR000010323,V00004104,CTAG014,0.9649,model
CTR000010324,V00004105,CTAG016,0.8155,model
CTR000010325,V00004105,CTAG011,0.845,model
CTR000010326,V00004105,CTAG002,0.6515,model
CTR000010327,V00004105,CTAG009,0.628,model
CTR000010328,V00004106,CTAG014,0.843,model
CTR000010329,V00004106,CTAG003,0.897,model
CTR000010330,V00004106,CTAG001,0.7508,model
CTR000010331,V00004106,CTAG016,0.692,model
CTR000010332,V00004107,CTAG009,0.6323,model
CTR000010333,V00004107,CTAG001,0.7504,model
CTR000010334,V00004107,CTAG015,0.9588,model
CTR000010335,V00004107,CTAG002,0.6965,model
CTR000010336,V00004108,CTAG005,0.6383,model
CTR000010337,V00004108,CTAG004,0.61,model
CTR000010338,V00004109,CTAG013,0.9316,model
CTR000010339,V00004109,CTAG001,0.6395,model
CTR000010340,V00004109,CTAG008,0.8119,model
CTR000010341,V00004110,CTAG006,0.7768,model
CTR000010342,V00004110,CTAG017,0.6574,model
CTR000010343,V00004110,CTAG012,0.6869,model
CTR000010344,V00004110,CTAG018,0.6262,model
CTR000010345,V00004111,CTAG013,0.6943,model
CTR000010346,V00004111,CTAG003,0.8542,model
CTR000010347,V00004111,CTAG010,0.6832,model
CTR000010348,V00004111,CTAG016,0.6682,model
CTR000010349,V00004112,CTAG011,0.6433,model
CTR000010350,V00004112,CTAG018,0.8913,model
CTR000010351,V00004112,CTAG002,0.935,model
CTR000010352,V00004112,CTAG005,0.9178,model
CTR000010353,V00004113,CTAG012,0.6604,model
CTR000010354,V00004113,CTAG001,0.7045,model
CTR000010355,V00004113,CTAG006,0.6601,model
CTR000010356,V00004113,CTAG005,0.8723,model
CTR000010357,V00004114,CTAG009,0.9207,model
CTR000010358,V00004115,CTAG015,0.7701,model
CTR000010359,V00004116,CTAG012,0.6275,model
CTR000010360,V00004116,CTAG009,0.9632,model
CTR000010361,V00004116,CTAG005,0.753,model
CTR000010362,V00004117,CTAG010,0.9763,model
CTR000010363,V00004117,CTAG009,0.7183,model
CTR000010364,V00004118,CTAG018,0.7038,model
CTR000010365,V00004119,CTAG008,0.6753,model
CTR000010366,V00004119,CTAG018,0.9522,model
CTR000010367,V00004120,CTAG018,0.9346,model
CTR000010368,V00004120,CTAG003,0.6732,model
CTR000010369,V00004120,CTAG014,0.891,model
CTR000010370,V00004121,CTAG014,0.7666,model
CTR000010371,V00004121,CTAG013,0.7296,model
CTR000010372,V00004121,CTAG004,0.6818,model
CTR000010373,V00004122,CTAG017,0.7033,model
CTR000010374,V00004122,CTAG009,0.7502,model
CTR000010375,V00004122,CTAG006,0.6617,model
CTR000010376,V00004123,CTAG002,0.9839,model
CTR000010377,V00004123,CTAG004,0.7822,model
CTR000010378,V00004123,CTAG016,0.8682,model
CTR000010379,V00004124,CTAG004,0.8306,model
CTR000010380,V00004124,CTAG002,0.9203,model
CTR000010381,V00004124,CTAG007,0.6663,model
CTR000010382,V00004124,CTAG008,0.7349,model
CTR000010383,V00004125,CTAG017,0.7156,model
CTR000010384,V00004126,CTAG007,0.7494,model
CTR000010385,V00004126,CTAG010,0.6262,model
CTR000010386,V00004127,CTAG014,0.9299,model
CTR000010387,V00004127,CTAG005,0.8297,model
CTR000010388,V00004128,CTAG010,0.8412,model
CTR000010389,V00004128,CTAG001,0.7227,model
CTR000010390,V00004128,CTAG018,0.7213,model
CTR000010391,V00004129,CTAG008,0.6061,model
CTR000010392,V00004130,CTAG008,0.6745,model
CTR000010393,V00004131,CTAG006,0.9184,model
CTR000010394,V00004131,CTAG003,0.8402,model
CTR000010395,V00004131,CTAG004,0.9781,model
CTR000010396,V00004131,CTAG001,0.9152,model
CTR000010397,V00004132,CTAG012,0.6672,model
CTR000010398,V00004133,CTAG010,0.9118,model
CTR000010399,V00004133,CTAG002,0.871,model
CTR000010400,V00004133,CTAG016,0.697,model
CTR000010401,V00004134,CTAG006,0.912,model
CTR000010402,V00004135,CTAG002,0.8167,model
CTR000010403,V00004136,CTAG017,0.8926,model
CTR000010404,V00004137,CTAG004,0.9394,model
CTR000010405,V00004137,CTAG007,0.9783,model
CTR000010406,V00004138,CTAG010,0.8172,model
CTR000010407,V00004138,CTAG011,0.8985,model
CTR000010408,V00004139,CTAG004,0.7738,model
CTR000010409,V00004139,CTAG014,0.6099,model
CTR000010410,V00004139,CTAG006,0.8928,model
CTR000010411,V00004140,CTAG015,0.7196,model
CTR000010412,V00004140,CTAG004,0.6246,model
CTR000010413,V00004140,CTAG018,0.9046,model
CTR000010414,V00004140,CTAG010,0.6979,model
CTR000010415,V00004141,CTAG009,0.8225,model
CTR000010416,V00004141,CTAG011,0.6743,model
CTR000010417,V00004142,CTAG006,0.6514,model
CTR000010418,V00004142,CTAG010,0.8124,model
CTR000010419,V00004142,CTAG005,0.7408,model
CTR000010420,V00004142,CTAG001,0.6615,model
CTR000010421,V00004143,CTAG016,0.804,model
CTR000010422,V00004143,CTAG012,0.7786,model
CTR000010423,V00004143,CTAG014,0.6599,model
CTR000010424,V00004143,CTAG002,0.8214,model
CTR000010425,V00004144,CTAG018,0.9011,model
CTR000010426,V00004144,CTAG010,0.922,model
CTR000010427,V00004144,CTAG014,0.9155,model
CTR000010428,V00004145,CTAG005,0.9987,model
CTR000010429,V00004145,CTAG010,0.9938,model
CTR000010430,V00004146,CTAG007,0.7453,model
CTR000010431,V00004147,CTAG014,0.6618,model
CTR000010432,V00004147,CTAG006,0.8526,model
CTR000010433,V00004147,CTAG017,0.9722,model
CTR000010434,V00004147,CTAG013,0.6647,model
CTR000010435,V00004148,CTAG012,0.6984,model
CTR000010436,V00004148,CTAG005,0.8575,model
CTR000010437,V00004149,CTAG002,0.8806,model
CTR000010438,V00004149,CTAG003,0.6897,model
CTR000010439,V00004149,CTAG008,0.698,model
CTR000010440,V00004149,CTAG016,0.7095,model
CTR000010441,V00004150,CTAG011,0.7831,model
CTR000010442,V00004150,CTAG012,0.658,model
CTR000010443,V00004151,CTAG004,0.6373,model
CTR000010444,V00004151,CTAG002,0.9912,model
CTR000010445,V00004151,CTAG012,0.8658,model
CTR000010446,V00004152,CTAG010,0.8492,model
CTR000010447,V00004152,CTAG018,0.6248,model
CTR000010448,V00004153,CTAG010,0.6578,model
CTR000010449,V00004154,CTAG016,0.7643,model
CTR000010450,V00004154,CTAG006,0.6576,model
CTR000010451,V00004154,CTAG008,0.8657,model
CTR000010452,V00004154,CTAG005,0.6072,model
CTR000010453,V00004155,CTAG003,0.7261,model
CTR000010454,V00004155,CTAG010,0.8451,model
CTR000010455,V00004155,CTAG004,0.866,model
CTR000010456,V00004155,CTAG006,0.8198,model
CTR000010457,V00004156,CTAG006,0.6548,model
CTR000010458,V00004156,CTAG009,0.627,model
CTR000010459,V00004156,CTAG013,0.716,model
CTR000010460,V00004156,CTAG014,0.6111,model
CTR000010461,V00004157,CTAG004,0.8205,model
CTR000010462,V00004157,CTAG013,0.7777,model
CTR000010463,V00004157,CTAG011,0.7281,model
CTR000010464,V00004158,CTAG013,0.7444,model
CTR000010465,V00004158,CTAG006,0.8457,model
CTR000010466,V00004158,CTAG008,0.6349,model
CTR000010467,V00004158,CTAG002,0.8126,model
CTR000010468,V00004159,CTAG005,0.9954,model
CTR000010469,V00004159,CTAG008,0.8366,model
CTR000010470,V00004159,CTAG006,0.6912,model
CTR000010471,V00004159,CTAG018,0.9145,model
CTR000010472,V00004160,CTAG003,0.9427,model
CTR000010473,V00004160,CTAG016,0.966,model
CTR000010474,V00004160,CTAG006,0.6145,model
CTR000010475,V00004161,CTAG003,0.7126,model
CTR000010476,V00004162,CTAG018,0.6164,model
CTR000010477,V00004162,CTAG008,0.6348,model
CTR000010478,V00004163,CTAG009,0.7822,model
CTR000010479,V00004164,CTAG002,0.9606,model
CTR000010480,V00004164,CTAG005,0.6621,model
CTR000010481,V00004164,CTAG016,0.8255,model
CTR000010482,V00004164,CTAG003,0.8411,model
CTR000010483,V00004165,CTAG017,0.9655,model
CTR000010484,V00004165,CTAG009,0.7745,model
CTR000010485,V00004166,CTAG018,0.9519,model
CTR000010486,V00004166,CTAG005,0.7346,model
CTR000010487,V00004167,CTAG011,0.8425,model
CTR000010488,V00004167,CTAG006,0.804,model
CTR000010489,V00004167,CTAG013,0.6233,model
CTR000010490,V00004167,CTAG005,0.7855,model
CTR000010491,V00004168,CTAG007,0.6694,model
CTR000010492,V00004169,CTAG001,0.9422,model
CTR000010493,V00004169,CTAG015,0.9375,model
CTR000010494,V00004169,CTAG007,0.7955,model
CTR000010495,V00004169,CTAG009,0.7246,model
CTR000010496,V00004170,CTAG003,0.6271,model
CTR000010497,V00004170,CTAG014,0.9494,model
CTR000010498,V00004170,CTAG017,0.7062,model
CTR000010499,V00004170,CTAG018,0.6606,model
CTR000010500,V00004171,CTAG012,0.7979,model
CTR000010501,V00004171,CTAG002,0.6563,model
CTR000010502,V00004171,CTAG005,0.6452,model
CTR000010503,V00004172,CTAG001,0.9481,model
CTR000010504,V00004172,CTAG005,0.7688,model
CTR000010505,V00004172,CTAG009,0.8068,model
CTR000010506,V00004173,CTAG007,0.8678,model
CTR000010507,V00004173,CTAG018,0.6391,model
CTR000010508,V00004173,CTAG016,0.6948,model
CTR000010509,V00004174,CTAG012,0.9097,model
CTR000010510,V00004175,CTAG017,0.8379,model
CTR000010511,V00004176,CTAG002,0.8436,model
CTR000010512,V00004177,CTAG003,0.9572,model
CTR000010513,V00004177,CTAG014,0.6035,model
CTR000010514,V00004177,CTAG013,0.9726,model
CTR000010515,V00004177,CTAG005,0.6174,model
CTR000010516,V00004178,CTAG013,0.8116,model
CTR000010517,V00004178,CTAG015,0.8316,model
CTR000010518,V00004179,CTAG015,0.6094,model
CTR000010519,V00004180,CTAG005,0.938,model
CTR000010520,V00004180,CTAG006,0.9687,model
CTR000010521,V00004180,CTAG017,0.8735,model
CTR000010522,V00004180,CTAG002,0.995,model
CTR000010523,V00004181,CTAG007,0.6137,model
CTR000010524,V00004181,CTAG016,0.8976,model
CTR000010525,V00004182,CTAG005,0.7996,model
CTR000010526,V00004182,CTAG017,0.6214,model
CTR000010527,V00004182,CTAG008,0.8174,model
CTR000010528,V00004182,CTAG016,0.9864,model
CTR000010529,V00004183,CTAG016,0.7303,model
CTR000010530,V00004183,CTAG012,0.8401,model
CTR000010531,V00004183,CTAG014,0.987,model
CTR000010532,V00004184,CTAG015,0.7322,model
CTR000010533,V00004184,CTAG005,0.7702,model
CTR000010534,V00004184,CTAG001,0.7006,model
CTR000010535,V00004184,CTAG006,0.6855,model
CTR000010536,V00004185,CTAG018,0.7298,model
CTR000010537,V00004185,CTAG017,0.9005,model
CTR000010538,V00004185,CTAG010,0.9633,model
CTR000010539,V00004186,CTAG009,0.9525,model
CTR000010540,V00004186,CTAG008,0.8707,model
CTR000010541,V00004186,CTAG005,0.6456,model
CTR000010542,V00004186,CTAG003,0.6177,model
CTR000010543,V00004187,CTAG013,0.9266,model
CTR000010544,V00004187,CTAG017,0.6305,model
CTR000010545,V00004188,CTAG001,0.6976,model
CTR000010546,V00004188,CTAG018,0.7508,model
CTR000010547,V00004188,CTAG003,0.9505,model
CTR000010548,V00004189,CTAG013,0.9651,model
CTR000010549,V00004189,CTAG001,0.8239,model
CTR000010550,V00004190,CTAG010,0.8746,model
CTR000010551,V00004190,CTAG013,0.921,model
CTR000010552,V00004191,CTAG001,0.811,model
CTR000010553,V00004191,CTAG012,0.9859,model
CTR000010554,V00004191,CTAG005,0.7581,model
CTR000010555,V00004192,CTAG004,0.7768,model
CTR000010556,V00004193,CTAG015,0.7626,model
CTR000010557,V00004193,CTAG011,0.8044,model
CTR000010558,V00004193,CTAG003,0.9743,model
CTR000010559,V00004193,CTAG001,0.9948,model
CTR000010560,V00004194,CTAG001,0.8411,model
CTR000010561,V00004194,CTAG017,0.9438,model
CTR000010562,V00004194,CTAG008,0.6183,model
CTR000010563,V00004194,CTAG002,0.8628,model
CTR000010564,V00004195,CTAG017,0.7968,model
CTR000010565,V00004195,CTAG018,0.8017,model
CTR000010566,V00004195,CTAG014,0.7457,model
CTR000010567,V00004196,CTAG003,0.8553,model
CTR000010568,V00004196,CTAG008,0.8161,model
CTR000010569,V00004196,CTAG004,0.9581,model
CTR000010570,V00004196,CTAG013,0.8358,model
CTR000010571,V00004197,CTAG015,0.7247,model
CTR000010572,V00004197,CTAG010,0.8544,model
CTR000010573,V00004197,CTAG001,0.9631,model
CTR000010574,V00004198,CTAG001,0.9311,model
CTR000010575,V00004198,CTAG015,0.8836,model
CTR000010576,V00004198,CTAG013,0.7297,model
CTR000010577,V00004199,CTAG010,0.758,model
CTR000010578,V00004199,CTAG017,0.9262,model
CTR000010579,V00004200,CTAG009,0.6731,model
CTR000010580,V00004200,CTAG007,0.8433,model
CTR000010581,V00004200,CTAG011,0.7187,model
CTR000010582,V00004200,CTAG006,0.878,model
CTR000010583,V00004201,CTAG003,0.6575,model
CTR000010584,V00004201,CTAG006,0.6142,model
CTR000010585,V00004201,CTAG009,0.8007,model
CTR000010586,V00004201,CTAG017,0.8369,model
CTR000010587,V00004202,CTAG008,0.949,model
CTR000010588,V00004203,CTAG018,0.8184,model
CTR000010589,V00004203,CTAG002,0.7874,model
CTR000010590,V00004204,CTAG011,0.8512,model
CTR000010591,V00004204,CTAG004,0.6804,model
CTR000010592,V00004205,CTAG007,0.6686,model
CTR000010593,V00004205,CTAG015,0.7959,model
CTR000010594,V00004205,CTAG011,0.9356,model
CTR000010595,V00004206,CTAG010,0.9077,model
CTR000010596,V00004206,CTAG007,0.6986,model
CTR000010597,V00004206,CTAG001,0.9936,model
CTR000010598,V00004206,CTAG005,0.6454,model
CTR000010599,V00004207,CTAG011,0.8166,model
CTR000010600,V00004207,CTAG017,0.7109,model
CTR000010601,V00004208,CTAG017,0.7812,model
CTR000010602,V00004209,CTAG013,0.6439,model
CTR000010603,V00004210,CTAG010,0.8619,model
CTR000010604,V00004210,CTAG001,0.7026,model
CTR000010605,V00004211,CTAG018,0.8573,model
CTR000010606,V00004212,CTAG003,0.6301,model
CTR000010607,V00004212,CTAG012,0.7512,model
CTR000010608,V00004212,CTAG007,0.7289,model
CTR000010609,V00004212,CTAG016,0.7503,model
CTR000010610,V00004213,CTAG013,0.6778,model
CTR000010611,V00004213,CTAG001,0.9838,model
CTR000010612,V00004213,CTAG006,0.6016,model
CTR000010613,V00004214,CTAG016,0.779,model
CTR000010614,V00004215,CTAG003,0.9973,model
CTR000010615,V00004216,CTAG018,0.8264,model
CTR000010616,V00004217,CTAG002,0.7566,model
CTR000010617,V00004218,CTAG014,0.8315,model
CTR000010618,V00004218,CTAG016,0.7183,model
CTR000010619,V00004218,CTAG008,0.8249,model
CTR000010620,V00004219,CTAG003,0.8344,model
CTR000010621,V00004219,CTAG004,0.7865,model
CTR000010622,V00004219,CTAG010,0.6262,model
CTR000010623,V00004220,CTAG017,0.7893,model
CTR000010624,V00004221,CTAG015,0.7146,model
CTR000010625,V00004221,CTAG010,0.9364,model
CTR000010626,V00004221,CTAG005,0.6951,model
CTR000010627,V00004221,CTAG006,0.7806,model
CTR000010628,V00004222,CTAG015,0.938,model
CTR000010629,V00004223,CTAG012,0.9899,model
CTR000010630,V00004223,CTAG014,0.6274,model
CTR000010631,V00004224,CTAG004,0.9972,model
CTR000010632,V00004224,CTAG010,0.8533,model
CTR000010633,V00004224,CTAG013,0.7587,model
CTR000010634,V00004225,CTAG012,0.9485,model
CTR000010635,V00004225,CTAG004,0.8685,model
CTR000010636,V00004226,CTAG004,0.9052,model
CTR000010637,V00004226,CTAG007,0.6738,model
CTR000010638,V00004226,CTAG012,0.9764,model
CTR000010639,V00004226,CTAG017,0.7301,model
CTR000010640,V00004227,CTAG004,0.8543,model
CTR000010641,V00004227,CTAG012,0.7734,model
CTR000010642,V00004228,CTAG015,0.8699,model
CTR000010643,V00004228,CTAG006,0.9294,model
CTR000010644,V00004228,CTAG009,0.7489,model
CTR000010645,V00004228,CTAG001,0.8454,model
CTR000010646,V00004229,CTAG014,0.7306,model
CTR000010647,V00004230,CTAG016,0.8478,model
CTR000010648,V00004230,CTAG002,0.8761,model
CTR000010649,V00004230,CTAG003,0.6154,model
CTR000010650,V00004230,CTAG017,0.8533,model
CTR000010651,V00004231,CTAG016,0.6285,model
CTR000010652,V00004231,CTAG011,0.9023,model
CTR000010653,V00004232,CTAG001,0.878,model
CTR000010654,V00004232,CTAG013,0.6173,model
CTR000010655,V00004232,CTAG012,0.7858,model
CTR000010656,V00004232,CTAG005,0.6786,model
CTR000010657,V00004233,CTAG010,0.7654,model
CTR000010658,V00004233,CTAG008,0.604,model
CTR000010659,V00004233,CTAG011,0.6496,model
CTR000010660,V00004233,CTAG014,0.8021,model
CTR000010661,V00004234,CTAG001,0.9434,model
CTR000010662,V00004234,CTAG017,0.7494,model
CTR000010663,V00004234,CTAG009,0.6507,model
CTR000010664,V00004235,CTAG009,0.7392,model
CTR000010665,V00004236,CTAG016,0.7108,model
CTR000010666,V00004236,CTAG001,0.95,model
CTR000010667,V00004236,CTAG003,0.6443,model
CTR000010668,V00004237,CTAG005,0.7916,model
CTR000010669,V00004238,CTAG006,0.9614,model
CTR000010670,V00004238,CTAG005,0.7859,model
CTR000010671,V00004238,CTAG015,0.747,model
CTR000010672,V00004238,CTAG002,0.6346,model
CTR000010673,V00004239,CTAG005,0.8223,model
CTR000010674,V00004240,CTAG012,0.6025,model
CTR000010675,V00004240,CTAG010,0.6783,model
CTR000010676,V00004241,CTAG014,0.8995,model
CTR000010677,V00004242,CTAG017,0.7342,model
CTR000010678,V00004243,CTAG008,0.7472,model
CTR000010679,V00004243,CTAG010,0.7094,model
CTR000010680,V00004243,CTAG018,0.6128,model
CTR000010681,V00004244,CTAG018,0.6989,model
CTR000010682,V00004244,CTAG005,0.8366,model
CTR000010683,V00004244,CTAG012,0.8096,model
CTR000010684,V00004245,CTAG012,0.8171,model
CTR000010685,V00004245,CTAG017,0.9815,model
CTR000010686,V00004245,CTAG010,0.7564,model
CTR000010687,V00004246,CTAG001,0.6573,model
CTR000010688,V00004246,CTAG008,0.7611,model
CTR000010689,V00004246,CTAG012,0.6869,model
CTR000010690,V00004246,CTAG004,0.7647,model
CTR000010691,V00004247,CTAG009,0.9499,model
CTR000010692,V00004247,CTAG003,0.6164,model
CTR000010693,V00004247,CTAG008,0.7281,model
CTR000010694,V00004247,CTAG010,0.8922,model
CTR000010695,V00004248,CTAG015,0.6174,model
CTR000010696,V00004248,CTAG002,0.9192,model
CTR000010697,V00004249,CTAG003,0.9054,model
CTR000010698,V00004250,CTAG007,0.7614,model
CTR000010699,V00004250,CTAG017,0.8489,model
CTR000010700,V00004250,CTAG014,0.9427,model
CTR000010701,V00004251,CTAG007,0.717,model
CTR000010702,V00004251,CTAG014,0.9922,model
CTR000010703,V00004251,CTAG009,0.6514,model
CTR000010704,V00004252,CTAG002,0.618,model
CTR000010705,V00004252,CTAG010,0.8271,model
CTR000010706,V00004252,CTAG013,0.9701,model
CTR000010707,V00004253,CTAG006,0.7559,model
CTR000010708,V00004254,CTAG012,0.9949,model
CTR000010709,V00004254,CTAG018,0.9401,model
CTR000010710,V00004255,CTAG001,0.822,model
CTR000010711,V00004255,CTAG004,0.7938,model
CTR000010712,V00004255,CTAG010,0.8046,model
CTR000010713,V00004256,CTAG016,0.6113,model
CTR000010714,V00004256,CTAG005,0.9623,model
CTR000010715,V00004256,CTAG013,0.9066,model
CTR000010716,V00004257,CTAG015,0.931,model
CTR000010717,V00004258,CTAG014,0.7589,model
CTR000010718,V00004258,CTAG005,0.7171,model
CTR000010719,V00004258,CTAG001,0.7451,model
CTR000010720,V00004259,CTAG018,0.9572,model
CTR000010721,V00004259,CTAG007,0.8934,model
CTR000010722,V00004259,CTAG011,0.6364,model
CTR000010723,V00004259,CTAG004,0.7462,model
CTR000010724,V00004260,CTAG002,0.8181,model
CTR000010725,V00004260,CTAG010,0.8831,model
CTR000010726,V00004260,CTAG005,0.9147,model
CTR000010727,V00004261,CTAG007,0.9024,model
CTR000010728,V00004261,CTAG016,0.9839,model
CTR000010729,V00004261,CTAG004,0.7205,model
CTR000010730,V00004261,CTAG018,0.6352,model
CTR000010731,V00004262,CTAG001,0.8308,model
CTR000010732,V00004263,CTAG014,0.9881,model
CTR000010733,V00004263,CTAG018,0.7268,model
CTR000010734,V00004263,CTAG008,0.671,model
CTR000010735,V00004264,CTAG008,0.6126,model
CTR000010736,V00004264,CTAG016,0.7134,model
CTR000010737,V00004265,CTAG018,0.7836,model
CTR000010738,V00004265,CTAG010,0.9353,model
CTR000010739,V00004265,CTAG013,0.7861,model
CTR000010740,V00004265,CTAG017,0.7526,model
CTR000010741,V00004266,CTAG004,0.7381,model
CTR000010742,V00004266,CTAG011,0.8953,model
CTR000010743,V00004266,CTAG016,0.892,model
CTR000010744,V00004267,CTAG012,0.6147,model
CTR000010745,V00004267,CTAG013,0.8521,model
CTR000010746,V00004267,CTAG014,0.9946,model
CTR000010747,V00004267,CTAG005,0.7911,model
CTR000010748,V00004268,CTAG001,0.8894,model
CTR000010749,V00004268,CTAG009,0.8378,model
CTR000010750,V00004268,CTAG018,0.6273,model
CTR000010751,V00004269,CTAG014,0.7463,model
CTR000010752,V00004269,CTAG010,0.6332,model
CTR000010753,V00004270,CTAG007,0.7507,model
CTR000010754,V00004270,CTAG001,0.6303,model
CTR000010755,V00004270,CTAG006,0.9518,model
CTR000010756,V00004271,CTAG006,0.6542,model
CTR000010757,V00004271,CTAG013,0.6651,model
CTR000010758,V00004272,CTAG009,0.9496,model
CTR000010759,V00004272,CTAG010,0.9978,model
CTR000010760,V00004272,CTAG014,0.8734,model
CTR000010761,V00004272,CTAG005,0.7444,model
CTR000010762,V00004273,CTAG001,0.6539,model
CTR000010763,V00004273,CTAG010,0.6183,model
CTR000010764,V00004273,CTAG008,0.8892,model
CTR000010765,V00004273,CTAG013,0.6758,model
CTR000010766,V00004274,CTAG014,0.7961,model
CTR000010767,V00004275,CTAG012,0.7007,model
CTR000010768,V00004275,CTAG010,0.8838,model
CTR000010769,V00004276,CTAG009,0.6787,model
CTR000010770,V00004277,CTAG006,0.6559,model
CTR000010771,V00004277,CTAG012,0.7846,model
CTR000010772,V00004277,CTAG015,0.7883,model
CTR000010773,V00004278,CTAG001,0.6323,model
CTR000010774,V00004279,CTAG018,0.9202,model
CTR000010775,V00004279,CTAG005,0.7813,model
CTR000010776,V00004280,CTAG014,0.671,model
CTR000010777,V00004280,CTAG016,0.9754,model
CTR000010778,V00004281,CTAG005,0.9526,model
CTR000010779,V00004282,CTAG003,0.7964,model
CTR000010780,V00004282,CTAG006,0.9032,model
CTR000010781,V00004282,CTAG001,0.932,model
CTR000010782,V00004282,CTAG009,0.7665,model
CTR000010783,V00004283,CTAG002,0.7495,model
CTR000010784,V00004284,CTAG004,0.6354,model
CTR000010785,V00004285,CTAG007,0.9816,model
CTR000010786,V00004285,CTAG018,0.7239,model
CTR000010787,V00004286,CTAG009,0.7892,model
CTR000010788,V00004286,CTAG003,0.708,model
CTR000010789,V00004286,CTAG016,0.6903,model
CTR000010790,V00004286,CTAG017,0.8991,model
CTR000010791,V00004287,CTAG016,0.9563,model
CTR000010792,V00004288,CTAG014,0.8376,model
CTR000010793,V00004289,CTAG009,0.7885,model
CTR000010794,V00004289,CTAG002,0.8623,model
CTR000010795,V00004290,CTAG003,0.9582,model
CTR000010796,V00004290,CTAG016,0.8673,model
CTR000010797,V00004290,CTAG002,0.88,model
CTR000010798,V00004290,CTAG017,0.6053,model
CTR000010799,V00004291,CTAG001,0.857,model
CTR000010800,V00004291,CTAG005,0.6405,model
CTR000010801,V00004291,CTAG008,0.7765,model
CTR000010802,V00004291,CTAG011,0.6729,model
CTR000010803,V00004292,CTAG011,0.6684,model
CTR000010804,V00004293,CTAG010,0.7847,model
CTR000010805,V00004293,CTAG001,0.7095,model
CTR000010806,V00004293,CTAG011,0.6269,model
CTR000010807,V00004294,CTAG004,0.867,model
CTR000010808,V00004295,CTAG018,0.8439,model
CTR000010809,V00004295,CTAG002,0.643,model
CTR000010810,V00004296,CTAG010,0.6587,model
CTR000010811,V00004296,CTAG001,0.8863,model
CTR000010812,V00004296,CTAG012,0.8014,model
CTR000010813,V00004297,CTAG017,0.7371,model
CTR000010814,V00004298,CTAG009,0.6737,model
CTR000010815,V00004299,CTAG002,0.7333,model
CTR000010816,V00004299,CTAG004,0.9799,model
CTR000010817,V00004300,CTAG016,0.9095,model
CTR000010818,V00004300,CTAG001,0.7389,model
CTR000010819,V00004300,CTAG008,0.8309,model
CTR000010820,V00004300,CTAG006,0.6698,model
CTR000010821,V00004301,CTAG005,0.8348,model
CTR000010822,V00004302,CTAG014,0.952,model
