churn_event_id,user_id,identified_date,churn_level,inactive_days,churn_reason
CHURN00001516,U0002577,2026-08-28,medium,14,活跃频次下降
CHURN00001517,U0002578,2026-08-28,medium,15,活跃频次下降
CHURN00001518,U0002579,2026-08-28,medium,24,观看时长下降
CHURN00001519,U0002580,2026-08-28,medium,16,观看时长下降
CHURN00001520,U0002581,2026-08-28,medium,12,观看时长下降
CHURN00001521,U0002582,2026-08-28,high,60,连续未登录
CHURN00001522,U0002583,2026-08-28,medium,21,观看时长下降
CHURN00001523,U0002585,2026-08-28,medium,10,连续未登录
CHURN00001524,U0002586,2026-08-28,medium,14,活跃频次下降
CHURN00001525,U0002587,2026-08-28,medium,18,观看时长下降
CHURN00001526,U0002588,2026-08-28,medium,17,观看时长下降
CHURN00001527,U0002589,2026-08-28,medium,15,连续未登录
CHURN00001528,U0002590,2026-08-28,high,34,连续未登录
CHURN00001529,U0002592,2026-08-28,high,44,活跃频次下降
CHURN00001530,U0002593,2026-08-28,high,74,活跃频次下降
CHURN00001531,U0002594,2026-08-28,medium,25,连续未登录
CHURN00001532,U0002595,2026-08-28,medium,24,连续未登录
CHURN00001533,U0002597,2026-08-28,medium,18,连续未登录
CHURN00001534,U0002599,2026-08-28,high,55,连续未登录
CHURN00001535,U0002600,2026-08-28,high,31,连续未登录
CHURN00001536,U0002602,2026-08-28,medium,24,观看时长下降
CHURN00001537,U0002603,2026-08-28,medium,10,活跃频次下降
CHURN00001538,U0002604,2026-08-28,medium,9,观看时长下降
CHURN00001539,U0002605,2026-08-28,medium,14,观看时长下降
CHURN00001540,U0002606,2026-08-28,medium,25,观看时长下降
CHURN00001541,U0002607,2026-08-28,medium,19,活跃频次下降
CHURN00001542,U0002609,2026-08-28,high,52,连续未登录
CHURN00001543,U0002612,2026-08-28,high,124,活跃频次下降
CHURN00001544,U0002613,2026-08-28,high,98,活跃频次下降
CHURN00001545,U0002614,2026-08-28,medium,16,连续未登录
CHURN00001546,U0002618,2026-08-28,medium,26,活跃频次下降
CHURN00001547,U0002619,2026-08-28,medium,17,连续未登录
CHURN00001548,U0002621,2026-08-28,high,41,连续未登录
CHURN00001549,U0002624,2026-08-28,medium,11,活跃频次下降
CHURN00001550,U0002627,2026-08-28,medium,8,观看时长下降
CHURN00001551,U0002629,2026-08-28,medium,13,观看时长下降
CHURN00001552,U0002632,2026-08-28,high,54,连续未登录
CHURN00001553,U0002636,2026-08-28,high,169,连续未登录
CHURN00001554,U0002637,2026-08-28,medium,16,连续未登录
CHURN00001555,U0002638,2026-08-28,high,31,观看时长下降
CHURN00001556,U0002641,2026-08-28,high,32,活跃频次下降
CHURN00001557,U0002643,2026-08-28,medium,11,连续未登录
CHURN00001558,U0002650,2026-08-28,high,176,连续未登录
CHURN00001559,U0002651,2026-08-28,medium,16,连续未登录
CHURN00001560,U0002653,2026-08-28,medium,24,连续未登录
CHURN00001561,U0002656,2026-08-28,high,124,连续未登录
CHURN00001562,U0002657,2026-08-28,medium,23,活跃频次下降
CHURN00001563,U0002659,2026-08-28,medium,8,连续未登录
CHURN00001564,U0002660,2026-08-28,medium,13,观看时长下降
CHURN00001565,U0002663,2026-08-28,medium,18,连续未登录
CHURN00001566,U0002664,2026-08-28,medium,15,活跃频次下降
CHURN00001567,U0002667,2026-08-28,high,35,观看时长下降
CHURN00001568,U0002670,2026-08-28,medium,16,观看时长下降
CHURN00001569,U0002671,2026-08-28,medium,8,连续未登录
CHURN00001570,U0002673,2026-08-28,medium,21,连续未登录
CHURN00001571,U0002675,2026-08-28,medium,9,连续未登录
CHURN00001572,U0002676,2026-08-28,high,209,连续未登录
CHURN00001573,U0002677,2026-08-28,medium,14,活跃频次下降
CHURN00001574,U0002679,2026-08-28,high,91,活跃频次下降
CHURN00001575,U0002680,2026-08-28,high,123,观看时长下降
CHURN00001576,U0002682,2026-08-28,medium,15,连续未登录
CHURN00001577,U0002683,2026-08-28,high,101,连续未登录
CHURN00001578,U0002684,2026-08-28,high,54,活跃频次下降
CHURN00001579,U0002687,2026-08-28,medium,10,连续未登录
CHURN00001580,U0002689,2026-08-28,medium,9,连续未登录
CHURN00001581,U0002690,2026-08-28,high,32,活跃频次下降
CHURN00001582,U0002691,2026-08-28,high,104,活跃频次下降
CHURN00001583,U0002693,2026-08-28,medium,8,连续未登录
CHURN00001584,U0002695,2026-08-28,high,62,活跃频次下降
CHURN00001585,U0002699,2026-08-28,medium,17,活跃频次下降
CHURN00001586,U0002701,2026-08-28,medium,8,活跃频次下降
CHURN00001587,U0002703,2026-08-28,medium,28,观看时长下降
CHURN00001588,U0002706,2026-08-28,high,41,活跃频次下降
CHURN00001589,U0002707,2026-08-28,medium,12,连续未登录
CHURN00001590,U0002708,2026-08-28,medium,17,连续未登录
CHURN00001591,U0002709,2026-08-28,medium,9,观看时长下降
CHURN00001592,U0002710,2026-08-28,medium,14,连续未登录
CHURN00001593,U0002711,2026-08-28,medium,24,连续未登录
CHURN00001594,U0002715,2026-08-28,medium,22,连续未登录
CHURN00001595,U0002716,2026-08-28,high,61,活跃频次下降
CHURN00001596,U0002719,2026-08-28,high,61,观看时长下降
CHURN00001597,U0002721,2026-08-28,medium,15,活跃频次下降
CHURN00001598,U0002724,2026-08-28,medium,23,连续未登录
CHURN00001599,U0002727,2026-08-28,high,41,连续未登录
CHURN00001600,U0002728,2026-08-28,medium,27,连续未登录
CHURN00001601,U0002729,2026-08-28,medium,9,活跃频次下降
CHURN00001602,U0002731,2026-08-28,medium,18,连续未登录
CHURN00001603,U0002732,2026-08-28,medium,9,连续未登录
CHURN00001604,U0002733,2026-08-28,medium,17,连续未登录
CHURN00001605,U0002736,2026-08-28,high,83,连续未登录
CHURN00001606,U0002737,2026-08-28,medium,11,连续未登录
CHURN00001607,U0002739,2026-08-28,high,149,活跃频次下降
CHURN00001608,U0002740,2026-08-28,medium,9,活跃频次下降
CHURN00001609,U0002741,2026-08-28,high,110,活跃频次下降
CHURN00001610,U0002742,2026-08-28,medium,8,活跃频次下降
CHURN00001611,U0002743,2026-08-28,high,33,活跃频次下降
CHURN00001612,U0002744,2026-08-28,high,70,活跃频次下降
CHURN00001613,U0002745,2026-08-28,high,160,活跃频次下降
CHURN00001614,U0002749,2026-08-28,medium,8,观看时长下降
CHURN00001615,U0002751,2026-08-28,medium,17,观看时长下降
CHURN00001616,U0002752,2026-08-28,medium,16,活跃频次下降
CHURN00001617,U0002754,2026-08-28,medium,27,连续未登录
CHURN00001618,U0002755,2026-08-28,high,48,活跃频次下降
CHURN00001619,U0002756,2026-08-28,medium,22,连续未登录
CHURN00001620,U0002759,2026-08-28,medium,9,观看时长下降
CHURN00001621,U0002761,2026-08-28,high,64,连续未登录
CHURN00001622,U0002762,2026-08-28,medium,15,观看时长下降
CHURN00001623,U0002763,2026-08-28,medium,16,连续未登录
CHURN00001624,U0002764,2026-08-28,high,35,连续未登录
CHURN00001625,U0002766,2026-08-28,high,48,连续未登录
CHURN00001626,U0002767,2026-08-28,medium,21,活跃频次下降
CHURN00001627,U0002768,2026-08-28,high,180,观看时长下降
CHURN00001628,U0002769,2026-08-28,medium,11,连续未登录
CHURN00001629,U0002772,2026-08-28,high,33,连续未登录
CHURN00001630,U0002773,2026-08-28,medium,12,活跃频次下降
CHURN00001631,U0002774,2026-08-28,medium,11,活跃频次下降
CHURN00001632,U0002778,2026-08-28,medium,22,连续未登录
CHURN00001633,U0002779,2026-08-28,high,58,活跃频次下降
CHURN00001634,U0002780,2026-08-28,high,47,连续未登录
CHURN00001635,U0002782,2026-08-28,medium,14,连续未登录
CHURN00001636,U0002784,2026-08-28,high,102,活跃频次下降
CHURN00001637,U0002786,2026-08-28,medium,18,观看时长下降
CHURN00001638,U0002788,2026-08-28,high,73,连续未登录
CHURN00001639,U0002789,2026-08-28,medium,26,连续未登录
CHURN00001640,U0002791,2026-08-28,medium,13,观看时长下降
CHURN00001641,U0002794,2026-08-28,high,107,连续未登录
CHURN00001642,U0002796,2026-08-28,high,53,连续未登录
CHURN00001643,U0002800,2026-08-28,high,95,活跃频次下降
CHURN00001644,U0002801,2026-08-28,medium,18,连续未登录
CHURN00001645,U0002802,2026-08-28,high,48,连续未登录
CHURN00001646,U0002803,2026-08-28,medium,21,活跃频次下降
CHURN00001647,U0002804,2026-08-28,medium,27,观看时长下降
CHURN00001648,U0002805,2026-08-28,medium,9,连续未登录
CHURN00001649,U0002807,2026-08-28,high,75,观看时长下降
CHURN00001650,U0002811,2026-08-28,high,137,观看时长下降
CHURN00001651,U0002812,2026-08-28,medium,16,观看时长下降
CHURN00001652,U0002813,2026-08-28,high,52,活跃频次下降
CHURN00001653,U0002816,2026-08-28,high,39,活跃频次下降
CHURN00001654,U0002818,2026-08-28,high,234,活跃频次下降
CHURN00001655,U0002819,2026-08-28,medium,23,观看时长下降
CHURN00001656,U0002820,2026-08-28,high,56,连续未登录
CHURN00001657,U0002823,2026-08-28,medium,23,观看时长下降
CHURN00001658,U0002827,2026-08-28,medium,20,观看时长下降
CHURN00001659,U0002828,2026-08-28,high,47,观看时长下降
CHURN00001660,U0002829,2026-08-28,high,201,活跃频次下降
CHURN00001661,U0002831,2026-08-28,high,119,连续未登录
CHURN00001662,U0002832,2026-08-28,medium,27,观看时长下降
CHURN00001663,U0002833,2026-08-28,medium,28,活跃频次下降
CHURN00001664,U0002835,2026-08-28,high,75,活跃频次下降
CHURN00001665,U0002836,2026-08-28,medium,16,观看时长下降
CHURN00001666,U0002837,2026-08-28,medium,13,连续未登录
CHURN00001667,U0002838,2026-08-28,medium,21,连续未登录
CHURN00001668,U0002839,2026-08-28,high,62,连续未登录
CHURN00001669,U0002841,2026-08-28,medium,22,活跃频次下降
CHURN00001670,U0002843,2026-08-28,medium,9,观看时长下降
CHURN00001671,U0002844,2026-08-28,high,132,观看时长下降
CHURN00001672,U0002846,2026-08-28,medium,11,连续未登录
CHURN00001673,U0002847,2026-08-28,high,76,活跃频次下降
CHURN00001674,U0002851,2026-08-28,high,149,观看时长下降
CHURN00001675,U0002852,2026-08-28,medium,8,连续未登录
CHURN00001676,U0002853,2026-08-28,medium,30,连续未登录
CHURN00001677,U0002855,2026-08-28,medium,26,活跃频次下降
CHURN00001678,U0002856,2026-08-28,high,68,连续未登录
CHURN00001679,U0002859,2026-08-28,medium,14,连续未登录
CHURN00001680,U0002860,2026-08-28,medium,12,观看时长下降
CHURN00001681,U0002863,2026-08-28,medium,13,活跃频次下降
CHURN00001682,U0002866,2026-08-28,medium,9,连续未登录
CHURN00001683,U0002868,2026-08-28,medium,13,连续未登录
CHURN00001684,U0002869,2026-08-28,medium,8,活跃频次下降
CHURN00001685,U0002873,2026-08-28,medium,13,连续未登录
CHURN00001686,U0002875,2026-08-28,medium,23,活跃频次下降
CHURN00001687,U0002876,2026-08-28,medium,20,活跃频次下降
CHURN00001688,U0002877,2026-08-28,high,180,活跃频次下降
CHURN00001689,U0002878,2026-08-28,medium,26,活跃频次下降
CHURN00001690,U0002879,2026-08-28,medium,26,连续未登录
CHURN00001691,U0002882,2026-08-28,medium,25,观看时长下降
CHURN00001692,U0002885,2026-08-28,medium,8,活跃频次下降
CHURN00001693,U0002887,2026-08-28,medium,22,连续未登录
CHURN00001694,U0002888,2026-08-28,medium,24,活跃频次下降
CHURN00001695,U0002890,2026-08-28,high,154,连续未登录
CHURN00001696,U0002892,2026-08-28,high,53,连续未登录
CHURN00001697,U0002893,2026-08-28,high,93,连续未登录
CHURN00001698,U0002894,2026-08-28,medium,16,活跃频次下降
CHURN00001699,U0002895,2026-08-28,high,42,连续未登录
CHURN00001700,U0002896,2026-08-28,high,63,观看时长下降
CHURN00001701,U0002898,2026-08-28,medium,10,连续未登录
CHURN00001702,U0002899,2026-08-28,high,43,连续未登录
CHURN00001703,U0002901,2026-08-28,medium,20,连续未登录
CHURN00001704,U0002903,2026-08-28,medium,12,连续未登录
CHURN00001705,U0002904,2026-08-28,medium,14,活跃频次下降
CHURN00001706,U0002906,2026-08-28,medium,22,连续未登录
CHURN00001707,U0002910,2026-08-28,high,134,观看时长下降
CHURN00001708,U0002916,2026-08-28,high,75,活跃频次下降
CHURN00001709,U0002918,2026-08-28,medium,24,连续未登录
CHURN00001710,U0002919,2026-08-28,high,60,观看时长下降
CHURN00001711,U0002920,2026-08-28,medium,26,连续未登录
CHURN00001712,U0002921,2026-08-28,high,85,连续未登录
CHURN00001713,U0002922,2026-08-28,high,47,连续未登录
CHURN00001714,U0002923,2026-08-28,high,58,观看时长下降
CHURN00001715,U0002925,2026-08-28,medium,10,活跃频次下降
CHURN00001716,U0002926,2026-08-28,medium,10,连续未登录
CHURN00001717,U0002928,2026-08-28,medium,11,活跃频次下降
CHURN00001718,U0002929,2026-08-28,high,80,活跃频次下降
CHURN00001719,U0002930,2026-08-28,high,205,连续未登录
CHURN00001720,U0002931,2026-08-28,medium,8,活跃频次下降
CHURN00001721,U0002932,2026-08-28,medium,12,连续未登录
CHURN00001722,U0002937,2026-08-28,medium,12,连续未登录
CHURN00001723,U0002938,2026-08-28,medium,22,连续未登录
CHURN00001724,U0002939,2026-08-28,medium,21,观看时长下降
CHURN00001725,U0002940,2026-08-28,medium,23,活跃频次下降
CHURN00001726,U0002942,2026-08-28,medium,13,活跃频次下降
CHURN00001727,U0002943,2026-08-28,high,46,活跃频次下降
CHURN00001728,U0002944,2026-08-28,medium,11,观看时长下降
CHURN00001729,U0002945,2026-08-28,medium,21,连续未登录
CHURN00001730,U0002946,2026-08-28,high,58,活跃频次下降
CHURN00001731,U0002947,2026-08-28,high,34,活跃频次下降
CHURN00001732,U0002948,2026-08-28,high,47,观看时长下降
CHURN00001733,U0002949,2026-08-28,high,43,连续未登录
CHURN00001734,U0002951,2026-08-28,high,50,活跃频次下降
CHURN00001735,U0002952,2026-08-28,high,79,观看时长下降
CHURN00001736,U0002955,2026-08-28,medium,14,活跃频次下降
CHURN00001737,U0002956,2026-08-28,high,38,活跃频次下降
CHURN00001738,U0002958,2026-08-28,high,55,活跃频次下降
CHURN00001739,U0002960,2026-08-28,high,73,连续未登录
CHURN00001740,U0002961,2026-08-28,medium,30,活跃频次下降
CHURN00001741,U0002963,2026-08-28,high,112,连续未登录
CHURN00001742,U0002965,2026-08-28,medium,24,连续未登录
CHURN00001743,U0002966,2026-08-28,high,45,活跃频次下降
CHURN00001744,U0002967,2026-08-28,high,70,活跃频次下降
CHURN00001745,U0002968,2026-08-28,medium,14,连续未登录
CHURN00001746,U0002970,2026-08-28,high,73,观看时长下降
CHURN00001747,U0002971,2026-08-28,high,38,观看时长下降
CHURN00001748,U0002976,2026-08-28,high,73,活跃频次下降
CHURN00001749,U0002979,2026-08-28,high,32,连续未登录
CHURN00001750,U0002980,2026-08-28,high,99,连续未登录
CHURN00001751,U0002981,2026-08-28,medium,18,活跃频次下降
CHURN00001752,U0002982,2026-08-28,medium,17,活跃频次下降
CHURN00001753,U0002984,2026-08-28,medium,15,活跃频次下降
CHURN00001754,U0002986,2026-08-28,high,144,活跃频次下降
CHURN00001755,U0002987,2026-08-28,high,51,连续未登录
CHURN00001756,U0002990,2026-08-28,high,58,观看时长下降
CHURN00001757,U0002993,2026-08-28,high,48,连续未登录
CHURN00001758,U0002995,2026-08-28,high,58,连续未登录
CHURN00001759,U0002998,2026-08-28,medium,14,连续未登录
CHURN00001760,U0002999,2026-08-28,medium,8,活跃频次下降
CHURN00001761,U0003003,2026-08-28,medium,11,连续未登录
CHURN00001762,U0003004,2026-08-28,high,83,连续未登录
CHURN00001763,U0003006,2026-08-28,medium,27,连续未登录
CHURN00001764,U0003007,2026-08-28,medium,13,观看时长下降
CHURN00001765,U0003008,2026-08-28,high,163,连续未登录
CHURN00001766,U0003009,2026-08-28,medium,30,连续未登录
CHURN00001767,U0003010,2026-08-28,medium,9,连续未登录
CHURN00001768,U0003011,2026-08-28,high,114,连续未登录
CHURN00001769,U0003012,2026-08-28,high,55,观看时长下降
CHURN00001770,U0003013,2026-08-28,medium,21,活跃频次下降
CHURN00001771,U0003016,2026-08-28,medium,17,连续未登录
CHURN00001772,U0003017,2026-08-28,medium,13,连续未登录
CHURN00001773,U0003019,2026-08-28,medium,17,观看时长下降
CHURN00001774,U0003020,2026-08-28,medium,13,观看时长下降
CHURN00001775,U0003021,2026-08-28,high,129,活跃频次下降
CHURN00001776,U0003022,2026-08-28,high,52,活跃频次下降
CHURN00001777,U0003024,2026-08-28,medium,14,观看时长下降
CHURN00001778,U0003025,2026-08-28,high,34,活跃频次下降
CHURN00001779,U0003027,2026-08-28,medium,10,连续未登录
CHURN00001780,U0003030,2026-08-28,high,51,活跃频次下降
CHURN00001781,U0003031,2026-08-28,medium,24,连续未登录
CHURN00001782,U0003032,2026-08-28,medium,13,连续未登录
CHURN00001783,U0003034,2026-08-28,high,45,活跃频次下降
CHURN00001784,U0003039,2026-08-28,high,57,连续未登录
CHURN00001785,U0003040,2026-08-28,medium,16,活跃频次下降
CHURN00001786,U0003042,2026-08-28,medium,29,活跃频次下降
CHURN00001787,U0003043,2026-08-28,medium,9,观看时长下降
CHURN00001788,U0003045,2026-08-28,high,146,连续未登录
CHURN00001789,U0003048,2026-08-28,medium,16,连续未登录
CHURN00001790,U0003049,2026-08-28,medium,18,观看时长下降
CHURN00001791,U0003050,2026-08-28,high,156,活跃频次下降
CHURN00001792,U0003052,2026-08-28,medium,23,连续未登录
CHURN00001793,U0003053,2026-08-28,medium,25,连续未登录
CHURN00001794,U0003055,2026-08-28,medium,8,观看时长下降
CHURN00001795,U0003057,2026-08-28,high,164,活跃频次下降
CHURN00001796,U0003058,2026-08-28,high,186,活跃频次下降
CHURN00001797,U0003062,2026-08-28,high,31,连续未登录
CHURN00001798,U0003063,2026-08-28,high,114,观看时长下降
CHURN00001799,U0003064,2026-08-28,medium,10,连续未登录
CHURN00001800,U0003065,2026-08-28,high,155,连续未登录
CHURN00001801,U0003066,2026-08-28,medium,12,活跃频次下降
CHURN00001802,U0003067,2026-08-28,high,94,连续未登录
CHURN00001803,U0003070,2026-08-28,medium,9,连续未登录
CHURN00001804,U0003071,2026-08-28,medium,23,连续未登录
CHURN00001805,U0003072,2026-08-28,medium,16,观看时长下降
CHURN00001806,U0003073,2026-08-28,high,76,活跃频次下降
CHURN00001807,U0003074,2026-08-28,high,116,连续未登录
CHURN00001808,U0003077,2026-08-28,high,95,活跃频次下降
CHURN00001809,U0003079,2026-08-28,medium,24,连续未登录
CHURN00001810,U0003080,2026-08-28,medium,18,连续未登录
CHURN00001811,U0003081,2026-08-28,high,69,观看时长下降
CHURN00001812,U0003082,2026-08-28,medium,9,连续未登录
CHURN00001813,U0003083,2026-08-28,medium,11,活跃频次下降
CHURN00001814,U0003085,2026-08-28,medium,18,连续未登录
CHURN00001815,U0003086,2026-08-28,medium,20,观看时长下降
CHURN00001816,U0003088,2026-08-28,medium,26,观看时长下降
CHURN00001817,U0003089,2026-08-28,high,48,活跃频次下降
CHURN00001818,U0003090,2026-08-28,high,55,活跃频次下降
CHURN00001819,U0003091,2026-08-28,high,76,活跃频次下降
CHURN00001820,U0003093,2026-08-28,medium,14,连续未登录
CHURN00001821,U0003094,2026-08-28,medium,19,连续未登录
CHURN00001822,U0003097,2026-08-28,high,46,观看时长下降
CHURN00001823,U0003098,2026-08-28,high,32,活跃频次下降
CHURN00001824,U0003100,2026-08-28,medium,8,活跃频次下降
CHURN00001825,U0003101,2026-08-28,medium,12,活跃频次下降
CHURN00001826,U0003105,2026-08-28,medium,23,连续未登录
CHURN00001827,U0003106,2026-08-28,medium,28,活跃频次下降
CHURN00001828,U0003107,2026-08-28,medium,18,观看时长下降
CHURN00001829,U0003108,2026-08-28,medium,10,连续未登录
CHURN00001830,U0003109,2026-08-28,high,56,观看时长下降
CHURN00001831,U0003112,2026-08-28,medium,19,活跃频次下降
CHURN00001832,U0003114,2026-08-28,medium,10,活跃频次下降
CHURN00001833,U0003115,2026-08-28,high,183,观看时长下降
CHURN00001834,U0003116,2026-08-28,high,115,连续未登录
CHURN00001835,U0003117,2026-08-28,high,85,活跃频次下降
CHURN00001836,U0003118,2026-08-28,high,45,连续未登录
CHURN00001837,U0003120,2026-08-28,medium,9,连续未登录
CHURN00001838,U0003121,2026-08-28,medium,30,连续未登录
CHURN00001839,U0003122,2026-08-28,medium,23,活跃频次下降
CHURN00001840,U0003123,2026-08-28,high,42,活跃频次下降
CHURN00001841,U0003124,2026-08-28,medium,25,活跃频次下降
CHURN00001842,U0003125,2026-08-28,high,53,连续未登录
CHURN00001843,U0003127,2026-08-28,high,113,活跃频次下降
CHURN00001844,U0003128,2026-08-28,medium,26,连续未登录
CHURN00001845,U0003132,2026-08-28,medium,15,连续未登录
CHURN00001846,U0003134,2026-08-28,high,78,活跃频次下降
CHURN00001847,U0003135,2026-08-28,medium,23,活跃频次下降
CHURN00001848,U0003139,2026-08-28,medium,30,连续未登录
CHURN00001849,U0003142,2026-08-28,medium,15,活跃频次下降
CHURN00001850,U0003143,2026-08-28,medium,20,连续未登录
CHURN00001851,U0003144,2026-08-28,medium,9,活跃频次下降
CHURN00001852,U0003145,2026-08-28,medium,9,连续未登录
CHURN00001853,U0003148,2026-08-28,high,60,观看时长下降
CHURN00001854,U0003149,2026-08-28,medium,11,连续未登录
CHURN00001855,U0003151,2026-08-28,high,207,连续未登录
CHURN00001856,U0003152,2026-08-28,high,76,观看时长下降
CHURN00001857,U0003153,2026-08-28,medium,21,活跃频次下降
CHURN00001858,U0003154,2026-08-28,high,32,活跃频次下降
CHURN00001859,U0003158,2026-08-28,medium,11,观看时长下降
CHURN00001860,U0003159,2026-08-28,medium,26,活跃频次下降
CHURN00001861,U0003160,2026-08-28,high,77,观看时长下降
CHURN00001862,U0003161,2026-08-28,high,101,活跃频次下降
CHURN00001863,U0003162,2026-08-28,high,44,观看时长下降
CHURN00001864,U0003163,2026-08-28,medium,8,活跃频次下降
CHURN00001865,U0003164,2026-08-28,medium,8,活跃频次下降
CHURN00001866,U0003165,2026-08-28,high,38,连续未登录
CHURN00001867,U0003166,2026-08-28,high,201,观看时长下降
CHURN00001868,U0003167,2026-08-28,medium,10,连续未登录
CHURN00001869,U0003169,2026-08-28,medium,11,连续未登录
CHURN00001870,U0003170,2026-08-28,high,34,观看时长下降
CHURN00001871,U0003173,2026-08-28,high,119,观看时长下降
CHURN00001872,U0003174,2026-08-28,medium,8,连续未登录
CHURN00001873,U0003175,2026-08-28,medium,14,连续未登录
CHURN00001874,U0003176,2026-08-28,high,101,观看时长下降
CHURN00001875,U0003177,2026-08-28,high,50,连续未登录
CHURN00001876,U0003178,2026-08-28,medium,9,连续未登录
CHURN00001877,U0003179,2026-08-28,medium,28,连续未登录
CHURN00001878,U0003181,2026-08-28,medium,8,连续未登录
CHURN00001879,U0003183,2026-08-28,high,40,活跃频次下降
CHURN00001880,U0003184,2026-08-28,medium,24,活跃频次下降
CHURN00001881,U0003185,2026-08-28,medium,16,连续未登录
CHURN00001882,U0003186,2026-08-28,high,37,活跃频次下降
CHURN00001883,U0003187,2026-08-28,medium,13,连续未登录
CHURN00001884,U0003189,2026-08-28,medium,18,连续未登录
CHURN00001885,U0003190,2026-08-28,medium,16,连续未登录
CHURN00001886,U0003192,2026-08-28,medium,29,活跃频次下降
CHURN00001887,U0003195,2026-08-28,medium,12,连续未登录
CHURN00001888,U0003196,2026-08-28,medium,14,连续未登录
CHURN00001889,U0003197,2026-08-28,medium,8,观看时长下降
CHURN00001890,U0003199,2026-08-28,medium,15,活跃频次下降
CHURN00001891,U0003200,2026-08-28,high,114,活跃频次下降
CHURN00001892,U0003201,2026-08-28,high,104,观看时长下降
CHURN00001893,U0003202,2026-08-28,medium,29,连续未登录
CHURN00001894,U0003203,2026-08-28,medium,12,观看时长下降
CHURN00001895,U0003204,2026-08-28,high,67,连续未登录
CHURN00001896,U0003205,2026-08-28,medium,14,连续未登录
CHURN00001897,U0003207,2026-08-28,medium,11,观看时长下降
CHURN00001898,U0003209,2026-08-28,high,149,活跃频次下降
CHURN00001899,U0003211,2026-08-28,high,53,活跃频次下降
CHURN00001900,U0003212,2026-08-28,high,57,连续未登录
CHURN00001901,U0003213,2026-08-28,high,148,活跃频次下降
CHURN00001902,U0003214,2026-08-28,high,51,观看时长下降
CHURN00001903,U0003215,2026-08-28,high,94,活跃频次下降
CHURN00001904,U0003219,2026-08-28,high,36,观看时长下降
CHURN00001905,U0003220,2026-08-28,high,34,活跃频次下降
CHURN00001906,U0003221,2026-08-28,medium,24,连续未登录
CHURN00001907,U0003222,2026-08-28,high,176,连续未登录
CHURN00001908,U0003225,2026-08-28,medium,20,连续未登录
CHURN00001909,U0003226,2026-08-28,medium,17,连续未登录
CHURN00001910,U0003231,2026-08-28,high,80,连续未登录
CHURN00001911,U0003232,2026-08-28,medium,26,观看时长下降
CHURN00001912,U0003233,2026-08-28,high,60,连续未登录
CHURN00001913,U0003234,2026-08-28,high,135,活跃频次下降
CHURN00001914,U0003235,2026-08-28,medium,14,连续未登录
CHURN00001915,U0003237,2026-08-28,high,44,连续未登录
CHURN00001916,U0003239,2026-08-28,high,202,观看时长下降
CHURN00001917,U0003241,2026-08-28,high,46,连续未登录
CHURN00001918,U0003242,2026-08-28,medium,8,观看时长下降
CHURN00001919,U0003243,2026-08-28,high,116,连续未登录
CHURN00001920,U0003244,2026-08-28,medium,11,活跃频次下降
CHURN00001921,U0003246,2026-08-28,high,64,活跃频次下降
CHURN00001922,U0003247,2026-08-28,medium,11,连续未登录
CHURN00001923,U0003248,2026-08-28,medium,27,活跃频次下降
CHURN00001924,U0003252,2026-08-28,high,34,观看时长下降
CHURN00001925,U0003253,2026-08-28,medium,21,连续未登录
CHURN00001926,U0003254,2026-08-28,medium,11,连续未登录
CHURN00001927,U0003256,2026-08-28,medium,8,观看时长下降
CHURN00001928,U0003259,2026-08-28,medium,12,活跃频次下降
CHURN00001929,U0003260,2026-08-28,medium,26,活跃频次下降
CHURN00001930,U0003262,2026-08-28,high,33,活跃频次下降
CHURN00001931,U0003263,2026-08-28,medium,12,活跃频次下降
CHURN00001932,U0003264,2026-08-28,medium,10,连续未登录
CHURN00001933,U0003265,2026-08-28,high,34,活跃频次下降
CHURN00001934,U0003266,2026-08-28,medium,13,连续未登录
CHURN00001935,U0003267,2026-08-28,high,43,活跃频次下降
CHURN00001936,U0003269,2026-08-28,high,94,活跃频次下降
CHURN00001937,U0003270,2026-08-28,medium,19,活跃频次下降
CHURN00001938,U0003272,2026-08-28,high,51,连续未登录
CHURN00001939,U0003274,2026-08-28,medium,9,活跃频次下降
CHURN00001940,U0003276,2026-08-28,high,100,连续未登录
CHURN00001941,U0003278,2026-08-28,medium,21,连续未登录
CHURN00001942,U0003280,2026-08-28,high,130,连续未登录
CHURN00001943,U0003282,2026-08-28,medium,19,连续未登录
CHURN00001944,U0003286,2026-08-28,medium,29,连续未登录
CHURN00001945,U0003288,2026-08-28,medium,24,活跃频次下降
CHURN00001946,U0003289,2026-08-28,high,196,连续未登录
CHURN00001947,U0003290,2026-08-28,medium,28,活跃频次下降
CHURN00001948,U0003292,2026-08-28,high,35,连续未登录
CHURN00001949,U0003293,2026-08-28,high,153,活跃频次下降
CHURN00001950,U0003299,2026-08-28,high,132,连续未登录
CHURN00001951,U0003300,2026-08-28,medium,12,观看时长下降
CHURN00001952,U0003301,2026-08-28,high,85,观看时长下降
CHURN00001953,U0003302,2026-08-28,high,36,活跃频次下降
CHURN00001954,U0003304,2026-08-28,high,152,观看时长下降
CHURN00001955,U0003305,2026-08-28,medium,9,连续未登录
CHURN00001956,U0003306,2026-08-28,medium,22,连续未登录
CHURN00001957,U0003307,2026-08-28,high,32,观看时长下降
CHURN00001958,U0003309,2026-08-28,medium,8,连续未登录
