conversion_event_id,user_id,channel_id,ad_campaign_id,conversion_type,converted_at,conversion_value
CE000001363,U0001679,CH03,ADC00008,registration,2026-01-25 21:38:33,1
CE000001364,U0001679,CH03,ADC00008,activation,2026-01-25 23:02:33,1
CE000001365,U0001680,CH04,ADC00013,registration,2026-05-09 07:46:56,1
CE000001366,U0001680,CH04,ADC00013,activation,2026-05-09 08:35:56,1
CE000001367,U0001685,CH06,ADC00093,registration,2026-08-28 17:05:41,1
CE000001368,U0001685,CH06,ADC00093,activation,2026-08-28 19:10:41,1
CE000001369,U0001688,CH05,ADC00059,registration,2026-08-05 13:58:20,1
CE000001370,U0001688,CH05,ADC00059,activation,2026-08-05 15:43:20,1
CE000001371,U0001689,CH03,ADC00075,registration,2026-05-02 05:18:31,1
CE000001372,U0001689,CH03,ADC00075,activation,2026-05-02 03:50:31,1
CE000001373,U0001690,CH04,ADC00041,registration,2026-07-22 21:05:38,1
CE000001374,U0001690,CH04,ADC00041,activation,2026-07-22 23:22:38,1
CE000001375,U0001693,CH05,ADC00072,registration,2026-07-27 11:05:22,1
CE000001376,U0001693,CH05,ADC00072,activation,2026-07-27 09:44:22,1
CE000001377,U0001694,CH03,ADC00091,registration,2026-06-21 03:18:24,1
CE000001378,U0001694,CH03,ADC00091,activation,2026-06-20 22:08:24,1
CE000001379,U0001695,CH04,ADC00058,registration,2026-08-18 15:41:33,1
CE000001380,U0001695,CH04,ADC00058,activation,2026-08-18 14:27:33,1
CE000001381,U0001696,CH03,ADC00085,registration,2026-01-07 07:26:37,1
CE000001382,U0001696,CH03,ADC00085,activation,2026-01-07 09:34:37,1
CE000001383,U0001697,CH06,ADC00010,registration,2026-07-03 22:29:17,1
CE000001384,U0001697,CH06,ADC00010,activation,2026-07-03 22:17:17,1
CE000001385,U0001698,CH05,ADC00047,registration,2026-01-22 09:45:39,1
CE000001386,U0001698,CH05,ADC00047,activation,2026-01-22 07:23:39,1
CE000001387,U0001699,CH06,ADC00010,registration,2026-05-27 14:12:09,1
CE000001388,U0001699,CH06,ADC00010,activation,2026-05-27 14:13:09,1
CE000001389,U0001701,CH04,ADC00058,registration,2026-08-23 17:26:12,1
CE000001390,U0001701,CH04,ADC00058,activation,2026-08-23 13:25:12,1
CE000001391,U0001702,CH03,ADC00071,registration,2026-02-25 10:42:03,1
CE000001392,U0001705,CH03,ADC00071,registration,2026-03-09 18:00:58,1
CE000001393,U0001705,CH03,ADC00071,activation,2026-03-09 18:13:58,1
CE000001394,U0001709,CH05,ADC00029,registration,2026-07-20 19:53:34,1
CE000001395,U0001709,CH05,ADC00029,activation,2026-07-20 18:54:34,1
CE000001396,U0001711,CH04,ADC00073,registration,2026-06-12 03:12:42,1
CE000001397,U0001711,CH04,ADC00073,activation,2026-06-12 00:46:42,1
CE000001398,U0001714,CH06,ADC00004,registration,2026-03-10 19:12:10,1
CE000001399,U0001714,CH06,ADC00004,activation,2026-03-10 16:13:10,1
CE000001400,U0001716,CH05,ADC00072,registration,2026-06-14 00:51:16,1
CE000001401,U0001716,CH05,ADC00072,activation,2026-06-14 01:43:16,1
CE000001402,U0001717,CH06,ADC00093,registration,2026-08-25 03:18:15,1
CE000001403,U0001718,CH06,ADC00032,registration,2026-02-05 22:17:04,1
CE000001404,U0001720,CH04,ADC00099,registration,2026-04-09 05:42:53,1
CE000001405,U0001720,CH04,ADC00099,activation,2026-04-09 06:28:53,1
CE000001406,U0001721,CH03,ADC00085,registration,2026-01-17 18:48:30,1
CE000001407,U0001721,CH03,ADC00085,activation,2026-01-17 20:34:30,1
CE000001408,U0001724,CH03,ADC00075,registration,2026-04-23 03:47:25,1
CE000001409,U0001725,CH05,ADC00059,registration,2026-06-15 07:37:24,1
CE000001410,U0001725,CH05,ADC00059,activation,2026-06-15 12:01:24,1
CE000001411,U0001726,CH05,ADC00080,registration,2026-05-26 09:02:37,1
CE000001412,U0001728,CH06,ADC00094,registration,2026-03-20 14:25:33,1
CE000001413,U0001728,CH06,ADC00094,activation,2026-03-20 12:32:33,1
CE000001414,U0001730,CH06,ADC00040,registration,2026-06-21 09:53:32,1
CE000001415,U0001731,CH06,,registration,2026-01-07 23:35:14,1
CE000001416,U0001731,CH06,,activation,2026-01-07 21:15:14,1
CE000001417,U0001733,CH03,ADC00089,registration,2026-04-26 02:16:14,1
CE000001418,U0001733,CH03,ADC00089,activation,2026-04-26 03:10:14,1
CE000001419,U0001734,CH05,ADC00072,registration,2026-08-08 22:52:31,1
CE000001420,U0001734,CH05,ADC00072,activation,2026-08-09 00:34:31,1
CE000001421,U0001747,CH03,ADC00019,registration,2026-08-10 11:54:55,1
CE000001422,U0001747,CH03,ADC00019,activation,2026-08-10 08:48:55,1
CE000001423,U0001750,CH06,ADC00049,registration,2026-05-02 08:28:25,1
CE000001424,U0001750,CH06,ADC00049,activation,2026-05-02 07:35:25,1
CE000001425,U0001751,CH05,ADC00047,registration,2026-01-09 19:32:05,1
CE000001426,U0001753,CH06,ADC00093,registration,2026-07-30 21:27:49,1
CE000001427,U0001753,CH06,ADC00093,activation,2026-07-31 00:31:49,1
CE000001428,U0001755,CH04,ADC00070,registration,2026-04-21 03:20:28,1
CE000001429,U0001755,CH04,ADC00070,activation,2026-04-21 04:09:28,1
CE000001430,U0001756,CH05,ADC00047,registration,2026-02-06 00:35:07,1
CE000001431,U0001756,CH05,ADC00047,activation,2026-02-05 22:14:07,1
CE000001432,U0001757,CH03,ADC00071,registration,2026-02-26 09:47:43,1
CE000001433,U0001757,CH03,ADC00071,activation,2026-02-26 06:54:43,1
CE000001434,U0001758,CH06,ADC00079,registration,2026-03-15 12:31:03,1
CE000001435,U0001758,CH06,ADC00079,activation,2026-03-15 13:41:03,1
CE000001436,U0001759,CH03,ADC00016,registration,2026-02-25 04:55:23,1
CE000001437,U0001759,CH03,ADC00016,activation,2026-02-25 03:17:23,1
CE000001438,U0001760,CH06,ADC00079,registration,2026-03-22 09:06:15,1
CE000001439,U0001760,CH06,ADC00079,activation,2026-03-22 09:26:15,1
CE000001440,U0001761,CH04,ADC00014,registration,2026-03-17 11:59:50,1
CE000001441,U0001764,CH04,ADC00015,registration,2026-02-25 16:21:04,1
CE000001442,U0001766,CH05,ADC00009,registration,2026-04-14 03:42:17,1
CE000001443,U0001766,CH05,ADC00009,activation,2026-04-14 00:40:17,1
CE000001444,U0001769,CH06,ADC00079,registration,2026-02-01 07:55:23,1
CE000001445,U0001770,CH05,ADC00029,registration,2026-07-03 13:15:33,1
CE000001446,U0001770,CH05,ADC00029,activation,2026-07-03 12:52:33,1
CE000001447,U0001773,CH05,ADC00069,registration,2026-03-30 11:53:27,1
CE000001448,U0001773,CH05,ADC00069,activation,2026-03-30 06:56:27,1
CE000001449,U0001774,CH03,ADC00075,registration,2026-05-22 17:18:29,1
CE000001450,U0001775,CH05,ADC00097,registration,2026-04-10 16:34:19,1
CE000001451,U0001775,CH05,ADC00097,activation,2026-04-10 18:30:19,1
CE000001452,U0001777,CH03,ADC00088,registration,2026-04-23 06:48:56,1
CE000001453,U0001777,CH03,ADC00088,activation,2026-04-23 06:10:56,1
CE000001454,U0001782,CH04,ADC00077,registration,2026-05-25 16:55:23,1
CE000001455,U0001782,CH04,ADC00077,activation,2026-05-25 21:03:23,1
CE000001456,U0001783,CH05,ADC00009,registration,2026-04-25 19:03:17,1
CE000001457,U0001788,CH04,ADC00081,registration,2026-05-10 01:13:19,1
CE000001458,U0001788,CH04,ADC00081,activation,2026-05-09 23:50:19,1
CE000001459,U0001789,CH05,ADC00020,registration,2026-03-31 02:08:04,1
CE000001460,U0001791,CH04,ADC00039,registration,2026-04-02 06:24:39,1
CE000001461,U0001791,CH04,ADC00039,activation,2026-04-02 09:44:39,1
CE000001462,U0001793,CH03,ADC00048,registration,2026-03-17 21:28:13,1
CE000001463,U0001793,CH03,ADC00048,activation,2026-03-17 22:57:13,1
CE000001464,U0001796,CH03,ADC00048,registration,2026-02-11 01:32:28,1
CE000001465,U0001796,CH03,ADC00048,activation,2026-02-11 02:11:28,1
CE000001466,U0001797,CH03,ADC00091,registration,2026-08-24 18:15:15,1
CE000001467,U0001798,CH06,ADC00011,registration,2026-03-06 05:49:58,1
CE000001468,U0001799,CH03,ADC00028,registration,2026-04-08 10:47:25,1
CE000001469,U0001799,CH03,ADC00028,activation,2026-04-08 08:50:25,1
CE000001470,U0001800,CH06,ADC00040,registration,2026-05-27 10:12:59,1
CE000001471,U0001800,CH06,ADC00040,activation,2026-05-27 09:28:59,1
CE000001472,U0001801,CH03,ADC00091,registration,2026-07-14 21:45:32,1
CE000001473,U0001801,CH03,ADC00091,activation,2026-07-14 22:00:32,1
CE000001474,U0001803,CH03,ADC00091,registration,2026-07-04 04:06:10,1
CE000001475,U0001803,CH03,ADC00091,activation,2026-07-04 05:43:10,1
CE000001476,U0001804,CH03,ADC00071,registration,2026-03-18 18:08:54,1
CE000001477,U0001804,CH03,ADC00071,activation,2026-03-18 15:53:54,1
CE000001478,U0001806,CH03,ADC00091,registration,2026-08-15 13:21:04,1
CE000001479,U0001806,CH03,ADC00091,activation,2026-08-15 16:03:04,1
CE000001480,U0001810,CH03,,registration,2026-01-03 15:37:04,1
CE000001481,U0001810,CH03,,activation,2026-01-03 15:38:04,1
CE000001482,U0001811,CH03,ADC00091,registration,2026-08-24 15:49:35,1
CE000001483,U0001811,CH03,ADC00091,activation,2026-08-24 18:28:35,1
CE000001484,U0001814,CH05,ADC00072,registration,2026-07-20 22:29:44,1
CE000001485,U0001814,CH05,ADC00072,activation,2026-07-21 00:17:44,1
CE000001486,U0001815,CH05,ADC00072,registration,2026-08-08 07:32:18,1
CE000001487,U0001815,CH05,ADC00072,activation,2026-08-08 09:39:18,1
CE000001488,U0001816,CH03,ADC00085,registration,2026-04-02 22:20:04,1
CE000001489,U0001816,CH03,ADC00085,activation,2026-04-02 19:09:04,1
CE000001490,U0001817,CH05,ADC00072,registration,2026-08-04 15:37:26,1
CE000001491,U0001817,CH05,ADC00072,activation,2026-08-04 11:39:26,1
CE000001492,U0001819,CH03,ADC00071,registration,2026-03-11 01:47:29,1
CE000001493,U0001819,CH03,ADC00071,activation,2026-03-11 00:28:29,1
CE000001494,U0001820,CH03,ADC00089,registration,2026-04-26 05:02:33,1
CE000001495,U0001820,CH03,ADC00089,activation,2026-04-26 02:28:33,1
CE000001496,U0001825,CH05,ADC00074,registration,2026-04-22 22:16:38,1
CE000001497,U0001825,CH05,ADC00074,activation,2026-04-22 17:16:38,1
CE000001498,U0001826,CH04,ADC00041,registration,2026-08-08 06:57:04,1
CE000001499,U0001826,CH04,ADC00041,activation,2026-08-08 10:24:04,1
CE000001500,U0001829,CH04,ADC00054,registration,2026-01-11 05:47:23,1
CE000001501,U0001829,CH04,ADC00054,activation,2026-01-11 08:41:23,1
CE000001502,U0001830,CH04,ADC00041,registration,2026-08-04 02:08:21,1
CE000001503,U0001830,CH04,ADC00041,activation,2026-08-03 22:11:21,1
CE000001504,U0001831,CH05,ADC00072,registration,2026-06-13 13:26:47,1
CE000001505,U0001831,CH05,ADC00072,activation,2026-06-13 10:41:47,1
CE000001506,U0001834,CH06,ADC00025,registration,2026-07-27 21:48:23,1
CE000001507,U0001834,CH06,ADC00025,activation,2026-07-28 00:09:23,1
CE000001508,U0001835,CH05,ADC00072,registration,2026-07-23 12:35:13,1
CE000001509,U0001837,CH04,ADC00077,registration,2026-05-26 07:49:35,1
CE000001510,U0001837,CH04,ADC00077,activation,2026-05-26 06:11:35,1
CE000001511,U0001840,CH03,ADC00100,registration,2026-04-02 09:10:18,1
CE000001512,U0001840,CH03,ADC00100,activation,2026-04-02 14:23:18,1
CE000001513,U0001843,CH03,ADC00091,registration,2026-08-03 23:39:26,1
CE000001514,U0001843,CH03,ADC00091,activation,2026-08-03 23:34:26,1
CE000001515,U0001844,CH03,ADC00028,registration,2026-05-16 17:02:15,1
CE000001516,U0001844,CH03,ADC00028,activation,2026-05-16 15:19:15,1
CE000001517,U0001846,CH03,ADC00035,registration,2026-05-26 03:40:55,1
CE000001518,U0001847,CH03,ADC00091,registration,2026-08-27 04:42:14,1
CE000001519,U0001847,CH03,ADC00091,activation,2026-08-27 07:18:14,1
CE000001520,U0001850,CH03,ADC00016,registration,2026-04-03 14:39:19,1
CE000001521,U0001850,CH03,ADC00016,activation,2026-04-03 14:01:19,1
CE000001522,U0001852,CH03,ADC00028,registration,2026-03-24 16:57:10,1
CE000001523,U0001852,CH03,ADC00028,activation,2026-03-24 16:56:10,1
CE000001524,U0001857,CH03,ADC00095,registration,2026-06-20 14:05:08,1
CE000001525,U0001857,CH03,ADC00095,activation,2026-06-20 09:51:08,1
CE000001526,U0001858,CH05,ADC00059,registration,2026-07-15 22:05:55,1
CE000001527,U0001858,CH05,ADC00059,activation,2026-07-15 22:05:55,1
CE000001528,U0001861,CH05,ADC00097,registration,2026-03-29 18:26:07,1
CE000001529,U0001861,CH05,ADC00097,activation,2026-03-29 16:08:07,1
CE000001530,U0001862,CH03,ADC00088,registration,2026-05-11 07:32:43,1
CE000001531,U0001862,CH03,ADC00088,activation,2026-05-11 08:01:43,1
CE000001532,U0001863,CH03,ADC00071,registration,2026-03-15 09:08:50,1
CE000001533,U0001863,CH03,ADC00071,activation,2026-03-15 13:30:50,1
CE000001534,U0001865,CH04,ADC00052,registration,2026-03-08 21:57:10,1
CE000001535,U0001865,CH04,ADC00052,activation,2026-03-08 17:40:10,1
CE000001536,U0001868,CH03,ADC00100,registration,2026-01-26 01:26:09,1
CE000001537,U0001868,CH03,ADC00100,activation,2026-01-26 04:40:09,1
CE000001538,U0001869,CH04,ADC00013,registration,2026-03-22 11:16:52,1
CE000001539,U0001869,CH04,ADC00013,activation,2026-03-22 11:14:52,1
CE000001540,U0001870,CH03,ADC00007,registration,2026-06-25 10:27:50,1
CE000001541,U0001876,CH06,ADC00094,registration,2026-03-03 01:43:30,1
CE000001542,U0001876,CH06,ADC00094,activation,2026-03-02 23:16:30,1
CE000001543,U0001877,CH05,ADC00042,registration,2026-02-26 18:02:46,1
CE000001544,U0001877,CH05,ADC00042,activation,2026-02-26 15:03:46,1
CE000001545,U0001878,CH03,ADC00095,registration,2026-06-19 22:53:40,1
CE000001546,U0001878,CH03,ADC00095,activation,2026-06-20 01:33:40,1
CE000001547,U0001881,CH03,ADC00071,registration,2026-03-16 01:09:50,1
CE000001548,U0001881,CH03,ADC00071,activation,2026-03-16 02:17:50,1
CE000001549,U0001882,CH03,ADC00016,registration,2026-01-29 15:33:34,1
CE000001550,U0001888,CH06,ADC00036,registration,2026-06-18 22:57:44,1
CE000001551,U0001889,CH03,ADC00061,registration,2026-04-17 21:45:20,1
CE000001552,U0001889,CH03,ADC00061,activation,2026-04-17 18:12:20,1
CE000001553,U0001890,CH05,ADC00072,registration,2026-07-11 03:06:47,1
CE000001554,U0001890,CH05,ADC00072,activation,2026-07-11 02:34:47,1
CE000001555,U0001893,CH04,ADC00058,registration,2026-08-16 00:28:16,1
CE000001556,U0001893,CH04,ADC00058,activation,2026-08-15 22:57:16,1
CE000001557,U0001896,CH03,ADC00091,registration,2026-08-05 16:12:12,1
CE000001558,U0001896,CH03,ADC00091,activation,2026-08-05 12:41:12,1
CE000001559,U0001898,CH06,ADC00049,registration,2026-07-05 13:50:47,1
CE000001560,U0001898,CH06,ADC00049,activation,2026-07-05 12:35:47,1
CE000001561,U0001900,CH05,ADC00044,registration,2026-04-27 23:06:56,1
CE000001562,U0001900,CH05,ADC00044,activation,2026-04-27 19:36:56,1
CE000001563,U0001906,CH04,ADC00054,registration,2026-02-02 20:45:34,1
CE000001564,U0001906,CH04,ADC00054,activation,2026-02-02 20:16:34,1
CE000001565,U0001908,CH04,ADC00081,registration,2026-04-05 14:10:19,1
CE000001566,U0001908,CH04,ADC00081,activation,2026-04-05 18:06:19,1
CE000001567,U0001909,CH04,ADC00002,registration,2026-03-29 08:33:25,1
CE000001568,U0001912,CH05,ADC00021,registration,2026-05-05 21:53:53,1
CE000001569,U0001912,CH05,ADC00021,activation,2026-05-05 22:13:53,1
CE000001570,U0001913,CH05,ADC00045,registration,2026-05-29 06:52:11,1
CE000001571,U0001913,CH05,ADC00045,activation,2026-05-29 09:40:11,1
CE000001572,U0001914,CH05,ADC00021,registration,2026-04-14 08:14:14,1
CE000001573,U0001914,CH05,ADC00021,activation,2026-04-14 07:48:14,1
CE000001574,U0001917,CH06,ADC00094,registration,2026-02-08 19:00:10,1
CE000001575,U0001917,CH06,ADC00094,activation,2026-02-08 21:28:10,1
CE000001576,U0001920,CH04,ADC00041,registration,2026-08-02 12:03:40,1
CE000001577,U0001920,CH04,ADC00041,activation,2026-08-02 13:47:40,1
CE000001578,U0001921,CH03,ADC00048,registration,2026-01-22 14:51:21,1
CE000001579,U0001921,CH03,ADC00048,activation,2026-01-22 16:30:21,1
CE000001580,U0001922,CH03,ADC00100,registration,2026-01-20 18:09:31,1
CE000001581,U0001923,CH06,ADC00032,registration,2026-02-12 19:13:10,1
CE000001582,U0001927,CH06,ADC00093,registration,2026-07-02 20:47:50,1
CE000001583,U0001927,CH06,ADC00093,activation,2026-07-02 18:21:50,1
CE000001584,U0001931,CH03,ADC00019,registration,2026-07-12 19:06:44,1
CE000001585,U0001931,CH03,ADC00019,activation,2026-07-12 16:47:44,1
CE000001586,U0001934,CH05,ADC00072,registration,2026-08-01 18:49:39,1
CE000001587,U0001934,CH05,ADC00072,activation,2026-08-01 16:43:39,1
CE000001588,U0001935,CH03,ADC00061,registration,2026-02-27 08:28:48,1
CE000001589,U0001937,CH04,ADC00027,registration,2026-05-22 17:49:39,1
CE000001590,U0001940,CH03,ADC00008,registration,2026-03-02 13:49:43,1
CE000001591,U0001942,CH03,ADC00085,registration,2026-01-10 03:51:29,1
CE000001592,U0001943,CH03,ADC00061,registration,2026-03-26 04:56:49,1
CE000001593,U0001943,CH03,ADC00061,activation,2026-03-25 23:54:49,1
CE000001594,U0001944,CH05,ADC00047,registration,2026-01-09 14:27:17,1
CE000001595,U0001944,CH05,ADC00047,activation,2026-01-09 17:37:17,1
CE000001596,U0001949,CH03,ADC00048,registration,2026-02-04 15:45:15,1
CE000001597,U0001949,CH03,ADC00048,activation,2026-02-04 18:49:15,1
CE000001598,U0001951,CH05,ADC00072,registration,2026-07-29 19:15:20,1
CE000001599,U0001951,CH05,ADC00072,activation,2026-07-29 20:57:20,1
CE000001600,U0001952,CH03,ADC00100,registration,2026-02-01 08:24:28,1
CE000001601,U0001953,CH03,ADC00090,registration,2026-08-08 11:46:55,1
CE000001602,U0001957,CH04,ADC00041,registration,2026-08-04 23:30:52,1
CE000001603,U0001957,CH04,ADC00041,activation,2026-08-04 21:26:52,1
CE000001604,U0001965,CH03,ADC00022,registration,2026-07-03 07:28:39,1
CE000001605,U0001965,CH03,ADC00022,activation,2026-07-03 10:31:39,1
CE000001606,U0001966,CH04,ADC00018,registration,2026-05-05 20:10:29,1
CE000001607,U0001966,CH04,ADC00018,activation,2026-05-05 21:41:29,1
CE000001608,U0001968,CH05,ADC00082,registration,2026-04-12 02:52:43,1
CE000001609,U0001968,CH05,ADC00082,activation,2026-04-12 05:20:43,1
CE000001610,U0001970,CH04,ADC00013,registration,2026-04-05 06:29:28,1
CE000001611,U0001970,CH04,ADC00013,activation,2026-04-05 01:01:28,1
CE000001612,U0001971,CH06,ADC00079,registration,2026-03-02 09:19:37,1
CE000001613,U0001972,CH04,ADC00055,registration,2026-03-02 23:48:03,1
CE000001614,U0001972,CH04,ADC00055,activation,2026-03-03 00:39:03,1
CE000001615,U0001974,CH05,ADC00072,registration,2026-07-29 18:22:30,1
CE000001616,U0001974,CH05,ADC00072,activation,2026-07-29 18:38:30,1
CE000001617,U0001975,CH03,ADC00091,registration,2026-08-19 12:24:53,1
CE000001618,U0001975,CH03,ADC00091,activation,2026-08-19 15:56:53,1
CE000001619,U0001977,CH03,ADC00034,registration,2026-03-22 03:31:24,1
CE000001620,U0001978,CH03,ADC00091,registration,2026-07-05 12:30:20,1
CE000001621,U0001978,CH03,ADC00091,activation,2026-07-05 14:03:20,1
CE000001622,U0001980,CH03,ADC00007,registration,2026-06-23 02:00:52,1
CE000001623,U0001981,CH05,ADC00047,registration,2026-03-06 23:19:51,1
CE000001624,U0001981,CH05,ADC00047,activation,2026-03-06 19:00:51,1
CE000001625,U0001982,CH03,ADC00085,registration,2026-02-27 18:24:54,1
CE000001626,U0001983,CH05,ADC00047,registration,2026-03-03 17:20:45,1
CE000001627,U0001983,CH05,ADC00047,activation,2026-03-03 18:35:45,1
CE000001628,U0001987,CH03,ADC00086,registration,2026-01-25 03:53:42,1
CE000001629,U0001988,CH04,ADC00078,registration,2026-06-04 02:40:27,1
CE000001630,U0001989,CH04,ADC00058,registration,2026-08-10 23:51:03,1
CE000001631,U0001989,CH04,ADC00058,activation,2026-08-10 21:15:03,1
CE000001632,U0001991,CH06,ADC00011,registration,2026-04-18 05:04:42,1
CE000001633,U0001991,CH06,ADC00011,activation,2026-04-18 06:40:42,1
CE000001634,U0001993,CH05,ADC00047,registration,2026-01-28 03:20:32,1
CE000001635,U0001993,CH05,ADC00047,activation,2026-01-28 07:35:32,1
CE000001636,U0001994,CH05,ADC00068,registration,2026-03-06 10:05:25,1
CE000001637,U0001994,CH05,ADC00068,activation,2026-03-06 08:36:25,1
CE000001638,U0001996,CH03,ADC00075,registration,2026-05-17 14:00:33,1
CE000001639,U0001996,CH03,ADC00075,activation,2026-05-17 13:13:33,1
CE000001640,U0001998,CH03,ADC00085,registration,2026-03-05 00:55:41,1
CE000001641,U0001999,CH06,ADC00032,registration,2026-02-06 07:57:40,1
CE000001642,U0001999,CH06,ADC00032,activation,2026-02-06 06:41:40,1
CE000001643,U0002000,CH04,ADC00054,registration,2026-01-14 16:21:18,1
CE000001644,U0002000,CH04,ADC00054,activation,2026-01-14 18:13:18,1
CE000001645,U0002007,CH03,ADC00016,registration,2026-02-11 07:20:02,1
CE000001646,U0002007,CH03,ADC00016,activation,2026-02-11 08:14:02,1
CE000001647,U0002008,CH04,ADC00054,registration,2026-01-22 07:41:56,1
CE000001648,U0002008,CH04,ADC00054,activation,2026-01-22 07:00:56,1
CE000001649,U0002010,CH03,ADC00071,registration,2026-01-19 13:33:55,1
CE000001650,U0002010,CH03,ADC00071,activation,2026-01-19 12:46:55,1
CE000001651,U0002013,CH06,ADC00010,registration,2026-06-20 08:06:59,1
CE000001652,U0002015,CH05,ADC00065,registration,2026-03-17 16:30:56,1
CE000001653,U0002015,CH05,ADC00065,activation,2026-03-17 14:04:56,1
CE000001654,U0002020,CH04,ADC00041,registration,2026-08-12 23:52:47,1
CE000001655,U0002021,CH06,ADC00093,registration,2026-08-15 10:04:24,1
CE000001656,U0002021,CH06,ADC00093,activation,2026-08-15 10:32:24,1
CE000001657,U0002022,CH04,ADC00056,registration,2026-03-21 17:25:57,1
CE000001658,U0002022,CH04,ADC00056,activation,2026-03-21 17:00:57,1
CE000001659,U0002025,CH04,ADC00058,registration,2026-08-15 23:56:04,1
CE000001660,U0002025,CH04,ADC00058,activation,2026-08-16 00:48:04,1
CE000001661,U0002029,CH04,ADC00063,registration,2026-07-02 06:33:15,1
CE000001662,U0002033,CH05,ADC00082,registration,2026-05-12 05:41:04,1
CE000001663,U0002033,CH05,ADC00082,activation,2026-05-12 02:34:04,1
CE000001664,U0002036,CH03,ADC00034,registration,2026-04-12 09:29:10,1
CE000001665,U0002036,CH03,ADC00034,activation,2026-04-12 15:13:10,1
CE000001666,U0002040,CH04,ADC00063,registration,2026-06-15 06:29:23,1
CE000001667,U0002042,CH05,ADC00076,registration,2026-02-06 13:33:46,1
CE000001668,U0002043,CH03,ADC00019,registration,2026-07-10 22:18:52,1
CE000001669,U0002044,CH03,ADC00008,registration,2026-03-30 16:05:56,1
CE000001670,U0002044,CH03,ADC00008,activation,2026-03-30 16:25:56,1
CE000001671,U0002049,CH04,ADC00077,registration,2026-05-04 14:24:30,1
CE000001672,U0002051,CH03,ADC00008,registration,2026-02-10 14:25:19,1
CE000001673,U0002051,CH03,ADC00008,activation,2026-02-10 14:30:19,1
CE000001674,U0002052,CH03,ADC00019,registration,2026-08-04 20:33:13,1
CE000001675,U0002054,CH05,ADC00059,registration,2026-06-26 07:49:36,1
CE000001676,U0002054,CH05,ADC00059,activation,2026-06-26 08:19:36,1
CE000001677,U0002055,CH06,ADC00010,registration,2026-07-18 12:06:44,1
CE000001678,U0002056,CH03,ADC00089,registration,2026-06-04 06:00:49,1
CE000001679,U0002056,CH03,ADC00089,activation,2026-06-04 04:45:49,1
CE000001680,U0002058,CH06,ADC00093,registration,2026-08-28 15:49:05,1
CE000001681,U0002058,CH06,ADC00093,activation,2026-08-28 14:15:05,1
CE000001682,U0002059,CH05,ADC00009,registration,2026-03-21 08:49:29,1
CE000001683,U0002059,CH05,ADC00009,activation,2026-03-21 14:18:29,1
CE000001684,U0002062,CH03,ADC00048,registration,2026-02-03 12:35:31,1
CE000001685,U0002062,CH03,ADC00048,activation,2026-02-03 15:11:31,1
CE000001686,U0002067,CH05,ADC00072,registration,2026-07-11 10:00:42,1
CE000001687,U0002068,CH05,ADC00069,registration,2026-03-02 05:32:13,1
CE000001688,U0002069,CH05,ADC00044,registration,2026-05-15 01:16:54,1
CE000001689,U0002071,CH06,,registration,2026-01-08 11:07:29,1
CE000001690,U0002073,CH03,ADC00100,registration,2026-01-12 01:18:52,1
CE000001691,U0002073,CH03,ADC00100,activation,2026-01-12 03:13:52,1
CE000001692,U0002078,CH04,ADC00038,registration,2026-06-22 07:43:57,1
CE000001693,U0002078,CH04,ADC00038,activation,2026-06-22 06:29:57,1
CE000001694,U0002079,CH04,ADC00078,registration,2026-05-23 06:42:53,1
CE000001695,U0002080,CH03,ADC00030,registration,2026-04-25 14:45:25,1
CE000001696,U0002081,CH06,ADC00031,registration,2026-03-16 08:46:09,1
CE000001697,U0002081,CH06,ADC00031,activation,2026-03-16 10:21:09,1
CE000001698,U0002084,CH05,ADC00044,registration,2026-04-24 03:21:28,1
CE000001699,U0002086,CH04,ADC00058,registration,2026-07-05 16:52:34,1
CE000001700,U0002086,CH04,ADC00058,activation,2026-07-05 15:22:34,1
CE000001701,U0002087,CH03,ADC00091,registration,2026-08-20 06:16:11,1
CE000001702,U0002087,CH03,ADC00091,activation,2026-08-20 03:20:11,1
CE000001703,U0002089,CH03,ADC00016,registration,2026-03-31 15:12:13,1
CE000001704,U0002090,CH03,ADC00026,registration,2026-06-23 17:28:04,1
CE000001705,U0002090,CH03,ADC00026,activation,2026-06-23 12:16:04,1
CE000001706,U0002092,CH05,ADC00080,registration,2026-04-11 02:50:58,1
CE000001707,U0002093,CH04,ADC00013,registration,2026-05-16 18:22:10,1
CE000001708,U0002094,CH06,ADC00079,registration,2026-02-06 13:56:37,1
CE000001709,U0002095,CH04,ADC00078,registration,2026-06-14 15:35:00,1
CE000001710,U0002095,CH04,ADC00078,activation,2026-06-14 15:54:00,1
CE000001711,U0002096,CH04,ADC00081,registration,2026-04-07 00:43:48,1
CE000001712,U0002099,CH03,ADC00088,registration,2026-05-05 15:55:25,1
CE000001713,U0002099,CH03,ADC00088,activation,2026-05-05 21:15:25,1
CE000001714,U0002101,CH03,ADC00048,registration,2026-03-28 15:03:43,1
CE000001715,U0002101,CH03,ADC00048,activation,2026-03-28 16:02:43,1
CE000001716,U0002104,CH05,ADC00042,registration,2026-02-15 16:55:20,1
CE000001717,U0002104,CH05,ADC00042,activation,2026-02-15 15:42:20,1
CE000001718,U0002106,CH06,ADC00079,registration,2026-03-05 20:26:59,1
CE000001719,U0002106,CH06,ADC00079,activation,2026-03-05 18:31:59,1
CE000001720,U0002108,CH04,ADC00001,registration,2026-05-06 17:39:44,1
