touch_id,recall_campaign_id,user_id,touch_channel,sent_at,delivered,clicked
RCT000000917,RC0003,U0008534,push,2026-02-10 12:00:00,0,0
RCT000000918,RC0002,U0009314,push,2026-06-18 08:00:00,1,0
RCT000000919,RC0015,U0010734,push,2026-04-22 19:00:00,1,0
RCT000000920,RC0014,U0004174,push,2026-03-26 16:00:00,1,0
RCT000000921,RC0011,U0008261,sms,2026-07-16 19:00:00,0,0
RCT000000922,RC0009,U0011193,sms,2026-05-10 15:00:00,1,0
RCT000000923,RC0001,U0011905,push,2026-07-31 15:00:00,1,0
RCT000000924,RC0018,U0007460,push,2026-02-13 15:00:00,1,0
RCT000000925,RC0008,U0001850,push,2026-06-26 16:00:00,1,0
RCT000000926,RC0018,U0005603,push,2026-02-09 20:00:00,1,0
RCT000000927,RC0013,U0004173,push,2026-02-14 09:00:00,1,0
RCT000000928,RC0001,U0002482,push,2026-07-28 17:00:00,1,0
RCT000000929,RC0020,U0006203,push,2026-05-25 15:00:00,1,0
RCT000000930,RC0022,U0007767,in_app,2026-05-22 14:00:00,1,0
RCT000000931,RC0005,U0004174,push,2026-07-28 13:00:00,1,1
RCT000000932,RC0006,U0002263,in_app,2026-02-21 15:00:00,1,0
RCT000000933,RC0024,U0009160,push,2026-06-04 08:00:00,1,0
RCT000000934,RC0008,U0006065,push,2026-06-24 13:00:00,1,1
RCT000000935,RC0006,U0009790,in_app,2026-02-20 09:00:00,1,0
RCT000000936,RC0020,U0011009,push,2026-05-30 12:00:00,1,0
RCT000000937,RC0022,U0008425,in_app,2026-05-27 11:00:00,1,0
RCT000000938,RC0002,U0001582,push,2026-06-15 11:00:00,1,1
RCT000000939,RC0023,U0010771,sms,2026-05-31 16:00:00,1,0
RCT000000940,RC0016,U0002789,in_app,2026-02-21 21:00:00,1,0
RCT000000941,RC0004,U0011334,in_app,2026-02-02 16:00:00,1,0
RCT000000942,RC0023,U0007242,sms,2026-05-29 20:00:00,1,0
RCT000000943,RC0011,U0001923,sms,2026-07-15 09:00:00,1,0
RCT000000944,RC0016,U0001291,in_app,2026-02-21 18:00:00,1,1
RCT000000945,RC0019,U0000829,sms,2026-06-27 13:00:00,1,0
RCT000000946,RC0013,U0008331,push,2026-02-18 08:00:00,1,0
RCT000000947,RC0024,U0002851,push,2026-06-05 17:00:00,1,0
RCT000000948,RC0014,U0007347,push,2026-03-25 09:00:00,1,1
RCT000000949,RC0007,U0005938,push,2026-06-24 20:00:00,1,0
RCT000000950,RC0019,U0003265,sms,2026-06-28 08:00:00,1,0
RCT000000951,RC0007,U0005105,push,2026-06-28 17:00:00,1,0
RCT000000952,RC0018,U0005925,push,2026-02-11 15:00:00,1,0
RCT000000953,RC0002,U0006556,push,2026-06-16 19:00:00,1,1
RCT000000954,RC0005,U0004370,push,2026-08-01 16:00:00,1,0
RCT000000955,RC0012,U0006351,push,2026-03-02 14:00:00,1,0
RCT000000956,RC0018,U0005896,push,2026-02-10 17:00:00,1,0
RCT000000957,RC0007,U0001435,push,2026-06-26 17:00:00,1,0
RCT000000958,RC0018,U0011589,push,2026-02-08 12:00:00,1,0
RCT000000959,RC0019,U0010263,sms,2026-06-27 16:00:00,1,0
RCT000000960,RC0012,U0007414,push,2026-02-27 08:00:00,1,1
RCT000000961,RC0019,U0001724,sms,2026-06-25 15:00:00,1,0
RCT000000962,RC0009,U0006524,sms,2026-05-12 20:00:00,1,0
RCT000000963,RC0016,U0002780,in_app,2026-02-21 09:00:00,1,0
RCT000000964,RC0017,U0007950,sms,2026-04-09 08:00:00,1,0
RCT000000965,RC0013,U0010127,push,2026-02-17 19:00:00,1,0
RCT000000966,RC0015,U0002703,push,2026-04-27 15:00:00,0,0
RCT000000967,RC0020,U0009917,push,2026-05-26 10:00:00,1,0
RCT000000968,RC0006,U0004175,in_app,2026-02-19 19:00:00,1,0
RCT000000969,RC0022,U0001283,in_app,2026-05-25 09:00:00,1,0
RCT000000970,RC0002,U0009912,push,2026-06-14 10:00:00,1,0
RCT000000971,RC0018,U0004419,push,2026-02-12 19:00:00,0,0
RCT000000972,RC0024,U0001106,push,2026-06-06 08:00:00,1,0
RCT000000973,RC0009,U0005371,sms,2026-05-12 15:00:00,1,1
RCT000000974,RC0022,U0004734,in_app,2026-05-24 18:00:00,1,0
RCT000000975,RC0024,U0002855,push,2026-06-06 11:00:00,1,0
RCT000000976,RC0011,U0001672,sms,2026-07-10 12:00:00,1,0
RCT000000977,RC0014,U0000556,push,2026-03-26 20:00:00,0,0
RCT000000978,RC0013,U0001106,push,2026-02-19 08:00:00,0,0
RCT000000979,RC0009,U0005560,sms,2026-05-07 13:00:00,1,1
RCT000000980,RC0008,U0005682,push,2026-06-22 20:00:00,1,0
RCT000000981,RC0024,U0011140,push,2026-06-10 14:00:00,1,0
RCT000000982,RC0021,U0008382,in_app,2026-04-16 16:00:00,1,1
RCT000000983,RC0023,U0003878,sms,2026-05-29 21:00:00,1,0
RCT000000984,RC0011,U0010595,sms,2026-07-11 18:00:00,1,0
RCT000000985,RC0007,U0002888,push,2026-06-23 09:00:00,1,0
RCT000000986,RC0003,U0000645,push,2026-02-10 09:00:00,1,0
RCT000000987,RC0021,U0002928,in_app,2026-04-20 12:00:00,1,0
RCT000000988,RC0023,U0006340,sms,2026-06-01 16:00:00,1,0
RCT000000989,RC0004,U0006897,in_app,2026-02-04 16:00:00,1,0
RCT000000990,RC0004,U0001171,in_app,2026-01-31 15:00:00,1,0
RCT000000991,RC0002,U0002293,push,2026-06-14 15:00:00,1,0
RCT000000992,RC0011,U0011270,sms,2026-07-14 12:00:00,1,0
RCT000000993,RC0021,U0004151,in_app,2026-04-16 08:00:00,1,0
RCT000000994,RC0015,U0009143,push,2026-04-22 19:00:00,1,0
RCT000000995,RC0024,U0001098,push,2026-06-08 13:00:00,1,0
RCT000000996,RC0001,U0006160,push,2026-07-27 17:00:00,1,0
RCT000000997,RC0021,U0011438,in_app,2026-04-14 14:00:00,1,0
RCT000000998,RC0009,U0006630,sms,2026-05-10 18:00:00,1,1
RCT000000999,RC0004,U0002875,in_app,2026-02-05 08:00:00,1,0
RCT000001000,RC0008,U0011251,push,2026-06-24 14:00:00,1,1
RCT000001001,RC0019,U0001865,sms,2026-07-01 13:00:00,1,0
RCT000001002,RC0012,U0004501,push,2026-02-27 10:00:00,1,0
RCT000001003,RC0018,U0009127,push,2026-02-09 20:00:00,1,0
RCT000001004,RC0006,U0008489,in_app,2026-02-15 17:00:00,1,0
RCT000001005,RC0017,U0000539,sms,2026-04-13 14:00:00,1,0
RCT000001006,RC0014,U0006141,push,2026-03-27 08:00:00,1,0
RCT000001007,RC0012,U0007331,push,2026-03-01 12:00:00,1,0
RCT000001008,RC0007,U0006957,push,2026-06-27 18:00:00,0,0
RCT000001009,RC0018,U0002123,push,2026-02-14 12:00:00,1,0
RCT000001010,RC0006,U0000333,in_app,2026-02-18 09:00:00,1,0
RCT000001011,RC0001,U0003186,push,2026-08-01 17:00:00,1,0
RCT000001012,RC0018,U0004150,push,2026-02-09 13:00:00,1,1
RCT000001013,RC0024,U0006298,push,2026-06-09 13:00:00,1,0
RCT000001014,RC0008,U0008784,push,2026-06-21 11:00:00,1,0
RCT000001015,RC0019,U0010374,sms,2026-07-01 18:00:00,1,0
RCT000001016,RC0010,U0004171,push,2026-03-12 20:00:00,1,0
RCT000001017,RC0017,U0006868,sms,2026-04-11 20:00:00,1,0
RCT000001018,RC0022,U0002273,in_app,2026-05-27 17:00:00,1,0
RCT000001019,RC0014,U0011378,push,2026-03-27 09:00:00,1,0
RCT000001020,RC0020,U0007790,push,2026-05-26 09:00:00,1,0
RCT000001021,RC0020,U0005095,push,2026-05-27 11:00:00,1,0
RCT000001022,RC0001,U0010019,push,2026-07-31 14:00:00,1,0
RCT000001023,RC0017,U0010327,sms,2026-04-12 15:00:00,1,0
RCT000001024,RC0019,U0003594,sms,2026-06-27 08:00:00,1,0
RCT000001025,RC0016,U0005631,in_app,2026-02-20 18:00:00,1,0
RCT000001026,RC0024,U0001507,push,2026-06-10 18:00:00,1,0
RCT000001027,RC0016,U0005981,in_app,2026-02-20 11:00:00,1,0
RCT000001028,RC0010,U0000555,push,2026-03-16 17:00:00,1,0
RCT000001029,RC0012,U0009196,push,2026-03-03 19:00:00,1,0
RCT000001030,RC0008,U0009676,push,2026-06-25 20:00:00,1,1
RCT000001031,RC0008,U0004484,push,2026-06-21 17:00:00,1,0
RCT000001032,RC0015,U0011117,push,2026-04-22 18:00:00,1,0
RCT000001033,RC0003,U0011838,push,2026-02-16 13:00:00,1,0
RCT000001034,RC0017,U0003149,sms,2026-04-08 18:00:00,1,0
RCT000001035,RC0011,U0008638,sms,2026-07-14 09:00:00,1,0
RCT000001036,RC0006,U0009224,in_app,2026-02-15 18:00:00,1,1
RCT000001037,RC0017,U0008127,sms,2026-04-13 20:00:00,1,0
RCT000001038,RC0005,U0001948,push,2026-07-30 15:00:00,1,0
RCT000001039,RC0003,U0007534,push,2026-02-11 09:00:00,1,0
RCT000001040,RC0011,U0011329,sms,2026-07-10 18:00:00,1,0
RCT000001041,RC0003,U0009986,push,2026-02-13 18:00:00,1,1
RCT000001042,RC0015,U0010805,push,2026-04-26 09:00:00,1,0
RCT000001043,RC0021,U0010396,in_app,2026-04-20 09:00:00,1,0
RCT000001044,RC0012,U0009463,push,2026-02-28 18:00:00,1,0
RCT000001045,RC0020,U0000202,push,2026-05-29 09:00:00,1,0
RCT000001046,RC0022,U0001163,in_app,2026-05-24 13:00:00,0,0
RCT000001047,RC0023,U0011799,sms,2026-05-28 11:00:00,1,0
RCT000001048,RC0010,U0001089,push,2026-03-14 11:00:00,1,0
RCT000001049,RC0003,U0009110,push,2026-02-15 17:00:00,1,0
RCT000001050,RC0001,U0010783,push,2026-07-26 14:00:00,1,1
RCT000001051,RC0019,U0011848,sms,2026-06-25 19:00:00,1,0
RCT000001052,RC0001,U0003625,push,2026-07-28 17:00:00,1,0
RCT000001053,RC0002,U0001715,push,2026-06-14 11:00:00,1,1
RCT000001054,RC0011,U0000617,sms,2026-07-10 19:00:00,1,0
RCT000001055,RC0004,U0010895,in_app,2026-02-06 11:00:00,1,0
RCT000001056,RC0015,U0008159,push,2026-04-22 16:00:00,1,0
RCT000001057,RC0005,U0010026,push,2026-08-03 19:00:00,1,0
RCT000001058,RC0020,U0011731,push,2026-05-30 09:00:00,1,0
RCT000001059,RC0021,U0005141,in_app,2026-04-20 20:00:00,1,1
RCT000001060,RC0020,U0000679,push,2026-05-30 20:00:00,1,0
RCT000001061,RC0013,U0006354,push,2026-02-17 21:00:00,1,0
RCT000001062,RC0007,U0009826,push,2026-06-29 18:00:00,1,1
RCT000001063,RC0023,U0009441,sms,2026-06-01 17:00:00,1,0
RCT000001064,RC0021,U0006542,in_app,2026-04-19 13:00:00,1,0
RCT000001065,RC0008,U0010660,push,2026-06-22 13:00:00,1,1
RCT000001066,RC0019,U0007734,sms,2026-06-30 11:00:00,1,0
RCT000001067,RC0013,U0010523,push,2026-02-19 13:00:00,1,0
RCT000001068,RC0014,U0008224,push,2026-03-21 15:00:00,1,0
RCT000001069,RC0019,U0009767,sms,2026-06-25 17:00:00,1,0
RCT000001070,RC0024,U0000972,push,2026-06-05 09:00:00,1,0
RCT000001071,RC0003,U0010594,push,2026-02-16 09:00:00,1,1
RCT000001072,RC0007,U0003746,push,2026-06-28 12:00:00,1,0
RCT000001073,RC0017,U0003132,sms,2026-04-11 18:00:00,1,0
RCT000001074,RC0005,U0009481,push,2026-07-28 12:00:00,1,0
RCT000001075,RC0023,U0010809,sms,2026-05-31 21:00:00,1,0
RCT000001076,RC0012,U0003729,push,2026-03-02 10:00:00,1,0
RCT000001077,RC0010,U0001119,push,2026-03-12 18:00:00,1,0
RCT000001078,RC0011,U0008302,sms,2026-07-10 13:00:00,1,0
RCT000001079,RC0019,U0008873,sms,2026-07-01 11:00:00,1,0
RCT000001080,RC0005,U0002888,push,2026-08-02 20:00:00,1,0
RCT000001081,RC0017,U0008784,sms,2026-04-09 12:00:00,1,1
RCT000001082,RC0003,U0002185,push,2026-02-15 16:00:00,1,1
RCT000001083,RC0005,U0002752,push,2026-07-29 09:00:00,1,0
RCT000001084,RC0014,U0002898,push,2026-03-24 12:00:00,1,0
RCT000001085,RC0012,U0005700,push,2026-03-05 12:00:00,1,0
RCT000001086,RC0017,U0003425,sms,2026-04-13 08:00:00,1,1
RCT000001087,RC0017,U0011947,sms,2026-04-09 13:00:00,1,0
RCT000001088,RC0007,U0003120,push,2026-06-26 20:00:00,1,0
RCT000001089,RC0014,U0010605,push,2026-03-25 09:00:00,1,0
RCT000001090,RC0020,U0006372,push,2026-05-28 09:00:00,1,0
RCT000001091,RC0005,U0006645,push,2026-07-28 21:00:00,1,0
RCT000001092,RC0005,U0002916,push,2026-07-31 15:00:00,1,0
RCT000001093,RC0024,U0011034,push,2026-06-06 21:00:00,1,0
RCT000001094,RC0003,U0005055,push,2026-02-13 16:00:00,0,0
RCT000001095,RC0006,U0007031,in_app,2026-02-18 14:00:00,1,0
RCT000001096,RC0019,U0002929,sms,2026-06-27 19:00:00,1,0
RCT000001097,RC0021,U0009437,in_app,2026-04-16 17:00:00,1,0
RCT000001098,RC0005,U0007986,push,2026-07-29 18:00:00,1,0
RCT000001099,RC0022,U0006840,in_app,2026-05-22 12:00:00,1,0
RCT000001100,RC0019,U0008992,sms,2026-06-26 21:00:00,1,0
RCT000001101,RC0012,U0007124,push,2026-03-01 11:00:00,1,0
RCT000001102,RC0014,U0011110,push,2026-03-26 14:00:00,1,0
RCT000001103,RC0003,U0007609,push,2026-02-11 12:00:00,1,0
RCT000001104,RC0017,U0003407,sms,2026-04-11 19:00:00,1,0
RCT000001105,RC0010,U0005009,push,2026-03-15 13:00:00,1,0
RCT000001106,RC0019,U0004319,sms,2026-06-27 09:00:00,1,0
RCT000001107,RC0009,U0008906,sms,2026-05-11 21:00:00,0,0
RCT000001108,RC0024,U0010107,push,2026-06-04 12:00:00,1,1
RCT000001109,RC0024,U0004443,push,2026-06-05 10:00:00,1,0
RCT000001110,RC0021,U0003091,in_app,2026-04-17 08:00:00,1,0
RCT000001111,RC0009,U0000739,sms,2026-05-07 13:00:00,1,1
RCT000001112,RC0018,U0008608,push,2026-02-08 20:00:00,1,0
RCT000001113,RC0003,U0008147,push,2026-02-10 18:00:00,1,0
RCT000001114,RC0011,U0007845,sms,2026-07-11 14:00:00,1,0
RCT000001115,RC0015,U0007662,push,2026-04-24 10:00:00,1,0
RCT000001116,RC0024,U0008584,push,2026-06-10 21:00:00,1,0
RCT000001117,RC0019,U0005939,sms,2026-06-26 20:00:00,1,0
RCT000001118,RC0004,U0005700,in_app,2026-02-01 19:00:00,1,0
RCT000001119,RC0006,U0000996,in_app,2026-02-16 12:00:00,1,0
RCT000001120,RC0020,U0004827,push,2026-05-27 12:00:00,1,0
RCT000001121,RC0011,U0003009,sms,2026-07-10 18:00:00,1,0
RCT000001122,RC0019,U0004516,sms,2026-06-29 18:00:00,1,0
RCT000001123,RC0019,U0000995,sms,2026-06-25 18:00:00,1,1
RCT000001124,RC0010,U0003007,push,2026-03-17 18:00:00,1,0
RCT000001125,RC0017,U0004298,sms,2026-04-11 14:00:00,0,0
RCT000001126,RC0009,U0005477,sms,2026-05-07 12:00:00,1,0
RCT000001127,RC0020,U0006671,push,2026-05-26 19:00:00,1,0
RCT000001128,RC0002,U0009928,push,2026-06-16 19:00:00,1,1
RCT000001129,RC0019,U0009128,sms,2026-06-27 21:00:00,1,0
RCT000001130,RC0024,U0008637,push,2026-06-07 08:00:00,1,0
RCT000001131,RC0009,U0004135,sms,2026-05-06 14:00:00,1,1
RCT000001132,RC0008,U0005654,push,2026-06-25 15:00:00,1,0
RCT000001133,RC0003,U0005217,push,2026-02-11 13:00:00,1,0
RCT000001134,RC0012,U0000778,push,2026-03-01 13:00:00,1,0
RCT000001135,RC0012,U0005059,push,2026-03-02 15:00:00,1,1
RCT000001136,RC0018,U0006784,push,2026-02-11 21:00:00,1,0
RCT000001137,RC0010,U0001737,push,2026-03-18 10:00:00,1,0
RCT000001138,RC0002,U0003525,push,2026-06-16 10:00:00,1,0
RCT000001139,RC0023,U0011223,sms,2026-06-01 14:00:00,1,0
RCT000001140,RC0017,U0004648,sms,2026-04-09 12:00:00,1,0
RCT000001141,RC0003,U0010419,push,2026-02-14 19:00:00,1,1
RCT000001142,RC0017,U0004597,sms,2026-04-11 16:00:00,1,0
RCT000001143,RC0007,U0007281,push,2026-06-26 12:00:00,1,0
RCT000001144,RC0012,U0007112,push,2026-03-05 13:00:00,1,0
RCT000001145,RC0009,U0000677,sms,2026-05-06 08:00:00,1,0
RCT000001146,RC0004,U0011724,in_app,2026-02-05 08:00:00,1,0
RCT000001147,RC0023,U0010276,sms,2026-05-28 19:00:00,1,0
RCT000001148,RC0012,U0010223,push,2026-02-27 18:00:00,1,0
RCT000001149,RC0024,U0010395,push,2026-06-06 17:00:00,1,0
RCT000001150,RC0006,U0006347,in_app,2026-02-19 09:00:00,1,1
RCT000001151,RC0019,U0006326,sms,2026-06-25 19:00:00,1,0
RCT000001152,RC0024,U0008044,push,2026-06-04 09:00:00,1,1
RCT000001153,RC0012,U0008561,push,2026-02-27 14:00:00,1,0
RCT000001154,RC0016,U0009450,in_app,2026-02-22 08:00:00,1,0
RCT000001155,RC0024,U0010223,push,2026-06-06 10:00:00,1,0
RCT000001156,RC0006,U0009876,in_app,2026-02-20 17:00:00,1,0
RCT000001157,RC0024,U0006299,push,2026-06-09 18:00:00,1,0
RCT000001158,RC0012,U0008163,push,2026-03-02 14:00:00,1,0
RCT000001159,RC0006,U0003064,in_app,2026-02-16 13:00:00,1,0
RCT000001160,RC0003,U0009103,push,2026-02-16 12:00:00,1,0
RCT000001161,RC0007,U0009481,push,2026-06-26 13:00:00,0,0
RCT000001162,RC0011,U0004548,sms,2026-07-13 08:00:00,1,0
RCT000001163,RC0008,U0008925,push,2026-06-22 15:00:00,1,1
RCT000001164,RC0023,U0000744,sms,2026-05-27 20:00:00,1,0
RCT000001165,RC0021,U0000423,in_app,2026-04-15 20:00:00,1,0
RCT000001166,RC0019,U0009648,sms,2026-06-30 09:00:00,1,0
RCT000001167,RC0018,U0006329,push,2026-02-09 20:00:00,1,0
RCT000001168,RC0005,U0005033,push,2026-08-01 18:00:00,1,0
RCT000001169,RC0010,U0005040,push,2026-03-16 16:00:00,1,0
RCT000001170,RC0023,U0002582,sms,2026-05-27 10:00:00,1,0
RCT000001171,RC0024,U0007376,push,2026-06-07 16:00:00,1,0
RCT000001172,RC0010,U0006329,push,2026-03-16 10:00:00,0,0
RCT000001173,RC0015,U0005679,push,2026-04-25 14:00:00,1,0
RCT000001174,RC0010,U0004296,push,2026-03-16 13:00:00,1,0
RCT000001175,RC0023,U0000486,sms,2026-05-31 09:00:00,1,0
RCT000001176,RC0009,U0003320,sms,2026-05-10 19:00:00,1,0
RCT000001177,RC0020,U0004813,push,2026-05-30 12:00:00,1,0
RCT000001178,RC0012,U0003260,push,2026-03-01 17:00:00,1,0
RCT000001179,RC0023,U0002740,sms,2026-05-29 20:00:00,1,0
RCT000001180,RC0024,U0003371,push,2026-06-07 21:00:00,1,1
RCT000001181,RC0005,U0002027,push,2026-07-30 12:00:00,1,0
RCT000001182,RC0008,U0010514,push,2026-06-27 19:00:00,1,0
RCT000001183,RC0019,U0011668,sms,2026-07-01 17:00:00,1,0
RCT000001184,RC0010,U0011676,push,2026-03-12 10:00:00,1,1
RCT000001185,RC0005,U0004193,push,2026-08-01 18:00:00,1,0
RCT000001186,RC0011,U0010246,sms,2026-07-16 15:00:00,1,0
RCT000001187,RC0002,U0011547,push,2026-06-17 12:00:00,1,0
RCT000001188,RC0017,U0006869,sms,2026-04-08 18:00:00,0,0
RCT000001189,RC0009,U0000583,sms,2026-05-08 09:00:00,1,0
RCT000001190,RC0013,U0009414,push,2026-02-14 16:00:00,1,0
RCT000001191,RC0024,U0009445,push,2026-06-07 14:00:00,1,0
RCT000001192,RC0023,U0005195,sms,2026-05-30 13:00:00,1,0
RCT000001193,RC0014,U0001213,push,2026-03-24 18:00:00,0,0
RCT000001194,RC0014,U0004152,push,2026-03-26 16:00:00,1,0
RCT000001195,RC0010,U0002860,push,2026-03-16 19:00:00,1,0
RCT000001196,RC0014,U0000806,push,2026-03-25 17:00:00,1,1
RCT000001197,RC0016,U0007266,in_app,2026-02-21 14:00:00,1,0
RCT000001198,RC0011,U0010829,sms,2026-07-14 17:00:00,1,1
RCT000001199,RC0020,U0000428,push,2026-05-27 08:00:00,1,0
RCT000001200,RC0007,U0002467,push,2026-06-26 13:00:00,1,0
RCT000001201,RC0006,U0004337,in_app,2026-02-20 13:00:00,1,0
RCT000001202,RC0022,U0004168,in_app,2026-05-23 11:00:00,1,0
RCT000001203,RC0020,U0007764,push,2026-05-30 11:00:00,1,0
RCT000001204,RC0009,U0001411,sms,2026-05-07 14:00:00,1,0
RCT000001205,RC0008,U0008407,push,2026-06-24 17:00:00,1,1
RCT000001206,RC0024,U0002807,push,2026-06-09 21:00:00,1,0
RCT000001207,RC0005,U0002932,push,2026-08-02 19:00:00,1,0
RCT000001208,RC0007,U0001716,push,2026-06-24 09:00:00,1,0
RCT000001209,RC0001,U0000004,push,2026-07-30 18:00:00,1,0
RCT000001210,RC0013,U0005896,push,2026-02-19 17:00:00,1,0
RCT000001211,RC0006,U0011280,in_app,2026-02-17 10:00:00,1,0
RCT000001212,RC0014,U0007598,push,2026-03-24 18:00:00,1,0
RCT000001213,RC0005,U0003123,push,2026-08-01 14:00:00,1,0
RCT000001214,RC0015,U0011246,push,2026-04-27 21:00:00,1,1
RCT000001215,RC0014,U0005746,push,2026-03-22 12:00:00,1,0
RCT000001216,RC0019,U0004739,sms,2026-06-28 15:00:00,1,0
RCT000001217,RC0018,U0002903,push,2026-02-09 21:00:00,0,0
RCT000001218,RC0024,U0002093,push,2026-06-06 12:00:00,1,0
RCT000001219,RC0008,U0002736,push,2026-06-23 08:00:00,1,1
RCT000001220,RC0022,U0004175,in_app,2026-05-21 14:00:00,1,0
RCT000001221,RC0013,U0008018,push,2026-02-16 16:00:00,1,0
RCT000001222,RC0016,U0003372,in_app,2026-02-25 16:00:00,1,1
RCT000001223,RC0007,U0001076,push,2026-06-24 10:00:00,1,0
RCT000001224,RC0004,U0005836,in_app,2026-02-06 10:00:00,1,0
RCT000001225,RC0017,U0004280,sms,2026-04-12 12:00:00,1,0
RCT000001226,RC0003,U0007206,push,2026-02-14 09:00:00,1,0
RCT000001227,RC0020,U0006829,push,2026-05-30 17:00:00,1,1
RCT000001228,RC0012,U0011198,push,2026-03-02 11:00:00,1,0
RCT000001229,RC0001,U0007986,push,2026-08-01 16:00:00,1,0
RCT000001230,RC0017,U0011486,sms,2026-04-13 19:00:00,1,0
RCT000001231,RC0012,U0001737,push,2026-03-04 12:00:00,1,0
RCT000001232,RC0011,U0008306,sms,2026-07-12 21:00:00,1,0
RCT000001233,RC0020,U0003695,push,2026-05-27 21:00:00,1,1
RCT000001234,RC0008,U0006471,push,2026-06-26 18:00:00,1,0
RCT000001235,RC0006,U0004043,in_app,2026-02-16 20:00:00,1,0
RCT000001236,RC0006,U0003693,in_app,2026-02-20 15:00:00,0,0
RCT000001237,RC0010,U0008979,push,2026-03-13 09:00:00,1,0
RCT000001238,RC0005,U0011153,push,2026-08-01 18:00:00,1,0
RCT000001239,RC0022,U0009376,in_app,2026-05-27 16:00:00,1,0
RCT000001240,RC0004,U0009477,in_app,2026-02-05 17:00:00,1,0
RCT000001241,RC0001,U0003911,push,2026-07-26 11:00:00,1,1
RCT000001242,RC0017,U0011139,sms,2026-04-14 11:00:00,1,0
RCT000001243,RC0014,U0011233,push,2026-03-24 20:00:00,1,0
RCT000001244,RC0014,U0003564,push,2026-03-24 21:00:00,1,0
RCT000001245,RC0004,U0011493,in_app,2026-01-31 19:00:00,1,1
RCT000001246,RC0010,U0008211,push,2026-03-15 18:00:00,1,1
RCT000001247,RC0002,U0011283,push,2026-06-16 18:00:00,1,0
RCT000001248,RC0016,U0005799,in_app,2026-02-24 13:00:00,1,0
RCT000001249,RC0006,U0001930,in_app,2026-02-20 17:00:00,1,0
RCT000001250,RC0013,U0011726,push,2026-02-17 13:00:00,1,0
RCT000001251,RC0018,U0001710,push,2026-02-12 11:00:00,1,0
RCT000001252,RC0001,U0006076,push,2026-07-30 11:00:00,1,0
RCT000001253,RC0018,U0005463,push,2026-02-08 09:00:00,1,0
RCT000001254,RC0022,U0006368,in_app,2026-05-26 16:00:00,1,0
RCT000001255,RC0008,U0004658,push,2026-06-21 10:00:00,1,0
RCT000001256,RC0002,U0006104,push,2026-06-18 16:00:00,1,0
RCT000001257,RC0010,U0006271,push,2026-03-12 21:00:00,1,1
RCT000001258,RC0017,U0009876,sms,2026-04-08 13:00:00,1,0
RCT000001259,RC0021,U0004939,in_app,2026-04-17 12:00:00,1,0
RCT000001260,RC0021,U0007976,in_app,2026-04-19 20:00:00,1,1
RCT000001261,RC0020,U0001066,push,2026-05-28 19:00:00,1,0
RCT000001262,RC0004,U0003269,in_app,2026-02-06 21:00:00,1,1
RCT000001263,RC0004,U0004525,in_app,2026-02-03 08:00:00,1,0
RCT000001264,RC0018,U0009180,push,2026-02-10 15:00:00,1,1
RCT000001265,RC0003,U0007682,push,2026-02-11 10:00:00,1,0
RCT000001266,RC0012,U0006674,push,2026-03-03 15:00:00,1,0
RCT000001267,RC0003,U0004486,push,2026-02-13 20:00:00,1,0
RCT000001268,RC0001,U0008925,push,2026-07-28 12:00:00,1,0
RCT000001269,RC0019,U0003936,sms,2026-06-27 08:00:00,1,0
RCT000001270,RC0022,U0003117,in_app,2026-05-21 14:00:00,1,0
RCT000001271,RC0021,U0002948,in_app,2026-04-15 09:00:00,1,0
RCT000001272,RC0015,U0009290,push,2026-04-26 08:00:00,1,1
RCT000001273,RC0014,U0002736,push,2026-03-26 20:00:00,1,1
RCT000001274,RC0011,U0004554,sms,2026-07-12 11:00:00,1,0
RCT000001275,RC0007,U0001083,push,2026-06-29 13:00:00,1,0
RCT000001276,RC0015,U0001570,push,2026-04-22 12:00:00,1,0
RCT000001277,RC0018,U0006672,push,2026-02-14 21:00:00,1,0
RCT000001278,RC0005,U0010118,push,2026-07-31 11:00:00,1,0
RCT000001279,RC0003,U0006213,push,2026-02-14 14:00:00,1,0
RCT000001280,RC0004,U0003732,in_app,2026-02-05 14:00:00,1,0
RCT000001281,RC0013,U0005805,push,2026-02-16 16:00:00,1,0
RCT000001282,RC0011,U0005460,sms,2026-07-15 12:00:00,1,0
RCT000001283,RC0016,U0004953,in_app,2026-02-21 13:00:00,1,0
RCT000001284,RC0018,U0006064,push,2026-02-14 08:00:00,1,0
RCT000001285,RC0016,U0001813,in_app,2026-02-20 16:00:00,1,0
RCT000001286,RC0013,U0002873,push,2026-02-20 15:00:00,1,0
RCT000001287,RC0014,U0000462,push,2026-03-22 08:00:00,1,0
RCT000001288,RC0002,U0010026,push,2026-06-18 12:00:00,1,0
RCT000001289,RC0012,U0006048,push,2026-03-01 17:00:00,0,0
RCT000001290,RC0012,U0006943,push,2026-03-02 13:00:00,1,0
RCT000001291,RC0009,U0005105,sms,2026-05-09 18:00:00,1,0
RCT000001292,RC0018,U0006727,push,2026-02-14 08:00:00,1,0
RCT000001293,RC0017,U0011240,sms,2026-04-09 17:00:00,1,0
RCT000001294,RC0014,U0008354,push,2026-03-22 13:00:00,1,0
RCT000001295,RC0017,U0001206,sms,2026-04-12 12:00:00,1,0
RCT000001296,RC0013,U0010665,push,2026-02-17 20:00:00,1,0
RCT000001297,RC0004,U0004245,in_app,2026-01-31 09:00:00,1,0
