attribution_id,user_id,channel_id,ad_campaign_id,attribution_type,attributed_at,confidence_score
ATTR00001726,U0003564,CH03,ADC00090,last_click,2026-07-05 21:28:18,0.9201
ATTR00001727,U0003567,CH05,,first_click,2026-08-20 21:39:03,0.8892
ATTR00001728,U0003570,CH04,ADC00054,last_click,2026-02-28 06:55:17,0.8672
ATTR00001729,U0003571,CH04,ADC00023,last_click,2026-07-03 10:29:01,0.8615
ATTR00001730,U0003572,CH04,ADC00037,last_click,2026-06-05 15:00:10,0.7856
ATTR00001731,U0003574,CH06,ADC00093,first_click,2026-06-21 12:11:03,0.7874
ATTR00001732,U0003578,CH06,ADC00032,last_click,2026-02-17 23:05:44,0.8578
ATTR00001733,U0003580,CH03,ADC00091,first_click,2026-08-23 12:59:25,0.9347
ATTR00001734,U0003585,CH06,ADC00094,last_click,2026-02-21 08:51:38,0.7027
ATTR00001735,U0003589,CH03,ADC00100,last_click,2026-02-10 19:13:06,0.6398
ATTR00001736,U0003591,CH03,ADC00095,last_click,2026-06-21 14:58:43,0.9565
ATTR00001737,U0003594,CH06,ADC00017,last_click,2026-04-03 05:29:48,0.6757
ATTR00001738,U0003596,CH04,ADC00015,last_click,2026-01-27 14:07:28,0.7079
ATTR00001739,U0003599,CH06,ADC00017,last_click,2026-03-07 04:41:59,0.7831
ATTR00001740,U0003602,CH04,ADC00002,last_click,2026-05-01 18:04:54,0.7146
ATTR00001741,U0003610,CH04,ADC00099,view_through,2026-06-12 01:11:04,0.77
ATTR00001742,U0003611,CH05,ADC00020,last_click,2026-05-03 08:19:30,0.7346
ATTR00001743,U0003613,CH03,ADC00008,view_through,2026-02-25 00:17:38,0.9894
ATTR00001744,U0003615,CH03,ADC00085,last_click,2026-01-07 05:20:08,0.9817
ATTR00001745,U0003621,CH03,ADC00007,view_through,2026-05-21 17:59:46,0.717
ATTR00001746,U0003622,CH03,ADC00016,first_click,2026-02-12 06:51:41,0.7241
ATTR00001747,U0003626,CH06,ADC00093,view_through,2026-08-03 12:17:57,0.9161
ATTR00001748,U0003627,CH04,ADC00054,last_click,2026-02-21 12:08:11,0.7482
ATTR00001749,U0003632,CH06,ADC00093,last_click,2026-08-20 08:16:56,0.8769
ATTR00001750,U0003633,CH03,ADC00090,last_click,2026-08-08 23:03:21,0.7422
ATTR00001751,U0003635,CH03,ADC00091,last_click,2026-06-28 08:44:47,0.8936
ATTR00001752,U0003637,CH04,ADC00092,last_click,2026-04-15 03:47:11,0.6467
ATTR00001753,U0003638,CH03,ADC00091,last_click,2026-07-13 14:06:01,0.9221
ATTR00001754,U0003645,CH04,ADC00041,last_click,2026-08-03 20:44:50,0.9789
ATTR00001755,U0003646,CH05,ADC00072,first_click,2026-07-24 12:56:07,0.6552
ATTR00001756,U0003648,CH03,ADC00019,first_click,2026-07-24 09:43:42,0.8965
ATTR00001757,U0003649,CH05,ADC00069,view_through,2026-05-14 15:41:47,0.6452
ATTR00001758,U0003651,CH05,ADC00021,first_click,2026-04-12 09:51:14,0.9006
ATTR00001759,U0003654,CH03,ADC00091,last_click,2026-07-18 20:02:53,0.6945
ATTR00001760,U0003657,CH05,ADC00029,first_click,2026-06-20 05:22:00,0.6955
ATTR00001761,U0003658,CH05,ADC00047,last_click,2026-01-06 03:23:10,0.6534
ATTR00001762,U0003659,CH03,ADC00089,last_click,2026-04-16 22:13:01,0.6242
ATTR00001763,U0003660,CH04,ADC00027,last_click,2026-07-29 00:40:42,0.9261
ATTR00001764,U0003661,CH05,,last_click,2026-01-02 05:51:06,0.763
ATTR00001765,U0003664,CH05,ADC00047,last_click,2026-01-10 15:33:30,0.8823
ATTR00001766,U0003666,CH03,ADC00085,first_click,2026-01-07 05:09:07,0.6545
ATTR00001767,U0003672,CH03,ADC00008,first_click,2026-03-10 10:16:39,0.7339
ATTR00001768,U0003673,CH03,ADC00091,last_click,2026-08-24 22:56:47,0.8705
ATTR00001769,U0003675,CH06,ADC00049,first_click,2026-04-20 06:42:39,0.7507
ATTR00001770,U0003677,CH04,ADC00041,last_click,2026-08-01 01:36:06,0.7973
ATTR00001771,U0003682,CH03,ADC00071,last_click,2026-02-11 17:21:42,0.8052
ATTR00001772,U0003683,CH03,ADC00061,first_click,2026-05-09 18:45:20,0.9275
ATTR00001773,U0003689,CH06,ADC00094,last_click,2026-02-08 07:17:05,0.8521
ATTR00001774,U0003691,CH04,ADC00054,last_click,2026-01-18 06:05:50,0.8705
ATTR00001775,U0003695,CH03,ADC00089,first_click,2026-05-04 18:37:17,0.8007
ATTR00001776,U0003696,CH03,ADC00034,last_click,2026-03-20 12:04:40,0.9327
ATTR00001777,U0003698,CH03,ADC00086,last_click,2026-02-13 02:10:22,0.8326
ATTR00001778,U0003699,CH04,ADC00078,first_click,2026-05-29 05:01:30,0.9515
ATTR00001779,U0003701,CH06,ADC00036,last_click,2026-06-17 08:35:46,0.6851
ATTR00001780,U0003703,CH04,ADC00099,first_click,2026-06-20 05:55:54,0.9212
ATTR00001781,U0003704,CH03,ADC00090,last_click,2026-07-02 23:36:01,0.7374
ATTR00001782,U0003711,CH03,ADC00090,first_click,2026-07-30 05:31:38,0.7891
ATTR00001783,U0003712,CH03,ADC00061,last_click,2026-03-04 03:52:55,0.7044
ATTR00001784,U0003713,CH06,ADC00093,first_click,2026-06-25 23:54:15,0.7283
ATTR00001785,U0003717,CH05,ADC00068,last_click,2026-03-17 16:11:18,0.7202
ATTR00001786,U0003718,CH04,ADC00058,first_click,2026-07-19 19:22:52,0.8614
ATTR00001787,U0003719,CH04,ADC00055,last_click,2026-02-03 12:43:09,0.8082
ATTR00001788,U0003720,CH05,ADC00029,last_click,2026-05-03 13:58:51,0.9079
ATTR00001789,U0003724,CH04,ADC00078,last_click,2026-05-21 21:58:54,0.6384
ATTR00001790,U0003727,CH03,ADC00028,first_click,2026-05-31 19:10:37,0.6388
ATTR00001791,U0003728,CH05,ADC00059,last_click,2026-07-14 05:54:29,0.9383
ATTR00001792,U0003729,CH03,ADC00019,last_click,2026-07-12 17:10:56,0.8499
ATTR00001793,U0003731,CH05,ADC00082,last_click,2026-05-08 09:22:28,0.9833
ATTR00001794,U0003732,CH04,ADC00012,last_click,2026-04-10 17:22:03,0.8407
ATTR00001795,U0003736,CH03,ADC00071,last_click,2026-03-05 00:05:47,0.661
ATTR00001796,U0003740,CH04,ADC00060,last_click,2026-02-15 16:45:57,0.8908
ATTR00001797,U0003741,CH05,ADC00065,last_click,2026-03-03 12:01:02,0.9779
ATTR00001798,U0003742,CH03,ADC00026,last_click,2026-06-23 06:59:48,0.812
ATTR00001799,U0003745,CH03,ADC00091,last_click,2026-06-22 16:03:54,0.9743
ATTR00001800,U0003746,CH06,ADC00032,last_click,2026-02-17 13:29:20,0.6638
ATTR00001801,U0003748,CH03,ADC00071,first_click,2026-02-04 11:15:26,0.7213
ATTR00001802,U0003751,CH05,ADC00047,last_click,2026-02-17 19:33:30,0.631
ATTR00001803,U0003756,CH03,ADC00048,last_click,2026-03-22 19:26:38,0.8655
ATTR00001804,U0003757,CH04,ADC00058,last_click,2026-08-20 14:58:47,0.8078
ATTR00001805,U0003758,CH04,ADC00054,last_click,2026-01-15 05:40:17,0.8666
ATTR00001806,U0003760,CH03,ADC00007,first_click,2026-05-13 11:40:59,0.8364
ATTR00001807,U0003761,CH06,ADC00032,view_through,2026-01-14 14:18:12,0.7361
ATTR00001808,U0003762,CH04,ADC00041,last_click,2026-07-26 19:33:14,0.9517
ATTR00001809,U0003763,CH05,ADC00083,last_click,2026-06-14 14:12:49,0.6554
ATTR00001810,U0003764,CH03,ADC00035,last_click,2026-05-18 15:21:20,0.7383
ATTR00001811,U0003767,CH03,ADC00075,first_click,2026-03-31 14:17:28,0.7912
ATTR00001812,U0003768,CH03,ADC00048,first_click,2026-04-10 13:16:49,0.7231
ATTR00001813,U0003772,CH03,ADC00048,last_click,2026-04-05 18:19:10,0.7952
ATTR00001814,U0003774,CH03,ADC00048,last_click,2026-04-17 09:03:37,0.969
ATTR00001815,U0003775,CH04,ADC00054,last_click,2026-01-09 03:34:52,0.7266
ATTR00001816,U0003776,CH03,ADC00071,last_click,2026-02-07 19:06:15,0.7156
ATTR00001817,U0003782,CH04,ADC00058,last_click,2026-08-20 14:50:53,0.8635
ATTR00001818,U0003783,CH04,ADC00058,last_click,2026-08-20 02:56:03,0.7347
ATTR00001819,U0003786,CH03,ADC00028,first_click,2026-04-05 08:17:49,0.718
ATTR00001820,U0003787,CH05,ADC00044,last_click,2026-04-21 01:43:20,0.9064
ATTR00001821,U0003790,CH03,ADC00091,last_click,2026-06-21 06:52:47,0.8383
ATTR00001822,U0003792,CH04,ADC00014,first_click,2026-03-17 20:24:57,0.8558
ATTR00001823,U0003794,CH06,ADC00004,first_click,2026-03-12 19:37:56,0.7257
ATTR00001824,U0003796,CH04,ADC00055,last_click,2026-03-24 18:59:25,0.6349
ATTR00001825,U0003798,CH03,ADC00022,first_click,2026-05-25 15:24:57,0.7953
ATTR00001826,U0003799,CH05,ADC00046,view_through,2026-06-27 06:38:15,0.8508
ATTR00001827,U0003803,CH04,ADC00054,last_click,2026-02-08 02:12:53,0.9038
ATTR00001828,U0003804,CH03,ADC00007,last_click,2026-06-17 10:40:20,0.8438
ATTR00001829,U0003805,CH06,ADC00011,last_click,2026-05-02 08:12:49,0.7971
ATTR00001830,U0003808,CH03,ADC00030,last_click,2026-04-28 16:54:20,0.6274
ATTR00001831,U0003810,CH05,ADC00047,first_click,2026-01-07 18:29:58,0.8505
ATTR00001832,U0003813,CH04,ADC00092,last_click,2026-04-28 20:11:40,0.8822
ATTR00001833,U0003817,CH06,ADC00096,last_click,2026-03-31 10:10:20,0.6937
ATTR00001834,U0003818,CH06,ADC00036,view_through,2026-06-14 07:19:46,0.765
ATTR00001835,U0003822,CH03,ADC00016,last_click,2026-04-03 02:16:15,0.9018
ATTR00001836,U0003824,CH03,ADC00100,view_through,2026-01-16 22:24:06,0.6331
ATTR00001837,U0003826,CH03,ADC00048,last_click,2026-04-11 06:03:40,0.6694
ATTR00001838,U0003827,CH05,ADC00047,last_click,2026-01-22 12:05:42,0.748
ATTR00001839,U0003828,CH03,ADC00061,first_click,2026-03-22 06:31:39,0.7841
ATTR00001840,U0003835,CH03,ADC00091,first_click,2026-07-10 17:18:51,0.9358
ATTR00001841,U0003836,CH04,ADC00054,last_click,2026-01-24 12:53:46,0.712
ATTR00001842,U0003837,CH03,ADC00100,last_click,2026-03-18 15:50:49,0.9367
ATTR00001843,U0003838,CH04,ADC00063,last_click,2026-07-11 21:38:16,0.7056
ATTR00001844,U0003839,CH04,ADC00023,last_click,2026-06-19 08:48:14,0.7606
ATTR00001845,U0003842,CH03,ADC00085,last_click,2026-01-10 08:29:16,0.793
ATTR00001846,U0003845,CH06,ADC00079,last_click,2026-02-10 15:43:24,0.7849
ATTR00001847,U0003846,CH04,ADC00058,last_click,2026-08-12 02:17:43,0.9803
ATTR00001848,U0003847,CH04,ADC00077,last_click,2026-05-25 07:26:10,0.7395
ATTR00001849,U0003851,CH05,ADC00059,last_click,2026-07-13 02:15:35,0.7353
ATTR00001850,U0003852,CH03,ADC00085,last_click,2026-02-12 11:36:54,0.8811
ATTR00001851,U0003855,CH04,ADC00078,view_through,2026-06-17 05:19:19,0.9089
ATTR00001852,U0003857,CH03,ADC00100,last_click,2026-02-07 05:39:39,0.9392
ATTR00001853,U0003858,CH05,ADC00069,view_through,2026-05-04 13:40:24,0.918
ATTR00001854,U0003861,CH03,ADC00095,last_click,2026-07-02 21:31:45,0.8842
ATTR00001855,U0003866,CH03,ADC00048,last_click,2026-01-30 22:00:31,0.9593
ATTR00001856,U0003867,CH03,ADC00061,view_through,2026-04-24 07:23:32,0.8491
ATTR00001857,U0003869,CH04,ADC00057,last_click,2026-05-14 13:51:18,0.9835
ATTR00001858,U0003871,CH06,ADC00096,last_click,2026-03-23 03:48:10,0.9127
ATTR00001859,U0003873,CH05,ADC00059,last_click,2026-08-15 00:55:37,0.7875
ATTR00001860,U0003874,CH04,ADC00062,first_click,2026-04-16 12:35:33,0.6981
ATTR00001861,U0003875,CH03,ADC00022,last_click,2026-05-25 17:06:23,0.6357
ATTR00001862,U0003876,CH04,ADC00013,first_click,2026-04-29 09:41:49,0.7534
ATTR00001863,U0003877,CH03,ADC00100,last_click,2026-03-21 12:52:41,0.8894
ATTR00001864,U0003878,CH04,ADC00051,last_click,2026-07-01 23:32:17,0.953
ATTR00001865,U0003879,CH05,ADC00021,first_click,2026-04-11 19:48:23,0.632
ATTR00001866,U0003880,CH06,ADC00094,first_click,2026-02-22 17:27:40,0.8915
ATTR00001867,U0003881,CH03,ADC00100,view_through,2026-02-23 01:20:49,0.8344
ATTR00001868,U0003884,CH03,ADC00088,last_click,2026-05-14 13:35:38,0.74
ATTR00001869,U0003887,CH03,ADC00091,first_click,2026-08-28 10:53:03,0.9338
ATTR00001870,U0003889,CH06,ADC00093,last_click,2026-08-23 18:25:50,0.8451
ATTR00001871,U0003891,CH05,ADC00059,last_click,2026-07-05 06:22:31,0.7098
ATTR00001872,U0003895,CH04,ADC00066,last_click,2026-05-11 14:09:43,0.7573
ATTR00001873,U0003897,CH04,ADC00051,view_through,2026-06-17 02:50:12,0.8726
ATTR00001874,U0003901,CH03,ADC00085,last_click,2026-03-02 18:16:25,0.7173
ATTR00001875,U0003903,CH06,ADC00011,last_click,2026-04-10 13:39:02,0.9516
ATTR00001876,U0003905,CH05,ADC00097,last_click,2026-04-12 07:59:19,0.9262
ATTR00001877,U0003907,CH03,ADC00034,last_click,2026-03-15 14:15:59,0.8719
ATTR00001878,U0003908,CH03,ADC00026,last_click,2026-06-07 09:30:20,0.9258
ATTR00001879,U0003909,CH04,ADC00027,last_click,2026-07-20 21:56:58,0.9748
ATTR00001880,U0003910,CH03,ADC00088,last_click,2026-05-09 08:30:05,0.8793
ATTR00001881,U0003912,CH04,ADC00058,last_click,2026-08-20 10:17:51,0.7786
ATTR00001882,U0003913,CH05,ADC00009,last_click,2026-04-11 00:55:07,0.7228
ATTR00001883,U0003916,CH03,ADC00071,first_click,2026-02-20 10:52:48,0.6541
ATTR00001884,U0003917,CH03,ADC00008,last_click,2026-02-06 20:37:39,0.7019
ATTR00001885,U0003920,CH06,ADC00050,last_click,2026-04-05 21:13:24,0.8725
ATTR00001886,U0003921,CH04,ADC00023,last_click,2026-05-30 07:16:33,0.6771
ATTR00001887,U0003922,CH03,ADC00007,view_through,2026-06-16 04:37:47,0.7703
ATTR00001888,U0003924,CH03,ADC00016,last_click,2026-03-19 13:14:44,0.933
ATTR00001889,U0003927,CH03,ADC00088,last_click,2026-04-27 08:03:32,0.7864
ATTR00001890,U0003928,CH04,ADC00054,last_click,2026-01-13 15:29:32,0.8965
ATTR00001891,U0003930,CH04,ADC00023,first_click,2026-07-11 12:32:58,0.691
ATTR00001892,U0003931,CH03,ADC00019,last_click,2026-07-24 18:31:26,0.7676
ATTR00001893,U0003933,CH04,ADC00058,first_click,2026-08-28 07:31:39,0.8192
ATTR00001894,U0003937,CH03,ADC00086,view_through,2026-02-22 08:36:30,0.6452
ATTR00001895,U0003946,CH04,ADC00087,last_click,2026-02-09 05:32:38,0.8462
ATTR00001896,U0003948,CH03,ADC00091,last_click,2026-08-26 11:30:59,0.9552
ATTR00001897,U0003949,CH04,ADC00092,first_click,2026-04-23 00:00:01,0.8185
ATTR00001898,U0003951,CH03,ADC00016,last_click,2026-02-12 16:45:07,0.9119
ATTR00001899,U0003958,CH04,ADC00001,first_click,2026-06-19 23:59:40,0.8271
ATTR00001900,U0003961,CH05,ADC00047,view_through,2026-01-16 22:23:36,0.6317
ATTR00001901,U0003963,CH04,ADC00052,first_click,2026-03-03 12:47:57,0.7462
ATTR00001902,U0003964,CH06,ADC00067,first_click,2026-05-02 18:36:01,0.6907
ATTR00001903,U0003965,CH03,ADC00090,last_click,2026-08-01 20:13:34,0.6808
ATTR00001904,U0003967,CH04,ADC00055,last_click,2026-02-01 20:14:31,0.9288
ATTR00001905,U0003968,CH06,ADC00079,last_click,2026-01-28 16:20:03,0.8573
ATTR00001906,U0003969,CH05,ADC00072,last_click,2026-05-25 21:28:51,0.9556
ATTR00001907,U0003972,CH05,,last_click,2026-08-22 03:38:13,0.7866
ATTR00001908,U0003973,CH05,ADC00080,first_click,2026-04-25 11:27:28,0.729
ATTR00001909,U0003975,CH03,ADC00091,last_click,2026-07-07 23:00:18,0.8861
ATTR00001910,U0003976,CH04,ADC00015,last_click,2026-02-21 00:58:47,0.7115
ATTR00001911,U0003977,CH03,ADC00019,first_click,2026-06-13 02:34:30,0.9536
ATTR00001912,U0003978,CH03,ADC00085,first_click,2026-01-07 03:39:46,0.9774
ATTR00001913,U0003980,CH03,ADC00091,last_click,2026-08-17 17:13:34,0.8051
ATTR00001914,U0003982,CH06,ADC00079,last_click,2026-01-23 17:14:44,0.7859
ATTR00001915,U0003984,CH03,ADC00090,last_click,2026-08-06 14:03:31,0.7157
ATTR00001916,U0003987,CH06,ADC00025,last_click,2026-06-19 22:21:12,0.8293
ATTR00001917,U0003991,CH03,ADC00061,last_click,2026-03-05 07:50:52,0.8616
ATTR00001918,U0003992,CH04,ADC00054,last_click,2026-01-09 22:51:53,0.6732
ATTR00001919,U0003993,CH05,ADC00059,first_click,2026-07-29 13:36:17,0.7678
ATTR00001920,U0003996,CH03,ADC00007,first_click,2026-05-10 14:24:23,0.7187
ATTR00001921,U0003998,CH05,ADC00065,first_click,2026-02-21 07:52:30,0.8261
ATTR00001922,U0003999,CH03,ADC00091,view_through,2026-07-25 17:38:55,0.9844
ATTR00001923,U0004000,CH04,ADC00070,last_click,2026-04-29 06:49:21,0.711
ATTR00001924,U0004005,CH05,ADC00029,last_click,2026-05-26 16:16:26,0.72
ATTR00001925,U0004006,CH06,ADC00036,last_click,2026-07-24 02:35:54,0.837
ATTR00001926,U0004013,CH03,ADC00088,last_click,2026-05-15 18:10:09,0.8482
ATTR00001927,U0004014,CH04,ADC00054,last_click,2026-01-28 03:04:06,0.8195
ATTR00001928,U0004015,CH03,ADC00071,last_click,2026-02-18 23:01:53,0.7146
ATTR00001929,U0004016,CH03,ADC00090,last_click,2026-08-05 01:47:32,0.8654
ATTR00001930,U0004017,CH04,ADC00078,view_through,2026-06-10 00:06:27,0.6431
ATTR00001931,U0004019,CH03,ADC00008,last_click,2026-03-02 11:58:33,0.9419
ATTR00001932,U0004020,CH03,ADC00091,last_click,2026-07-13 12:54:46,0.9192
ATTR00001933,U0004022,CH03,ADC00088,first_click,2026-05-03 13:38:23,0.6497
ATTR00001934,U0004024,CH03,ADC00048,last_click,2026-02-17 23:34:36,0.7527
ATTR00001935,U0004025,CH03,ADC00100,first_click,2026-02-03 07:11:03,0.653
ATTR00001936,U0004027,CH06,ADC00025,last_click,2026-07-27 15:32:26,0.8468
ATTR00001937,U0004028,CH05,ADC00069,last_click,2026-04-09 09:40:56,0.78
ATTR00001938,U0004030,CH05,ADC00021,last_click,2026-04-29 23:53:34,0.6605
ATTR00001939,U0004032,CH03,ADC00026,view_through,2026-06-04 02:15:54,0.7889
ATTR00001940,U0004033,CH04,ADC00027,last_click,2026-07-26 01:18:47,0.9439
ATTR00001941,U0004036,CH05,ADC00029,last_click,2026-05-27 09:49:35,0.8189
ATTR00001942,U0004038,CH04,ADC00099,last_click,2026-04-13 20:16:13,0.7293
ATTR00001943,U0004041,CH03,ADC00091,last_click,2026-08-21 20:44:08,0.7159
ATTR00001944,U0004047,CH06,ADC00049,last_click,2026-07-06 09:11:56,0.9187
ATTR00001945,U0004048,CH06,ADC00017,last_click,2026-04-07 06:02:53,0.9826
ATTR00001946,U0004049,CH06,ADC00040,first_click,2026-06-06 12:09:21,0.7517
ATTR00001947,U0004051,CH05,ADC00046,last_click,2026-06-25 09:10:18,0.8677
ATTR00001948,U0004053,CH05,ADC00072,last_click,2026-06-25 17:52:44,0.7738
ATTR00001949,U0004054,CH03,ADC00075,last_click,2026-05-05 03:37:28,0.643
ATTR00001950,U0004055,CH05,ADC00042,first_click,2026-02-15 07:52:24,0.8318
ATTR00001951,U0004058,CH06,ADC00093,last_click,2026-08-25 04:18:59,0.8837
ATTR00001952,U0004059,CH06,ADC00094,first_click,2026-02-02 23:29:26,0.989
ATTR00001953,U0004063,CH03,ADC00071,first_click,2026-02-07 12:00:51,0.6778
ATTR00001954,U0004066,CH05,ADC00072,first_click,2026-08-09 13:25:32,0.8703
ATTR00001955,U0004071,CH03,ADC00090,last_click,2026-07-15 10:47:37,0.8993
ATTR00001956,U0004072,CH06,ADC00093,last_click,2026-08-11 03:19:02,0.7206
ATTR00001957,U0004073,CH04,ADC00015,last_click,2026-01-28 23:51:32,0.9374
ATTR00001958,U0004076,CH04,ADC00015,last_click,2026-01-24 17:39:32,0.7217
ATTR00001959,U0004078,CH03,ADC00071,view_through,2026-01-16 17:05:33,0.697
ATTR00001960,U0004083,CH05,ADC00059,last_click,2026-07-28 07:14:54,0.941
ATTR00001961,U0004089,CH03,ADC00048,view_through,2026-02-15 21:53:02,0.924
ATTR00001962,U0004092,CH04,ADC00015,last_click,2026-01-24 04:38:12,0.7911
ATTR00001963,U0004094,CH03,ADC00061,view_through,2026-05-06 07:17:29,0.7945
ATTR00001964,U0004099,CH03,ADC00089,first_click,2026-05-22 17:21:07,0.8653
ATTR00001965,U0004100,CH03,ADC00028,last_click,2026-06-02 23:46:53,0.9481
ATTR00001966,U0004102,CH03,ADC00091,last_click,2026-08-28 13:52:47,0.8162
ATTR00001967,U0004103,CH05,ADC00006,last_click,2026-05-11 14:26:11,0.8786
ATTR00001968,U0004108,CH03,ADC00091,first_click,2026-07-11 03:47:24,0.8385
ATTR00001969,U0004109,CH05,ADC00072,first_click,2026-07-08 01:22:02,0.6328
ATTR00001970,U0004110,CH03,ADC00071,last_click,2026-02-13 20:29:31,0.6375
ATTR00001971,U0004112,CH04,ADC00058,first_click,2026-07-27 18:12:24,0.7635
ATTR00001972,U0004113,CH06,ADC00005,last_click,2026-05-09 14:10:28,0.6971
ATTR00001973,U0004117,CH04,ADC00039,first_click,2026-03-14 02:14:19,0.7216
ATTR00001974,U0004119,CH03,ADC00007,last_click,2026-06-13 12:06:20,0.7767
ATTR00001975,U0004120,CH05,,last_click,2026-08-24 04:03:01,0.7019
ATTR00001976,U0004121,CH05,ADC00072,last_click,2026-05-23 18:11:24,0.9226
ATTR00001977,U0004125,CH03,ADC00085,first_click,2026-03-19 14:37:11,0.8529
ATTR00001978,U0004126,CH03,ADC00091,last_click,2026-07-22 17:42:04,0.9201
ATTR00001979,U0004129,CH03,ADC00071,last_click,2026-01-18 14:09:34,0.7248
ATTR00001980,U0004130,CH05,ADC00045,first_click,2026-05-05 23:01:03,0.9502
ATTR00001981,U0004132,CH03,ADC00016,view_through,2026-03-15 14:54:31,0.7901
ATTR00001982,U0004133,CH06,ADC00003,first_click,2026-04-23 08:40:53,0.9253
ATTR00001983,U0004134,CH05,ADC00080,view_through,2026-04-07 14:56:29,0.7638
ATTR00001984,U0004136,CH03,ADC00090,last_click,2026-06-23 18:19:52,0.8923
ATTR00001985,U0004137,CH04,ADC00058,last_click,2026-08-03 02:55:43,0.6937
ATTR00001986,U0004138,CH06,ADC00049,last_click,2026-07-02 07:05:16,0.8089
ATTR00001987,U0004141,CH04,ADC00041,last_click,2026-08-13 16:46:52,0.6666
ATTR00001988,U0004145,CH03,ADC00100,view_through,2026-02-22 18:08:01,0.7245
ATTR00001989,U0004146,CH06,ADC00032,last_click,2026-01-27 08:57:56,0.9646
ATTR00001990,U0004147,CH06,ADC00032,last_click,2026-01-16 04:58:31,0.77
ATTR00001991,U0004149,CH03,ADC00095,last_click,2026-06-24 06:23:15,0.67
ATTR00001992,U0004154,CH03,ADC00090,last_click,2026-07-14 18:24:11,0.7142
ATTR00001993,U0004155,CH06,,last_click,2026-01-05 11:13:04,0.957
ATTR00001994,U0004156,CH03,ADC00028,last_click,2026-05-16 16:42:26,0.8505
ATTR00001995,U0004157,CH04,ADC00058,last_click,2026-06-29 02:49:22,0.7245
ATTR00001996,U0004158,CH03,ADC00019,first_click,2026-07-24 00:37:26,0.7131
ATTR00001997,U0004159,CH03,ADC00022,first_click,2026-06-01 03:21:12,0.8113
ATTR00001998,U0004160,CH06,ADC00050,view_through,2026-02-15 21:04:01,0.9841
ATTR00001999,U0004161,CH05,ADC00042,last_click,2026-02-13 22:00:39,0.817
ATTR00002000,U0004162,CH03,ADC00061,view_through,2026-04-18 08:52:59,0.8225
ATTR00002001,U0004164,CH06,ADC00036,last_click,2026-05-23 21:30:10,0.986
ATTR00002002,U0004165,CH04,ADC00084,last_click,2026-02-17 18:27:30,0.6744
ATTR00002003,U0004166,CH06,ADC00011,last_click,2026-03-10 20:34:14,0.691
ATTR00002004,U0004167,CH05,ADC00047,last_click,2026-02-16 16:28:48,0.9885
ATTR00002005,U0004168,CH03,ADC00030,last_click,2026-04-25 17:07:25,0.7352
ATTR00002006,U0004171,CH05,ADC00098,first_click,2026-06-13 00:24:04,0.8956
ATTR00002007,U0004173,CH04,ADC00073,first_click,2026-06-26 13:54:01,0.8239
ATTR00002008,U0004178,CH06,ADC00010,last_click,2026-05-23 07:45:25,0.7884
ATTR00002009,U0004187,CH05,ADC00020,last_click,2026-04-14 13:40:18,0.7623
ATTR00002010,U0004189,CH05,ADC00029,first_click,2026-07-19 01:27:26,0.7955
ATTR00002011,U0004190,CH04,ADC00058,view_through,2026-07-31 23:03:25,0.8042
ATTR00002012,U0004193,CH03,ADC00035,view_through,2026-05-04 19:49:56,0.9505
ATTR00002013,U0004194,CH04,ADC00078,first_click,2026-05-20 07:51:46,0.8306
ATTR00002014,U0004195,CH06,ADC00093,first_click,2026-08-17 01:13:35,0.9106
ATTR00002015,U0004198,CH04,ADC00058,last_click,2026-08-26 02:55:55,0.8615
ATTR00002016,U0004199,CH05,ADC00069,last_click,2026-03-31 02:07:38,0.8162
ATTR00002017,U0004200,CH06,ADC00093,first_click,2026-08-19 22:10:25,0.9474
ATTR00002018,U0004202,CH05,,last_click,2026-08-21 04:55:53,0.8109
ATTR00002019,U0004205,CH04,ADC00058,last_click,2026-07-28 05:56:48,0.8554
ATTR00002020,U0004209,CH03,ADC00091,last_click,2026-07-27 16:37:08,0.9438
ATTR00002021,U0004211,CH04,ADC00054,last_click,2026-01-26 17:13:41,0.9098
ATTR00002022,U0004212,CH04,ADC00013,last_click,2026-04-02 18:21:37,0.7431
ATTR00002023,U0004213,CH04,ADC00012,first_click,2026-03-24 18:05:01,0.7073
ATTR00002024,U0004214,CH04,ADC00041,last_click,2026-08-06 10:02:00,0.8463
ATTR00002025,U0004215,CH04,ADC00015,last_click,2026-01-24 05:06:12,0.9805
ATTR00002026,U0004218,CH03,ADC00028,last_click,2026-06-10 18:51:59,0.8335
ATTR00002027,U0004220,CH04,ADC00039,last_click,2026-04-01 01:39:33,0.9542
ATTR00002028,U0004222,CH06,ADC00079,last_click,2026-01-23 22:19:24,0.7407
ATTR00002029,U0004227,CH05,ADC00029,first_click,2026-07-20 22:29:29,0.7769
ATTR00002030,U0004229,CH05,ADC00068,last_click,2026-03-08 02:46:24,0.8088
ATTR00002031,U0004230,CH04,ADC00066,first_click,2026-05-12 00:49:00,0.7942
ATTR00002032,U0004231,CH03,ADC00007,first_click,2026-05-21 07:23:04,0.6787
ATTR00002033,U0004232,CH05,ADC00059,last_click,2026-06-07 22:20:04,0.6675
ATTR00002034,U0004234,CH03,ADC00007,last_click,2026-05-13 02:13:09,0.8993
ATTR00002035,U0004236,CH03,ADC00035,last_click,2026-06-15 08:02:44,0.8737
ATTR00002036,U0004239,CH03,ADC00086,last_click,2026-02-01 19:38:44,0.6495
