activity_id,user_id,activity_date,active_minutes,session_count,play_count,interaction_count,is_valid_active
DA0000026699,U0003707,2026-07-22,54,3,91,1,1
DA0000026700,U0003707,2026-08-04,26,1,58,6,1
DA0000026701,U0003708,2026-05-15,74,5,131,11,1
DA0000026702,U0003708,2026-05-16,39,1,68,6,1
DA0000026703,U0003708,2026-05-20,49,2,80,9,1
DA0000026704,U0003708,2026-05-21,27,4,36,3,1
DA0000026705,U0003708,2026-05-27,20,1,43,5,1
DA0000026706,U0003708,2026-05-28,17,4,38,4,1
DA0000026707,U0003708,2026-05-31,25,1,55,5,1
DA0000026708,U0003708,2026-06-02,13,2,31,4,1
DA0000026709,U0003708,2026-06-28,7,4,7,1,1
DA0000026710,U0003708,2026-07-15,24,1,42,5,1
DA0000026711,U0003708,2026-07-23,51,1,80,7,1
DA0000026712,U0003708,2026-07-26,36,3,65,2,1
DA0000026713,U0003708,2026-07-31,26,1,28,3,1
DA0000026714,U0003708,2026-08-12,22,1,57,1,1
DA0000026715,U0003708,2026-08-20,53,3,101,12,1
DA0000026716,U0003709,2026-05-21,144,2,316,17,1
DA0000026717,U0003709,2026-05-27,43,2,64,4,1
DA0000026718,U0003709,2026-06-04,36,2,66,5,1
DA0000026719,U0003709,2026-06-12,56,3,91,12,1
DA0000026720,U0003709,2026-06-28,52,1,129,14,1
DA0000026721,U0003709,2026-07-04,19,3,30,4,1
DA0000026722,U0003709,2026-07-07,32,1,70,8,1
DA0000026723,U0003709,2026-07-16,20,4,48,6,1
DA0000026724,U0003709,2026-07-22,46,1,57,3,1
DA0000026725,U0003709,2026-08-04,27,3,58,8,1
DA0000026726,U0003709,2026-08-24,30,5,66,7,1
DA0000026727,U0003710,2026-02-26,38,7,83,14,1
DA0000026728,U0003710,2026-03-25,30,1,67,6,1
DA0000026729,U0003711,2026-08-27,15,1,22,2,1
DA0000026730,U0003712,2026-03-11,6,3,13,0,1
DA0000026731,U0003712,2026-03-18,158,2,364,21,1
DA0000026732,U0003712,2026-06-19,26,1,44,5,1
DA0000026733,U0003713,2026-07-01,6,1,15,2,1
DA0000026734,U0003713,2026-07-28,34,2,62,2,1
DA0000026735,U0003714,2026-08-23,14,1,33,4,1
DA0000026736,U0003714,2026-08-25,72,3,165,9,1
DA0000026737,U0003715,2026-08-23,67,2,88,12,1
DA0000026738,U0003715,2026-08-24,136,1,196,25,1
DA0000026739,U0003715,2026-08-26,26,3,51,5,1
DA0000026740,U0003716,2026-01-28,47,1,77,12,1
DA0000026741,U0003716,2026-02-01,38,3,64,9,1
DA0000026742,U0003716,2026-02-07,15,1,26,1,1
DA0000026743,U0003716,2026-02-24,6,1,12,2,1
DA0000026744,U0003717,2026-03-17,25,2,34,4,1
DA0000026745,U0003717,2026-03-20,34,2,70,9,1
DA0000026746,U0003717,2026-03-24,15,2,30,1,1
DA0000026747,U0003717,2026-04-03,50,1,69,6,1
DA0000026748,U0003717,2026-04-08,32,1,36,2,1
DA0000026749,U0003717,2026-04-24,26,6,62,7,1
DA0000026750,U0003717,2026-05-28,35,3,47,6,1
DA0000026751,U0003717,2026-05-29,23,1,47,3,1
DA0000026752,U0003717,2026-07-07,1,2,1,0,0
DA0000026753,U0003717,2026-07-17,9,4,18,2,1
DA0000026754,U0003717,2026-07-29,30,1,63,3,1
DA0000026755,U0003717,2026-08-10,36,2,54,8,1
DA0000026756,U0003717,2026-08-27,45,1,70,4,1
DA0000026757,U0003718,2026-07-20,55,2,141,7,1
DA0000026758,U0003718,2026-07-29,9,2,19,2,1
DA0000026759,U0003718,2026-07-30,38,1,95,4,1
DA0000026760,U0003718,2026-07-31,20,1,27,1,1
DA0000026761,U0003718,2026-08-01,50,2,57,3,1
DA0000026762,U0003718,2026-08-04,25,1,32,0,1
DA0000026763,U0003718,2026-08-10,56,3,138,15,1
DA0000026764,U0003718,2026-08-12,40,1,64,5,1
DA0000026765,U0003718,2026-08-18,44,1,81,11,1
DA0000026766,U0003718,2026-08-22,55,1,136,10,1
DA0000026767,U0003718,2026-08-24,35,1,69,8,1
DA0000026768,U0003719,2026-02-06,32,1,42,3,1
DA0000026769,U0003719,2026-03-05,43,6,107,8,1
DA0000026770,U0003719,2026-04-04,15,5,33,5,1
DA0000026771,U0003719,2026-04-11,53,3,70,3,1
DA0000026772,U0003719,2026-08-13,29,1,46,5,1
DA0000026773,U0003720,2026-05-04,44,3,52,3,1
DA0000026774,U0003720,2026-05-16,13,2,24,4,1
DA0000026775,U0003720,2026-05-18,17,1,31,2,1
DA0000026776,U0003720,2026-05-22,90,1,99,3,1
DA0000026777,U0003720,2026-06-02,13,2,19,2,1
DA0000026778,U0003720,2026-06-17,69,2,147,24,1
DA0000026779,U0003720,2026-06-30,48,1,113,16,1
DA0000026780,U0003720,2026-07-09,60,3,90,12,1
DA0000026781,U0003720,2026-07-13,34,1,49,2,1
DA0000026782,U0003720,2026-07-17,42,1,84,3,1
DA0000026783,U0003720,2026-07-25,39,7,96,16,1
DA0000026784,U0003720,2026-08-15,24,1,27,1,1
DA0000026785,U0003720,2026-08-16,16,2,22,3,1
DA0000026786,U0003720,2026-08-23,82,1,177,20,1
DA0000026787,U0003720,2026-08-27,74,1,166,23,1
DA0000026788,U0003721,2026-05-15,38,1,65,8,1
DA0000026789,U0003721,2026-05-17,49,1,118,15,1
DA0000026790,U0003721,2026-05-19,34,1,40,5,1
DA0000026791,U0003721,2026-05-22,54,6,130,22,1
DA0000026792,U0003721,2026-06-04,27,1,68,7,1
DA0000026793,U0003721,2026-06-13,39,4,43,3,1
DA0000026794,U0003721,2026-06-22,11,2,22,1,1
DA0000026795,U0003721,2026-07-08,29,1,43,7,1
DA0000026796,U0003721,2026-07-13,10,2,25,2,1
DA0000026797,U0003721,2026-07-30,15,3,34,1,1
DA0000026798,U0003722,2026-06-25,47,1,64,3,1
DA0000026799,U0003722,2026-08-12,21,3,39,4,1
DA0000026800,U0003723,2026-05-30,26,1,34,2,1
DA0000026801,U0003723,2026-06-10,34,1,87,6,1
DA0000026802,U0003723,2026-07-07,7,3,16,1,1
DA0000026803,U0003724,2026-05-23,129,1,315,24,1
DA0000026804,U0003724,2026-05-27,64,1,155,12,1
DA0000026805,U0003724,2026-05-29,36,2,90,13,1
DA0000026806,U0003724,2026-06-09,11,1,20,2,1
DA0000026807,U0003724,2026-06-11,29,2,39,2,1
DA0000026808,U0003724,2026-06-13,8,4,9,0,1
DA0000026809,U0003724,2026-06-25,15,6,34,5,1
DA0000026810,U0003724,2026-07-22,25,2,63,4,1
DA0000026811,U0003724,2026-07-23,29,1,65,3,1
DA0000026812,U0003724,2026-07-26,19,1,30,1,1
DA0000026813,U0003724,2026-08-05,19,2,34,1,1
DA0000026814,U0003724,2026-08-18,20,3,33,3,1
DA0000026815,U0003725,2026-06-15,62,1,127,4,1
DA0000026816,U0003725,2026-06-21,53,2,95,12,1
DA0000026817,U0003725,2026-06-28,86,1,154,17,1
DA0000026818,U0003725,2026-07-02,93,3,126,9,1
DA0000026819,U0003725,2026-07-07,28,3,71,7,1
DA0000026820,U0003725,2026-07-11,29,1,50,2,1
DA0000026821,U0003725,2026-07-15,77,3,186,9,1
DA0000026822,U0003725,2026-07-17,8,1,10,0,1
DA0000026823,U0003725,2026-07-25,47,1,75,5,1
DA0000026824,U0003725,2026-08-08,26,6,54,1,1
DA0000026825,U0003725,2026-08-09,83,3,144,3,1
DA0000026826,U0003725,2026-08-13,24,1,37,5,1
DA0000026827,U0003725,2026-08-19,26,1,67,3,1
DA0000026828,U0003725,2026-08-22,35,2,49,3,1
DA0000026829,U0003726,2026-05-19,54,2,138,18,1
DA0000026830,U0003726,2026-05-21,34,1,59,3,1
DA0000026831,U0003726,2026-06-07,5,1,7,0,1
DA0000026832,U0003726,2026-06-12,18,2,41,1,1
DA0000026833,U0003726,2026-07-12,28,1,61,5,1
DA0000026834,U0003726,2026-08-08,27,1,47,1,1
DA0000026835,U0003726,2026-08-14,128,1,221,17,1
DA0000026836,U0003726,2026-08-19,17,3,28,4,1
DA0000026837,U0003727,2026-06-07,43,4,48,3,1
DA0000026838,U0003727,2026-06-10,63,1,112,11,1
DA0000026839,U0003727,2026-06-23,25,1,49,2,1
DA0000026840,U0003727,2026-06-24,27,1,48,6,1
DA0000026841,U0003727,2026-07-09,32,6,74,4,1
DA0000026842,U0003727,2026-07-13,4,1,7,0,0
DA0000026843,U0003727,2026-08-12,22,1,44,1,1
DA0000026844,U0003727,2026-08-22,26,1,40,4,1
DA0000026845,U0003727,2026-08-27,14,4,25,1,1
DA0000026846,U0003728,2026-07-17,39,1,76,9,1
DA0000026847,U0003728,2026-07-20,20,2,44,2,1
DA0000026848,U0003728,2026-07-22,12,3,29,4,1
DA0000026849,U0003728,2026-07-30,12,3,26,2,1
DA0000026850,U0003728,2026-07-31,15,1,32,0,1
DA0000026851,U0003728,2026-08-05,83,2,145,22,1
DA0000026852,U0003728,2026-08-06,26,1,58,7,1
DA0000026853,U0003728,2026-08-22,45,3,112,13,1
DA0000026854,U0003728,2026-08-25,16,1,40,4,1
DA0000026855,U0003728,2026-08-26,42,1,58,7,1
DA0000026856,U0003729,2026-07-15,11,1,22,3,1
DA0000026857,U0003729,2026-07-19,20,1,26,3,1
DA0000026858,U0003729,2026-07-20,25,2,34,1,1
DA0000026859,U0003729,2026-07-26,8,1,11,1,1
DA0000026860,U0003729,2026-08-01,33,1,43,6,1
DA0000026861,U0003729,2026-08-08,3,2,5,0,0
DA0000026862,U0003730,2026-04-14,26,1,55,3,1
DA0000026863,U0003730,2026-08-04,57,1,141,23,1
DA0000026864,U0003730,2026-08-18,26,1,31,2,1
DA0000026865,U0003730,2026-08-27,22,2,34,4,1
DA0000026866,U0003731,2026-05-10,10,4,20,2,1
DA0000026867,U0003731,2026-05-11,24,1,35,5,1
DA0000026868,U0003731,2026-05-14,21,1,33,3,1
DA0000026869,U0003731,2026-05-20,19,1,26,1,1
DA0000026870,U0003731,2026-05-22,24,3,58,1,1
DA0000026871,U0003731,2026-05-25,35,1,73,3,1
DA0000026872,U0003731,2026-06-04,22,1,25,2,1
DA0000026873,U0003731,2026-06-07,87,1,167,18,1
DA0000026874,U0003731,2026-06-11,21,3,41,6,1
DA0000026875,U0003731,2026-06-29,17,2,23,3,1
DA0000026876,U0003731,2026-07-13,15,2,36,0,1
DA0000026877,U0003731,2026-07-23,19,3,41,7,1
DA0000026878,U0003731,2026-08-17,54,1,129,2,1
DA0000026879,U0003731,2026-08-28,15,1,17,2,1
DA0000026880,U0003732,2026-04-11,69,1,121,14,1
DA0000026881,U0003732,2026-04-13,104,2,115,11,1
DA0000026882,U0003732,2026-04-17,3,1,7,0,0
DA0000026883,U0003732,2026-04-24,83,2,97,8,1
DA0000026884,U0003732,2026-05-10,116,2,265,22,1
DA0000026885,U0003732,2026-05-11,54,1,114,15,1
DA0000026886,U0003733,2026-07-26,23,1,57,8,1
DA0000026887,U0003733,2026-07-27,34,1,40,6,1
DA0000026888,U0003733,2026-07-29,41,4,101,17,1
DA0000026889,U0003733,2026-07-31,43,2,51,6,1
DA0000026890,U0003733,2026-08-05,26,1,36,0,1
DA0000026891,U0003733,2026-08-07,29,1,61,2,1
DA0000026892,U0003733,2026-08-08,23,1,41,2,1
DA0000026893,U0003733,2026-08-09,15,1,20,1,1
DA0000026894,U0003733,2026-08-19,76,3,135,12,1
DA0000026895,U0003733,2026-08-21,18,1,40,2,1
DA0000026896,U0003733,2026-08-24,53,1,131,19,1
DA0000026897,U0003733,2026-08-28,20,5,42,3,1
DA0000026898,U0003734,2026-05-05,16,1,21,1,1
DA0000026899,U0003734,2026-05-11,35,3,77,9,1
DA0000026900,U0003734,2026-06-08,36,2,48,6,1
DA0000026901,U0003735,2026-01-14,37,4,69,8,1
DA0000026902,U0003735,2026-01-23,35,1,84,8,1
DA0000026903,U0003735,2026-01-25,8,2,19,1,1
DA0000026904,U0003735,2026-02-13,32,1,50,4,1
DA0000026905,U0003735,2026-03-15,28,1,38,0,1
DA0000026906,U0003735,2026-03-17,22,2,39,4,1
DA0000026907,U0003735,2026-03-26,9,1,16,1,1
DA0000026908,U0003735,2026-03-29,52,1,118,19,1
DA0000026909,U0003735,2026-04-09,36,3,53,5,1
DA0000026910,U0003735,2026-06-10,2,1,5,0,0
DA0000026911,U0003735,2026-07-06,18,1,22,2,1
DA0000026912,U0003735,2026-07-13,40,2,76,5,1
DA0000026913,U0003735,2026-07-16,20,3,30,3,1
DA0000026914,U0003736,2026-03-19,77,2,137,6,1
DA0000026915,U0003736,2026-04-07,19,5,30,4,1
DA0000026916,U0003737,2026-07-14,58,1,140,9,1
DA0000026917,U0003737,2026-08-13,56,1,145,5,1
DA0000026918,U0003737,2026-08-14,5,1,10,0,1
DA0000026919,U0003738,2026-08-07,14,1,24,1,1
DA0000026920,U0003738,2026-08-10,40,3,69,5,1
DA0000026921,U0003738,2026-08-11,19,1,41,1,1
DA0000026922,U0003738,2026-08-12,62,2,149,8,1
DA0000026923,U0003738,2026-08-18,6,1,7,0,1
DA0000026924,U0003738,2026-08-23,10,2,20,2,1
DA0000026925,U0003738,2026-08-28,17,1,21,1,1
DA0000026926,U0003739,2026-01-15,61,2,69,12,1
DA0000026927,U0003739,2026-01-18,60,1,119,6,1
DA0000026928,U0003739,2026-02-24,24,4,43,6,1
DA0000026929,U0003739,2026-03-07,31,1,74,13,1
DA0000026930,U0003739,2026-03-15,38,2,97,7,1
DA0000026931,U0003739,2026-03-28,24,1,46,5,1
DA0000026932,U0003739,2026-04-16,17,1,36,2,1
DA0000026933,U0003739,2026-04-28,14,2,34,3,1
DA0000026934,U0003739,2026-05-31,73,1,99,11,1
DA0000026935,U0003739,2026-06-01,25,1,38,4,1
DA0000026936,U0003739,2026-07-21,32,1,66,7,1
DA0000026937,U0003739,2026-08-08,15,2,37,4,1
DA0000026938,U0003740,2026-02-21,31,1,69,8,1
DA0000026939,U0003740,2026-03-04,22,2,26,4,1
DA0000026940,U0003740,2026-04-01,23,1,56,3,1
DA0000026941,U0003740,2026-05-22,21,1,47,3,1
DA0000026942,U0003740,2026-06-04,4,1,8,1,0
DA0000026943,U0003740,2026-07-07,53,1,78,9,1
DA0000026944,U0003740,2026-07-29,17,1,37,2,1
DA0000026945,U0003740,2026-08-10,15,1,33,2,1
DA0000026946,U0003741,2026-03-06,36,2,67,3,1
DA0000026947,U0003741,2026-03-10,15,1,18,2,1
DA0000026948,U0003741,2026-04-26,44,2,97,15,1
DA0000026949,U0003741,2026-05-08,51,1,111,10,1
DA0000026950,U0003741,2026-07-09,72,4,131,15,1
DA0000026951,U0003741,2026-07-16,32,2,38,6,1
DA0000026952,U0003741,2026-08-25,66,1,132,17,1
DA0000026953,U0003742,2026-06-23,4,1,6,0,0
DA0000026954,U0003742,2026-07-02,15,2,35,5,1
DA0000026955,U0003742,2026-07-07,33,2,37,3,1
DA0000026956,U0003742,2026-07-23,25,1,64,4,1
DA0000026957,U0003742,2026-08-05,57,2,111,13,1
DA0000026958,U0003742,2026-08-09,13,1,18,2,1
DA0000026959,U0003742,2026-08-12,39,1,75,12,1
DA0000026960,U0003742,2026-08-14,48,1,89,14,1
DA0000026961,U0003742,2026-08-20,23,2,51,1,1
DA0000026962,U0003742,2026-08-25,10,2,24,1,1
DA0000026963,U0003743,2026-05-21,29,4,51,3,1
DA0000026964,U0003743,2026-05-27,19,2,30,4,1
DA0000026965,U0003743,2026-06-19,19,1,43,5,1
DA0000026966,U0003743,2026-08-06,32,1,47,5,1
DA0000026967,U0003744,2026-01-04,97,1,131,23,1
DA0000026968,U0003744,2026-02-28,52,3,68,2,1
DA0000026969,U0003744,2026-03-09,27,2,46,1,1
DA0000026970,U0003744,2026-03-20,32,3,67,1,1
DA0000026971,U0003744,2026-04-11,27,1,59,1,1
DA0000026972,U0003744,2026-04-23,80,2,124,3,1
DA0000026973,U0003744,2026-05-15,43,3,100,7,1
DA0000026974,U0003744,2026-07-10,29,1,43,1,1
DA0000026975,U0003744,2026-07-15,11,1,14,1,1
DA0000026976,U0003744,2026-07-21,23,1,34,3,1
DA0000026977,U0003744,2026-07-22,2,1,2,0,0
DA0000026978,U0003744,2026-08-24,75,1,165,23,1
DA0000026979,U0003745,2026-06-22,22,4,24,3,1
DA0000026980,U0003745,2026-06-23,37,1,41,3,1
DA0000026981,U0003745,2026-06-29,46,3,84,6,1
DA0000026982,U0003745,2026-07-03,19,5,31,3,1
DA0000026983,U0003745,2026-07-06,22,1,33,4,1
DA0000026984,U0003745,2026-07-12,26,1,45,7,1
DA0000026985,U0003745,2026-07-20,38,1,84,7,1
DA0000026986,U0003745,2026-07-24,22,1,44,7,1
DA0000026987,U0003745,2026-07-25,9,1,16,0,1
DA0000026988,U0003745,2026-08-02,25,3,28,4,1
DA0000026989,U0003745,2026-08-04,30,1,54,8,1
DA0000026990,U0003745,2026-08-06,25,1,40,0,1
DA0000026991,U0003745,2026-08-09,26,7,42,2,1
DA0000026992,U0003745,2026-08-20,25,6,43,1,1
DA0000026993,U0003745,2026-08-23,18,2,39,2,1
DA0000026994,U0003746,2026-02-18,26,4,65,6,1
DA0000026995,U0003746,2026-02-26,24,1,28,3,1
DA0000026996,U0003746,2026-03-03,15,7,27,4,1
DA0000026997,U0003746,2026-03-14,13,6,21,3,1
DA0000026998,U0003746,2026-03-17,18,8,21,0,1
DA0000026999,U0003746,2026-03-18,23,1,37,2,1
DA0000027000,U0003746,2026-03-23,12,1,25,1,1
DA0000027001,U0003746,2026-04-11,22,2,24,0,1
DA0000027002,U0003746,2026-04-21,17,1,31,3,1
DA0000027003,U0003746,2026-05-06,16,1,18,0,1
DA0000027004,U0003746,2026-06-26,7,3,12,0,1
DA0000027005,U0003747,2026-08-28,43,1,95,3,1
DA0000027006,U0003748,2026-02-11,25,1,62,9,1
DA0000027007,U0003748,2026-03-17,26,3,57,4,1
DA0000027008,U0003748,2026-05-03,66,2,89,14,1
DA0000027009,U0003748,2026-06-02,37,1,65,8,1
DA0000027010,U0003748,2026-08-08,26,5,28,3,1
DA0000027011,U0003748,2026-08-12,26,1,35,2,1
DA0000027012,U0003749,2026-03-21,10,2,25,2,1
DA0000027013,U0003749,2026-03-23,31,1,36,4,1
DA0000027014,U0003749,2026-04-22,61,1,137,16,1
DA0000027015,U0003749,2026-04-24,77,2,157,25,1
DA0000027016,U0003749,2026-04-25,108,2,121,5,1
DA0000027017,U0003749,2026-06-05,16,1,21,0,1
DA0000027018,U0003749,2026-08-14,23,3,40,5,1
DA0000027019,U0003749,2026-08-22,47,3,92,14,1
DA0000027020,U0003750,2026-02-02,67,3,155,9,1
DA0000027021,U0003750,2026-07-08,12,1,17,1,1
DA0000027022,U0003751,2026-02-24,29,2,40,3,1
DA0000027023,U0003751,2026-03-03,13,1,30,1,1
DA0000027024,U0003751,2026-03-19,122,1,134,20,1
DA0000027025,U0003751,2026-03-26,33,1,69,9,1
DA0000027026,U0003751,2026-04-15,147,1,377,37,1
DA0000027027,U0003751,2026-06-15,69,1,108,14,1
DA0000027028,U0003751,2026-07-09,68,2,156,23,1
DA0000027029,U0003751,2026-08-01,63,3,110,17,1
DA0000027030,U0003751,2026-08-19,63,1,108,2,1
DA0000027031,U0003752,2026-06-24,25,8,34,2,1
DA0000027032,U0003752,2026-07-06,29,1,58,8,1
DA0000027033,U0003752,2026-07-17,37,1,64,8,1
DA0000027034,U0003753,2026-03-12,66,3,78,9,1
DA0000027035,U0003753,2026-04-08,28,1,33,3,1
DA0000027036,U0003753,2026-04-19,44,3,112,17,1
DA0000027037,U0003753,2026-04-24,18,1,45,1,1
DA0000027038,U0003753,2026-04-27,16,6,41,5,1
DA0000027039,U0003753,2026-05-02,18,6,24,1,1
DA0000027040,U0003753,2026-05-04,43,1,77,7,1
DA0000027041,U0003753,2026-05-09,22,2,39,2,1
DA0000027042,U0003753,2026-05-24,60,1,109,11,1
DA0000027043,U0003753,2026-06-23,23,1,27,3,1
DA0000027044,U0003753,2026-07-15,31,1,54,9,1
DA0000027045,U0003753,2026-08-17,29,2,61,10,1
DA0000027046,U0003753,2026-08-22,47,5,57,7,1
DA0000027047,U0003753,2026-08-23,47,1,115,18,1
DA0000027048,U0003754,2026-06-23,84,4,140,3,1
DA0000027049,U0003754,2026-06-28,157,3,303,42,1
DA0000027050,U0003754,2026-06-30,30,3,33,5,1
DA0000027051,U0003754,2026-07-03,52,1,95,12,1
DA0000027052,U0003754,2026-07-07,100,3,137,21,1
DA0000027053,U0003754,2026-07-18,29,1,53,6,1
DA0000027054,U0003754,2026-08-04,33,1,44,4,1
DA0000027055,U0003754,2026-08-27,52,1,79,3,1
DA0000027056,U0003755,2026-01-16,33,3,64,10,1
DA0000027057,U0003755,2026-02-14,11,1,15,2,1
DA0000027058,U0003755,2026-03-01,27,1,31,2,1
DA0000027059,U0003755,2026-03-06,13,2,27,2,1
DA0000027060,U0003755,2026-03-22,33,1,41,4,1
DA0000027061,U0003755,2026-04-08,24,1,46,8,1
DA0000027062,U0003755,2026-05-09,16,3,36,3,1
DA0000027063,U0003755,2026-07-05,64,1,120,10,1
DA0000027064,U0003755,2026-07-19,2,5,4,0,0
DA0000027065,U0003755,2026-08-28,28,1,32,4,1
DA0000027066,U0003756,2026-04-05,25,1,43,1,1
DA0000027067,U0003756,2026-04-23,34,2,55,6,1
DA0000027068,U0003756,2026-05-23,94,6,128,22,1
DA0000027069,U0003756,2026-06-28,24,2,42,3,1
DA0000027070,U0003756,2026-08-06,39,9,100,13,1
DA0000027071,U0003756,2026-08-20,17,1,40,3,1
DA0000027072,U0003756,2026-08-22,14,1,19,0,1
DA0000027073,U0003757,2026-08-20,32,1,62,2,1
DA0000027074,U0003757,2026-08-21,13,5,31,2,1
DA0000027075,U0003757,2026-08-22,17,2,22,2,1
DA0000027076,U0003757,2026-08-23,4,1,9,0,0
DA0000027077,U0003757,2026-08-24,15,1,33,4,1
DA0000027078,U0003757,2026-08-25,22,1,44,4,1
DA0000027079,U0003757,2026-08-27,9,2,10,0,1
DA0000027080,U0003757,2026-08-28,66,1,76,11,1
DA0000027081,U0003760,2026-05-14,17,1,19,1,1
DA0000027082,U0003760,2026-05-20,20,5,44,2,1
DA0000027083,U0003760,2026-06-02,59,1,142,4,1
DA0000027084,U0003760,2026-06-04,84,2,180,10,1
DA0000027085,U0003760,2026-06-22,10,1,19,3,1
DA0000027086,U0003760,2026-06-29,21,3,23,0,1
DA0000027087,U0003760,2026-07-05,18,4,28,3,1
DA0000027088,U0003760,2026-07-06,19,3,37,1,1
DA0000027089,U0003760,2026-07-08,21,1,35,5,1
DA0000027090,U0003760,2026-07-29,38,1,48,4,1
DA0000027091,U0003760,2026-08-23,52,1,109,6,1
DA0000027092,U0003761,2026-01-21,43,5,64,1,1
DA0000027093,U0003761,2026-01-29,42,1,63,9,1
DA0000027094,U0003761,2026-03-16,27,3,56,6,1
DA0000027095,U0003761,2026-04-09,11,2,16,1,1
DA0000027096,U0003761,2026-06-26,1,2,1,0,0
DA0000027097,U0003761,2026-07-05,11,1,13,1,1
DA0000027098,U0003761,2026-07-07,26,1,58,3,1
DA0000027099,U0003762,2026-07-31,59,1,87,13,1
DA0000027100,U0003762,2026-08-02,17,3,37,4,1
DA0000027101,U0003762,2026-08-08,49,2,106,7,1
DA0000027102,U0003762,2026-08-09,39,1,60,6,1
DA0000027103,U0003763,2026-06-21,30,3,64,6,1
DA0000027104,U0003763,2026-06-23,13,1,14,1,1
DA0000027105,U0003763,2026-08-11,13,2,18,2,1
DA0000027106,U0003764,2026-05-19,19,3,32,4,1
DA0000027107,U0003764,2026-05-21,6,1,12,1,1
DA0000027108,U0003764,2026-05-28,25,1,33,1,1
DA0000027109,U0003764,2026-06-10,33,2,53,1,1
DA0000027110,U0003764,2026-06-16,20,2,47,4,1
DA0000027111,U0003764,2026-06-17,52,4,122,5,1
DA0000027112,U0003764,2026-08-16,15,2,35,4,1
DA0000027113,U0003764,2026-08-17,28,1,59,1,1
DA0000027114,U0003764,2026-08-23,29,2,35,0,1
DA0000027115,U0003765,2026-03-28,38,1,93,12,1
DA0000027116,U0003765,2026-04-12,23,1,57,3,1
DA0000027117,U0003765,2026-04-18,17,2,29,2,1
DA0000027118,U0003765,2026-05-18,30,1,49,0,1
DA0000027119,U0003765,2026-05-29,23,9,41,4,1
DA0000027120,U0003765,2026-06-21,39,9,93,14,1
DA0000027121,U0003765,2026-06-25,27,1,48,6,1
DA0000027122,U0003765,2026-07-06,13,4,27,4,1
DA0000027123,U0003765,2026-07-11,14,3,21,3,1
DA0000027124,U0003765,2026-07-30,13,1,21,1,1
DA0000027125,U0003765,2026-08-05,28,1,52,1,1
DA0000027126,U0003766,2026-03-15,10,1,20,3,1
DA0000027127,U0003766,2026-03-19,62,1,158,4,1
DA0000027128,U0003766,2026-04-11,57,1,80,2,1
DA0000027129,U0003766,2026-04-18,63,1,101,5,1
DA0000027130,U0003766,2026-05-16,30,1,42,2,1
DA0000027131,U0003766,2026-06-02,59,1,122,7,1
DA0000027132,U0003766,2026-06-13,46,1,88,11,1
DA0000027133,U0003766,2026-08-05,18,2,29,3,1
DA0000027134,U0003766,2026-08-08,16,1,21,2,1
DA0000027135,U0003766,2026-08-17,36,1,62,9,1
DA0000027136,U0003766,2026-08-23,31,1,41,4,1
DA0000027137,U0003768,2026-04-11,18,1,32,3,1
DA0000027138,U0003768,2026-04-14,32,1,48,3,1
DA0000027139,U0003768,2026-05-17,30,1,46,7,1
DA0000027140,U0003768,2026-06-02,24,1,32,2,1
DA0000027141,U0003768,2026-06-04,41,3,86,2,1
DA0000027142,U0003768,2026-06-07,27,1,55,8,1
DA0000027143,U0003768,2026-06-16,22,1,24,3,1
DA0000027144,U0003768,2026-06-27,11,1,15,1,1
DA0000027145,U0003768,2026-07-12,17,1,28,2,1
DA0000027146,U0003768,2026-07-14,27,1,66,9,1
DA0000027147,U0003768,2026-07-30,47,1,55,8,1
DA0000027148,U0003768,2026-08-07,22,1,41,1,1
DA0000027149,U0003768,2026-08-09,16,3,30,3,1
DA0000027150,U0003768,2026-08-20,10,1,13,1,1
DA0000027151,U0003769,2026-07-01,54,2,134,16,1
DA0000027152,U0003769,2026-07-02,54,8,123,10,1
DA0000027153,U0003769,2026-07-05,111,1,180,15,1
DA0000027154,U0003769,2026-07-06,40,2,102,17,1
DA0000027155,U0003769,2026-07-12,88,1,149,20,1
DA0000027156,U0003769,2026-07-15,81,1,144,19,1
DA0000027157,U0003769,2026-07-17,18,1,25,2,1
DA0000027158,U0003769,2026-07-27,51,1,81,9,1
DA0000027159,U0003769,2026-07-28,29,3,66,3,1
DA0000027160,U0003769,2026-07-29,44,1,50,7,1
DA0000027161,U0003769,2026-08-10,50,1,63,1,1
DA0000027162,U0003769,2026-08-17,35,3,84,2,1
DA0000027163,U0003769,2026-08-26,12,3,26,3,1
DA0000027164,U0003769,2026-08-27,32,1,38,2,1
DA0000027165,U0003770,2026-03-03,93,1,134,22,1
DA0000027166,U0003770,2026-03-05,89,2,115,11,1
DA0000027167,U0003770,2026-03-09,30,1,52,8,1
DA0000027168,U0003770,2026-03-16,44,3,65,5,1
DA0000027169,U0003770,2026-03-23,25,2,61,4,1
DA0000027170,U0003770,2026-04-06,30,1,47,6,1
DA0000027171,U0003770,2026-04-30,19,3,44,4,1
DA0000027172,U0003770,2026-05-15,28,1,40,1,1
DA0000027173,U0003770,2026-06-29,32,4,53,8,1
DA0000027174,U0003770,2026-08-15,56,3,139,11,1
DA0000027175,U0003771,2026-03-22,30,1,58,7,1
DA0000027176,U0003771,2026-03-24,7,7,16,1,1
DA0000027177,U0003771,2026-03-31,79,2,114,17,1
DA0000027178,U0003771,2026-04-04,18,1,28,3,1
DA0000027179,U0003771,2026-04-06,76,2,141,18,1
