creator_id,primary_category_id,follower_count,published_content_count,quality_score,creator_type,snapshot_date
C000467,CAT10,324775,3567,0.5754,个人,2026-08-28
C000468,CAT02,683628,814,0.5498,机构,2026-08-28
C000469,CAT07,310518,1533,0.5656,个人,2026-08-28
C000470,CAT03,613285,3594,0.5735,个人,2026-08-28
C000471,CAT10,1148170,2132,0.5513,个人,2026-08-28
C000472,CAT05,38138,1383,0.4047,个人,2026-08-28
C000473,CAT06,60858,1334,0.3614,个人,2026-08-28
C000474,CAT01,578697,2341,0.5007,个人,2026-08-28
C000475,CAT11,365935,1854,0.302,个人,2026-08-28
C000476,CAT07,403190,161,0.631,个人,2026-08-28
C000477,CAT05,811711,2431,0.6104,个人,2026-08-28
C000478,CAT05,551211,1503,0.6921,个人,2026-08-28
C000479,CAT12,431740,3879,0.525,个人,2026-08-28
C000480,CAT01,449401,960,0.2879,个人,2026-08-28
C000481,CAT07,770735,382,0.6342,个人,2026-08-28
C000482,CAT02,255791,625,0.4207,个人,2026-08-28
C000483,CAT12,95779,33,0.5513,个人,2026-08-28
C000484,CAT08,73566,3993,0.6126,个人,2026-08-28
C000485,CAT12,704933,2502,0.4089,个人,2026-08-28
C000486,CAT03,234144,3717,0.4697,个人,2026-08-28
C000487,CAT09,1040748,1945,0.9416,个人,2026-08-28
C000488,CAT09,788660,3760,0.3406,个人,2026-08-28
C000489,CAT07,791389,3879,0.8717,机构,2026-08-28
C000490,CAT07,773267,1311,0.4839,个人,2026-08-28
C000491,CAT09,592792,30,0.5299,个人,2026-08-28
C000492,CAT11,448867,3422,0.5427,个人,2026-08-28
C000493,CAT01,1110032,966,0.5918,个人,2026-08-28
C000494,CAT11,922108,581,0.6872,个人,2026-08-28
C000495,CAT03,1160334,316,0.536,个人,2026-08-28
C000496,CAT09,848859,1142,0.519,个人,2026-08-28
C000497,CAT07,744119,3965,0.6359,个人,2026-08-28
C000498,CAT02,136085,1841,0.7106,个人,2026-08-28
C000499,CAT09,840188,169,0.4427,机构,2026-08-28
C000500,CAT05,427148,1592,0.675,机构,2026-08-28
C000501,CAT12,780238,1479,0.5346,个人,2026-08-28
C000502,CAT11,3648,2489,0.506,个人,2026-08-28
C000503,CAT09,438306,1419,0.6707,媒体,2026-08-28
C000504,CAT12,896839,2850,0.7681,个人,2026-08-28
C000505,CAT09,1113589,529,0.5763,个人,2026-08-28
C000506,CAT08,67333,2382,0.6964,个人,2026-08-28
C000507,CAT08,573074,3617,0.3254,个人,2026-08-28
C000508,CAT12,907884,3803,0.3518,机构,2026-08-28
C000509,CAT05,598043,2941,0.4111,个人,2026-08-28
C000510,CAT06,872011,3478,0.8417,个人,2026-08-28
C000511,CAT05,1148998,3942,0.4647,个人,2026-08-28
C000512,CAT04,448385,956,0.546,媒体,2026-08-28
C000513,CAT07,881562,1033,0.6696,机构,2026-08-28
C000514,CAT04,953971,782,0.5259,个人,2026-08-28
C000515,CAT04,618468,500,0.5285,个人,2026-08-28
C000516,CAT09,1082720,3807,0.6132,个人,2026-08-28
C000517,CAT09,246235,1818,0.5113,个人,2026-08-28
C000518,CAT10,693158,457,0.579,个人,2026-08-28
C000519,CAT02,910432,1284,0.639,个人,2026-08-28
C000520,CAT07,235146,249,0.4572,个人,2026-08-28
C000521,CAT09,1024206,3436,0.5918,个人,2026-08-28
C000522,CAT05,969380,3390,0.2708,个人,2026-08-28
C000523,CAT06,29116,2915,0.3264,个人,2026-08-28
C000524,CAT02,240050,2886,0.5051,个人,2026-08-28
C000525,CAT07,198185,2761,0.5462,个人,2026-08-28
C000526,CAT05,959008,3250,0.7615,个人,2026-08-28
C000527,CAT10,301570,1356,0.3963,个人,2026-08-28
C000528,CAT11,860418,145,0.8211,个人,2026-08-28
C000529,CAT04,946888,2953,0.5398,个人,2026-08-28
C000530,CAT08,864998,3531,0.6872,个人,2026-08-28
C000531,CAT11,336044,1992,0.5633,个人,2026-08-28
C000532,CAT02,826736,1291,0.6426,个人,2026-08-28
C000533,CAT06,618350,3896,0.6421,个人,2026-08-28
C000534,CAT04,711265,1960,0.5253,机构,2026-08-28
C000535,CAT11,607356,1368,0.5537,个人,2026-08-28
C000536,CAT11,802577,2889,0.9176,个人,2026-08-28
C000537,CAT08,165161,3398,0.6429,个人,2026-08-28
C000538,CAT03,1079580,3968,0.4724,个人,2026-08-28
C000539,CAT04,300167,2113,0.4477,个人,2026-08-28
C000540,CAT02,99688,862,0.4501,媒体,2026-08-28
C000541,CAT08,908595,2757,0.3756,个人,2026-08-28
C000542,CAT11,65096,2323,0.7087,个人,2026-08-28
C000543,CAT05,321038,1078,0.3777,个人,2026-08-28
C000544,CAT10,110647,604,0.6934,个人,2026-08-28
C000545,CAT08,926895,3932,0.4164,个人,2026-08-28
C000546,CAT07,63674,2130,0.34,个人,2026-08-28
C000547,CAT09,1065963,2907,0.5233,个人,2026-08-28
C000548,CAT05,924325,2228,0.7748,个人,2026-08-28
C000549,CAT12,706577,1647,0.2395,个人,2026-08-28
C000550,CAT06,947937,2976,0.3463,个人,2026-08-28
C000551,CAT04,579454,1500,0.8764,个人,2026-08-28
C000552,CAT05,169210,1323,0.6109,个人,2026-08-28
C000553,CAT12,483652,2896,0.5478,个人,2026-08-28
C000554,CAT07,1175310,3380,0.4945,机构,2026-08-28
C000555,CAT11,114198,1162,0.5525,个人,2026-08-28
C000556,CAT05,493909,3706,0.4394,个人,2026-08-28
C000557,CAT07,550276,2437,0.4766,个人,2026-08-28
C000558,CAT12,1128824,2938,0.4795,媒体,2026-08-28
C000559,CAT01,954346,561,0.614,个人,2026-08-28
C000560,CAT10,871967,1865,0.6711,个人,2026-08-28
C000561,CAT09,687923,328,0.3476,个人,2026-08-28
C000562,CAT12,1158923,3420,0.5501,个人,2026-08-28
C000563,CAT01,1189589,1433,0.2447,机构,2026-08-28
C000564,CAT12,936324,3744,0.6335,个人,2026-08-28
C000565,CAT09,938490,2422,0.6692,个人,2026-08-28
C000566,CAT03,1175132,1029,0.4894,个人,2026-08-28
C000567,CAT12,247857,510,0.9221,个人,2026-08-28
C000568,CAT11,748736,1588,0.4742,个人,2026-08-28
C000569,CAT04,293585,3874,0.6337,个人,2026-08-28
C000570,CAT03,788903,1306,0.7344,个人,2026-08-28
C000571,CAT09,916222,1135,0.4598,个人,2026-08-28
C000572,CAT10,1070082,1414,0.7109,个人,2026-08-28
C000573,CAT05,193960,2088,0.4751,个人,2026-08-28
C000574,CAT11,805719,1260,0.478,个人,2026-08-28
C000575,CAT02,886401,262,0.3957,个人,2026-08-28
C000576,CAT02,1161709,1324,0.2827,个人,2026-08-28
C000577,CAT04,12371,3880,0.5159,个人,2026-08-28
C000578,CAT09,77372,1289,0.3016,个人,2026-08-28
C000579,CAT05,1025499,69,0.4316,个人,2026-08-28
C000580,CAT06,162336,1928,0.3096,个人,2026-08-28
C000581,CAT02,686662,889,0.4605,个人,2026-08-28
C000582,CAT08,36060,3060,0.6203,个人,2026-08-28
C000583,CAT08,970593,2066,0.9304,个人,2026-08-28
C000584,CAT02,477208,3981,0.5228,个人,2026-08-28
C000585,CAT06,1102493,1591,0.5449,个人,2026-08-28
C000586,CAT11,503501,792,0.4921,个人,2026-08-28
C000587,CAT02,61173,1717,0.4773,个人,2026-08-28
C000588,CAT02,39365,39,0.6739,媒体,2026-08-28
C000589,CAT07,911992,2861,0.7163,个人,2026-08-28
C000590,CAT11,993641,1572,0.7306,个人,2026-08-28
C000591,CAT06,1161775,1714,0.4702,个人,2026-08-28
C000592,CAT05,1038228,1055,0.6107,机构,2026-08-28
C000593,CAT04,896752,1609,0.4315,个人,2026-08-28
C000594,CAT03,929771,1579,0.3483,个人,2026-08-28
C000595,CAT12,47287,1339,0.5689,个人,2026-08-28
C000596,CAT07,564626,3292,0.5606,个人,2026-08-28
C000597,CAT10,149144,3942,0.3965,机构,2026-08-28
C000598,CAT04,636537,1979,0.6638,个人,2026-08-28
C000599,CAT04,969366,3510,0.5773,个人,2026-08-28
C000600,CAT04,107125,3509,0.5821,个人,2026-08-28
C000601,CAT07,307013,1334,0.5941,个人,2026-08-28
C000602,CAT08,500251,1094,0.4481,个人,2026-08-28
C000603,CAT08,1102974,2513,0.4541,个人,2026-08-28
C000604,CAT03,706896,2660,0.3643,机构,2026-08-28
C000605,CAT01,516739,582,0.6573,机构,2026-08-28
C000606,CAT08,434981,2717,0.5713,个人,2026-08-28
C000607,CAT10,784839,1628,0.4714,个人,2026-08-28
C000608,CAT12,818319,1715,0.5109,媒体,2026-08-28
C000609,CAT10,1077895,739,0.7388,个人,2026-08-28
C000610,CAT11,46393,1749,0.3889,个人,2026-08-28
C000611,CAT12,872210,682,0.4408,个人,2026-08-28
C000612,CAT03,910929,2347,0.6239,个人,2026-08-28
C000613,CAT08,541083,3161,0.4973,个人,2026-08-28
C000614,CAT08,594626,2279,0.4362,机构,2026-08-28
C000615,CAT09,1142024,2181,0.6764,个人,2026-08-28
C000616,CAT07,508094,1835,0.6238,个人,2026-08-28
C000617,CAT11,288033,3491,0.7,个人,2026-08-28
C000618,CAT02,217613,868,0.6134,个人,2026-08-28
C000619,CAT05,348847,3056,0.6527,个人,2026-08-28
C000620,CAT02,152982,2242,0.7101,个人,2026-08-28
C000621,CAT11,766377,1091,0.9607,个人,2026-08-28
C000622,CAT06,845528,46,0.3872,个人,2026-08-28
C000623,CAT01,1106314,54,0.3538,个人,2026-08-28
C000624,CAT07,230448,496,0.5708,机构,2026-08-28
C000625,CAT08,1176827,3479,0.4416,个人,2026-08-28
C000626,CAT04,1100698,3160,0.3505,个人,2026-08-28
C000627,CAT06,402102,1534,0.6317,机构,2026-08-28
C000628,CAT10,1192765,432,0.7962,个人,2026-08-28
C000629,CAT10,912932,3941,0.6194,个人,2026-08-28
C000630,CAT04,266056,949,0.4916,个人,2026-08-28
C000631,CAT09,269723,860,0.6338,个人,2026-08-28
C000632,CAT07,388171,91,0.4663,个人,2026-08-28
C000633,CAT12,1089298,2282,0.4828,个人,2026-08-28
C000634,CAT04,888179,180,0.3499,个人,2026-08-28
C000635,CAT06,532297,2381,0.4249,个人,2026-08-28
C000636,CAT04,638999,1971,0.5328,个人,2026-08-28
C000637,CAT12,141635,1556,0.3075,个人,2026-08-28
C000638,CAT10,3659,790,0.5074,个人,2026-08-28
C000639,CAT10,442545,3149,0.4505,个人,2026-08-28
C000640,CAT11,39276,3297,0.8822,个人,2026-08-28
C000641,CAT05,927948,2664,0.3953,个人,2026-08-28
C000642,CAT12,402266,1952,0.54,个人,2026-08-28
C000643,CAT02,595361,3667,0.6254,个人,2026-08-28
C000644,CAT05,998675,7,0.2953,个人,2026-08-28
C000645,CAT03,1077730,2369,0.2475,个人,2026-08-28
C000646,CAT01,302655,671,0.3993,个人,2026-08-28
C000647,CAT10,529321,1877,0.3532,个人,2026-08-28
C000648,CAT02,968294,3294,0.7949,个人,2026-08-28
C000649,CAT05,42478,1313,0.7547,机构,2026-08-28
C000650,CAT12,829239,740,0.7536,个人,2026-08-28
C000651,CAT10,967999,186,0.7985,机构,2026-08-28
C000652,CAT08,570094,887,0.3524,个人,2026-08-28
C000653,CAT12,32161,1704,0.6568,个人,2026-08-28
C000654,CAT02,992921,1782,0.5054,个人,2026-08-28
C000655,CAT08,526190,267,0.5219,个人,2026-08-28
C000656,CAT12,732598,2617,0.4494,个人,2026-08-28
C000657,CAT01,1059264,1295,0.4452,个人,2026-08-28
C000658,CAT08,657104,3947,0.5285,个人,2026-08-28
C000659,CAT04,239780,1659,0.9004,个人,2026-08-28
C000660,CAT09,67001,247,0.4857,个人,2026-08-28
C000661,CAT08,921540,1194,0.4709,个人,2026-08-28
C000662,CAT04,334650,1766,0.8547,机构,2026-08-28
C000663,CAT06,288742,2659,0.766,个人,2026-08-28
C000664,CAT03,87653,2056,0.3834,机构,2026-08-28
C000665,CAT07,745731,2561,0.3688,机构,2026-08-28
C000666,CAT01,1045766,3552,0.5122,个人,2026-08-28
C000667,CAT01,473570,47,0.6885,个人,2026-08-28
C000668,CAT07,584159,428,0.5382,机构,2026-08-28
C000669,CAT04,1176545,2417,0.7119,个人,2026-08-28
C000670,CAT11,1154276,3385,0.3407,媒体,2026-08-28
C000671,CAT02,1194082,1972,0.908,机构,2026-08-28
C000672,CAT04,1177253,722,0.4147,个人,2026-08-28
C000673,CAT05,617835,1390,0.8947,个人,2026-08-28
C000674,CAT04,368389,174,0.545,机构,2026-08-28
C000675,CAT10,384613,3626,0.8398,个人,2026-08-28
C000676,CAT07,927811,3905,0.4528,个人,2026-08-28
C000677,CAT12,333151,2749,0.5377,个人,2026-08-28
C000678,CAT01,1040221,2298,0.5207,个人,2026-08-28
C000679,CAT10,418880,532,0.5905,个人,2026-08-28
C000680,CAT09,314445,1110,0.4882,机构,2026-08-28
C000681,CAT05,1168232,3105,0.4444,机构,2026-08-28
C000682,CAT12,178579,2906,0.3113,个人,2026-08-28
C000683,CAT05,73562,3485,0.7525,个人,2026-08-28
C000684,CAT06,825688,3708,0.4183,个人,2026-08-28
C000685,CAT06,461893,2639,0.5733,个人,2026-08-28
C000686,CAT05,727323,975,0.6281,个人,2026-08-28
C000687,CAT07,840977,1156,0.6074,个人,2026-08-28
C000688,CAT12,694762,567,0.5275,个人,2026-08-28
C000689,CAT06,618072,1686,0.6346,个人,2026-08-28
C000690,CAT04,142909,1434,0.4025,个人,2026-08-28
C000691,CAT08,398452,2656,0.7377,机构,2026-08-28
C000692,CAT12,818994,3743,0.6929,个人,2026-08-28
C000693,CAT12,769070,1411,0.3219,个人,2026-08-28
C000694,CAT11,818695,2747,0.8412,个人,2026-08-28
C000695,CAT02,195861,3794,0.4809,个人,2026-08-28
C000696,CAT04,1026226,1467,0.5685,个人,2026-08-28
C000697,CAT02,403472,3090,0.7189,个人,2026-08-28
C000698,CAT05,909687,441,0.5265,个人,2026-08-28
C000699,CAT03,79106,1770,0.6515,个人,2026-08-28
C000700,CAT09,1169766,880,0.2745,个人,2026-08-28
C000701,CAT09,306718,2633,0.5637,个人,2026-08-28
C000702,CAT07,428548,1264,0.5182,个人,2026-08-28
C000703,CAT08,516984,3301,0.7839,个人,2026-08-28
C000704,CAT10,297349,1170,0.5088,个人,2026-08-28
C000705,CAT10,865282,116,0.5513,个人,2026-08-28
C000706,CAT12,222541,1839,0.7017,机构,2026-08-28
C000707,CAT10,547877,2108,0.7293,个人,2026-08-28
C000708,CAT05,107204,2339,0.5874,个人,2026-08-28
C000709,CAT10,639565,414,0.5288,个人,2026-08-28
C000710,CAT11,621941,2694,0.6357,机构,2026-08-28
C000711,CAT09,969574,411,0.7108,个人,2026-08-28
C000712,CAT02,462355,2363,0.5131,个人,2026-08-28
C000713,CAT12,779559,3786,0.6862,个人,2026-08-28
C000714,CAT06,995665,133,0.6635,个人,2026-08-28
C000715,CAT06,385203,3961,0.3652,个人,2026-08-28
C000716,CAT11,641979,2661,0.4264,个人,2026-08-28
C000717,CAT03,407410,3466,0.46,个人,2026-08-28
C000718,CAT10,899380,357,0.4245,个人,2026-08-28
C000719,CAT11,703287,3115,0.6512,个人,2026-08-28
C000720,CAT03,1065015,1907,0.8714,个人,2026-08-28
C000721,CAT05,1190790,2786,0.7618,个人,2026-08-28
C000722,CAT11,985770,3675,0.6057,个人,2026-08-28
C000723,CAT08,1198594,1795,0.7545,个人,2026-08-28
C000724,CAT06,527504,3493,0.4948,个人,2026-08-28
C000725,CAT09,761744,1351,0.4493,个人,2026-08-28
C000726,CAT02,399157,880,0.5798,个人,2026-08-28
C000727,CAT10,743320,669,0.8648,个人,2026-08-28
C000728,CAT10,922631,3189,0.6744,个人,2026-08-28
C000729,CAT10,647437,18,0.6519,个人,2026-08-28
C000730,CAT10,423036,3037,0.4035,个人,2026-08-28
C000731,CAT04,561924,227,0.835,机构,2026-08-28
C000732,CAT08,1044558,2139,0.6699,个人,2026-08-28
C000733,CAT06,1147686,3311,0.6389,媒体,2026-08-28
C000734,CAT03,768535,311,0.6394,个人,2026-08-28
C000735,CAT09,878130,259,0.4524,个人,2026-08-28
C000736,CAT05,40731,1610,0.5956,个人,2026-08-28
C000737,CAT11,825257,579,0.6213,个人,2026-08-28
C000738,CAT07,33705,2890,0.7292,机构,2026-08-28
C000739,CAT09,392629,2227,0.7589,个人,2026-08-28
C000740,CAT08,1102293,3395,0.6369,个人,2026-08-28
C000741,CAT06,27528,3139,0.4954,个人,2026-08-28
C000742,CAT12,728135,2603,0.4824,个人,2026-08-28
C000743,CAT05,711309,1288,0.2727,个人,2026-08-28
C000744,CAT04,899300,3513,0.405,个人,2026-08-28
C000745,CAT03,8924,168,0.6716,个人,2026-08-28
C000746,CAT08,243725,3216,0.446,个人,2026-08-28
C000747,CAT11,189131,3772,0.5445,个人,2026-08-28
C000748,CAT06,869471,1645,0.5589,个人,2026-08-28
C000749,CAT07,645953,3093,0.6809,个人,2026-08-28
C000750,CAT03,221279,619,0.3728,个人,2026-08-28
C000751,CAT01,767975,3398,0.5297,个人,2026-08-28
C000752,CAT04,627647,2315,0.385,个人,2026-08-28
C000753,CAT04,1199180,1674,0.7348,机构,2026-08-28
C000754,CAT02,500917,3540,0.3406,个人,2026-08-28
C000755,CAT03,90552,3877,0.4346,个人,2026-08-28
C000756,CAT10,503243,3804,0.5278,机构,2026-08-28
C000757,CAT09,1042139,3207,0.7111,媒体,2026-08-28
C000758,CAT12,579650,2351,0.5048,个人,2026-08-28
C000759,CAT02,370892,3046,0.4329,个人,2026-08-28
C000760,CAT09,534201,1934,0.5004,个人,2026-08-28
C000761,CAT05,920473,3789,0.5123,个人,2026-08-28
C000762,CAT06,1016201,2626,0.7473,个人,2026-08-28
C000763,CAT06,914847,3145,0.5705,个人,2026-08-28
C000764,CAT09,878588,3908,0.6637,个人,2026-08-28
C000765,CAT05,845028,3445,0.631,个人,2026-08-28
C000766,CAT05,448101,3711,0.4801,个人,2026-08-28
C000767,CAT11,1181192,3583,0.5198,个人,2026-08-28
C000768,CAT03,1055968,1894,0.6186,个人,2026-08-28
C000769,CAT11,726769,750,0.5764,个人,2026-08-28
C000770,CAT01,86409,794,0.6478,个人,2026-08-28
C000771,CAT05,607543,2432,0.4771,个人,2026-08-28
C000772,CAT12,658117,2951,0.4788,个人,2026-08-28
C000773,CAT01,530469,495,0.2963,个人,2026-08-28
C000774,CAT12,956515,2677,0.3153,个人,2026-08-28
C000775,CAT09,773441,1191,0.5654,机构,2026-08-28
C000776,CAT11,967156,2696,0.98,个人,2026-08-28
C000777,CAT02,419921,1506,0.5272,个人,2026-08-28
C000778,CAT10,146152,218,0.7723,机构,2026-08-28
C000779,CAT04,300897,2786,0.4747,个人,2026-08-28
C000780,CAT10,264581,3116,0.5281,个人,2026-08-28
C000781,CAT07,256899,579,0.4588,个人,2026-08-28
C000782,CAT08,8538,1977,0.4396,媒体,2026-08-28
C000783,CAT10,1181462,115,0.7508,个人,2026-08-28
C000784,CAT03,315925,3581,0.6461,个人,2026-08-28
C000785,CAT05,1192652,1738,0.4722,个人,2026-08-28
C000786,CAT05,65044,760,0.5794,个人,2026-08-28
C000787,CAT02,557343,3522,0.7075,个人,2026-08-28
C000788,CAT12,926884,865,0.8191,个人,2026-08-28
C000789,CAT09,800988,199,0.7792,个人,2026-08-28
C000790,CAT12,619595,878,0.6083,机构,2026-08-28
C000791,CAT05,1111058,3205,0.5153,个人,2026-08-28
C000792,CAT02,454750,890,0.3622,个人,2026-08-28
C000793,CAT02,714439,1732,0.8918,个人,2026-08-28
C000794,CAT04,601339,1574,0.6587,媒体,2026-08-28
C000795,CAT05,153862,3249,0.4643,个人,2026-08-28
C000796,CAT07,553674,930,0.6209,个人,2026-08-28
C000797,CAT03,21256,2475,0.5273,机构,2026-08-28
C000798,CAT08,883584,3423,0.5434,媒体,2026-08-28
C000799,CAT07,1164394,3377,0.5231,个人,2026-08-28
C000800,CAT10,1076062,1932,0.8545,个人,2026-08-28
C000801,CAT01,729881,1809,0.5133,机构,2026-08-28
C000802,CAT12,157384,3706,0.4848,个人,2026-08-28
C000803,CAT01,766942,225,0.5413,机构,2026-08-28
C000804,CAT07,628914,2262,0.7665,个人,2026-08-28
C000805,CAT11,445566,1017,0.6266,个人,2026-08-28
C000806,CAT02,634406,150,0.3372,个人,2026-08-28
C000807,CAT05,521280,2902,0.3958,个人,2026-08-28
C000808,CAT05,167826,69,0.5154,个人,2026-08-28
C000809,CAT03,689595,516,0.7225,个人,2026-08-28
C000810,CAT09,1119105,2074,0.7076,个人,2026-08-28
C000811,CAT02,308649,3611,0.4753,个人,2026-08-28
C000812,CAT08,699349,2669,0.4538,个人,2026-08-28
C000813,CAT08,497278,3215,0.6016,个人,2026-08-28
C000814,CAT11,93829,3372,0.3981,个人,2026-08-28
C000815,CAT11,1057680,1690,0.6011,机构,2026-08-28
C000816,CAT02,527252,3018,0.3324,媒体,2026-08-28
C000817,CAT03,1161373,1867,0.4776,媒体,2026-08-28
C000818,CAT04,992223,3258,0.5961,个人,2026-08-28
C000819,CAT04,800039,530,0.5755,个人,2026-08-28
C000820,CAT12,1084510,3914,0.4591,个人,2026-08-28
C000821,CAT11,835820,15,0.5836,个人,2026-08-28
C000822,CAT07,940031,98,0.4661,机构,2026-08-28
C000823,CAT11,1136693,1402,0.5582,个人,2026-08-28
C000824,CAT09,426819,959,0.6335,个人,2026-08-28
C000825,CAT11,150420,59,0.3579,个人,2026-08-28
C000826,CAT11,179477,2426,0.3988,个人,2026-08-28
C000827,CAT02,211689,3704,0.5937,个人,2026-08-28
C000828,CAT03,134741,1594,0.6007,个人,2026-08-28
C000829,CAT10,508257,1169,0.6045,个人,2026-08-28
C000830,CAT03,103733,3629,0.2158,个人,2026-08-28
C000831,CAT01,773976,3408,0.838,个人,2026-08-28
C000832,CAT06,1189764,1287,0.8162,个人,2026-08-28
C000833,CAT10,664417,2522,0.5843,个人,2026-08-28
C000834,CAT03,18058,839,0.4668,个人,2026-08-28
C000835,CAT11,132296,1202,0.5518,个人,2026-08-28
C000836,CAT07,270153,717,0.6777,个人,2026-08-28
C000837,CAT11,289168,2291,0.6882,个人,2026-08-28
C000838,CAT07,761465,3216,0.4829,个人,2026-08-28
C000839,CAT12,536434,3806,0.7346,个人,2026-08-28
C000840,CAT12,352283,972,0.4741,个人,2026-08-28
C000841,CAT12,189645,430,0.6839,机构,2026-08-28
C000842,CAT09,274148,171,0.6261,个人,2026-08-28
C000843,CAT07,58570,527,0.4709,媒体,2026-08-28
C000844,CAT11,869585,1268,0.4747,个人,2026-08-28
C000845,CAT02,45108,978,0.625,机构,2026-08-28
C000846,CAT09,912134,3401,0.4091,个人,2026-08-28
C000847,CAT12,409439,2099,0.3955,个人,2026-08-28
C000848,CAT04,403412,296,0.5218,个人,2026-08-28
C000849,CAT09,780920,288,0.5812,个人,2026-08-28
C000850,CAT01,254817,2425,0.6542,个人,2026-08-28
C000851,CAT08,17029,2191,0.5948,个人,2026-08-28
C000852,CAT02,867890,616,0.4582,个人,2026-08-28
C000853,CAT02,123312,964,0.7816,个人,2026-08-28
C000854,CAT06,1162383,1238,0.8274,个人,2026-08-28
C000855,CAT10,338803,3587,0.644,个人,2026-08-28
C000856,CAT10,147890,3533,0.8111,个人,2026-08-28
C000857,CAT08,17254,2565,0.7392,个人,2026-08-28
C000858,CAT04,425993,179,0.6414,个人,2026-08-28
C000859,CAT05,1038462,2528,0.5979,个人,2026-08-28
C000860,CAT06,933423,1833,0.5859,个人,2026-08-28
C000861,CAT07,1065587,2132,0.4794,个人,2026-08-28
C000862,CAT05,1039328,54,0.6532,个人,2026-08-28
C000863,CAT09,449944,3521,0.7184,个人,2026-08-28
C000864,CAT10,708517,3723,0.5974,个人,2026-08-28
C000865,CAT05,21488,3418,0.5492,个人,2026-08-28
C000866,CAT07,194312,115,0.8782,个人,2026-08-28
C000867,CAT10,92895,3085,0.4602,个人,2026-08-28
C000868,CAT09,1184766,143,0.6144,个人,2026-08-28
C000869,CAT10,591327,2856,0.5411,个人,2026-08-28
C000870,CAT09,311803,2412,0.7084,个人,2026-08-28
C000871,CAT11,615782,1358,0.5447,媒体,2026-08-28
C000872,CAT05,887527,117,0.5264,个人,2026-08-28
C000873,CAT12,1039960,1224,0.7146,机构,2026-08-28
C000874,CAT10,48068,3325,0.7179,个人,2026-08-28
C000875,CAT03,1002273,3236,0.4394,个人,2026-08-28
C000876,CAT11,801406,306,0.7217,个人,2026-08-28
C000877,CAT11,1075415,1444,0.5019,个人,2026-08-28
C000878,CAT12,297622,3105,0.468,个人,2026-08-28
C000879,CAT08,942396,334,0.6604,个人,2026-08-28
C000880,CAT09,257334,1507,0.448,个人,2026-08-28
C000881,CAT01,688406,2741,0.3365,个人,2026-08-28
C000882,CAT06,519489,1454,0.4339,个人,2026-08-28
C000883,CAT03,629183,3094,0.5626,个人,2026-08-28
C000884,CAT04,939891,1616,0.6198,媒体,2026-08-28
C000885,CAT10,189772,2719,0.6602,个人,2026-08-28
C000886,CAT11,203477,3265,0.2261,个人,2026-08-28
C000887,CAT08,1154065,1711,0.6086,机构,2026-08-28
C000888,CAT07,979142,2859,0.6711,个人,2026-08-28
C000889,CAT06,963736,46,0.6268,个人,2026-08-28
C000890,CAT05,666579,3998,0.6623,机构,2026-08-28
C000891,CAT01,979525,1704,0.5655,机构,2026-08-28
C000892,CAT02,508283,3158,0.3984,个人,2026-08-28
C000893,CAT10,612697,3381,0.5351,机构,2026-08-28
C000894,CAT10,174401,652,0.4324,个人,2026-08-28
C000895,CAT01,1121442,3722,0.3876,个人,2026-08-28
C000896,CAT12,352502,1841,0.5226,机构,2026-08-28
C000897,CAT06,446471,2062,0.5753,个人,2026-08-28
C000898,CAT05,585697,2953,0.15,个人,2026-08-28
C000899,CAT11,1141950,3571,0.4512,个人,2026-08-28
C000900,CAT10,448357,1891,0.8204,个人,2026-08-28
C000901,CAT09,569527,3275,0.4301,个人,2026-08-28
C000902,CAT08,199592,3521,0.845,个人,2026-08-28
C000903,CAT04,36931,260,0.6234,媒体,2026-08-28
C000904,CAT09,1102610,3335,0.5298,个人,2026-08-28
C000905,CAT12,296375,944,0.2683,个人,2026-08-28
C000906,CAT04,447266,731,0.98,个人,2026-08-28
C000907,CAT05,362596,3750,0.4371,个人,2026-08-28
C000908,CAT09,811777,3694,0.7645,个人,2026-08-28
C000909,CAT10,530467,3537,0.6009,个人,2026-08-28
C000910,CAT06,1129963,2932,0.3692,个人,2026-08-28
C000911,CAT05,511201,3972,0.324,个人,2026-08-28
C000912,CAT07,1095644,3638,0.6885,个人,2026-08-28
C000913,CAT04,790828,1801,0.6498,机构,2026-08-28
C000914,CAT11,1168478,1662,0.9074,个人,2026-08-28
C000915,CAT06,792396,2909,0.5653,个人,2026-08-28
C000916,CAT04,1064641,131,0.4649,个人,2026-08-28
C000917,CAT06,1069043,2356,0.4034,个人,2026-08-28
C000918,CAT12,551513,2339,0.6967,个人,2026-08-28
C000919,CAT08,1069693,2323,0.8138,个人,2026-08-28
C000920,CAT02,1056130,312,0.3724,个人,2026-08-28
C000921,CAT09,1026151,1562,0.3639,媒体,2026-08-28
C000922,CAT01,462683,568,0.7494,机构,2026-08-28
C000923,CAT10,601817,3912,0.4063,个人,2026-08-28
C000924,CAT05,512269,3804,0.7017,个人,2026-08-28
C000925,CAT02,164059,792,0.8469,个人,2026-08-28
C000926,CAT02,114839,3711,0.6386,个人,2026-08-28
C000927,CAT04,891018,1083,0.4336,个人,2026-08-28
C000928,CAT05,52263,931,0.6308,个人,2026-08-28
C000929,CAT06,866839,404,0.7752,机构,2026-08-28
C000930,CAT01,79310,1264,0.6772,个人,2026-08-28
C000931,CAT07,137191,2811,0.4603,个人,2026-08-28
C000932,CAT11,491558,1126,0.7894,个人,2026-08-28
C000933,CAT05,948682,3752,0.5644,个人,2026-08-28
